"Step","downstream_eval - crowspairs","downstream_eval - crowspairs__MIN","downstream_eval - crowspairs__MAX"
"156","67.35092784072687","67.35092784072687","67.35092784072687"
"158","68.44502956066873","68.44502956066873","68.44502956066873"
"160","66.88383773420804","66.88383773420804","66.88383773420804"
"162","69.63167236064798","69.63167236064798","69.63167236064798"
"164","68.67270805206199","68.67270805206199","68.67270805206199"
"166","67.59711329743865","67.59711329743865","67.59711329743865"
"168","68.34463692867978","68.34463692867978","68.34463692867978"
"170","68.03025384062116","68.03025384062116","68.03025384062116"
"172","66.16580719789816","66.16580719789816","66.16580719789816"
"174","67.24313931171402","67.24313931171402","67.24313931171402"
"176","68.46789712200942","68.46789712200942","68.46789712200942"
"178","66.88507851419766","66.88507851419766","66.88507851419766"
"180","68.48262174544709","68.48262174544709","68.48262174544709"
"182","67.19276122425978","67.19276122425978","67.19276122425978"
"184","68.15635761262901","68.15635761262901","68.15635761262901"
"186","66.91540390033181","66.91540390033181","66.91540390033181"
"188","68.6408179010548","68.6408179010548","68.6408179010548"
"190","68.9946722233951","68.9946722233951","68.9946722233951"
"192","70.22760622134395","70.22760622134395","70.22760622134395"
"194","68.30579303647146","68.30579303647146","68.30579303647146"
"196","68.86314986240917","68.86314986240917","68.86314986240917"
"198","69.06556729905266","69.06556729905266","69.06556729905266"
"200","68.29574798620493","68.29574798620493","68.29574798620493"
"202","66.39033194547847","66.39033194547847","66.39033194547847"
"204","67.13998277866455","67.13998277866455","67.13998277866455"
"206","68.09609604902616","68.09609604902616","68.09609604902616"
"208","67.77673534729318","67.77673534729318","67.77673534729318"
"210","69.48563356244823","69.48563356244823","69.48563356244823"
"212","67.31349072615383","67.31349072615383","67.31349072615383"
"214","68.54606782084332","68.54606782084332","68.54606782084332"
"216","71.46222859863899","71.46222859863899","71.46222859863899"
"218","69.23212615455408","69.23212615455408","69.23212615455408"
"220","68.59433137611151","68.59433137611151","68.59433137611151"
"222","69.72079563977867","69.72079563977867","69.72079563977867"
"224","68.40432354793953","68.40432354793953","68.40432354793953"
"226","68.33519275193865","68.33519275193865","68.33519275193865"
"228","67.64074128233989","67.64074128233989","67.64074128233989"
"230","66.38040880760424","66.38040880760424","66.38040880760424"
"232","67.43228772313668","67.43228772313668","67.43228772313668"
"234","69.52229097967279","69.52229097967279","69.52229097967279"
"236","67.44046859177895","67.44046859177895","67.44046859177895"
"238","68.61669394086836","68.61669394086836","68.61669394086836"
"240","68.64903668400771","68.64903668400771","68.64903668400771"
"242","68.39477606711165","68.39477606711165","68.39477606711165"
"244","67.85749517503382","67.85749517503382","67.85749517503382"
"246","69.62635054692025","69.62635054692025","69.62635054692025"
"248","68.44189215988392","68.44189215988392","68.44189215988392"
"250","70.05717549393981","70.05717549393981","70.05717549393981"
"252","69.11455386465832","69.11455386465832","69.11455386465832"
"254","68.1941259998812","68.1941259998812","68.1941259998812"
"256","69.23578684937814","69.23578684937814","69.23578684937814"
"258","69.40181277654331","69.40181277654331","69.40181277654331"
"260","68.3088918658143","68.3088918658143","68.3088918658143"
"262","69.43457810726503","69.43457810726503","69.43457810726503"
"264","68.03164775675906","68.03164775675906","68.03164775675906"
"266","68.20704822764233","68.20704822764233","68.20704822764233"
"268","66.87198415793944","66.87198415793944","66.87198415793944"
"270","70.41418954109413","70.41418954109413","70.41418954109413"
"272","67.85251473573925","67.85251473573925","67.85251473573925"
"274","68.86124565528048","68.86124565528048","68.86124565528048"
"276","67.88023859203658","67.88023859203658","67.88023859203658"
"278","69.18614788319505","69.18614788319505","69.18614788319505"
"280","67.22864749705627","67.22864749705627","67.22864749705627"
"282","68.58529254803427","68.58529254803427","68.58529254803427"
"284","68.4657457080409","68.4657457080409","68.4657457080409"
"286","68.59145360100077","68.59145360100077","68.59145360100077"
"288","68.94255359594568","68.94255359594568","68.94255359594568"
"290","68.93531139073764","68.93531139073764","68.93531139073764"
"292","69.20882394767425","69.20882394767425","69.20882394767425"
"294","69.66792108780106","69.66792108780106","69.66792108780106"
"296","70.42052770001892","70.42052770001892","70.42052770001892"
"298","69.16459311100233","69.16459311100233","69.16459311100233"
"300","68.86720248433097","68.86720248433097","68.86720248433097"
"302","68.3991679567233","68.3991679567233","68.3991679567233"
"304","68.62665314101963","68.62665314101963","68.62665314101963"
"306","69.17879782671011","69.17879782671011","69.17879782671011"
"308","70.54499714399802","70.54499714399802","70.54499714399802"
"310","67.72271830288554","67.72271830288554","67.72271830288554"
"312","67.68121467907699","67.68121467907699","67.68121467907699"
"314","68.27189075495042","68.27189075495042","68.27189075495042"
"316","69.51809523440173","69.51809523440173","69.51809523440173"
"318","70.96702912241727","70.96702912241727","70.96702912241727"
"320","70.0472221839321","70.0472221839321","70.0472221839321"
"322","69.32693760456058","69.32693760456058","69.32693760456058"
"324","69.16645140869478","69.16645140869478","69.16645140869478"
"326","68.94663996048341","68.94663996048341","68.94663996048341"
"328","69.57934094356514","69.57934094356514","69.57934094356514"
"330","68.47331255411773","68.47331255411773","68.47331255411773"
"332","70.11612017459503","70.11612017459503","70.11612017459503"
"334","69.96263930755738","69.96263930755738","69.96263930755738"
"336","69.44780126040571","69.44780126040571","69.44780126040571"
"338","70.34706546537247","70.34706546537247","70.34706546537247"
"340","69.75555720413422","69.75555720413422","69.75555720413422"
"342","67.52275803230519","67.52275803230519","67.52275803230519"
"344","69.76153258829547","69.76153258829547","69.76153258829547"
"346","69.51329341402894","69.51329341402894","69.51329341402894"
"348","70.99649158595741","70.99649158595741","70.99649158595741"
"350","69.24801344659046","69.24801344659046","69.24801344659046"
"352","70.06006286391433","70.06006286391433","70.06006286391433"
"354","70.45359775395252","70.45359775395252","70.45359775395252"
