"Step","downstream_eval - race","downstream_eval - race__MIN","downstream_eval - race__MAX"
"84","36.9377990430622","36.9377990430622","36.9377990430622"
"86","36.36363636363637","36.36363636363637","36.36363636363637"
"88","38.27751196172249","38.27751196172249","38.27751196172249"
"90","37.79904306220095","37.79904306220095","37.79904306220095"
"92","37.32057416267943","37.32057416267943","37.32057416267943"
"94","36.17224880382775","36.17224880382775","36.17224880382775"
"96","36.9377990430622","36.9377990430622","36.9377990430622"
"98","37.32057416267943","37.32057416267943","37.32057416267943"
"100","37.32057416267943","37.32057416267943","37.32057416267943"
"102","37.79904306220095","37.79904306220095","37.79904306220095"
"104","37.03349282296651","37.03349282296651","37.03349282296651"
"106","37.89473684210527","37.89473684210527","37.89473684210527"
"108","38.56459330143541","38.56459330143541","38.56459330143541"
"110","37.51196172248804","37.51196172248804","37.51196172248804"
"112","37.79904306220095","37.79904306220095","37.79904306220095"
"114","37.60765550239235","37.60765550239235","37.60765550239235"
"116","37.70334928229665","37.70334928229665","37.70334928229665"
"118","38.18181818181819","38.18181818181819","38.18181818181819"
"120","37.89473684210527","37.89473684210527","37.89473684210527"
"122","36.84210526315789","36.84210526315789","36.84210526315789"
"124","38.85167464114833","38.85167464114833","38.85167464114833"
"126","37.51196172248804","37.51196172248804","37.51196172248804"
"128","38.56459330143541","38.56459330143541","38.56459330143541"
"130","37.60765550239235","37.60765550239235","37.60765550239235"
"132","38.08612440191387","38.08612440191387","38.08612440191387"
"134","37.32057416267943","37.32057416267943","37.32057416267943"
"136","38.66028708133971","38.66028708133971","38.66028708133971"
"138","37.03349282296651","37.03349282296651","37.03349282296651"
"140","37.32057416267943","37.32057416267943","37.32057416267943"
"142","37.60765550239235","37.60765550239235","37.60765550239235"
"144","37.70334928229665","37.70334928229665","37.70334928229665"
"146","36.55502392344497","36.55502392344497","36.55502392344497"
"148","38.08612440191387","38.08612440191387","38.08612440191387"
"150","38.18181818181819","38.18181818181819","38.18181818181819"
"152","37.89473684210527","37.89473684210527","37.89473684210527"
"154","37.51196172248804","37.51196172248804","37.51196172248804"
"156","36.45933014354067","36.45933014354067","36.45933014354067"
"158","37.79904306220095","37.79904306220095","37.79904306220095"
"160","38.18181818181819","38.18181818181819","38.18181818181819"
"162","37.70334928229665","37.70334928229665","37.70334928229665"
"164","38.66028708133971","38.66028708133971","38.66028708133971"
"166","38.66028708133971","38.66028708133971","38.66028708133971"
"168","37.03349282296651","37.03349282296651","37.03349282296651"
"170","37.70334928229665","37.70334928229665","37.70334928229665"
"172","37.51196172248804","37.51196172248804","37.51196172248804"
"174","37.22488038277512","37.22488038277512","37.22488038277512"
"176","37.51196172248804","37.51196172248804","37.51196172248804"
"178","37.51196172248804","37.51196172248804","37.51196172248804"
"180","37.99043062200957","37.99043062200957","37.99043062200957"
"182","36.65071770334929","36.65071770334929","36.65071770334929"
"184","37.51196172248804","37.51196172248804","37.51196172248804"
"186","37.41626794258373","37.41626794258373","37.41626794258373"
"188","37.51196172248804","37.51196172248804","37.51196172248804"
"190","37.41626794258373","37.41626794258373","37.41626794258373"
"192","36.74641148325359","36.74641148325359","36.74641148325359"
"194","37.41626794258373","37.41626794258373","37.41626794258373"
"196","37.60765550239235","37.60765550239235","37.60765550239235"
"198","37.60765550239235","37.60765550239235","37.60765550239235"
"200","37.41626794258373","37.41626794258373","37.41626794258373"
"202","38.27751196172249","38.27751196172249","38.27751196172249"
"204","37.51196172248804","37.51196172248804","37.51196172248804"
"206","37.41626794258373","37.41626794258373","37.41626794258373"
"208","37.79904306220095","37.79904306220095","37.79904306220095"
"210","37.22488038277512","37.22488038277512","37.22488038277512"
"212","37.22488038277512","37.22488038277512","37.22488038277512"
"214","38.56459330143541","38.56459330143541","38.56459330143541"
"216","37.32057416267943","37.32057416267943","37.32057416267943"
"218","37.51196172248804","37.51196172248804","37.51196172248804"
"220","37.32057416267943","37.32057416267943","37.32057416267943"
"222","37.12918660287081","37.12918660287081","37.12918660287081"
"224","37.12918660287081","37.12918660287081","37.12918660287081"
"226","37.12918660287081","37.12918660287081","37.12918660287081"
"228","37.22488038277512","37.22488038277512","37.22488038277512"
"230","37.41626794258373","37.41626794258373","37.41626794258373"
"232","37.99043062200957","37.99043062200957","37.99043062200957"
"234","37.32057416267943","37.32057416267943","37.32057416267943"
"236","37.32057416267943","37.32057416267943","37.32057416267943"
"238","37.32057416267943","37.32057416267943","37.32057416267943"
"240","37.41626794258373","37.41626794258373","37.41626794258373"
"242","36.9377990430622","36.9377990430622","36.9377990430622"
"244","37.99043062200957","37.99043062200957","37.99043062200957"
"246","38.18181818181819","38.18181818181819","38.18181818181819"
"248","38.18181818181819","38.18181818181819","38.18181818181819"
"250","37.22488038277512","37.22488038277512","37.22488038277512"
"252","36.55502392344497","36.55502392344497","36.55502392344497"
"254","38.4688995215311","38.4688995215311","38.4688995215311"
"256","37.79904306220095","37.79904306220095","37.79904306220095"
"258","37.60765550239235","37.60765550239235","37.60765550239235"
"260","37.70334928229665","37.70334928229665","37.70334928229665"
"262","37.32057416267943","37.32057416267943","37.32057416267943"
"264","37.03349282296651","37.03349282296651","37.03349282296651"
"266","37.99043062200957","37.99043062200957","37.99043062200957"
"268","37.51196172248804","37.51196172248804","37.51196172248804"
"270","37.60765550239235","37.60765550239235","37.60765550239235"
"272","37.79904306220095","37.79904306220095","37.79904306220095"
"274","37.70334928229665","37.70334928229665","37.70334928229665"
"276","37.41626794258373","37.41626794258373","37.41626794258373"
"278","37.60765550239235","37.60765550239235","37.60765550239235"
"280","37.99043062200957","37.99043062200957","37.99043062200957"
"282","37.70334928229665","37.70334928229665","37.70334928229665"
"284","38.37320574162679","38.37320574162679","38.37320574162679"
"286","37.89473684210527","37.89473684210527","37.89473684210527"
"288","37.51196172248804","37.51196172248804","37.51196172248804"
"290","38.08612440191387","38.08612440191387","38.08612440191387"
"292","38.4688995215311","38.4688995215311","38.4688995215311"
"294","38.08612440191387","38.08612440191387","38.08612440191387"
"296","37.99043062200957","37.99043062200957","37.99043062200957"
"298","37.99043062200957","37.99043062200957","37.99043062200957"
"300","37.79904306220095","37.79904306220095","37.79904306220095"
"302","37.89473684210527","37.89473684210527","37.89473684210527"
"304","38.18181818181819","38.18181818181819","38.18181818181819"
"306","38.66028708133971","38.66028708133971","38.66028708133971"
"308","38.75598086124402","38.75598086124402","38.75598086124402"
"310","38.56459330143541","38.56459330143541","38.56459330143541"
"312","38.18181818181819","38.18181818181819","38.18181818181819"
"314","37.89473684210527","37.89473684210527","37.89473684210527"
"316","38.18181818181819","38.18181818181819","38.18181818181819"
"318","37.32057416267943","37.32057416267943","37.32057416267943"
"320","37.22488038277512","37.22488038277512","37.22488038277512"
"322","37.89473684210527","37.89473684210527","37.89473684210527"
"324","37.22488038277512","37.22488038277512","37.22488038277512"
"326","38.37320574162679","38.37320574162679","38.37320574162679"
"328","38.08612440191387","38.08612440191387","38.08612440191387"
"330","37.99043062200957","37.99043062200957","37.99043062200957"
"332","38.08612440191387","38.08612440191387","38.08612440191387"
"334","38.85167464114833","38.85167464114833","38.85167464114833"
"336","38.27751196172249","38.27751196172249","38.27751196172249"
"338","38.27751196172249","38.27751196172249","38.27751196172249"
"340","37.99043062200957","37.99043062200957","37.99043062200957"
"342","38.18181818181819","38.18181818181819","38.18181818181819"
"344","37.79904306220095","37.79904306220095","37.79904306220095"
"346","37.99043062200957","37.99043062200957","37.99043062200957"
"348","37.79904306220095","37.79904306220095","37.79904306220095"
"350","37.70334928229665","37.70334928229665","37.70334928229665"
"352","37.79904306220095","37.79904306220095","37.79904306220095"
"354","37.70334928229665","37.70334928229665","37.70334928229665"
