"Step","downstream_eval - computer_science","downstream_eval - computer_science__MIN","downstream_eval - computer_science__MAX"
"98","28.839285714285715","28.839285714285715","28.839285714285715"
"100","27.535714285714285","27.535714285714285","27.535714285714285"
"102","26.36607142857143","26.36607142857143","26.36607142857143"
"104","25.13392857142857","25.13392857142857","25.13392857142857"
"106","26.705357142857142","26.705357142857142","26.705357142857142"
"108","30.392857142857142","30.392857142857142","30.392857142857142"
"110","27.535714285714285","27.535714285714285","27.535714285714285"
"112","29.839285714285715","29.839285714285715","29.839285714285715"
"114","30.089285714285715","30.089285714285715","30.089285714285715"
"116","27.61607142857143","27.61607142857143","27.61607142857143"
"118","28.089285714285715","28.089285714285715","28.089285714285715"
"120","30.723214285714285","30.723214285714285","30.723214285714285"
"122","29.089285714285715","29.089285714285715","29.089285714285715"
"124","27","27","27"
"126","29.0625","29.0625","29.0625"
"128","28.919642857142858","28.919642857142858","28.919642857142858"
"130","28.089285714285715","28.089285714285715","28.089285714285715"
"132","27.419642857142858","27.419642857142858","27.419642857142858"
"134","26.75","26.75","26.75"
"136","24.919642857142858","24.919642857142858","24.919642857142858"
"138","27.776785714285715","27.776785714285715","27.776785714285715"
"140","28.642857142857142","28.642857142857142","28.642857142857142"
"142","27.0625","27.0625","27.0625"
"144","29.3125","29.3125","29.3125"
"146","27.892857142857142","27.892857142857142","27.892857142857142"
"148","31.839285714285715","31.839285714285715","31.839285714285715"
"150","31.11607142857143","31.11607142857143","31.11607142857143"
"152","28.535714285714285","28.535714285714285","28.535714285714285"
"154","28.732142857142858","28.732142857142858","28.732142857142858"
"156","29.205357142857142","29.205357142857142","29.205357142857142"
"158","25.30357142857143","25.30357142857143","25.30357142857143"
"160","30.00892857142857","30.00892857142857","30.00892857142857"
"162","30.955357142857142","30.955357142857142","30.955357142857142"
"164","27.61607142857143","27.61607142857143","27.61607142857143"
"166","27.410714285714285","27.410714285714285","27.410714285714285"
"168","27.80357142857143","27.80357142857143","27.80357142857143"
"170","31.107142857142858","31.107142857142858","31.107142857142858"
"172","33.73214285714286","33.73214285714286","33.73214285714286"
"174","25.69642857142857","25.69642857142857","25.69642857142857"
"176","29.61607142857143","29.61607142857143","29.61607142857143"
"178","30.089285714285715","30.089285714285715","30.089285714285715"
"180","29.61607142857143","29.61607142857143","29.61607142857143"
"182","30.11607142857143","30.11607142857143","30.11607142857143"
"184","26.330357142857142","26.330357142857142","26.330357142857142"
"186","27.5","27.5","27.5"
"188","30.169642857142858","30.169642857142858","30.169642857142858"
"190","30.0625","30.0625","30.0625"
"192","26.38392857142857","26.38392857142857","26.38392857142857"
"194","27.330357142857142","27.330357142857142","27.330357142857142"
"196","28.607142857142858","28.607142857142858","28.607142857142858"
"198","29.732142857142858","29.732142857142858","29.732142857142858"
"200","26.169642857142858","26.169642857142858","26.169642857142858"
"202","28.535714285714285","28.535714285714285","28.535714285714285"
"204","28.223214285714285","28.223214285714285","28.223214285714285"
"206","29.94642857142857","29.94642857142857","29.94642857142857"
"208","30.392857142857142","30.392857142857142","30.392857142857142"
"210","27.419642857142858","27.419642857142858","27.419642857142858"
"212","29.69642857142857","29.69642857142857","29.69642857142857"
"214","28.30357142857143","28.30357142857143","28.30357142857143"
"216","29.392857142857142","29.392857142857142","29.392857142857142"
"218","32.473214285714285","32.473214285714285","32.473214285714285"
"220","30.69642857142857","30.69642857142857","30.69642857142857"
"222","28.75","28.75","28.75"
"224","29.94642857142857","29.94642857142857","29.94642857142857"
"226","31","31","31"
"228","31.973214285714285","31.973214285714285","31.973214285714285"
"230","30.19642857142857","30.19642857142857","30.19642857142857"
"232","29.169642857142858","29.169642857142858","29.169642857142858"
"234","32.5625","32.5625","32.5625"
"236","28.75","28.75","28.75"
"238","31.5625","31.5625","31.5625"
"240","28.919642857142858","28.919642857142858","28.919642857142858"
"242","28.392857142857142","28.392857142857142","28.392857142857142"
"244","30.30357142857143","30.30357142857143","30.30357142857143"
"246","29.973214285714285","29.973214285714285","29.973214285714285"
"248","29.473214285714285","29.473214285714285","29.473214285714285"
"250","31.5625","31.5625","31.5625"
"252","30.94642857142857","30.94642857142857","30.94642857142857"
"254","28.419642857142858","28.419642857142858","28.419642857142858"
"256","30.44642857142857","30.44642857142857","30.44642857142857"
"258","32.61607142857143","32.61607142857143","32.61607142857143"
"260","30.723214285714285","30.723214285714285","30.723214285714285"
"262","31.776785714285715","31.776785714285715","31.776785714285715"
"264","29.75892857142857","29.75892857142857","29.75892857142857"
"266","28.526785714285715","28.526785714285715","28.526785714285715"
"268","32","32","32"
"270","31.169642857142858","31.169642857142858","31.169642857142858"
"272","34.089285714285715","34.089285714285715","34.089285714285715"
"274","31.36607142857143","31.36607142857143","31.36607142857143"
"276","30.44642857142857","30.44642857142857","30.44642857142857"
"278","27.607142857142858","27.607142857142858","27.607142857142858"
"280","29.107142857142858","29.107142857142858","29.107142857142858"
"282","29.723214285714285","29.723214285714285","29.723214285714285"
"284","30.94642857142857","30.94642857142857","30.94642857142857"
"286","30.75","30.75","30.75"
"288","29.44642857142857","29.44642857142857","29.44642857142857"
"290","27.357142857142858","27.357142857142858","27.357142857142858"
"292","29.69642857142857","29.69642857142857","29.69642857142857"
"294","34.70535714285714","34.70535714285714","34.70535714285714"
"296","33.089285714285715","33.089285714285715","33.089285714285715"
"298","30.776785714285715","30.776785714285715","30.776785714285715"
"300","32.223214285714285","32.223214285714285","32.223214285714285"
"302","32.86607142857143","32.86607142857143","32.86607142857143"
"304","31.973214285714285","31.973214285714285","31.973214285714285"
"306","32.25","32.25","32.25"
"308","32.285714285714285","32.285714285714285","32.285714285714285"
"310","30.142857142857142","30.142857142857142","30.142857142857142"
"312","31.919642857142858","31.919642857142858","31.919642857142858"
"314","31.11607142857143","31.11607142857143","31.11607142857143"
"316","32.107142857142854","32.107142857142854","32.107142857142854"
"318","33.16964285714286","33.16964285714286","33.16964285714286"
"320","30.839285714285715","30.839285714285715","30.839285714285715"
"322","28.75","28.75","28.75"
"324","32.5","32.5","32.5"
"326","33.607142857142854","33.607142857142854","33.607142857142854"
"328","35.089285714285715","35.089285714285715","35.089285714285715"
"330","35.14285714285714","35.14285714285714","35.14285714285714"
"332","31.94642857142857","31.94642857142857","31.94642857142857"
"334","34.41964285714286","34.41964285714286","34.41964285714286"
"336","33.330357142857146","33.330357142857146","33.330357142857146"
"338","32.61607142857143","32.61607142857143","32.61607142857143"
"340","33","33","33"
"342","36.19642857142857","36.19642857142857","36.19642857142857"
"344","33.839285714285715","33.839285714285715","33.839285714285715"
"346","34.473214285714285","34.473214285714285","34.473214285714285"
"348","32.776785714285715","32.776785714285715","32.776785714285715"
"350","32.89285714285714","32.89285714285714","32.89285714285714"
"352","33.94642857142857","33.94642857142857","33.94642857142857"
"354","37.19642857142857","37.19642857142857","37.19642857142857"
