"Step","perplexity_eval - average per doc","perplexity_eval - average per doc__MIN","perplexity_eval - average per doc__MAX"
"100","13.885310186429876","13.885310186429876","13.885310186429876"
"102","14.443149858511674","14.443149858511674","14.443149858511674"
"104","13.683145208020855","13.683145208020855","13.683145208020855"
"106","14.646218436047034","14.646218436047034","14.646218436047034"
"108","15.33944958148128","15.33944958148128","15.33944958148128"
"110","14.684606254939816","14.684606254939816","14.684606254939816"
"112","14.926148453485546","14.926148453485546","14.926148453485546"
"114","14.083310830868244","14.083310830868244","14.083310830868244"
"116","15.069800738827732","15.069800738827732","15.069800738827732"
"118","14.376694601234554","14.376694601234554","14.376694601234554"
"120","14.629228730059175","14.629228730059175","14.629228730059175"
"122","14.370114366771723","14.370114366771723","14.370114366771723"
"124","15.715882786011337","15.715882786011337","15.715882786011337"
"126","14.9074734516052","14.9074734516052","14.9074734516052"
"128","14.313550643837544","14.313550643837544","14.313550643837544"
"130","14.04391479632167","14.04391479632167","14.04391479632167"
"132","14.3659510222356","14.3659510222356","14.3659510222356"
"134","14.493290518969252","14.493290518969252","14.493290518969252"
"136","14.796959544924954","14.796959544924954","14.796959544924954"
"138","13.98545003052843","13.98545003052843","13.98545003052843"
"140","14.155998936075411","14.155998936075411","14.155998936075411"
"142","13.90874325499391","13.90874325499391","13.90874325499391"
"144","14.13826544635113","14.13826544635113","14.13826544635113"
"146","14.40682078689198","14.40682078689198","14.40682078689198"
"148","14.516173815528038","14.516173815528038","14.516173815528038"
"150","14.649054417194565","14.649054417194565","14.649054417194565"
"152","14.547289751466163","14.547289751466163","14.547289751466163"
"154","14.158080043569363","14.158080043569363","14.158080043569363"
"156","14.33330811355695","14.33330811355695","14.33330811355695"
"158","13.969329713867664","13.969329713867664","13.969329713867664"
"160","14.287181961551807","14.287181961551807","14.287181961551807"
"162","14.514291898205482","14.514291898205482","14.514291898205482"
"164","13.962730975867164","13.962730975867164","13.962730975867164"
"166","14.233559228693291","14.233559228693291","14.233559228693291"
"168","14.169300042623878","14.169300042623878","14.169300042623878"
"170","14.404397872541129","14.404397872541129","14.404397872541129"
"172","14.607443685963794","14.607443685963794","14.607443685963794"
"174","13.924040764079349","13.924040764079349","13.924040764079349"
"176","13.550702939338953","13.550702939338953","13.550702939338953"
"178","14.015032487233668","14.015032487233668","14.015032487233668"
"180","13.997317261582266","13.997317261582266","13.997317261582266"
"182","14.038071724957456","14.038071724957456","14.038071724957456"
"184","14.67512363100282","14.67512363100282","14.67512363100282"
"186","14.088676437613042","14.088676437613042","14.088676437613042"
"188","14.129808263948725","14.129808263948725","14.129808263948725"
"190","13.741075340672202","13.741075340672202","13.741075340672202"
"192","13.854730643603263","13.854730643603263","13.854730643603263"
"194","14.420859456735778","14.420859456735778","14.420859456735778"
"196","13.90180234168435","13.90180234168435","13.90180234168435"
"198","13.699002251943458","13.699002251943458","13.699002251943458"
"200","13.823712872899604","13.823712872899604","13.823712872899604"
"202","14.12726758333137","14.12726758333137","14.12726758333137"
"204","13.614682944988784","13.614682944988784","13.614682944988784"
"206","13.327021933704714","13.327021933704714","13.327021933704714"
"208","13.770931126729389","13.770931126729389","13.770931126729389"
"210","13.782207334779098","13.782207334779098","13.782207334779098"
"212","13.165878287826152","13.165878287826152","13.165878287826152"
"214","13.679124177291015","13.679124177291015","13.679124177291015"
"216","13.668395321459831","13.668395321459831","13.668395321459831"
"218","13.733611363449484","13.733611363449484","13.733611363449484"
"220","13.8379214894967","13.8379214894967","13.8379214894967"
"222","13.347884061704995","13.347884061704995","13.347884061704995"
"224","13.93062761642534","13.93062761642534","13.93062761642534"
"226","13.515036125021396","13.515036125021396","13.515036125021396"
"228","13.883753311047643","13.883753311047643","13.883753311047643"
"230","13.519909138493738","13.519909138493738","13.519909138493738"
"232","13.4041472731926","13.4041472731926","13.4041472731926"
"234","13.630549511416028","13.630549511416028","13.630549511416028"
"236","13.73147731411029","13.73147731411029","13.73147731411029"
"238","13.718312429661257","13.718312429661257","13.718312429661257"
"240","13.583520752195476","13.583520752195476","13.583520752195476"
"242","13.410033724574928","13.410033724574928","13.410033724574928"
"244","13.366505611422856","13.366505611422856","13.366505611422856"
"246","13.665515149022276","13.665515149022276","13.665515149022276"
"248","13.50294185964925","13.50294185964925","13.50294185964925"
"250","13.344283621193004","13.344283621193004","13.344283621193004"
"252","13.576340995320242","13.576340995320242","13.576340995320242"
"254","13.513456505606726","13.513456505606726","13.513456505606726"
"256","13.423743784253494","13.423743784253494","13.423743784253494"
"258","13.602251524901387","13.602251524901387","13.602251524901387"
"260","13.894034003481524","13.894034003481524","13.894034003481524"
"262","13.683250834603044","13.683250834603044","13.683250834603044"
"264","13.580484954977052","13.580484954977052","13.580484954977052"
"266","13.59432584147874","13.59432584147874","13.59432584147874"
"268","13.830262992562515","13.830262992562515","13.830262992562515"
"270","13.863931753969917","13.863931753969917","13.863931753969917"
"272","13.52789785349266","13.52789785349266","13.52789785349266"
"274","13.592692296867268","13.592692296867268","13.592692296867268"
"276","13.865558865621894","13.865558865621894","13.865558865621894"
"278","13.73757982644821","13.73757982644821","13.73757982644821"
"280","13.64773920700313","13.64773920700313","13.64773920700313"
"282","13.416671112341596","13.416671112341596","13.416671112341596"
"284","13.545298752100006","13.545298752100006","13.545298752100006"
"286","13.944483659369112","13.944483659369112","13.944483659369112"
"288","14.087948963068628","14.087948963068628","14.087948963068628"
"290","13.464803053326005","13.464803053326005","13.464803053326005"
"292","13.691089793897714","13.691089793897714","13.691089793897714"
"294","13.231088764554244","13.231088764554244","13.231088764554244"
"296","13.34285725441046","13.34285725441046","13.34285725441046"
"298","13.340185846983973","13.340185846983973","13.340185846983973"
"300","13.289506040293146","13.289506040293146","13.289506040293146"
"302","13.13100495838242","13.13100495838242","13.13100495838242"
"304","13.02083227664805","13.02083227664805","13.02083227664805"
"306","13.328932421977235","13.328932421977235","13.328932421977235"
"308","13.40275263834628","13.40275263834628","13.40275263834628"
"310","13.400503281795602","13.400503281795602","13.400503281795602"
"312","13.0873535918615","13.0873535918615","13.0873535918615"
"314","12.859777459666802","12.859777459666802","12.859777459666802"
"316","12.93748886835335","12.93748886835335","12.93748886835335"
"318","13.021508145797482","13.021508145797482","13.021508145797482"
"320","12.948279686337036","12.948279686337036","12.948279686337036"
"322","13.00633320684068","13.00633320684068","13.00633320684068"
"324","13.103459982870344","13.103459982870344","13.103459982870344"
"326","12.736789062391775","12.736789062391775","12.736789062391775"
"328","12.640288986335344","12.640288986335344","12.640288986335344"
"330","12.82899424229241","12.82899424229241","12.82899424229241"
"332","13.154965800065062","13.154965800065062","13.154965800065062"
"334","12.780984351884577","12.780984351884577","12.780984351884577"
"336","12.980737730243508","12.980737730243508","12.980737730243508"
"338","13.122898301801566","13.122898301801566","13.122898301801566"
"340","13.04083030160783","13.04083030160783","13.04083030160783"
"342","12.943417051863625","12.943417051863625","12.943417051863625"
"344","12.82697820152441","12.82697820152441","12.82697820152441"
"346","13.05886632686549","13.05886632686549","13.05886632686549"
"348","12.895426576043416","12.895426576043416","12.895426576043416"
"350","12.786306611080828","12.786306611080828","12.786306611080828"
"352","12.814284716176273","12.814284716176273","12.814284716176273"
"354","12.72074232359365","12.72074232359365","12.72074232359365"
