"Step","perplexity_eval - USPTO Backgrounds","perplexity_eval - USPTO Backgrounds__MIN","perplexity_eval - USPTO Backgrounds__MAX"
"166","9.403945936594832","9.403945936594832","9.403945936594832"
"168","9.269189131139822","9.269189131139822","9.269189131139822"
"170","9.368224334946548","9.368224334946548","9.368224334946548"
"172","9.322524252848517","9.322524252848517","9.322524252848517"
"174","8.97492174832799","8.97492174832799","8.97492174832799"
"176","8.708569543506824","8.708569543506824","8.708569543506824"
"178","9.182572649238509","9.182572649238509","9.182572649238509"
"180","9.29396901529607","9.29396901529607","9.29396901529607"
"182","9.201574250537472","9.201574250537472","9.201574250537472"
"184","9.537794289022909","9.537794289022909","9.537794289022909"
"186","9.318106854802624","9.318106854802624","9.318106854802624"
"188","9.106506359833038","9.106506359833038","9.106506359833038"
"190","8.764286242479615","8.764286242479615","8.764286242479615"
"192","8.94421993406833","8.94421993406833","8.94421993406833"
"194","9.072825227993077","9.072825227993077","9.072825227993077"
"196","8.817923513421666","8.817923513421666","8.817923513421666"
"198","8.581654906513082","8.581654906513082","8.581654906513082"
"200","8.971674513012706","8.971674513012706","8.971674513012706"
"202","8.97248552448124","8.97248552448124","8.97248552448124"
"204","8.587776942948631","8.587776942948631","8.587776942948631"
"206","8.667882368202227","8.667882368202227","8.667882368202227"
"208","8.73511139407682","8.73511139407682","8.73511139407682"
"210","8.638100457995595","8.638100457995595","8.638100457995595"
"212","8.554529095761254","8.554529095761254","8.554529095761254"
"214","8.818707065586453","8.818707065586453","8.818707065586453"
"216","8.687961122376638","8.687961122376638","8.687961122376638"
"218","8.759533206486044","8.759533206486044","8.759533206486044"
"220","8.997471885497351","8.997471885497351","8.997471885497351"
"222","8.715905970750125","8.715905970750125","8.715905970750125"
"224","8.927167856259874","8.927167856259874","8.927167856259874"
"226","8.641306486121406","8.641306486121406","8.641306486121406"
"228","8.855530984204327","8.855530984204327","8.855530984204327"
"230","8.699044199152782","8.699044199152782","8.699044199152782"
"232","8.595126136081342","8.595126136081342","8.595126136081342"
"234","8.685822745618514","8.685822745618514","8.685822745618514"
"236","8.727414024309583","8.727414024309583","8.727414024309583"
"238","8.624161540903232","8.624161540903232","8.624161540903232"
"240","8.670376926590047","8.670376926590047","8.670376926590047"
"242","8.62148559443323","8.62148559443323","8.62148559443323"
"244","8.625069935364625","8.625069935364625","8.625069935364625"
"246","8.691256315124384","8.691256315124384","8.691256315124384"
"248","8.62603567683587","8.62603567683587","8.62603567683587"
"250","8.563314058380696","8.563314058380696","8.563314058380696"
"252","8.59585721228554","8.59585721228554","8.59585721228554"
"254","8.664019552824845","8.664019552824845","8.664019552824845"
"256","8.625496597891567","8.625496597891567","8.625496597891567"
"258","8.690112853854359","8.690112853854359","8.690112853854359"
"260","8.828679261205492","8.828679261205492","8.828679261205492"
"262","8.86210121976875","8.86210121976875","8.86210121976875"
"264","8.819289011502025","8.819289011502025","8.819289011502025"
"266","8.604597935256757","8.604597935256757","8.604597935256757"
"268","8.704189965352123","8.704189965352123","8.704189965352123"
"270","8.673795356950999","8.673795356950999","8.673795356950999"
"272","8.69529742989893","8.69529742989893","8.69529742989893"
"274","8.731033013235619","8.731033013235619","8.731033013235619"
"276","9.002755975953017","9.002755975953017","9.002755975953017"
"278","9.004598235478278","9.004598235478278","9.004598235478278"
"280","8.817612899441079","8.817612899441079","8.817612899441079"
"282","8.712861163084622","8.712861163084622","8.712861163084622"
"284","8.865024629142583","8.865024629142583","8.865024629142583"
"286","8.756464332809482","8.756464332809482","8.756464332809482"
"288","8.730151506353772","8.730151506353772","8.730151506353772"
"290","8.548099830575643","8.548099830575643","8.548099830575643"
"292","8.773272272165126","8.773272272165126","8.773272272165126"
"294","8.461868673931127","8.461868673931127","8.461868673931127"
"296","8.382938760025587","8.382938760025587","8.382938760025587"
"298","8.42533035631301","8.42533035631301","8.42533035631301"
"300","8.427285272198919","8.427285272198919","8.427285272198919"
"302","8.48067565574178","8.48067565574178","8.48067565574178"
"304","8.401723322364985","8.401723322364985","8.401723322364985"
"306","8.348613937518287","8.348613937518287","8.348613937518287"
"308","8.64938756154913","8.64938756154913","8.64938756154913"
"310","8.457010855551514","8.457010855551514","8.457010855551514"
"312","8.414916857825107","8.414916857825107","8.414916857825107"
"314","8.02926748518457","8.02926748518457","8.02926748518457"
"316","8.258345429520308","8.258345429520308","8.258345429520308"
"318","8.389777088562125","8.389777088562125","8.389777088562125"
"320","8.217841685888697","8.217841685888697","8.217841685888697"
"322","8.222578349700372","8.222578349700372","8.222578349700372"
"324","8.53504382253372","8.53504382253372","8.53504382253372"
"326","8.359628924371066","8.359628924371066","8.359628924371066"
"328","8.303858155343702","8.303858155343702","8.303858155343702"
"330","8.339214034316521","8.339214034316521","8.339214034316521"
"332","8.47460619159503","8.47460619159503","8.47460619159503"
"334","8.415854092935069","8.415854092935069","8.415854092935069"
"336","8.442198164129906","8.442198164129906","8.442198164129906"
"338","8.348890593905121","8.348890593905121","8.348890593905121"
"340","8.4054407404433","8.4054407404433","8.4054407404433"
"342","8.509186430370082","8.509186430370082","8.509186430370082"
"344","8.174587345812544","8.174587345812544","8.174587345812544"
"346","8.240975831717291","8.240975831717291","8.240975831717291"
"348","8.101684830808034","8.101684830808034","8.101684830808034"
"350","8.189953668296102","8.189953668296102","8.189953668296102"
"352","8.10443921279239","8.10443921279239","8.10443921279239"
"354","8.159362504631607","8.159362504631607","8.159362504631607"
