"Step","perplexity_eval - Ubuntu IRC","perplexity_eval - Ubuntu IRC__MIN","perplexity_eval - Ubuntu IRC__MAX"
"106","11.44413703138178","11.44413703138178","11.44413703138178"
"108","11.19731179150668","11.19731179150668","11.19731179150668"
"110","9.70174310424111","9.70174310424111","9.70174310424111"
"112","11.64442690936002","11.64442690936002","11.64442690936002"
"114","11.418504584919322","11.418504584919322","11.418504584919322"
"116","10.45959648219022","10.45959648219022","10.45959648219022"
"118","11.441630580208518","11.441630580208518","11.441630580208518"
"120","10.48216251893477","10.48216251893477","10.48216251893477"
"122","11.541571963917123","11.541571963917123","11.541571963917123"
"124","11.280635747042568","11.280635747042568","11.280635747042568"
"126","12.2198222767223","12.2198222767223","12.2198222767223"
"128","10.516748254949396","10.516748254949396","10.516748254949396"
"130","9.925797939300535","9.925797939300535","9.925797939300535"
"132","10.30621262030168","10.30621262030168","10.30621262030168"
"134","10.715287230231546","10.715287230231546","10.715287230231546"
"136","12.226599324833265","12.226599324833265","12.226599324833265"
"138","11.634866454384545","11.634866454384545","11.634866454384545"
"140","11.952897245233707","11.952897245233707","11.952897245233707"
"142","10.81178652156483","10.81178652156483","10.81178652156483"
"144","11.53227366100658","11.53227366100658","11.53227366100658"
"146","10.765258637341589","10.765258637341589","10.765258637341589"
"148","12.52395423975858","12.52395423975858","12.52395423975858"
"150","11.873440850864757","11.873440850864757","11.873440850864757"
"152","11.938657673922451","11.938657673922451","11.938657673922451"
"154","11.400264046408914","11.400264046408914","11.400264046408914"
"156","11.350911183790728","11.350911183790728","11.350911183790728"
"158","10.384436412291093","10.384436412291093","10.384436412291093"
"160","11.134146430275656","11.134146430275656","11.134146430275656"
"162","11.251836668361316","11.251836668361316","11.251836668361316"
"164","11.267736369913274","11.267736369913274","11.267736369913274"
"166","11.784840258685024","11.784840258685024","11.784840258685024"
"168","11.14731229435314","11.14731229435314","11.14731229435314"
"170","11.156821445985274","11.156821445985274","11.156821445985274"
"172","11.679800402034411","11.679800402034411","11.679800402034411"
"174","10.656416329470549","10.656416329470549","10.656416329470549"
"176","9.825473221865566","9.825473221865566","9.825473221865566"
"178","11.419678471305154","11.419678471305154","11.419678471305154"
"180","10.94156661900607","10.94156661900607","10.94156661900607"
"182","10.91328542882746","10.91328542882746","10.91328542882746"
"184","11.812408924102783","11.812408924102783","11.812408924102783"
"186","12.077846917239102","12.077846917239102","12.077846917239102"
"188","11.111670797521418","11.111670797521418","11.111670797521418"
"190","11.464747775684703","11.464747775684703","11.464747775684703"
"192","11.09975738958879","11.09975738958879","11.09975738958879"
"194","10.96659983288158","10.96659983288158","10.96659983288158"
"196","11.007387833161788","11.007387833161788","11.007387833161788"
"198","11.052045345306396","11.052045345306396","11.052045345306396"
"200","10.519034797495062","10.519034797495062","10.519034797495062"
"202","10.706655914133243","10.706655914133243","10.706655914133243"
"204","9.77603595907038","9.77603595907038","9.77603595907038"
"206","9.127751610495828","9.127751610495828","9.127751610495828"
"208","10.163521506569602","10.163521506569602","10.163521506569602"
"210","9.50584001974626","9.50584001974626","9.50584001974626"
"212","9.766360499642111","9.766360499642111","9.766360499642111"
"214","10.6399488882585","10.6399488882585","10.6399488882585"
"216","10.293126279657535","10.293126279657535","10.293126279657535"
"218","11.175348455255682","11.175348455255682","11.175348455255682"
"220","11.198674115267666","11.198674115267666","11.198674115267666"
"222","10.838580066507513","10.838580066507513","10.838580066507513"
"224","11.556213595650412","11.556213595650412","11.556213595650412"
"226","11.125619346445257","11.125619346445257","11.125619346445257"
"228","11.47258420424028","11.47258420424028","11.47258420424028"
"230","11.09401035308838","11.09401035308838","11.09401035308838"
"232","10.828025145964189","10.828025145964189","10.828025145964189"
"234","10.01796858960932","10.01796858960932","10.01796858960932"
"236","10.56195599382574","10.56195599382574","10.56195599382574"
"238","10.49844934723594","10.49844934723594","10.49844934723594"
"240","10.349637920206243","10.349637920206243","10.349637920206243"
"242","9.881196628917348","9.881196628917348","9.881196628917348"
"244","10.04852791266008","10.04852791266008","10.04852791266008"
"246","10.245062459598888","10.245062459598888","10.245062459598888"
"248","10.257252584804188","10.257252584804188","10.257252584804188"
"250","10.289014144377274","10.289014144377274","10.289014144377274"
"252","10.309542851014571","10.309542851014571","10.309542851014571"
"254","10.364046790383078","10.364046790383078","10.364046790383078"
"256","10.11861777305603","10.11861777305603","10.11861777305603"
"258","10.443579045209018","10.443579045209018","10.443579045209018"
"260","10.691316951404918","10.691316951404918","10.691316951404918"
"262","11.162905086170545","11.162905086170545","11.162905086170545"
"264","10.893580154939132","10.893580154939132","10.893580154939132"
"266","10.509011376987804","10.509011376987804","10.509011376987804"
"268","10.045660734176636","10.045660734176636","10.045660734176636"
"270","10.231075265190816","10.231075265190816","10.231075265190816"
"272","11.392928080125287","11.392928080125287","11.392928080125287"
"274","10.096369418230925","10.096369418230925","10.096369418230925"
"276","10.492078456011685","10.492078456011685","10.492078456011685"
"278","10.686681812459772","10.686681812459772","10.686681812459772"
"280","9.79067290912975","9.79067290912975","9.79067290912975"
"282","10.967956673015248","10.967956673015248","10.967956673015248"
"284","10.058133992281826","10.058133992281826","10.058133992281826"
"286","10.9152062589472","10.9152062589472","10.9152062589472"
"288","10.83725170655684","10.83725170655684","10.83725170655684"
"290","9.888832677494396","9.888832677494396","9.888832677494396"
"292","9.46023726463318","9.46023726463318","9.46023726463318"
"294","9.444897543300282","9.444897543300282","9.444897543300282"
"296","9.65064356543801","9.65064356543801","9.65064356543801"
"298","10.562533963810314","10.562533963810314","10.562533963810314"
"300","10.053893674503673","10.053893674503673","10.053893674503673"
"302","10.649682175029408","10.649682175029408","10.649682175029408"
"304","9.562871542843906","9.562871542843906","9.562871542843906"
"306","10.763777992942115","10.763777992942115","10.763777992942115"
"308","9.77639237317172","9.77639237317172","9.77639237317172"
"310","10.045170198787345","10.045170198787345","10.045170198787345"
"312","9.73643335429105","9.73643335429105","9.73643335429105"
"314","9.82606350291859","9.82606350291859","9.82606350291859"
"316","9.70422777262601","9.70422777262601","9.70422777262601"
"318","9.756923112002283","9.756923112002283","9.756923112002283"
"320","10.011173876849089","10.011173876849089","10.011173876849089"
"322","9.51993734186346","9.51993734186346","9.51993734186346"
"324","10.385923992503772","10.385923992503772","10.385923992503772"
"326","9.533836494792592","9.533836494792592","9.533836494792592"
"328","9.38786506652832","9.38786506652832","9.38786506652832"
"330","9.507853746414185","9.507853746414185","9.507853746414185"
"332","9.317976041273637","9.317976041273637","9.317976041273637"
"334","9.567743301391602","9.567743301391602","9.567743301391602"
"336","9.421410820700906","9.421410820700906","9.421410820700906"
"338","9.879384756088257","9.879384756088257","9.879384756088257"
"340","9.83683943748474","9.83683943748474","9.83683943748474"
"342","8.765105507590555","8.765105507590555","8.765105507590555"
"344","10.510981473055752","10.510981473055752","10.510981473055752"
"346","9.8423921845176","9.8423921845176","9.8423921845176"
"348","9.487849257209083","9.487849257209083","9.487849257209083"
"350","9.460376501083374","9.460376501083374","9.460376501083374"
"352","9.362921714782717","9.362921714782717","9.362921714782717"
"354","9.11543835293163","9.11543835293163","9.11543835293163"
