"Step","perplexity_eval - Gutenberg (PG-19)","perplexity_eval - Gutenberg (PG-19)__MIN","perplexity_eval - Gutenberg (PG-19)__MAX"
"88","7.645398610830307","7.645398610830307","7.645398610830307"
"90","6.595598974823952","6.595598974823952","6.595598974823952"
"92","10.098716095089912","10.098716095089912","10.098716095089912"
"94","7.178176417946816","7.178176417946816","7.178176417946816"
"96","8.46155454814434","8.46155454814434","8.46155454814434"
"98","7.925312405824661","7.925312405824661","7.925312405824661"
"100","7.2367811024189","7.2367811024189","7.2367811024189"
"102","8.556055489182473","8.556055489182473","8.556055489182473"
"104","6.884767839312554","6.884767839312554","6.884767839312554"
"106","7.22055594921112","7.22055594921112","7.22055594921112"
"108","7.60934693813324","7.60934693813324","7.60934693813324"
"110","7.936097577214241","7.936097577214241","7.936097577214241"
"112","6.913848939538002","6.913848939538002","6.913848939538002"
"114","7.7426314651966095","7.7426314651966095","7.7426314651966095"
"116","8.403596833348274","8.403596833348274","8.403596833348274"
"118","7.962158393859863","7.962158393859863","7.962158393859863"
"120","6.90922329723835","6.90922329723835","6.90922329723835"
"122","8.067026135325431","8.067026135325431","8.067026135325431"
"124","6.98658512532711","6.98658512532711","6.98658512532711"
"126","6.717933708429337","6.717933708429337","6.717933708429337"
"128","6.505900418758392","6.505900418758392","6.505900418758392"
"130","7.029974660277366","7.029974660277366","7.029974660277366"
"132","6.99217501282692","6.99217501282692","6.99217501282692"
"134","6.338980111479759","6.338980111479759","6.338980111479759"
"136","6.638957053422928","6.638957053422928","6.638957053422928"
"138","6.209910100698471","6.209910100698471","6.209910100698471"
"140","6.780311051011085","6.780311051011085","6.780311051011085"
"142","7.398378521203995","7.398378521203995","7.398378521203995"
"144","6.052698254585266","6.052698254585266","6.052698254585266"
"146","6.859514856338501","6.859514856338501","6.859514856338501"
"148","6.639810764789582","6.639810764789582","6.639810764789582"
"150","6.414422845840454","6.414422845840454","6.414422845840454"
"152","7.48055023252964","7.48055023252964","7.48055023252964"
"154","6.695597618818283","6.695597618818283","6.695597618818283"
"156","7.013791874051094","7.013791874051094","7.013791874051094"
"158","6.654650196433067","6.654650196433067","6.654650196433067"
"160","7.118295347690582","7.118295347690582","7.118295347690582"
"162","7.174613678455353","7.174613678455353","7.174613678455353"
"164","6.215937122702599","6.215937122702599","6.215937122702599"
"166","6.712232294678688","6.712232294678688","6.712232294678688"
"168","6.309765666723251","6.309765666723251","6.309765666723251"
"170","6.308198550343514","6.308198550343514","6.308198550343514"
"172","6.618581742048264","6.618581742048264","6.618581742048264"
"174","6.392959377169609","6.392959377169609","6.392959377169609"
"176","6.182882475852966","6.182882475852966","6.182882475852966"
"178","7.650609338283539","7.650609338283539","7.650609338283539"
"180","6.180104878544808","6.180104878544808","6.180104878544808"
"182","6.213218501210212","6.213218501210212","6.213218501210212"
"184","6.595451781153679","6.595451781153679","6.595451781153679"
"186","7.197720324993133","7.197720324993133","7.197720324993133"
"188","6.857936227321625","6.857936227321625","6.857936227321625"
"190","6.069123342633247","6.069123342633247","6.069123342633247"
"192","6.0516453891992565","6.0516453891992565","6.0516453891992565"
"194","6.734002932906151","6.734002932906151","6.734002932906151"
"196","7.26687351167202","7.26687351167202","7.26687351167202"
"198","6.449730879068374","6.449730879068374","6.449730879068374"
"200","6.255198684334755","6.255198684334755","6.255198684334755"
"202","6.8728858768939975","6.8728858768939975","6.8728858768939975"
"204","7.058862444758415","7.058862444758415","7.058862444758415"
"206","5.789123484492302","5.789123484492302","5.789123484492302"
"208","5.792171439528465","5.792171439528465","5.792171439528465"
"210","6.1593805372715","6.1593805372715","6.1593805372715"
"212","6.239158716797829","6.239158716797829","6.239158716797829"
"214","6.930506449937821","6.930506449937821","6.930506449937821"
"216","6.33139945268631","6.33139945268631","6.33139945268631"
"218","7.589974904060364","7.589974904060364","7.589974904060364"
"220","7.59208844602108","7.59208844602108","7.59208844602108"
"222","6.434019818902016","6.434019818902016","6.434019818902016"
"224","6.5968981206417086","6.5968981206417086","6.5968981206417086"
"226","6.7119729906320575","6.7119729906320575","6.7119729906320575"
"228","6.497070991992951","6.497070991992951","6.497070991992951"
"230","6.564479079842568","6.564479079842568","6.564479079842568"
"232","6.319284272193909","6.319284272193909","6.319284272193909"
"234","6.41010674238205","6.41010674238205","6.41010674238205"
"236","6.295308408141136","6.295308408141136","6.295308408141136"
"238","6.11791496872902","6.11791496872902","6.11791496872902"
"240","6.235426098108292","6.235426098108292","6.235426098108292"
"242","6.678657367825508","6.678657367825508","6.678657367825508"
"244","6.036864697933197","6.036864697933197","6.036864697933197"
"246","6.198503312468529","6.198503312468529","6.198503312468529"
"248","6.203572258353233","6.203572258353233","6.203572258353233"
"250","6.327269822359085","6.327269822359085","6.327269822359085"
"252","5.835362181067467","5.835362181067467","5.835362181067467"
"254","5.821738469600677","5.821738469600677","5.821738469600677"
"256","6.181286615133286","6.181286615133286","6.181286615133286"
"258","5.922061395645142","5.922061395645142","5.922061395645142"
"260","6.845450076460838","6.845450076460838","6.845450076460838"
"262","6.319646692276001","6.319646692276001","6.319646692276001"
"264","6.3099914461374285","6.3099914461374285","6.3099914461374285"
"266","6.650251045823097","6.650251045823097","6.650251045823097"
"268","6.437059634923935","6.437059634923935","6.437059634923935"
"270","6.672574192285538","6.672574192285538","6.672574192285538"
"272","6.407652473449707","6.407652473449707","6.407652473449707"
"274","5.738142248988152","5.738142248988152","5.738142248988152"
"276","6.086873757839203","6.086873757839203","6.086873757839203"
"278","5.931496307253838","5.931496307253838","5.931496307253838"
"280","6.849421545863152","6.849421545863152","6.849421545863152"
"282","6.041010969877243","6.041010969877243","6.041010969877243"
"284","6.75130010843277","6.75130010843277","6.75130010843277"
"286","6.269396278262138","6.269396278262138","6.269396278262138"
"288","6.333159559965134","6.333159559965134","6.333159559965134"
"290","7.076202335953712","7.076202335953712","7.076202335953712"
"292","6.924390706419945","6.924390706419945","6.924390706419945"
"294","6.426374363899231","6.426374363899231","6.426374363899231"
"296","6.232635349035263","6.232635349035263","6.232635349035263"
"298","6.444910615682602","6.444910615682602","6.444910615682602"
"300","6.456984683871269","6.456984683871269","6.456984683871269"
"302","5.991618445515632","5.991618445515632","5.991618445515632"
"304","5.9956708461046215","5.9956708461046215","5.9956708461046215"
"306","5.792023891210556","5.792023891210556","5.792023891210556"
"308","5.9864872068166735","5.9864872068166735","5.9864872068166735"
"310","5.763047462701797","5.763047462701797","5.763047462701797"
"312","5.669032436609268","5.669032436609268","5.669032436609268"
"314","5.491177451610565","5.491177451610565","5.491177451610565"
"316","6.65148246884346","6.65148246884346","6.65148246884346"
"318","5.7758767157793045","5.7758767157793045","5.7758767157793045"
"320","5.8906087398529055","5.8906087398529055","5.8906087398529055"
"322","5.496553406119347","5.496553406119347","5.496553406119347"
"324","5.472849994897842","5.472849994897842","5.472849994897842"
"326","5.902956694364548","5.902956694364548","5.902956694364548"
"328","5.213088259100914","5.213088259100914","5.213088259100914"
"330","5.162261959910393","5.162261959910393","5.162261959910393"
"332","5.313719081878662","5.313719081878662","5.313719081878662"
"334","5.138241791725159","5.138241791725159","5.138241791725159"
"336","5.321017625927925","5.321017625927925","5.321017625927925"
"338","5.292830216884613","5.292830216884613","5.292830216884613"
"340","5.45181557238102","5.45181557238102","5.45181557238102"
"342","5.675229090452194","5.675229090452194","5.675229090452194"
"344","5.417968693375587","5.417968693375587","5.417968693375587"
"346","5.400047633051872","5.400047633051872","5.400047633051872"
"348","5.049643605947495","5.049643605947495","5.049643605947495"
"350","5.037167277932167","5.037167277932167","5.037167277932167"
"352","5.209868207573891","5.209868207573891","5.209868207573891"
"354","5.067399406433106","5.067399406433106","5.067399406433106"
