"Step","perplexity_eval - Github","perplexity_eval - Github__MIN","perplexity_eval - Github__MAX"
"232","9.42347793265272","9.42347793265272","9.42347793265272"
"234","9.41518314691912","9.41518314691912","9.41518314691912"
"236","9.339921919419629","9.339921919419629","9.339921919419629"
"238","9.441875261826713","9.441875261826713","9.441875261826713"
"240","9.481385361686383","9.481385361686383","9.481385361686383"
"242","9.208755653151512","9.208755653151512","9.208755653151512"
"244","9.311293144054416","9.311293144054416","9.311293144054416"
"246","9.349768077472174","9.349768077472174","9.349768077472174"
"248","9.290918439991954","9.290918439991954","9.290918439991954"
"250","9.076972372527305","9.076972372527305","9.076972372527305"
"252","9.405647891384785","9.405647891384785","9.405647891384785"
"254","9.192083406756296","9.192083406756296","9.192083406756296"
"256","9.155450938913514","9.155450938913514","9.155450938913514"
"258","9.407141028992848","9.407141028992848","9.407141028992848"
"260","9.409155485452482","9.409155485452482","9.409155485452482"
"262","9.930836135589608","9.930836135589608","9.930836135589608"
"264","9.869116945789552","9.869116945789552","9.869116945789552"
"266","9.60593415134128","9.60593415134128","9.60593415134128"
"268","9.482374534563691","9.482374534563691","9.482374534563691"
"270","10.10122049293796","10.10122049293796","10.10122049293796"
"272","9.37595376957901","9.37595376957901","9.37595376957901"
"274","9.571113885697116","9.571113885697116","9.571113885697116"
"276","9.731269380095634","9.731269380095634","9.731269380095634"
"278","9.43701255989127","9.43701255989127","9.43701255989127"
"280","9.666658312346","9.666658312346","9.666658312346"
"282","9.46133429204805","9.46133429204805","9.46133429204805"
"284","9.420425820409612","9.420425820409612","9.420425820409612"
"286","9.584320599910289","9.584320599910289","9.584320599910289"
"288","10.060390635354404","10.060390635354404","10.060390635354404"
"290","9.430183892310335","9.430183892310335","9.430183892310335"
"292","9.759487306911169","9.759487306911169","9.759487306911169"
"294","9.412088193150463","9.412088193150463","9.412088193150463"
"296","9.477892071016871","9.477892071016871","9.477892071016871"
"298","9.454086469883247","9.454086469883247","9.454086469883247"
"300","9.341795791437024","9.341795791437024","9.341795791437024"
"302","9.08996520435525","9.08996520435525","9.08996520435525"
"304","9.129226104398782","9.129226104398782","9.129226104398782"
"306","9.07426683659015","9.07426683659015","9.07426683659015"
"308","9.06144466960322","9.06144466960322","9.06144466960322"
"310","9.242103625431463","9.242103625431463","9.242103625431463"
"312","8.970653660024185","8.970653660024185","8.970653660024185"
"314","9.17429322470476","9.17429322470476","9.17429322470476"
"316","8.748646453967229","8.748646453967229","8.748646453967229"
"318","8.999635533069181","8.999635533069181","8.999635533069181"
"320","9.044029064223018","9.044029064223018","9.044029064223018"
"322","9.261829746690022","9.261829746690022","9.261829746690022"
"324","9.07025472505894","9.07025472505894","9.07025472505894"
"326","8.723963703235187","8.723963703235187","8.723963703235187"
"328","8.895913638240462","8.895913638240462","8.895913638240462"
"330","9.026832586364714","9.026832586364714","9.026832586364714"
"332","9.36527898110476","9.36527898110476","9.36527898110476"
"334","8.946748995374735","8.946748995374735","8.946748995374735"
"336","9.20419783376016","9.20419783376016","9.20419783376016"
"338","9.267856382039524","9.267856382039524","9.267856382039524"
"340","9.249318569471104","9.249318569471104","9.249318569471104"
"342","9.124365191906486","9.124365191906486","9.124365191906486"
"344","9.238600417944586","9.238600417944586","9.238600417944586"
"346","9.517464241708954","9.517464241708954","9.517464241708954"
"348","9.11244956773531","9.11244956773531","9.11244956773531"
"350","8.954374257900389","8.954374257900389","8.954374257900389"
"352","9.019001356727902","9.019001356727902","9.019001356727902"
"354","9.115449366978348","9.115449366978348","9.115449366978348"
