"Step","downstream_eval - boolq","downstream_eval - boolq__MIN","downstream_eval - boolq__MAX"
"288","66.54434250764525","66.54434250764525","66.54434250764525"
"290","66.69724770642202","66.69724770642202","66.69724770642202"
"292","67.37003058103976","67.37003058103976","67.37003058103976"
"294","66.72782874617737","66.72782874617737","66.72782874617737"
"296","66.91131498470948","66.91131498470948","66.91131498470948"
"298","67.58409785932722","67.58409785932722","67.58409785932722"
"300","68.74617737003058","68.74617737003058","68.74617737003058"
"302","67.55351681957187","67.55351681957187","67.55351681957187"
"304","68.65443425076452","68.65443425076452","68.65443425076452"
"306","68.0428134556575","68.0428134556575","68.0428134556575"
"308","67.06422018348623","67.06422018348623","67.06422018348623"
"310","67.82874617737002","67.82874617737002","67.82874617737002"
"312","67.30886850152905","67.30886850152905","67.30886850152905"
"314","67.3394495412844","67.3394495412844","67.3394495412844"
"316","68.01223241590215","68.01223241590215","68.01223241590215"
"318","67.79816513761467","67.79816513761467","67.79816513761467"
"320","68.1651376146789","68.1651376146789","68.1651376146789"
"322","67.79816513761467","67.79816513761467","67.79816513761467"
"324","67.73700305810397","67.73700305810397","67.73700305810397"
"326","68.56269113149847","68.56269113149847","68.56269113149847"
"328","68.56269113149847","68.56269113149847","68.56269113149847"
"330","67.85932721712538","67.85932721712538","67.85932721712538"
"332","68.68501529051989","68.68501529051989","68.68501529051989"
"334","68.86850152905198","68.86850152905198","68.86850152905198"
"336","69.0519877675841","69.0519877675841","69.0519877675841"
"338","67.4006116207951","67.4006116207951","67.4006116207951"
"340","68.80733944954129","68.80733944954129","68.80733944954129"
"342","68.53211009174312","68.53211009174312","68.53211009174312"
"344","68.2262996941896","68.2262996941896","68.2262996941896"
"346","68.92966360856269","68.92966360856269","68.92966360856269"
"348","66.17737003058105","66.17737003058105","66.17737003058105"
"350","68.77675840978593","68.77675840978593","68.77675840978593"
"352","68.62385321100918","68.62385321100918","68.62385321100918"
"354","68.89908256880733","68.89908256880733","68.89908256880733"
