"Step","downstream_eval - truthfulqa","downstream_eval - truthfulqa__MIN","downstream_eval - truthfulqa__MAX"
"35","36.82077520470946","36.82077520470946","36.82077520470946"
"36","36.350299006104606","36.350299006104606","36.350299006104606"
"37","37.17588013319298","37.17588013319298","37.17588013319298"
"38","38.598371612019115","38.598371612019115","38.598371612019115"
"39","36.873815930896455","36.873815930896455","36.873815930896455"
"40","37.686993595059285","37.686993595059285","37.686993595059285"
"41","36.313611231370565","36.313611231370565","36.313611231370565"
"42","36.873624748124975","36.873624748124975","36.873624748124975"
"43","35.89471869852135","35.89471869852135","35.89471869852135"
"44","35.91231688014905","35.91231688014905","35.91231688014905"
"45","35.69681382546971","35.69681382546971","35.69681382546971"
"46","36.85518391714057","36.85518391714057","36.85518391714057"
"47","35.170266486382204","35.170266486382204","35.170266486382204"
"48","36.115587395751376","36.115587395751376","36.115587395751376"
"49","37.44638545517452","37.44638545517452","37.44638545517452"
"50","35.47591158681189","35.47591158681189","35.47591158681189"
"51","36.36911722405637","36.36911722405637","36.36911722405637"
"52","35.88168545233272","35.88168545233272","35.88168545233272"
"53","35.95783275753842","35.95783275753842","35.95783275753842"
"54","36.52551942007419","36.52551942007419","36.52551942007419"
"55","36.048530907310294","36.048530907310294","36.048530907310294"
"56","35.172862715734574","35.172862715734574","35.172862715734574"
"57","37.72952805195391","37.72952805195391","37.72952805195391"
"58","35.34333351194204","35.34333351194204","35.34333351194204"
"59","35.94221495806196","35.94221495806196","35.94221495806196"
"60","36.22908237995591","36.22908237995591","36.22908237995591"
"61","34.98303492123409","34.98303492123409","34.98303492123409"
"62","35.694740490532304","35.694740490532304","35.694740490532304"
"63","37.20642780336752","37.20642780336752","37.20642780336752"
"64","36.01316708071005","36.01316708071005","36.01316708071005"
"65","35.72996448501082","35.72996448501082","35.72996448501082"
"66","35.948016988691066","35.948016988691066","35.948016988691066"
"67","35.604199439933424","35.604199439933424","35.604199439933424"
"68","37.184631543087235","37.184631543087235","37.184631543087235"
"69","36.288129955103535","36.288129955103535","36.288129955103535"
"70","35.42973031423943","35.42973031423943","35.42973031423943"
"71","35.0011974712528","35.0011974712528","35.0011974712528"
"72","36.330720634564486","36.330720634564486","36.330720634564486"
"73","36.796067596079176","36.796067596079176","36.796067596079176"
"74","35.94574912706323","35.94574912706323","35.94574912706323"
"75","35.32193184726814","35.32193184726814","35.32193184726814"
"76","35.46704423322386","35.46704423322386","35.46704423322386"
"77","35.70865902135621","35.70865902135621","35.70865902135621"
"78","35.67456415279599","35.67456415279599","35.67456415279599"
"79","37.09897790371875","37.09897790371875","37.09897790371875"
"80","36.87514935234349","36.87514935234349","36.87514935234349"
"81","36.02410748229795","36.02410748229795","36.02410748229795"
"82","36.51202012204847","36.51202012204847","36.51202012204847"
"83","34.70025008745744","34.70025008745744","34.70025008745744"
"84","34.50362190899654","34.50362190899654","34.50362190899654"
"85","35.17479254100675","35.17479254100675","35.17479254100675"
"86","36.08937925487527","36.08937925487527","36.08937925487527"
"87","36.6365246306965","36.6365246306965","36.6365246306965"
"88","36.959129598364896","36.959129598364896","36.959129598364896"
"89","36.22432135077524","36.22432135077524","36.22432135077524"
"90","36.05660045207103","36.05660045207103","36.05660045207103"
"91","35.009109051567314","35.009109051567314","35.009109051567314"
"92","35.63102540350957","35.63102540350957","35.63102540350957"
"93","36.467978068204964","36.467978068204964","36.467978068204964"
"94","34.891190726227514","34.891190726227514","34.891190726227514"
"95","35.30401172922289","35.30401172922289","35.30401172922289"
"96","36.022549112771074","36.022549112771074","36.022549112771074"
"97","36.679485881769146","36.679485881769146","36.679485881769146"
"98","36.15106533656699","36.15106533656699","36.15106533656699"
"99","36.07567964451844","36.07567964451844","36.07567964451844"
"100","36.12271692898575","36.12271692898575","36.12271692898575"
"101","35.3509195966398","35.3509195966398","35.3509195966398"
"102","35.87063245848463","35.87063245848463","35.87063245848463"
"103","35.446049370329554","35.446049370329554","35.446049370329554"
"104","36.470044345525345","36.470044345525345","36.470044345525345"
"105","34.852113867011866","34.852113867011866","34.852113867011866"
"106","35.42578140365565","35.42578140365565","35.42578140365565"
"107","35.78959295746803","35.78959295746803","35.78959295746803"
"108","34.961840048256505","34.961840048256505","34.961840048256505"
"109","33.62445867491047","33.62445867491047","33.62445867491047"
"110","34.08938272273631","34.08938272273631","34.08938272273631"
"111","35.41740973683531","35.41740973683531","35.41740973683531"
"112","34.50805825592297","34.50805825592297","34.50805825592297"
"113","35.16778804698816","35.16778804698816","35.16778804698816"
"114","34.37090662225589","34.37090662225589","34.37090662225589"
"115","35.88665414933644","35.88665414933644","35.88665414933644"
"116","35.38122058057736","35.38122058057736","35.38122058057736"
"117","36.239877561334765","36.239877561334765","36.239877561334765"
"118","34.3596782039786","34.3596782039786","34.3596782039786"
"119","35.66401741211063","35.66401741211063","35.66401741211063"
"120","35.075429924742366","35.075429924742366","35.075429924742366"
"121","34.1442778583807","34.1442778583807","34.1442778583807"
"122","34.74587063113596","34.74587063113596","34.74587063113596"
"123","35.063270835314405","35.063270835314405","35.063270835314405"
"124","34.71135923487888","34.71135923487888","34.71135923487888"
"125","35.30215151919628","35.30215151919628","35.30215151919628"
"126","35.35172016893045","35.35172016893045","35.35172016893045"
"127","34.08896967790133","34.08896967790133","34.08896967790133"
"128","35.79644290837862","35.79644290837862","35.79644290837862"
"129","35.61639925377388","35.61639925377388","35.61639925377388"
"130","35.15838133640867","35.15838133640867","35.15838133640867"
"131","34.61859056984394","34.61859056984394","34.61859056984394"
"132","35.81004852886841","35.81004852886841","35.81004852886841"
"133","35.97226156868707","35.97226156868707","35.97226156868707"
"134","34.02213042377221","34.02213042377221","34.02213042377221"
"135","35.10353240847981","35.10353240847981","35.10353240847981"
"136","34.862151202653926","34.862151202653926","34.862151202653926"
"137","36.42138103965627","36.42138103965627","36.42138103965627"
"138","35.372156835714335","35.372156835714335","35.372156835714335"
"139","34.098850004687534","34.098850004687534","34.098850004687534"
"140","35.12056228600125","35.12056228600125","35.12056228600125"
"141","34.76006654348513","34.76006654348513","34.76006654348513"
"142","35.21935611418927","35.21935611418927","35.21935611418927"
"143","35.31524524675087","35.31524524675087","35.31524524675087"
"144","35.90187757653342","35.90187757653342","35.90187757653342"
"145","35.16921705674028","35.16921705674028","35.16921705674028"
"146","35.062950763101405","35.062950763101405","35.062950763101405"
"147","34.890908107890624","34.890908107890624","34.890908107890624"
"148","34.08947076503222","34.08947076503222","34.08947076503222"
"149","34.69608035177475","34.69608035177475","34.69608035177475"
"150","34.76050572975825","34.76050572975825","34.76050572975825"
"151","34.568181519703","34.568181519703","34.568181519703"
"152","34.23993222834182","34.23993222834182","34.23993222834182"
"153","33.90304117764301","33.90304117764301","33.90304117764301"
"154","34.751147446848115","34.751147446848115","34.751147446848115"
"155","33.58308312689403","33.58308312689403","33.58308312689403"
"156","33.86391123989266","33.86391123989266","33.86391123989266"
"157","33.71732650400493","33.71732650400493","33.71732650400493"
"158","32.57411874209601","32.57411874209601","32.57411874209601"
"159","34.16808524656146","34.16808524656146","34.16808524656146"
"160","33.222285344415816","33.222285344415816","33.222285344415816"
"161","34.00675972719295","34.00675972719295","34.00675972719295"
"162","33.74803778740368","33.74803778740368","33.74803778740368"
"163","35.21707505644439","35.21707505644439","35.21707505644439"
"164","33.49901477741531","33.49901477741531","33.49901477741531"
"165","33.28471595338827","33.28471595338827","33.28471595338827"
"166","33.08121198220965","33.08121198220965","33.08121198220965"
"167","34.23780449262333","34.23780449262333","34.23780449262333"
"168","34.47443227313428","34.47443227313428","34.47443227313428"
"169","34.15743347867912","34.15743347867912","34.15743347867912"
"170","34.02820178909923","34.02820178909923","34.02820178909923"
"171","34.96211999860488","34.96211999860488","34.96211999860488"
"172","35.364356293363244","35.364356293363244","35.364356293363244"
"173","34.15068963720997","34.15068963720997","34.15068963720997"
"174","33.63822326083362","33.63822326083362","33.63822326083362"
"175","33.648857760402336","33.648857760402336","33.648857760402336"
"176","35.145848840073576","35.145848840073576","35.145848840073576"
"177","34.467988974486964","34.467988974486964","34.467988974486964"
"178","33.77035528056329","33.77035528056329","33.77035528056329"
"179","33.468279496968414","33.468279496968414","33.468279496968414"
"180","34.21937713784914","34.21937713784914","34.21937713784914"
"181","34.505207514233824","34.505207514233824","34.505207514233824"
"182","33.41029944249147","33.41029944249147","33.41029944249147"
"183","34.00978744885069","34.00978744885069","34.00978744885069"
"184","33.30024483870956","33.30024483870956","33.30024483870956"
"185","33.461536776591174","33.461536776591174","33.461536776591174"
"186","33.690410357643295","33.690410357643295","33.690410357643295"
"187","33.16042398762381","33.16042398762381","33.16042398762381"
"188","34.191069051178715","34.191069051178715","34.191069051178715"
"189","33.96408468061009","33.96408468061009","33.96408468061009"
"190","32.996940151661605","32.996940151661605","32.996940151661605"
"191","34.01699318663034","34.01699318663034","34.01699318663034"
"192","33.973317375324655","33.973317375324655","33.973317375324655"
"193","33.27381098429694","33.27381098429694","33.27381098429694"
"194","33.3848240800231","33.3848240800231","33.3848240800231"
"195","34.07040224038749","34.07040224038749","34.07040224038749"
"196","34.53400513603122","34.53400513603122","34.53400513603122"
"197","33.71724269943154","33.71724269943154","33.71724269943154"
"198","33.90096115878027","33.90096115878027","33.90096115878027"
"199","34.29253044276113","34.29253044276113","34.29253044276113"
"200","33.298667280973476","33.298667280973476","33.298667280973476"
"201","33.1899575083214","33.1899575083214","33.1899575083214"
"202","33.7794848558543","33.7794848558543","33.7794848558543"
"203","33.749793081897145","33.749793081897145","33.749793081897145"
"204","33.28464167078862","33.28464167078862","33.28464167078862"
"205","33.2033362369905","33.2033362369905","33.2033362369905"
"206","34.60198825876793","34.60198825876793","34.60198825876793"
"207","34.038543596559265","34.038543596559265","34.038543596559265"
"208","33.67783687777632","33.67783687777632","33.67783687777632"
"209","34.13101291943501","34.13101291943501","34.13101291943501"
"210","33.35544180293004","33.35544180293004","33.35544180293004"
"211","33.792387436820256","33.792387436820256","33.792387436820256"
"212","33.59327911714513","33.59327911714513","33.59327911714513"
"213","34.301065757168246","34.301065757168246","34.301065757168246"
"214","33.89454597172709","33.89454597172709","33.89454597172709"
"215","33.87549477934486","33.87549477934486","33.87549477934486"
"216","34.25295154061258","34.25295154061258","34.25295154061258"
"217","33.69903647669213","33.69903647669213","33.69903647669213"
"218","33.5113104193788","33.5113104193788","33.5113104193788"
"219","34.19390085240281","34.19390085240281","34.19390085240281"
"220","33.64746272343341","33.64746272343341","33.64746272343341"
"221","34.141142096734775","34.141142096734775","34.141142096734775"
"222","33.98603515815053","33.98603515815053","33.98603515815053"
"223","33.672981357823204","33.672981357823204","33.672981357823204"
"224","34.05057863493152","34.05057863493152","34.05057863493152"
"225","34.34726801452891","34.34726801452891","34.34726801452891"
"226","34.0997033966232","34.0997033966232","34.0997033966232"
"227","34.24028658749832","34.24028658749832","34.24028658749832"
"228","33.99128587174715","33.99128587174715","33.99128587174715"
"229","33.76208634388047","33.76208634388047","33.76208634388047"
"230","33.49356984234319","33.49356984234319","33.49356984234319"
"231","33.87965644495657","33.87965644495657","33.87965644495657"
"232","33.77009161010841","33.77009161010841","33.77009161010841"
"233","34.05746155734345","34.05746155734345","34.05746155734345"
"234","33.87959646747661","33.87959646747661","33.87959646747661"
"235","34.35687932587416","34.35687932587416","34.35687932587416"
"236","34.13634915163404","34.13634915163404","34.13634915163404"
"237","34.00905397090388","34.00905397090388","34.00905397090388"
"238","34.358893553428274","34.358893553428274","34.358893553428274"
"239","33.92553655277296","33.92553655277296","33.92553655277296"
"240","34.42027481839362","34.42027481839362","34.42027481839362"
"241","34.17540724435985","34.17540724435985","34.17540724435985"
"242","33.36968485682263","33.36968485682263","33.36968485682263"
"243","33.54408622982708","33.54408622982708","33.54408622982708"
"244","34.09650511876322","34.09650511876322","34.09650511876322"
"245","33.96217375072876","33.96217375072876","33.96217375072876"
"246","33.98651242024241","33.98651242024241","33.98651242024241"
"247","34.749273299436446","34.749273299436446","34.749273299436446"
"248","33.9338337690982","33.9338337690982","33.9338337690982"
"249","34.2534691309855","34.2534691309855","34.2534691309855"
"250","34.19723670884207","34.19723670884207","34.19723670884207"
"251","34.036811961722016","34.036811961722016","34.036811961722016"
"252","34.2173724721049","34.2173724721049","34.2173724721049"
"253","32.89543592383469","32.89543592383469","32.89543592383469"
"254","34.750622746887416","34.750622746887416","34.750622746887416"
"255","33.34291467723295","33.34291467723295","33.34291467723295"
"256","33.47893834181737","33.47893834181737","33.47893834181737"
"257","33.692519117142034","33.692519117142034","33.692519117142034"
"258","34.5393290617035","34.5393290617035","34.5393290617035"
"259","33.1998807242301","33.1998807242301","33.1998807242301"
"260","33.69072124531368","33.69072124531368","33.69072124531368"
"261","34.420725019544015","34.420725019544015","34.420725019544015"
"262","33.82431084240265","33.82431084240265","33.82431084240265"
"263","33.75929769062551","33.75929769062551","33.75929769062551"
"264","34.729394834282914","34.729394834282914","34.729394834282914"
"265","33.95889947248256","33.95889947248256","33.95889947248256"
"266","33.95413419271382","33.95413419271382","33.95413419271382"
"267","33.185854674817804","33.185854674817804","33.185854674817804"
"268","33.58264454196573","33.58264454196573","33.58264454196573"
"269","33.50007343029905","33.50007343029905","33.50007343029905"
"270","34.88017999372049","34.88017999372049","34.88017999372049"
"271","34.726279870779436","34.726279870779436","34.726279870779436"
"272","33.86032908935689","33.86032908935689","33.86032908935689"
"273","33.260830089970646","33.260830089970646","33.260830089970646"
"274","33.92681894356212","33.92681894356212","33.92681894356212"
"275","33.374135265940104","33.374135265940104","33.374135265940104"
"276","34.29940015870742","34.29940015870742","34.29940015870742"
"277","33.75396110597489","33.75396110597489","33.75396110597489"
"278","34.38064898208795","34.38064898208795","34.38064898208795"
"279","33.823886145750606","33.823886145750606","33.823886145750606"
"280","34.237256681971274","34.237256681971274","34.237256681971274"
"281","35.32604495623538","35.32604495623538","35.32604495623538"
"282","34.26569014835369","34.26569014835369","34.26569014835369"
"283","34.442341929607075","34.442341929607075","34.442341929607075"
"284","33.91276770337938","33.91276770337938","33.91276770337938"
"285","34.7422092087391","34.7422092087391","34.7422092087391"
"286","33.87874312399665","33.87874312399665","33.87874312399665"
"287","33.99348460147035","33.99348460147035","33.99348460147035"
"288","34.357595274300984","34.357595274300984","34.357595274300984"
"289","35.031289451043605","35.031289451043605","35.031289451043605"
"290","33.558453363949134","33.558453363949134","33.558453363949134"
"291","33.95018902900747","33.95018902900747","33.95018902900747"
"292","33.28514148068565","33.28514148068565","33.28514148068565"
"293","34.80983558537661","34.80983558537661","34.80983558537661"
"294","33.88227762625849","33.88227762625849","33.88227762625849"
"295","33.605962169792555","33.605962169792555","33.605962169792555"
"296","34.44013375790909","34.44013375790909","34.44013375790909"
"297","34.36336716727635","34.36336716727635","34.36336716727635"
"298","33.95689474273372","33.95689474273372","33.95689474273372"
"299","32.861196823199315","32.861196823199315","32.861196823199315"
"300","33.1792955281322","33.1792955281322","33.1792955281322"
"301","33.18934637848711","33.18934637848711","33.18934637848711"
"302","33.88035719472594","33.88035719472594","33.88035719472594"
"303","34.24990180323359","34.24990180323359","34.24990180323359"
"304","34.254581601640055","34.254581601640055","34.254581601640055"
"305","35.26261027174104","35.26261027174104","35.26261027174104"
"306","36.44230081501644","36.44230081501644","36.44230081501644"
"307","34.48308958107032","34.48308958107032","34.48308958107032"
"308","34.58956804519506","34.58956804519506","34.58956804519506"
"309","33.87948944726069","33.87948944726069","33.87948944726069"
"310","33.90462165964532","33.90462165964532","33.90462165964532"
"311","34.3134683943158","34.3134683943158","34.3134683943158"
"312","33.33388984119668","33.33388984119668","33.33388984119668"
"313","33.94721660250135","33.94721660250135","33.94721660250135"
"314","33.65822246568065","33.65822246568065","33.65822246568065"
"315","33.10344165983508","33.10344165983508","33.10344165983508"
"316","33.379666591969794","33.379666591969794","33.379666591969794"
"317","33.22673185305771","33.22673185305771","33.22673185305771"
"318","33.905497018658046","33.905497018658046","33.905497018658046"
"319","33.070741920635115","33.070741920635115","33.070741920635115"
"320","33.95991551968014","33.95991551968014","33.95991551968014"
"321","34.10019058354348","34.10019058354348","34.10019058354348"
"322","32.97919616058237","32.97919616058237","32.97919616058237"
"323","33.62370523921656","33.62370523921656","33.62370523921656"
"324","34.050688400839476","34.050688400839476","34.050688400839476"
"325","33.33078153925828","33.33078153925828","33.33078153925828"
"326","33.169096617657885","33.169096617657885","33.169096617657885"
"327","33.80410209895514","33.80410209895514","33.80410209895514"
"328","33.40696938017104","33.40696938017104","33.40696938017104"
"329","32.86337601651525","32.86337601651525","32.86337601651525"
"330","31.928282615371284","31.928282615371284","31.928282615371284"
"331","32.54651094266296","32.54651094266296","32.54651094266296"
"332","33.140173098595135","33.140173098595135","33.140173098595135"
"333","32.9170432157402","32.9170432157402","32.9170432157402"
"334","33.57595518617389","33.57595518617389","33.57595518617389"
"335","33.16343446721277","33.16343446721277","33.16343446721277"
"336","33.22856121239734","33.22856121239734","33.22856121239734"
"337","33.054550388659045","33.054550388659045","33.054550388659045"
"338","33.441070327664924","33.441070327664924","33.441070327664924"
"339","32.2979316134372","32.2979316134372","32.2979316134372"
"340","33.71269423027509","33.71269423027509","33.71269423027509"
"341","33.40829223939506","33.40829223939506","33.40829223939506"
"342","33.24899891301708","33.24899891301708","33.24899891301708"
"343","33.27666239115456","33.27666239115456","33.27666239115456"
"344","33.344287645641366","33.344287645641366","33.344287645641366"
"345","33.92358591381917","33.92358591381917","33.92358591381917"
"346","33.243406271338756","33.243406271338756","33.243406271338756"
"347","33.20678736531954","33.20678736531954","33.20678736531954"
"348","33.11059405368755","33.11059405368755","33.11059405368755"
"349","33.43542528355805","33.43542528355805","33.43542528355805"
"350","33.216706588103314","33.216706588103314","33.216706588103314"
"351","33.73686763553658","33.73686763553658","33.73686763553658"
"352","33.02260090274828","33.02260090274828","33.02260090274828"
"353","32.528283800703726","32.528283800703726","32.528283800703726"
"354","34.00030785140981","34.00030785140981","34.00030785140981"
"355","33.36897225299842","33.36897225299842","33.36897225299842"
"356","33.465844882599065","33.465844882599065","33.465844882599065"
