"Step","downstream_eval - arc","downstream_eval - arc__MIN","downstream_eval - arc__MAX"
"162","39.93174061433447","39.93174061433447","39.93174061433447"
"163","39.76109215017065","39.76109215017065","39.76109215017065"
"164","39.334470989761094","39.334470989761094","39.334470989761094"
"165","39.16382252559727","39.16382252559727","39.16382252559727"
"166","38.6518771331058","38.6518771331058","38.6518771331058"
"167","38.395904436860064","38.395904436860064","38.395904436860064"
"168","38.225255972696246","38.225255972696246","38.225255972696246"
"169","39.334470989761094","39.334470989761094","39.334470989761094"
"170","39.846416382252556","39.846416382252556","39.846416382252556"
"171","38.822525597269625","38.822525597269625","38.822525597269625"
"172","40.1023890784983","40.1023890784983","40.1023890784983"
"173","39.50511945392491","39.50511945392491","39.50511945392491"
"174","41.63822525597269","41.63822525597269","41.63822525597269"
"175","40.1023890784983","40.1023890784983","40.1023890784983"
"176","39.67576791808874","39.67576791808874","39.67576791808874"
"177","39.50511945392491","39.50511945392491","39.50511945392491"
"178","40.1023890784983","40.1023890784983","40.1023890784983"
"179","41.04095563139932","41.04095563139932","41.04095563139932"
"180","39.16382252559727","39.16382252559727","39.16382252559727"
"181","40.27303754266212","40.27303754266212","40.27303754266212"
"182","39.76109215017065","39.76109215017065","39.76109215017065"
"183","40.358361774744026","40.358361774744026","40.358361774744026"
"184","40.358361774744026","40.358361774744026","40.358361774744026"
"185","40.61433447098976","40.61433447098976","40.61433447098976"
"186","40.61433447098976","40.61433447098976","40.61433447098976"
"187","40.01706484641638","40.01706484641638","40.01706484641638"
"188","39.50511945392491","39.50511945392491","39.50511945392491"
"189","40.1877133105802","40.1877133105802","40.1877133105802"
"190","40.1023890784983","40.1023890784983","40.1023890784983"
"191","40.1877133105802","40.1877133105802","40.1877133105802"
"192","38.822525597269625","38.822525597269625","38.822525597269625"
"193","39.93174061433447","39.93174061433447","39.93174061433447"
"194","39.93174061433447","39.93174061433447","39.93174061433447"
"195","39.76109215017065","39.76109215017065","39.76109215017065"
"196","39.93174061433447","39.93174061433447","39.93174061433447"
"197","39.419795221843","39.419795221843","39.419795221843"
"198","40.1023890784983","40.1023890784983","40.1023890784983"
"199","40.01706484641638","40.01706484641638","40.01706484641638"
"200","39.67576791808874","39.67576791808874","39.67576791808874"
"201","38.99317406143344","38.99317406143344","38.99317406143344"
"202","39.76109215017065","39.76109215017065","39.76109215017065"
"203","38.907849829351534","38.907849829351534","38.907849829351534"
"204","40.27303754266212","40.27303754266212","40.27303754266212"
"205","39.846416382252556","39.846416382252556","39.846416382252556"
"206","41.12627986348123","41.12627986348123","41.12627986348123"
"207","41.12627986348123","41.12627986348123","41.12627986348123"
"208","40.784982935153586","40.784982935153586","40.784982935153586"
"209","40.358361774744026","40.358361774744026","40.358361774744026"
"210","40.44368600682594","40.44368600682594","40.44368600682594"
"211","41.63822525597269","41.63822525597269","41.63822525597269"
"212","40.784982935153586","40.784982935153586","40.784982935153586"
"213","40.1877133105802","40.1877133105802","40.1877133105802"
"214","40.529010238907844","40.529010238907844","40.529010238907844"
"215","40.358361774744026","40.358361774744026","40.358361774744026"
"216","40.784982935153586","40.784982935153586","40.784982935153586"
"217","39.93174061433447","39.93174061433447","39.93174061433447"
"218","40.529010238907844","40.529010238907844","40.529010238907844"
"219","39.93174061433447","39.93174061433447","39.93174061433447"
"220","41.29692832764505","41.29692832764505","41.29692832764505"
"221","40.1023890784983","40.1023890784983","40.1023890784983"
"222","38.907849829351534","38.907849829351534","38.907849829351534"
"223","40.955631399317404","40.955631399317404","40.955631399317404"
"224","39.93174061433447","39.93174061433447","39.93174061433447"
"225","40.784982935153586","40.784982935153586","40.784982935153586"
"226","40.27303754266212","40.27303754266212","40.27303754266212"
"227","39.93174061433447","39.93174061433447","39.93174061433447"
"228","40.61433447098976","40.61433447098976","40.61433447098976"
"229","39.846416382252556","39.846416382252556","39.846416382252556"
"230","40.1877133105802","40.1877133105802","40.1877133105802"
"231","40.27303754266212","40.27303754266212","40.27303754266212"
"232","40.44368600682594","40.44368600682594","40.44368600682594"
"233","39.59044368600683","39.59044368600683","39.59044368600683"
"234","40.44368600682594","40.44368600682594","40.44368600682594"
"235","39.846416382252556","39.846416382252556","39.846416382252556"
"236","40.69965870307167","40.69965870307167","40.69965870307167"
"237","40.358361774744026","40.358361774744026","40.358361774744026"
"238","40.955631399317404","40.955631399317404","40.955631399317404"
"239","40.870307167235495","40.870307167235495","40.870307167235495"
"240","40.529010238907844","40.529010238907844","40.529010238907844"
"241","40.27303754266212","40.27303754266212","40.27303754266212"
"242","40.529010238907844","40.529010238907844","40.529010238907844"
"243","40.1023890784983","40.1023890784983","40.1023890784983"
"244","40.529010238907844","40.529010238907844","40.529010238907844"
"245","40.784982935153586","40.784982935153586","40.784982935153586"
"246","40.1023890784983","40.1023890784983","40.1023890784983"
"247","40.870307167235495","40.870307167235495","40.870307167235495"
"248","40.1023890784983","40.1023890784983","40.1023890784983"
"249","40.358361774744026","40.358361774744026","40.358361774744026"
"250","40.61433447098976","40.61433447098976","40.61433447098976"
"251","40.1877133105802","40.1877133105802","40.1877133105802"
"252","39.93174061433447","39.93174061433447","39.93174061433447"
"253","40.1023890784983","40.1023890784983","40.1023890784983"
"254","40.69965870307167","40.69965870307167","40.69965870307167"
"255","40.61433447098976","40.61433447098976","40.61433447098976"
"256","40.27303754266212","40.27303754266212","40.27303754266212"
"257","40.44368600682594","40.44368600682594","40.44368600682594"
"258","40.44368600682594","40.44368600682594","40.44368600682594"
"259","40.870307167235495","40.870307167235495","40.870307167235495"
"260","39.50511945392491","39.50511945392491","39.50511945392491"
"261","39.59044368600683","39.59044368600683","39.59044368600683"
"262","40.01706484641638","40.01706484641638","40.01706484641638"
"263","41.467576791808874","41.467576791808874","41.467576791808874"
"264","40.1023890784983","40.1023890784983","40.1023890784983"
"265","39.93174061433447","39.93174061433447","39.93174061433447"
"266","40.27303754266212","40.27303754266212","40.27303754266212"
"267","41.382252559726965","41.382252559726965","41.382252559726965"
"268","40.870307167235495","40.870307167235495","40.870307167235495"
"269","41.894197952218434","41.894197952218434","41.894197952218434"
"270","40.784982935153586","40.784982935153586","40.784982935153586"
"271","40.1877133105802","40.1877133105802","40.1877133105802"
"272","39.846416382252556","39.846416382252556","39.846416382252556"
"273","40.529010238907844","40.529010238907844","40.529010238907844"
"274","40.44368600682594","40.44368600682594","40.44368600682594"
"275","39.07849829351536","39.07849829351536","39.07849829351536"
"276","40.69965870307167","40.69965870307167","40.69965870307167"
"277","40.61433447098976","40.61433447098976","40.61433447098976"
"278","41.382252559726965","41.382252559726965","41.382252559726965"
"279","40.955631399317404","40.955631399317404","40.955631399317404"
"280","41.63822525597269","41.63822525597269","41.63822525597269"
"281","40.61433447098976","40.61433447098976","40.61433447098976"
"282","40.69965870307167","40.69965870307167","40.69965870307167"
"283","40.69965870307167","40.69965870307167","40.69965870307167"
"284","40.955631399317404","40.955631399317404","40.955631399317404"
"285","41.382252559726965","41.382252559726965","41.382252559726965"
"286","40.784982935153586","40.784982935153586","40.784982935153586"
"287","41.382252559726965","41.382252559726965","41.382252559726965"
"288","41.894197952218434","41.894197952218434","41.894197952218434"
"289","42.15017064846416","42.15017064846416","42.15017064846416"
"290","42.06484641638225","42.06484641638225","42.06484641638225"
"291","41.55290102389079","41.55290102389079","41.55290102389079"
"292","41.382252559726965","41.382252559726965","41.382252559726965"
"293","41.29692832764505","41.29692832764505","41.29692832764505"
"294","41.467576791808874","41.467576791808874","41.467576791808874"
"295","41.72354948805461","41.72354948805461","41.72354948805461"
"296","41.467576791808874","41.467576791808874","41.467576791808874"
"297","42.32081911262799","42.32081911262799","42.32081911262799"
"298","42.32081911262799","42.32081911262799","42.32081911262799"
"299","41.382252559726965","41.382252559726965","41.382252559726965"
"300","42.06484641638225","42.06484641638225","42.06484641638225"
"301","41.04095563139932","41.04095563139932","41.04095563139932"
"302","41.04095563139932","41.04095563139932","41.04095563139932"
"303","41.72354948805461","41.72354948805461","41.72354948805461"
"304","42.23549488054608","42.23549488054608","42.23549488054608"
"305","41.55290102389079","41.55290102389079","41.55290102389079"
"306","42.406143344709896","42.406143344709896","42.406143344709896"
"307","41.80887372013652","41.80887372013652","41.80887372013652"
"308","42.83276450511945","42.83276450511945","42.83276450511945"
"309","42.918088737201366","42.918088737201366","42.918088737201366"
"310","41.382252559726965","41.382252559726965","41.382252559726965"
"311","42.32081911262799","42.32081911262799","42.32081911262799"
"312","42.491467576791806","42.491467576791806","42.491467576791806"
"313","41.382252559726965","41.382252559726965","41.382252559726965"
"314","42.15017064846416","42.15017064846416","42.15017064846416"
"315","41.80887372013652","41.80887372013652","41.80887372013652"
"316","42.74744027303754","42.74744027303754","42.74744027303754"
"317","42.406143344709896","42.406143344709896","42.406143344709896"
"318","42.74744027303754","42.74744027303754","42.74744027303754"
"319","42.15017064846416","42.15017064846416","42.15017064846416"
"320","43.003412969283275","43.003412969283275","43.003412969283275"
"321","41.63822525597269","41.63822525597269","41.63822525597269"
"322","42.23549488054608","42.23549488054608","42.23549488054608"
"323","40.870307167235495","40.870307167235495","40.870307167235495"
"324","42.406143344709896","42.406143344709896","42.406143344709896"
"325","41.894197952218434","41.894197952218434","41.894197952218434"
"326","40.61433447098976","40.61433447098976","40.61433447098976"
"327","41.63822525597269","41.63822525597269","41.63822525597269"
"328","41.55290102389079","41.55290102389079","41.55290102389079"
"329","41.894197952218434","41.894197952218434","41.894197952218434"
"330","41.80887372013652","41.80887372013652","41.80887372013652"
"331","42.23549488054608","42.23549488054608","42.23549488054608"
"332","42.406143344709896","42.406143344709896","42.406143344709896"
"333","41.63822525597269","41.63822525597269","41.63822525597269"
"334","42.23549488054608","42.23549488054608","42.23549488054608"
"335","42.06484641638225","42.06484641638225","42.06484641638225"
"336","42.491467576791806","42.491467576791806","42.491467576791806"
"337","42.23549488054608","42.23549488054608","42.23549488054608"
"338","41.72354948805461","41.72354948805461","41.72354948805461"
"339","42.57679180887372","42.57679180887372","42.57679180887372"
"340","42.32081911262799","42.32081911262799","42.32081911262799"
"341","41.894197952218434","41.894197952218434","41.894197952218434"
"342","41.63822525597269","41.63822525597269","41.63822525597269"
"343","42.57679180887372","42.57679180887372","42.57679180887372"
"344","41.21160409556314","41.21160409556314","41.21160409556314"
"345","42.15017064846416","42.15017064846416","42.15017064846416"
"346","42.57679180887372","42.57679180887372","42.57679180887372"
"347","41.29692832764505","41.29692832764505","41.29692832764505"
"348","41.894197952218434","41.894197952218434","41.894197952218434"
"349","40.870307167235495","40.870307167235495","40.870307167235495"
"350","41.72354948805461","41.72354948805461","41.72354948805461"
"351","41.979522184300336","41.979522184300336","41.979522184300336"
"352","41.63822525597269","41.63822525597269","41.63822525597269"
"353","41.894197952218434","41.894197952218434","41.894197952218434"
"354","41.894197952218434","41.894197952218434","41.894197952218434"
"355","40.955631399317404","40.955631399317404","40.955631399317404"
"356","42.57679180887372","42.57679180887372","42.57679180887372"
