"Step","downstream_eval - hellaswag","downstream_eval - hellaswag__MIN","downstream_eval - hellaswag__MAX"
"99","68.29316869149572","68.29316869149572","68.29316869149572"
"100","68.06413065126469","68.06413065126469","68.06413065126469"
"101","68.52220673172674","68.52220673172674","68.52220673172674"
"102","68.15375423222466","68.15375423222466","68.15375423222466"
"103","68.08404700258912","68.08404700258912","68.08404700258912"
"104","68.45249950209121","68.45249950209121","68.45249950209121"
"105","68.14379605656244","68.14379605656244","68.14379605656244"
"106","68.35291774546903","68.35291774546903","68.35291774546903"
"107","68.43258315076677","68.43258315076677","68.43258315076677"
"108","68.83091017725552","68.83091017725552","68.83091017725552"
"109","68.46245767775343","68.46245767775343","68.46245767775343"
"110","68.51224855606452","68.51224855606452","68.51224855606452"
"111","68.78111929894443","68.78111929894443","68.78111929894443"
"112","68.63174666401115","68.63174666401115","68.63174666401115"
"113","68.51224855606452","68.51224855606452","68.51224855606452"
"114","68.63174666401115","68.63174666401115","68.63174666401115"
"115","69.17944632543318","69.17944632543318","69.17944632543318"
"116","68.58195578570006","68.58195578570006","68.58195578570006"
"117","69.02011551483767","69.02011551483767","69.02011551483767"
"118","69.04999004182434","69.04999004182434","69.04999004182434"
"119","68.95040828520214","68.95040828520214","68.95040828520214"
"120","69.62756423023302","69.62756423023302","69.62756423023302"
"121","69.00019916351324","69.00019916351324","69.00019916351324"
"122","69.48814977096195","69.48814977096195","69.48814977096195"
"123","69.20932085241984","69.20932085241984","69.20932085241984"
"124","69.58773152758415","69.58773152758415","69.58773152758415"
"125","69.44831706831309","69.44831706831309","69.44831706831309"
"126","69.33877713602868","69.33877713602868","69.33877713602868"
"127","69.19936267675762","69.19936267675762","69.19936267675762"
"128","69.717187811193","69.717187811193","69.717187811193"
"129","69.65743875721968","69.65743875721968","69.65743875721968"
"130","69.60764787890858","69.60764787890858","69.60764787890858"
"131","69.22923720374428","69.22923720374428","69.22923720374428"
"132","69.81676956781517","69.81676956781517","69.81676956781517"
"133","69.64748058155746","69.64748058155746","69.64748058155746"
"134","69.32881896036646","69.32881896036646","69.32881896036646"
"135","69.83668591913961","69.83668591913961","69.83668591913961"
"136","69.62756423023302","69.62756423023302","69.62756423023302"
"137","70.17526389165505","70.17526389165505","70.17526389165505"
"138","69.84664409480183","69.84664409480183","69.84664409480183"
"139","69.94622585142402","69.94622585142402","69.94622585142402"
"140","69.94622585142402","69.94622585142402","69.94622585142402"
"141","69.65743875721968","69.65743875721968","69.65743875721968"
"142","69.75702051384187","69.75702051384187","69.75702051384187"
"143","69.86656044612627","69.86656044612627","69.86656044612627"
"144","69.82672774347739","69.82672774347739","69.82672774347739"
"145","70.11551483768173","70.11551483768173","70.11551483768173"
"146","70.00597490539732","70.00597490539732","70.00597490539732"
"147","70.23501294562836","70.23501294562836","70.23501294562836"
"148","69.99601672973512","69.99601672973512","69.99601672973512"
"149","70.2549292969528","70.2549292969528","70.2549292969528"
"150","70.56363274248157","70.56363274248157","70.56363274248157"
"151","70.28480382393946","70.28480382393946","70.28480382393946"
"152","70.38438558056164","70.38438558056164","70.38438558056164"
"153","70.47400916152161","70.47400916152161","70.47400916152161"
"154","70.43417645887273","70.43417645887273","70.43417645887273"
"155","70.67317267476598","70.67317267476598","70.67317267476598"
"156","70.3644692292372","70.3644692292372","70.3644692292372"
"157","69.86656044612627","69.86656044612627","69.86656044612627"
"158","70.52380003983271","70.52380003983271","70.52380003983271"
"159","70.50388368850827","70.50388368850827","70.50388368850827"
"160","70.42421828321052","70.42421828321052","70.42421828321052"
"161","70.34455287791278","70.34455287791278","70.34455287791278"
"162","70.23501294562836","70.23501294562836","70.23501294562836"
"163","71.01175064728142","71.01175064728142","71.01175064728142"
"164","70.87233618801035","70.87233618801035","70.87233618801035"
"165","70.37442740489942","70.37442740489942","70.37442740489942"
"166","70.2549292969528","70.2549292969528","70.2549292969528"
"167","70.1453893646684","70.1453893646684","70.1453893646684"
"168","70.47400916152161","70.47400916152161","70.47400916152161"
"169","70.75283808006373","70.75283808006373","70.75283808006373"
"170","70.67317267476598","70.67317267476598","70.67317267476598"
"171","70.2549292969528","70.2549292969528","70.2549292969528"
"172","70.65325632344155","70.65325632344155","70.65325632344155"
"173","70.70304720175264","70.70304720175264","70.70304720175264"
"174","70.53375821549493","70.53375821549493","70.53375821549493"
"175","70.6233817964549","70.6233817964549","70.6233817964549"
"176","70.90221071499701","70.90221071499701","70.90221071499701"
"177","70.72296355307708","70.72296355307708","70.72296355307708"
"178","71.20095598486357","71.20095598486357","71.20095598486357"
"179","70.64329814777933","70.64329814777933","70.64329814777933"
"180","71.03166699860586","71.03166699860586","71.03166699860586"
"181","70.98187612029476","70.98187612029476","70.98187612029476"
"182","71.18103963353913","71.18103963353913","71.18103963353913"
"183","71.17108145787692","71.17108145787692","71.17108145787692"
"184","71.1611232822147","71.1611232822147","71.1611232822147"
"185","71.4299940250946","71.4299940250946","71.4299940250946"
"186","71.17108145787692","71.17108145787692","71.17108145787692"
"187","71.29057956582355","71.29057956582355","71.29057956582355"
"188","71.08145787691696","71.08145787691696","71.08145787691696"
"189","71.03166699860586","71.03166699860586","71.03166699860586"
"190","70.85241983668593","70.85241983668593","70.85241983668593"
"191","70.8424616610237","70.8424616610237","70.8424616610237"
"192","70.8424616610237","70.8424616610237","70.8424616610237"
"193","71.13124875522804","71.13124875522804","71.13124875522804"
"194","70.80262895837483","70.80262895837483","70.80262895837483"
"195","71.21091416052579","71.21091416052579","71.21091416052579"
"196","71.0017924716192","71.0017924716192","71.0017924716192"
"197","71.17108145787692","71.17108145787692","71.17108145787692"
"198","71.4897430790679","71.4897430790679","71.4897430790679"
"199","71.3802031467835","71.3802031467835","71.3802031467835"
"200","71.23083051185023","71.23083051185023","71.23083051185023"
"201","71.33041226847241","71.33041226847241","71.33041226847241"
"202","71.1113324039036","71.1113324039036","71.1113324039036"
"203","71.4299940250946","71.4299940250946","71.4299940250946"
"204","71.31049591714797","71.31049591714797","71.31049591714797"
"205","71.20095598486357","71.20095598486357","71.20095598486357"
"206","70.99183429595698","70.99183429595698","70.99183429595698"
"207","71.43995220075682","71.43995220075682","71.43995220075682"
"208","71.23083051185023","71.23083051185023","71.23083051185023"
"209","71.07149970125472","71.07149970125472","71.07149970125472"
"210","71.1113324039036","71.1113324039036","71.1113324039036"
"211","71.0615415255925","71.0615415255925","71.0615415255925"
"212","71.49970125473013","71.49970125473013","71.49970125473013"
"213","71.71878111929895","71.71878111929895","71.71878111929895"
"214","71.25074686317467","71.25074686317467","71.25074686317467"
"215","71.18103963353913","71.18103963353913","71.18103963353913"
"216","71.1611232822147","71.1611232822147","71.1611232822147"
"217","71.19099780920135","71.19099780920135","71.19099780920135"
"218","71.22087233618801","71.22087233618801","71.22087233618801"
"219","71.62915753833897","71.62915753833897","71.62915753833897"
"220","71.25074686317467","71.25074686317467","71.25074686317467"
"221","71.59928301135233","71.59928301135233","71.59928301135233"
"222","71.43995220075682","71.43995220075682","71.43995220075682"
"223","71.36028679545907","71.36028679545907","71.36028679545907"
"224","71.25074686317467","71.25074686317467","71.25074686317467"
"225","71.54949213304123","71.54949213304123","71.54949213304123"
"226","71.45986855208126","71.45986855208126","71.45986855208126"
"227","71.72873929496116","71.72873929496116","71.72873929496116"
"228","71.67894841665007","71.67894841665007","71.67894841665007"
"229","72.07727544313882","72.07727544313882","72.07727544313882"
"230","71.50965943039235","71.50965943039235","71.50965943039235"
"231","71.61919936267675","71.61919936267675","71.61919936267675"
"232","71.6988647679745","71.6988647679745","71.6988647679745"
"233","71.73869747062338","71.73869747062338","71.73869747062338"
"234","71.5893248356901","71.5893248356901","71.5893248356901"
"235","71.39016132244573","71.39016132244573","71.39016132244573"
"236","71.6988647679745","71.6988647679745","71.6988647679745"
"237","71.84823740290778","71.84823740290778","71.84823740290778"
"238","71.3802031467835","71.3802031467835","71.3802031467835"
"239","71.54949213304123","71.54949213304123","71.54949213304123"
"240","71.84823740290778","71.84823740290778","71.84823740290778"
"241","71.76857199761004","71.76857199761004","71.76857199761004"
"242","71.7984465245967","71.7984465245967","71.7984465245967"
"243","71.89802828121888","71.89802828121888","71.89802828121888"
"244","71.85819557857","71.85819557857","71.85819557857"
"245","71.86815375423222","71.86815375423222","71.86815375423222"
"246","71.70882294363673","71.70882294363673","71.70882294363673"
"247","71.67894841665007","71.67894841665007","71.67894841665007"
"248","71.98765186217885","71.98765186217885","71.98765186217885"
"249","71.76857199761004","71.76857199761004","71.76857199761004"
"250","71.72873929496116","71.72873929496116","71.72873929496116"
"251","71.83827922724558","71.83827922724558","71.83827922724558"
"252","71.68890659231228","71.68890659231228","71.68890659231228"
"253","72.1270663214499","72.1270663214499","72.1270663214499"
"254","71.87811192989444","71.87811192989444","71.87811192989444"
"255","71.85819557857","71.85819557857","71.85819557857"
"256","71.72873929496116","71.72873929496116","71.72873929496116"
"257","71.65903206532563","71.65903206532563","71.65903206532563"
"258","71.94781915952997","71.94781915952997","71.94781915952997"
"259","71.95777733519219","71.95777733519219","71.95777733519219"
"260","72.0673172674766","72.0673172674766","72.0673172674766"
"261","71.24078868751245","71.24078868751245","71.24078868751245"
"262","71.36028679545907","71.36028679545907","71.36028679545907"
"263","71.3204540928102","71.3204540928102","71.3204540928102"
"264","71.44991037641904","71.44991037641904","71.44991037641904"
"265","71.24078868751245","71.24078868751245","71.24078868751245"
"266","71.18103963353913","71.18103963353913","71.18103963353913"
"267","71.6391157140012","71.6391157140012","71.6391157140012"
"268","71.59928301135233","71.59928301135233","71.59928301135233"
"269","72.176857199761","72.176857199761","72.176857199761"
"270","71.91794463254332","71.91794463254332","71.91794463254332"
"271","71.5893248356901","71.5893248356901","71.5893248356901"
"272","71.62915753833897","71.62915753833897","71.62915753833897"
"273","72.05735909181438","72.05735909181438","72.05735909181438"
"274","72.19677355108544","72.19677355108544","72.19677355108544"
"275","72.04740091615216","72.04740091615216","72.04740091615216"
"276","72.20673172674766","72.20673172674766","72.20673172674766"
"277","72.03744274048994","72.03744274048994","72.03744274048994"
"278","72.03744274048994","72.03744274048994","72.03744274048994"
"279","72.1270663214499","72.1270663214499","72.1270663214499"
"280","72.08723361880104","72.08723361880104","72.08723361880104"
"281","72.77434773949413","72.77434773949413","72.77434773949413"
"282","72.16689902409878","72.16689902409878","72.16689902409878"
"283","72.03744274048994","72.03744274048994","72.03744274048994"
"284","72.35610436168093","72.35610436168093","72.35610436168093"
"285","72.5453096992631","72.5453096992631","72.5453096992631"
"286","72.41585341565425","72.41585341565425","72.41585341565425"
"287","72.57518422624976","72.57518422624976","72.57518422624976"
"288","72.38597888866761","72.38597888866761","72.38597888866761"
"289","72.5453096992631","72.5453096992631","72.5453096992631"
"290","72.63493328022307","72.63493328022307","72.63493328022307"
"291","73.132842063334","73.132842063334","73.132842063334"
"292","72.66480780720971","72.66480780720971","72.66480780720971"
"293","72.94363672575184","72.94363672575184","72.94363672575184"
"294","72.72455686118303","72.72455686118303","72.72455686118303"
"295","72.68472415853415","72.68472415853415","72.68472415853415"
"296","72.77434773949413","72.77434773949413","72.77434773949413"
"297","72.82413861780522","72.82413861780522","72.82413861780522"
"298","73.17267476598288","73.17267476598288","73.17267476598288"
"299","73.10296753634734","73.10296753634734","73.10296753634734"
"300","73.14280023899622","73.14280023899622","73.14280023899622"
"301","73.10296753634734","73.10296753634734","73.10296753634734"
"302","72.80422226648078","72.80422226648078","72.80422226648078"
"303","72.82413861780522","72.82413861780522","72.82413861780522"
"304","72.98346942840071","72.98346942840071","72.98346942840071"
"305","73.26229834694284","73.26229834694284","73.26229834694284"
"306","73.09300936068513","73.09300936068513","73.09300936068513"
"307","73.27225652260506","73.27225652260506","73.27225652260506"
"308","73.20254929296954","73.20254929296954","73.20254929296954"
"309","73.40171280621391","73.40171280621391","73.40171280621391"
"310","73.55108544114718","73.55108544114718","73.55108544114718"
"311","73.6705835490938","73.6705835490938","73.6705835490938"
"312","73.10296753634734","73.10296753634734","73.10296753634734"
"313","73.16271659032066","73.16271659032066","73.16271659032066"
"314","73.50129456283608","73.50129456283608","73.50129456283608"
"315","73.61083449512049","73.61083449512049","73.61083449512049"
"316","73.41167098187611","73.41167098187611","73.41167098187611"
"317","73.49133638717387","73.49133638717387","73.49133638717387"
"318","73.26229834694284","73.26229834694284","73.26229834694284"
"319","73.44154550886277","73.44154550886277","73.44154550886277"
"320","73.69049990041823","73.69049990041823","73.69049990041823"
"321","73.132842063334","73.132842063334","73.132842063334"
"322","73.33200557657837","73.33200557657837","73.33200557657837"
"323","73.28221469826728","73.28221469826728","73.28221469826728"
"324","73.74029077872933","73.74029077872933","73.74029077872933"
"325","73.43158733320055","73.43158733320055","73.43158733320055"
"326","73.53116908982274","73.53116908982274","73.53116908982274"
"327","73.47142003584943","73.47142003584943","73.47142003584943"
"328","73.40171280621391","73.40171280621391","73.40171280621391"
"329","73.66062537343159","73.66062537343159","73.66062537343159"
"330","73.48137821151165","73.48137821151165","73.48137821151165"
"331","73.58095996813384","73.58095996813384","73.58095996813384"
"332","73.50129456283608","73.50129456283608","73.50129456283608"
"333","73.65066719776937","73.65066719776937","73.65066719776937"
"334","73.60087631945828","73.60087631945828","73.60087631945828"
"335","73.86974706233818","73.86974706233818","73.86974706233818"
"336","73.54112726548496","73.54112726548496","73.54112726548496"
"337","73.84983071101374","73.84983071101374","73.84983071101374"
"338","73.74029077872933","73.74029077872933","73.74029077872933"
"339","73.76020713005377","73.76020713005377","73.76020713005377"
"340","73.6207926707827","73.6207926707827","73.6207926707827"
"341","73.61083449512049","73.61083449512049","73.61083449512049"
"342","73.96932881896036","73.96932881896036","73.96932881896036"
"343","73.84983071101374","73.84983071101374","73.84983071101374"
"344","73.79008165704043","73.79008165704043","73.79008165704043"
"345","73.96932881896036","73.96932881896036","73.96932881896036"
"346","73.58095996813384","73.58095996813384","73.58095996813384"
"347","73.73033260306711","73.73033260306711","73.73033260306711"
"348","73.73033260306711","73.73033260306711","73.73033260306711"
"349","73.61083449512049","73.61083449512049","73.61083449512049"
"350","73.80003983270265","73.80003983270265","73.80003983270265"
"351","74.0390360485959","74.0390360485959","74.0390360485959"
"352","74.06891057558256","74.06891057558256","74.06891057558256"
"353","73.90957976498706","73.90957976498706","73.90957976498706"
"354","74.13861780521809","74.13861780521809","74.13861780521809"
"355","74.05895239992033","74.05895239992033","74.05895239992033"
"356","73.90957976498706","73.90957976498706","73.90957976498706"
