"Step","downstream_eval - economic_business","downstream_eval - economic_business__MIN","downstream_eval - economic_business__MAX"
"182","24.89885885562045","24.89885885562045","24.89885885562045"
"184","23.848224128470502","23.848224128470502","23.848224128470502"
"186","23.397840445261757","23.397840445261757","23.397840445261757"
"188","24.098548861694375","24.098548861694375","24.098548861694375"
"190","23.58186065397677","23.58186065397677","23.58186065397677"
"192","24.03834161658623","24.03834161658623","24.03834161658623"
"194","23.563376849033123","23.563376849033123","23.563376849033123"
"196","26.00092598792046","26.00092598792046","26.00092598792046"
"198","22.99136838791743","22.99136838791743","22.99136838791743"
"200","23.446633076578653","23.446633076578653","23.446633076578653"
"202","25.319408522645908","25.319408522645908","25.319408522645908"
"204","25.89581407408503","25.89581407408503","25.89581407408503"
"206","25.042318946461936","25.042318946461936","25.042318946461936"
"208","25.645766718892016","25.645766718892016","25.645766718892016"
"210","23.11290175935321","23.11290175935321","23.11290175935321"
"212","24.29064280641015","24.29064280641015","24.29064280641015"
"214","24.08418966810739","24.08418966810739","24.08418966810739"
"216","24.54014624144525","24.54014624144525","24.54014624144525"
"218","23.920520237892372","23.920520237892372","23.920520237892372"
"220","25.51080994783809","25.51080994783809","25.51080994783809"
"222","24.255304482086334","24.255304482086334","24.255304482086334"
"224","24.413044493975736","24.413044493975736","24.413044493975736"
"226","25.783282927026367","25.783282927026367","25.783282927026367"
"228","26.47899089151345","26.47899089151345","26.47899089151345"
"230","25.300219174055282","25.300219174055282","25.300219174055282"
"232","24.315091510272712","24.315091510272712","24.315091510272712"
"234","24.04598449888318","24.04598449888318","24.04598449888318"
"236","23.785174651358943","23.785174651358943","23.785174651358943"
"238","23.959145508246547","23.959145508246547","23.959145508246547"
"240","24.893332234020704","24.893332234020704","24.893332234020704"
"242","26.90854960102279","26.90854960102279","26.90854960102279"
"244","26.91553006944116","26.91553006944116","26.91553006944116"
"246","23.842069105216037","23.842069105216037","23.842069105216037"
"248","24.01969829226233","24.01969829226233","24.01969829226233"
"250","24.037342911191995","24.037342911191995","24.037342911191995"
"252","25.39857521328666","25.39857521328666","25.39857521328666"
"254","25.564935640370013","25.564935640370013","25.564935640370013"
"256","24.371573292415928","24.371573292415928","24.371573292415928"
"258","25.32081966080794","25.32081966080794","25.32081966080794"
"260","25.515021004578493","25.515021004578493","25.515021004578493"
"262","26.19376699835274","26.19376699835274","26.19376699835274"
"264","27.050793513851442","27.050793513851442","27.050793513851442"
"266","28.51071848536743","28.51071848536743","28.51071848536743"
"268","26.911369045356057","26.911369045356057","26.911369045356057"
"270","24.795260344409446","24.795260344409446","24.795260344409446"
"272","28.25838617276012","28.25838617276012","28.25838617276012"
"274","24.41878628217472","24.41878628217472","24.41878628217472"
"276","27.163299458010407","27.163299458010407","27.163299458010407"
"278","25.505454174139512","25.505454174139512","25.505454174139512"
"280","26.475991876966027","26.475991876966027","26.475991876966027"
"282","25.007837273415344","25.007837273415344","25.007837273415344"
"284","27.048030720377653","27.048030720377653","27.048030720377653"
"286","24.780894686003368","24.780894686003368","24.780894686003368"
"288","28.812706223669686","28.812706223669686","28.812706223669686"
"290","25.825359398988148","25.825359398988148","25.825359398988148"
"292","27.08542679606964","27.08542679606964","27.08542679606964"
"294","27.513566058183983","27.513566058183983","27.513566058183983"
"296","25.72532227297998","25.72532227297998","25.72532227297998"
"298","26.254288687696437","26.254288687696437","26.254288687696437"
"300","25.412256385643623","25.412256385643623","25.412256385643623"
"302","26.611167159083514","26.611167159083514","26.611167159083514"
"304","27.391823983517867","27.391823983517867","27.391823983517867"
"306","27.171291852725528","27.171291852725528","27.171291852725528"
"308","25.116471810869538","25.116471810869538","25.116471810869538"
"310","27.445888884239036","27.445888884239036","27.445888884239036"
"312","27.152367527024474","27.152367527024474","27.152367527024474"
"314","29.22378080305899","29.22378080305899","29.22378080305899"
"316","27.429691987991152","27.429691987991152","27.429691987991152"
"318","27.812643486266648","27.812643486266648","27.812643486266648"
"320","28.581335093623938","28.581335093623938","28.581335093623938"
"322","27.862143788876974","27.862143788876974","27.862143788876974"
"324","27.940401320674912","27.940401320674912","27.940401320674912"
"326","28.586039836514168","28.586039836514168","28.586039836514168"
"328","28.625037466748957","28.625037466748957","28.625037466748957"
"330","29.21085012644385","29.21085012644385","29.21085012644385"
"332","28.12562666501476","28.12562666501476","28.12562666501476"
"334","27.75831000423333","27.75831000423333","27.75831000423333"
"336","26.58947525808659","26.58947525808659","26.58947525808659"
"338","29.248805887603964","29.248805887603964","29.248805887603964"
"340","26.77018674131524","26.77018674131524","26.77018674131524"
"342","28.839729986019773","28.839729986019773","28.839729986019773"
"344","28.237578173157","28.237578173157","28.237578173157"
"346","27.635991937534737","27.635991937534737","27.635991937534737"
"348","26.918156535360627","26.918156535360627","26.918156535360627"
"350","26.04002418355704","26.04002418355704","26.04002418355704"
"352","29.797280870387073","29.797280870387073","29.797280870387073"
"354","28.283424574143016","28.283424574143016","28.283424574143016"
