"Step","OLMo-7B-Twin-2T-run-024 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-024 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-024 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-022 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-022 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-022 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-021 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-021 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-021 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-020 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-020 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-020 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-019 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-019 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-019 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-018 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-018 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-018 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-017 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-017 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-017 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-016 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-016 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-016 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-015 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-015 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-015 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-014 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-014 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-014 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-013 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-013 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-013 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-012 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-012 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-012 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-011 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-011 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-011 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-010 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-010 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-010 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-009 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-009 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-009 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-008 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-008 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-008 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-007 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-007 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-007 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-006 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-006 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-006 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-005 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-005 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-005 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-003 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-003 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-003 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-002 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-002 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-002 - eval/c4_100_domains-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-001 - eval/c4_100_domains-validation/Perplexity","OLMo-7B-Twin-2T-run-001 - eval/c4_100_domains-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-001 - eval/c4_100_domains-validation/Perplexity__MAX"
"31000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.51689624786377","13.51689624786377","13.51689624786377","","",""
"32000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.251891136169434","13.251891136169434","13.251891136169434","","",""
"33000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.131007194519043","13.131007194519043","13.131007194519043","","",""
"34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.089741706848145","13.089741706848145","13.089741706848145","","","","","",""
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.012892723083496","13.012892723083496","13.012892723083496","","","","","",""
"36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.97089672088623","12.97089672088623","12.97089672088623","","","","","",""
"37000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.892550468444824","12.892550468444824","12.892550468444824","","","","","",""
"38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.813630104064941","12.813630104064941","12.813630104064941","","","","","",""
"39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.776790618896484","12.776790618896484","12.776790618896484","","","","","",""
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.740850448608398","12.740850448608398","12.740850448608398","","","","","",""
"41000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.690630912780762","12.690630912780762","12.690630912780762","","","","","",""
"42000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.623551368713379","12.623551368713379","12.623551368713379","","","","","",""
"43000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.575927734375","12.575927734375","12.575927734375","","","","","",""
"44000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.584932327270508","12.584932327270508","12.584932327270508","","","","","",""
"45000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.519234657287598","12.519234657287598","12.519234657287598","","","","","",""
"46000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.438945770263672","12.438945770263672","12.438945770263672","","","","","",""
"47000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.59977912902832","13.59977912902832","13.59977912902832","","","","","",""
"48000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.387184143066406","12.387184143066406","12.387184143066406","","","","","",""
"49000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.360228538513184","12.360228538513184","12.360228538513184","","","","","",""
"50000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.30461311340332","12.30461311340332","12.30461311340332","","","","","",""
"51000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.334108352661133","12.334108352661133","12.334108352661133","","","","","",""
"52000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.24538516998291","12.24538516998291","12.24538516998291","","","","","",""
"53000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.206966400146484","12.206966400146484","12.206966400146484","","","","","",""
"54000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.172587394714355","12.172587394714355","12.172587394714355","","","","","",""
"55000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.21591854095459","12.21591854095459","12.21591854095459","","","","","",""
"56000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.132802963256836","12.132802963256836","12.132802963256836","","","","","",""
"57000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.09412956237793","12.09412956237793","12.09412956237793","","","","","",""
"58000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.048879623413086","12.048879623413086","12.048879623413086","","","","","",""
"59000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.007467269897461","12.007467269897461","12.007467269897461","","","","","",""
"60000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.015288352966309","12.015288352966309","12.015288352966309","","","","","",""
"61000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.982134819030762","11.982134819030762","11.982134819030762","","","","","",""
"62000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.921249389648438","11.921249389648438","11.921249389648438","","","","","","","","",""
"63000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.942927360534668","11.942927360534668","11.942927360534668","","","","","","","","",""
"64000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.907694816589355","11.907694816589355","11.907694816589355","","","","","","","","",""
"65000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.866209030151367","11.866209030151367","11.866209030151367","","","","","","","","",""
"66000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.85511589050293","11.85511589050293","11.85511589050293","","","","","","","","",""
"67000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.813202857971191","11.813202857971191","11.813202857971191","","","","","","","","",""
"68000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.821714401245117","11.821714401245117","11.821714401245117","","","","","","","","",""
"69000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.846834182739258","11.846834182739258","11.846834182739258","","","","","","","","",""
"70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.787240982055664","11.787240982055664","11.787240982055664","","","","","","","","",""
"71000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.749449729919434","11.749449729919434","11.749449729919434","","","","","","","","",""
"72000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.736366271972656","11.736366271972656","11.736366271972656","","","","","","","","",""
"73000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.718083381652832","11.718083381652832","11.718083381652832","","","","","","","","",""
"74000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.68228530883789","11.68228530883789","11.68228530883789","","","","","","","","",""
"75000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.668108940124512","11.668108940124512","11.668108940124512","","","","","","","","",""
"76000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.638518333435059","11.638518333435059","11.638518333435059","","","","","","","","",""
"77000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.673089027404785","11.673089027404785","11.673089027404785","","","","","","","","",""
"78000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.67920207977295","11.67920207977295","11.67920207977295","","","","","","","","",""
"79000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.620537757873535","11.620537757873535","11.620537757873535","","","","","","","","",""
"80000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.588813781738281","11.588813781738281","11.588813781738281","","","","","","","","",""
"81000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.58840274810791","11.58840274810791","11.58840274810791","","","","","","","","",""
"82000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.568573951721191","11.568573951721191","11.568573951721191","","","","","","","","",""
"83000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.555096626281738","11.555096626281738","11.555096626281738","","","","","","","","",""
"84000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.534051895141602","11.534051895141602","11.534051895141602","","","","","","","","",""
"85000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.541391372680664","11.541391372680664","11.541391372680664","","","","","","","","",""
"86000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.50976276397705","11.50976276397705","11.50976276397705","","","","","","","","",""
"87000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.47152328491211","11.47152328491211","11.47152328491211","","","","","","","","",""
"88000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.467988014221191","11.467988014221191","11.467988014221191","","","","","","","","",""
"89000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.668895721435547","11.668895721435547","11.668895721435547","","","","","","","","",""
"90000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.484511375427246","11.484511375427246","11.484511375427246","","","","","","","","","","","",""
