"Step","OLMo-7B-Twin-2T-run-024 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-013 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-013 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-013 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-012 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-012 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-012 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-011 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-011 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-011 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-010 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-010 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-010 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-009 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-009 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-009 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-008 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-008 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-008 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-007 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-007 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-007 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-006 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-006 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-006 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-005 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-005 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-005 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-003 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-003 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-003 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-002 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-002 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-002 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-001 - eval/m2d2_wiki-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-001 - eval/m2d2_wiki-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-001 - eval/m2d2_wiki-validation/CrossEntropyLoss__MAX"
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.537309408187866","2.537309408187866","2.537309408187866","","","","","",""
"36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5357046127319336","2.5357046127319336","2.5357046127319336","","","","","",""
"37000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5244007110595703","2.5244007110595703","2.5244007110595703","","","","","",""
"38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5189547538757324","2.5189547538757324","2.5189547538757324","","","","","",""
"39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.520077705383301","2.520077705383301","2.520077705383301","","","","","",""
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.514127492904663","2.514127492904663","2.514127492904663","","","","","",""
"41000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5086588859558105","2.5086588859558105","2.5086588859558105","","","","","",""
"42000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5038468837738037","2.5038468837738037","2.5038468837738037","","","","","",""
"43000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.498645782470703","2.498645782470703","2.498645782470703","","","","","",""
"44000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4994919300079346","2.4994919300079346","2.4994919300079346","","","","","",""
"45000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4930367469787598","2.4930367469787598","2.4930367469787598","","","","","",""
"46000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.486781597137451","2.486781597137451","2.486781597137451","","","","","",""
"47000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.574791431427002","2.574791431427002","2.574791431427002","","","","","",""
"48000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.482058525085449","2.482058525085449","2.482058525085449","","","","","",""
"49000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4790291786193848","2.4790291786193848","2.4790291786193848","","","","","",""
"50000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4742002487182617","2.4742002487182617","2.4742002487182617","","","","","",""
"51000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4789204597473145","2.4789204597473145","2.4789204597473145","","","","","",""
"52000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4667985439300537","2.4667985439300537","2.4667985439300537","","","","","",""
"53000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4657344818115234","2.4657344818115234","2.4657344818115234","","","","","",""
"54000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4641175270080566","2.4641175270080566","2.4641175270080566","","","","","",""
"55000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.469933032989502","2.469933032989502","2.469933032989502","","","","","",""
"56000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.462256669998169","2.462256669998169","2.462256669998169","","","","","",""
"57000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4541327953338623","2.4541327953338623","2.4541327953338623","","","","","",""
"58000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.451181411743164","2.451181411743164","2.451181411743164","","","","","",""
"59000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4480319023132324","2.4480319023132324","2.4480319023132324","","","","","",""
"60000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4510135650634766","2.4510135650634766","2.4510135650634766","","","","","",""
"61000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4454829692840576","2.4454829692840576","2.4454829692840576","","","","","",""
"62000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.440328359603882","2.440328359603882","2.440328359603882","","","","","","","","",""
"63000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4437389373779297","2.4437389373779297","2.4437389373779297","","","","","","","","",""
"64000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4426915645599365","2.4426915645599365","2.4426915645599365","","","","","","","","",""
"65000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.433518409729004","2.433518409729004","2.433518409729004","","","","","","","","",""
"66000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.433687925338745","2.433687925338745","2.433687925338745","","","","","","","","",""
"67000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.431989908218384","2.431989908218384","2.431989908218384","","","","","","","","",""
"68000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4292221069335938","2.4292221069335938","2.4292221069335938","","","","","","","","",""
"69000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4316577911376953","2.4316577911376953","2.4316577911376953","","","","","","","","",""
"70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.425800085067749","2.425800085067749","2.425800085067749","","","","","","","","",""
"71000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4268651008605957","2.4268651008605957","2.4268651008605957","","","","","","","","",""
"72000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4209301471710205","2.4209301471710205","2.4209301471710205","","","","","","","","",""
"73000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4207398891448975","2.4207398891448975","2.4207398891448975","","","","","","","","",""
"74000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4182307720184326","2.4182307720184326","2.4182307720184326","","","","","","","","",""
"75000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4170596599578857","2.4170596599578857","2.4170596599578857","","","","","","","","",""
"76000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4157814979553223","2.4157814979553223","2.4157814979553223","","","","","","","","",""
"77000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4166781902313232","2.4166781902313232","2.4166781902313232","","","","","","","","",""
"78000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4199020862579346","2.4199020862579346","2.4199020862579346","","","","","","","","",""
"79000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4082984924316406","2.4082984924316406","2.4082984924316406","","","","","","","","",""
"80000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4122750759124756","2.4122750759124756","2.4122750759124756","","","","","","","","",""
