"Step","Group: OLMo-1B - eval/v2-small-m2d2_wiki-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v2-small-m2d2_wiki-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v2-small-m2d2_wiki-validation/CrossEntropyLoss__MAX"
"452000","2.501983880996704","2.501983880996704","2.501983880996704"
"453000","2.499180793762207","2.499180793762207","2.499180793762207"
"454000","2.4990036487579346","2.4990036487579346","2.4990036487579346"
"455000","2.4996628761291504","2.4996628761291504","2.4996628761291504"
"456000","2.4989023208618164","2.4989023208618164","2.4989023208618164"
"457000","2.4971532821655273","2.4971532821655273","2.4971532821655273"
"458000","2.4987196922302246","2.4987196922302246","2.4987196922302246"
"459000","2.502253293991089","2.502253293991089","2.502253293991089"
"460000","2.4983069896698","2.4983069896698","2.4983069896698"
"461000","2.497429609298706","2.497429609298706","2.497429609298706"
"462000","2.497699499130249","2.497699499130249","2.497699499130249"
"463000","2.498185396194458","2.498185396194458","2.498185396194458"
"464000","2.497321367263794","2.497321367263794","2.497321367263794"
"465000","2.498863697052002","2.498863697052002","2.498863697052002"
"466000","2.4951250553131104","2.4951250553131104","2.4951250553131104"
"467000","2.4967448711395264","2.4967448711395264","2.4967448711395264"
"468000","2.4958841800689697","2.4958841800689697","2.4958841800689697"
"469000","2.4963457584381104","2.4963457584381104","2.4963457584381104"
"470000","2.495307207107544","2.495307207107544","2.495307207107544"
"471000","2.495279550552368","2.495279550552368","2.495279550552368"
"472000","2.494367837905884","2.494367837905884","2.494367837905884"
"473000","2.4962852001190186","2.4962852001190186","2.4962852001190186"
"474000","2.500460386276245","2.500460386276245","2.500460386276245"
"475000","2.495992660522461","2.495992660522461","2.495992660522461"
"476000","2.4945406913757324","2.4945406913757324","2.4945406913757324"
"477000","2.4941866397857666","2.4941866397857666","2.4941866397857666"
"478000","2.492926836013794","2.492926836013794","2.492926836013794"
"479000","2.4932966232299805","2.4932966232299805","2.4932966232299805"
"480000","2.492391586303711","2.492391586303711","2.492391586303711"
"481000","2.492572546005249","2.492572546005249","2.492572546005249"
"482000","2.492536783218384","2.492536783218384","2.492536783218384"
"483000","2.492267370223999","2.492267370223999","2.492267370223999"
"484000","2.491685390472412","2.491685390472412","2.491685390472412"
"485000","2.489734172821045","2.489734172821045","2.489734172821045"
"486000","2.4901812076568604","2.4901812076568604","2.4901812076568604"
"487000","2.492061138153076","2.492061138153076","2.492061138153076"
"488000","2.4891839027404785","2.4891839027404785","2.4891839027404785"
"489000","2.48991322517395","2.48991322517395","2.48991322517395"
"490000","2.491208553314209","2.491208553314209","2.491208553314209"
"491000","2.4923934936523438","2.4923934936523438","2.4923934936523438"
"492000","2.4907431602478027","2.4907431602478027","2.4907431602478027"
"493000","2.4908499717712402","2.4908499717712402","2.4908499717712402"
"494000","2.4913642406463623","2.4913642406463623","2.4913642406463623"
"495000","2.4881205558776855","2.4881205558776855","2.4881205558776855"
"496000","2.4900336265563965","2.4900336265563965","2.4900336265563965"
"497000","2.48946213722229","2.48946213722229","2.48946213722229"
"498000","2.491290807723999","2.491290807723999","2.491290807723999"
"499000","2.487067699432373","2.487067699432373","2.487067699432373"
"500000","2.4893343448638916","2.4893343448638916","2.4893343448638916"
"501000","2.4926834106445312","2.4926834106445312","2.4926834106445312"
"502000","2.4872400760650635","2.4872400760650635","2.4872400760650635"
"503000","2.4879908561706543","2.4879908561706543","2.4879908561706543"
"504000","2.487370014190674","2.487370014190674","2.487370014190674"
"505000","2.486217975616455","2.486217975616455","2.486217975616455"
"506000","2.4880335330963135","2.4880335330963135","2.4880335330963135"
"507000","2.486347198486328","2.486347198486328","2.486347198486328"
"508000","2.4851253032684326","2.4851253032684326","2.4851253032684326"
"509000","2.483454465866089","2.483454465866089","2.483454465866089"
"510000","2.4857687950134277","2.4857687950134277","2.4857687950134277"
"511000","2.4856274127960205","2.4856274127960205","2.4856274127960205"
"512000","2.4850821495056152","2.4850821495056152","2.4850821495056152"
"513000","2.48628568649292","2.48628568649292","2.48628568649292"
"514000","2.486907720565796","2.486907720565796","2.486907720565796"
"515000","2.4853620529174805","2.4853620529174805","2.4853620529174805"
"516000","2.484935760498047","2.484935760498047","2.484935760498047"
"517000","2.4845380783081055","2.4845380783081055","2.4845380783081055"
"518000","2.484968900680542","2.484968900680542","2.484968900680542"
"519000","2.4825258255004883","2.4825258255004883","2.4825258255004883"
"520000","2.485381841659546","2.485381841659546","2.485381841659546"
"521000","2.4835126399993896","2.4835126399993896","2.4835126399993896"
"522000","2.482865571975708","2.482865571975708","2.482865571975708"
"523000","2.4841907024383545","2.4841907024383545","2.4841907024383545"
"524000","2.482975959777832","2.482975959777832","2.482975959777832"
"525000","2.4837393760681152","2.4837393760681152","2.4837393760681152"
"526000","2.4821314811706543","2.4821314811706543","2.4821314811706543"
"527000","2.482130289077759","2.482130289077759","2.482130289077759"
"528000","2.4826972484588623","2.4826972484588623","2.4826972484588623"
"529000","2.482635259628296","2.482635259628296","2.482635259628296"
"530000","2.4815142154693604","2.4815142154693604","2.4815142154693604"
"531000","2.4815237522125244","2.4815237522125244","2.4815237522125244"
"532000","2.4820754528045654","2.4820754528045654","2.4820754528045654"
"533000","2.4787631034851074","2.4787631034851074","2.4787631034851074"
"534000","2.4800760746002197","2.4800760746002197","2.4800760746002197"
"535000","2.4804842472076416","2.4804842472076416","2.4804842472076416"
"536000","2.480316638946533","2.480316638946533","2.480316638946533"
"537000","2.4793827533721924","2.4793827533721924","2.4793827533721924"
"538000","2.481994152069092","2.481994152069092","2.481994152069092"
"539000","2.479862689971924","2.479862689971924","2.479862689971924"
"540000","2.4786622524261475","2.4786622524261475","2.4786622524261475"
"541000","2.479186534881592","2.479186534881592","2.479186534881592"
"542000","2.4812209606170654","2.4812209606170654","2.4812209606170654"
"543000","2.478583812713623","2.478583812713623","2.478583812713623"
"544000","2.479325294494629","2.479325294494629","2.479325294494629"
"545000","2.4791200160980225","2.4791200160980225","2.4791200160980225"
"546000","2.47833251953125","2.47833251953125","2.47833251953125"
"547000","2.479959726333618","2.479959726333618","2.479959726333618"
"548000","2.4813761711120605","2.4813761711120605","2.4813761711120605"
"549000","2.4775631427764893","2.4775631427764893","2.4775631427764893"
"550000","2.4779553413391113","2.4779553413391113","2.4779553413391113"
"551000","2.474881410598755","2.474881410598755","2.474881410598755"
"552000","2.4784317016601562","2.4784317016601562","2.4784317016601562"
"553000","2.476376533508301","2.476376533508301","2.476376533508301"
"554000","2.475399971008301","2.475399971008301","2.475399971008301"
"555000","2.4781081676483154","2.4781081676483154","2.4781081676483154"
"556000","2.475031852722168","2.475031852722168","2.475031852722168"
"557000","2.478335380554199","2.478335380554199","2.478335380554199"
"558000","2.475726366043091","2.475726366043091","2.475726366043091"
"559000","2.476093053817749","2.476093053817749","2.476093053817749"
"560000","2.475419521331787","2.475419521331787","2.475419521331787"
"561000","2.4744811058044434","2.4744811058044434","2.4744811058044434"
"562000","2.47515606880188","2.47515606880188","2.47515606880188"
"563000","2.475454568862915","2.475454568862915","2.475454568862915"
"564000","2.474243640899658","2.474243640899658","2.474243640899658"
"565000","2.4749934673309326","2.4749934673309326","2.4749934673309326"
"566000","2.474957227706909","2.474957227706909","2.474957227706909"
"567000","2.4740967750549316","2.4740967750549316","2.4740967750549316"
"568000","2.4740123748779297","2.4740123748779297","2.4740123748779297"
"569000","2.4723470211029053","2.4723470211029053","2.4723470211029053"
"570000","2.4749815464019775","2.4749815464019775","2.4749815464019775"
"571000","2.473443031311035","2.473443031311035","2.473443031311035"
"572000","2.4732136726379395","2.4732136726379395","2.4732136726379395"
"573000","2.4727847576141357","2.4727847576141357","2.4727847576141357"
"574000","2.470818281173706","2.470818281173706","2.470818281173706"
"575000","2.471583843231201","2.471583843231201","2.471583843231201"
"576000","2.470637559890747","2.470637559890747","2.470637559890747"
"577000","2.4721837043762207","2.4721837043762207","2.4721837043762207"
"578000","2.472341299057007","2.472341299057007","2.472341299057007"
"579000","2.4719536304473877","2.4719536304473877","2.4719536304473877"
"580000","2.4723873138427734","2.4723873138427734","2.4723873138427734"
"581000","2.472435235977173","2.472435235977173","2.472435235977173"
"582000","2.4709038734436035","2.4709038734436035","2.4709038734436035"
"583000","2.4701454639434814","2.4701454639434814","2.4701454639434814"
"584000","2.471287488937378","2.471287488937378","2.471287488937378"
"585000","2.4693737030029297","2.4693737030029297","2.4693737030029297"
"586000","2.471069812774658","2.471069812774658","2.471069812774658"
"587000","2.4692318439483643","2.4692318439483643","2.4692318439483643"
"588000","2.472485303878784","2.472485303878784","2.472485303878784"
"589000","2.4701147079467773","2.4701147079467773","2.4701147079467773"
"590000","2.468458890914917","2.468458890914917","2.468458890914917"
"591000","2.467430830001831","2.467430830001831","2.467430830001831"
"592000","2.468155860900879","2.468155860900879","2.468155860900879"
"593000","2.4699907302856445","2.4699907302856445","2.4699907302856445"
"594000","2.46807861328125","2.46807861328125","2.46807861328125"
"595000","2.4687271118164062","2.4687271118164062","2.4687271118164062"
"596000","2.4702250957489014","2.4702250957489014","2.4702250957489014"
"597000","2.469193458557129","2.469193458557129","2.469193458557129"
"598000","2.4678263664245605","2.4678263664245605","2.4678263664245605"
"599000","2.4679858684539795","2.4679858684539795","2.4679858684539795"
"600000","2.46575927734375","2.46575927734375","2.46575927734375"
"601000","2.467559337615967","2.467559337615967","2.467559337615967"
"602000","2.46804141998291","2.46804141998291","2.46804141998291"
"603000","2.471025228500366","2.471025228500366","2.471025228500366"
"604000","2.467046022415161","2.467046022415161","2.467046022415161"
"605000","2.468923807144165","2.468923807144165","2.468923807144165"
"606000","2.4672369956970215","2.4672369956970215","2.4672369956970215"
"607000","2.467341184616089","2.467341184616089","2.467341184616089"
"608000","2.46687388420105","2.46687388420105","2.46687388420105"
"609000","2.4645638465881348","2.4645638465881348","2.4645638465881348"
"610000","2.464442014694214","2.464442014694214","2.464442014694214"
"611000","2.464768886566162","2.464768886566162","2.464768886566162"
"612000","2.465411901473999","2.465411901473999","2.465411901473999"
"613000","2.4644405841827393","2.4644405841827393","2.4644405841827393"
"614000","2.4640870094299316","2.4640870094299316","2.4640870094299316"
"615000","2.4651687145233154","2.4651687145233154","2.4651687145233154"
"616000","2.464308261871338","2.464308261871338","2.464308261871338"
"617000","2.464437484741211","2.464437484741211","2.464437484741211"
"618000","2.465757369995117","2.465757369995117","2.465757369995117"
"619000","2.4641222953796387","2.4641222953796387","2.4641222953796387"
"620000","2.464519500732422","2.464519500732422","2.464519500732422"
"621000","2.4639732837677","2.4639732837677","2.4639732837677"
"622000","2.4629523754119873","2.4629523754119873","2.4629523754119873"
"623000","2.4624459743499756","2.4624459743499756","2.4624459743499756"
"624000","2.4633476734161377","2.4633476734161377","2.4633476734161377"
"625000","2.4644904136657715","2.4644904136657715","2.4644904136657715"
"626000","2.4638404846191406","2.4638404846191406","2.4638404846191406"
"627000","2.463521718978882","2.463521718978882","2.463521718978882"
"628000","2.4613757133483887","2.4613757133483887","2.4613757133483887"
"629000","2.4635326862335205","2.4635326862335205","2.4635326862335205"
"630000","2.462043046951294","2.462043046951294","2.462043046951294"
"631000","2.4629833698272705","2.4629833698272705","2.4629833698272705"
"632000","2.4607694149017334","2.4607694149017334","2.4607694149017334"
"633000","2.4607186317443848","2.4607186317443848","2.4607186317443848"
"634000","2.4615087509155273","2.4615087509155273","2.4615087509155273"
"635000","2.461238384246826","2.461238384246826","2.461238384246826"
"636000","2.4616634845733643","2.4616634845733643","2.4616634845733643"
"637000","2.4582419395446777","2.4582419395446777","2.4582419395446777"
"638000","2.4605677127838135","2.4605677127838135","2.4605677127838135"
"639000","2.4616501331329346","2.4616501331329346","2.4616501331329346"
"640000","2.4605093002319336","2.4605093002319336","2.4605093002319336"
"641000","2.459103584289551","2.459103584289551","2.459103584289551"
"642000","2.458054780960083","2.458054780960083","2.458054780960083"
"643000","2.45988130569458","2.45988130569458","2.45988130569458"
"644000","2.4590816497802734","2.4590816497802734","2.4590816497802734"
"645000","2.460686206817627","2.460686206817627","2.460686206817627"
"646000","2.4596493244171143","2.4596493244171143","2.4596493244171143"
"647000","2.461622714996338","2.461622714996338","2.461622714996338"
"648000","2.4602339267730713","2.4602339267730713","2.4602339267730713"
"649000","2.459712266921997","2.459712266921997","2.459712266921997"
"650000","2.459848403930664","2.459848403930664","2.459848403930664"
"651000","2.45867919921875","2.45867919921875","2.45867919921875"
"652000","2.4587268829345703","2.4587268829345703","2.4587268829345703"
"653000","2.460110902786255","2.460110902786255","2.460110902786255"
"654000","2.4589693546295166","2.4589693546295166","2.4589693546295166"
"655000","2.459317445755005","2.459317445755005","2.459317445755005"
"656000","2.460500717163086","2.460500717163086","2.460500717163086"
"657000","2.458836078643799","2.458836078643799","2.458836078643799"
"658000","2.4580485820770264","2.4580485820770264","2.4580485820770264"
"659000","2.459634780883789","2.459634780883789","2.459634780883789"
"660000","2.4577274322509766","2.4577274322509766","2.4577274322509766"
"661000","2.4581198692321777","2.4581198692321777","2.4581198692321777"
"662000","2.4582886695861816","2.4582886695861816","2.4582886695861816"
"663000","2.4581758975982666","2.4581758975982666","2.4581758975982666"
"664000","2.4574732780456543","2.4574732780456543","2.4574732780456543"
"665000","2.458143711090088","2.458143711090088","2.458143711090088"
"666000","2.459235429763794","2.459235429763794","2.459235429763794"
"667000","2.456843137741089","2.456843137741089","2.456843137741089"
"668000","2.4570677280426025","2.4570677280426025","2.4570677280426025"
"669000","2.456008195877075","2.456008195877075","2.456008195877075"
"670000","2.456219434738159","2.456219434738159","2.456219434738159"
"671000","2.4558770656585693","2.4558770656585693","2.4558770656585693"
"672000","2.456352472305298","2.456352472305298","2.456352472305298"
"673000","2.456702709197998","2.456702709197998","2.456702709197998"
"674000","2.456606864929199","2.456606864929199","2.456606864929199"
"675000","2.456047296524048","2.456047296524048","2.456047296524048"
"676000","2.4553306102752686","2.4553306102752686","2.4553306102752686"
"677000","2.456451416015625","2.456451416015625","2.456451416015625"
"678000","2.455902338027954","2.455902338027954","2.455902338027954"
"679000","2.456073522567749","2.456073522567749","2.456073522567749"
"680000","2.4569263458251953","2.4569263458251953","2.4569263458251953"
"681000","2.4541146755218506","2.4541146755218506","2.4541146755218506"
"682000","2.4571664333343506","2.4571664333343506","2.4571664333343506"
"683000","2.4558253288269043","2.4558253288269043","2.4558253288269043"
"684000","2.454551935195923","2.454551935195923","2.454551935195923"
"685000","2.4555773735046387","2.4555773735046387","2.4555773735046387"
"686000","2.45487904548645","2.45487904548645","2.45487904548645"
"687000","2.454286575317383","2.454286575317383","2.454286575317383"
"688000","2.4542617797851562","2.4542617797851562","2.4542617797851562"
"689000","2.4558775424957275","2.4558775424957275","2.4558775424957275"
"690000","2.4563686847686768","2.4563686847686768","2.4563686847686768"
"691000","2.4562244415283203","2.4562244415283203","2.4562244415283203"
"692000","2.4566636085510254","2.4566636085510254","2.4566636085510254"
"693000","2.457822322845459","2.457822322845459","2.457822322845459"
"694000","2.4545016288757324","2.4545016288757324","2.4545016288757324"
"695000","2.4551565647125244","2.4551565647125244","2.4551565647125244"
"696000","2.4542176723480225","2.4542176723480225","2.4542176723480225"
"697000","2.4544484615325928","2.4544484615325928","2.4544484615325928"
"698000","2.453199863433838","2.453199863433838","2.453199863433838"
"699000","2.454169988632202","2.454169988632202","2.454169988632202"
"700000","2.454085111618042","2.454085111618042","2.454085111618042"
"701000","2.456458568572998","2.456458568572998","2.456458568572998"
"702000","2.4548897743225098","2.4548897743225098","2.4548897743225098"
"703000","2.455009937286377","2.455009937286377","2.455009937286377"
"704000","2.4557394981384277","2.4557394981384277","2.4557394981384277"
"705000","2.453413724899292","2.453413724899292","2.453413724899292"
"706000","2.455132484436035","2.455132484436035","2.455132484436035"
"707000","2.4533300399780273","2.4533300399780273","2.4533300399780273"
"708000","2.4548275470733643","2.4548275470733643","2.4548275470733643"
"709000","2.452540874481201","2.452540874481201","2.452540874481201"
"710000","2.4536292552948","2.4536292552948","2.4536292552948"
"711000","2.4527840614318848","2.4527840614318848","2.4527840614318848"
"712000","2.452662944793701","2.452662944793701","2.452662944793701"
"713000","2.4524030685424805","2.4524030685424805","2.4524030685424805"
"714000","2.4529483318328857","2.4529483318328857","2.4529483318328857"
"715000","2.4531662464141846","2.4531662464141846","2.4531662464141846"
"716000","2.452930212020874","2.452930212020874","2.452930212020874"
"717000","2.453136682510376","2.453136682510376","2.453136682510376"
"718000","2.4519221782684326","2.4519221782684326","2.4519221782684326"
"719000","2.4532418251037598","2.4532418251037598","2.4532418251037598"
"720000","2.453554630279541","2.453554630279541","2.453554630279541"
"721000","2.4525952339172363","2.4525952339172363","2.4525952339172363"
"722000","2.4535269737243652","2.4535269737243652","2.4535269737243652"
"723000","2.4532411098480225","2.4532411098480225","2.4532411098480225"
"724000","2.453598976135254","2.453598976135254","2.453598976135254"
"725000","2.4547197818756104","2.4547197818756104","2.4547197818756104"
"726000","2.4542524814605713","2.4542524814605713","2.4542524814605713"
"727000","2.453016757965088","2.453016757965088","2.453016757965088"
"728000","2.452773332595825","2.452773332595825","2.452773332595825"
"729000","2.4524264335632324","2.4524264335632324","2.4524264335632324"
"730000","2.45302677154541","2.45302677154541","2.45302677154541"
"731000","2.453273296356201","2.453273296356201","2.453273296356201"
"732000","2.4531421661376953","2.4531421661376953","2.4531421661376953"
"733000","2.4529454708099365","2.4529454708099365","2.4529454708099365"
"734000","2.4544503688812256","2.4544503688812256","2.4544503688812256"
"735000","2.4523398876190186","2.4523398876190186","2.4523398876190186"
"736000","2.451601505279541","2.451601505279541","2.451601505279541"
"737000","2.452869415283203","2.452869415283203","2.452869415283203"
"738000","2.453960657119751","2.453960657119751","2.453960657119751"
