"Step","OLMo-7B-Twin-2T-run-024 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-024 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-024 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-022 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-022 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-022 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-021 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-021 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-021 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-020 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-020 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-020 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-019 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-019 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-019 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-018 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-018 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-018 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-017 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-017 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-017 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-016 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-016 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-016 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-015 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-015 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-015 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-014 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-014 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-014 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-013 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-013 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-013 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-012 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-012 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-012 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-011 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-011 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-011 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-010 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-010 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-010 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-009 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-009 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-009 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-008 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-008 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-008 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-007 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-007 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-007 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-006 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-006 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-006 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-005 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-005 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-005 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-003 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-003 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-003 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-002 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-002 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-002 - eval/downstream/commitment_bank_acc__MAX","OLMo-7B-Twin-2T-run-001 - eval/downstream/commitment_bank_acc","OLMo-7B-Twin-2T-run-001 - eval/downstream/commitment_bank_acc__MIN","OLMo-7B-Twin-2T-run-001 - eval/downstream/commitment_bank_acc__MAX"
"28000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4642857015132904","0.4642857015132904","0.4642857015132904","","",""
"29000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4107142984867096","0.4107142984867096","0.4107142984867096","","",""
"30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4464285671710968","0.4464285671710968","0.4464285671710968","","",""
"31000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4642857015132904","0.4642857015132904","0.4642857015132904","","",""
"32000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4464285671710968","0.4464285671710968","0.4464285671710968","","",""
"33000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4642857015132904","0.4642857015132904","0.4642857015132904","","",""
"34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4285714328289032","0.4285714328289032","0.4285714328289032","","","","","",""
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5178571343421936","0.5178571343421936","0.5178571343421936","","","","","",""
"36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4464285671710968","0.4464285671710968","0.4464285671710968","","","","","",""
"37000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3928571343421936","0.3928571343421936","0.3928571343421936","","","","","",""
"38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5714285969734192","0.5714285969734192","0.5714285969734192","","","","","",""
"39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5178571343421936","0.5178571343421936","0.5178571343421936","","","","","",""
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4642857015132904","0.4642857015132904","0.4642857015132904","","","","","",""
"41000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4642857015132904","0.4642857015132904","0.4642857015132904","","","","","",""
"42000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3571428656578064","0.3571428656578064","0.3571428656578064","","","","","",""
"43000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","","","","","",""
"44000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4285714328289032","0.4285714328289032","0.4285714328289032","","","","","",""
"45000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3035714328289032","0.3035714328289032","0.3035714328289032","","","","","",""
"46000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2857142984867096","0.2857142984867096","0.2857142984867096","","","","","",""
"47000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3035714328289032","0.3035714328289032","0.3035714328289032","","","","","",""
"48000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3392857015132904","0.3392857015132904","0.3392857015132904","","","","","",""
"49000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.375","0.375","0.375","","","","","",""
"50000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3035714328289032","0.3035714328289032","0.3035714328289032","","","","","",""
"51000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2857142984867096","0.2857142984867096","0.2857142984867096","","","","","",""
"52000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3214285671710968","0.3214285671710968","0.3214285671710968","","","","","",""
"53000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3214285671710968","0.3214285671710968","0.3214285671710968","","","","","",""
"54000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3214285671710968","0.3214285671710968","0.3214285671710968","","","","","",""
"55000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2321428507566452","0.2321428507566452","0.2321428507566452","","","","","",""
"56000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3392857015132904","0.3392857015132904","0.3392857015132904","","","","","",""
"57000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3392857015132904","0.3392857015132904","0.3392857015132904","","","","","",""
"58000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3571428656578064","0.3571428656578064","0.3571428656578064","","","","","",""
"59000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3571428656578064","0.3571428656578064","0.3571428656578064","","","","","",""
"60000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3392857015132904","0.3392857015132904","0.3392857015132904","","","","","",""
"61000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2678571343421936","0.2678571343421936","0.2678571343421936","","","","","",""
"62000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3035714328289032","0.3035714328289032","0.3035714328289032","","","","","","","","",""
"63000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3928571343421936","0.3928571343421936","0.3928571343421936","","","","","","","","",""
"64000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"65000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4107142984867096","0.4107142984867096","0.4107142984867096","","","","","","","","",""
"66000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3571428656578064","0.3571428656578064","0.3571428656578064","","","","","","","","",""
"67000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3392857015132904","0.3392857015132904","0.3392857015132904","","","","","","","","",""
"68000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4285714328289032","0.4285714328289032","0.4285714328289032","","","","","","","","",""
"69000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4107142984867096","0.4107142984867096","0.4107142984867096","","","","","","","","",""
"70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4107142984867096","0.4107142984867096","0.4107142984867096","","","","","","","","",""
"71000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"72000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4285714328289032","0.4285714328289032","0.4285714328289032","","","","","","","","",""
"73000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.375","0.375","0.375","","","","","","","","",""
"74000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3035714328289032","0.3035714328289032","0.3035714328289032","","","","","","","","",""
"75000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3392857015132904","0.3392857015132904","0.3392857015132904","","","","","","","","",""
"76000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4821428656578064","0.4821428656578064","0.4821428656578064","","","","","","","","",""
"77000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4821428656578064","0.4821428656578064","0.4821428656578064","","","","","","","","",""
"78000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4821428656578064","0.4821428656578064","0.4821428656578064","","","","","","","","",""
"79000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4107142984867096","0.4107142984867096","0.4107142984867096","","","","","","","","",""
"80000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4821428656578064","0.4821428656578064","0.4821428656578064","","","","","","","","",""
"81000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3928571343421936","0.3928571343421936","0.3928571343421936","","","","","","","","",""
"82000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3571428656578064","0.3571428656578064","0.3571428656578064","","","","","","","","",""
"83000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2678571343421936","0.2678571343421936","0.2678571343421936","","","","","","","","",""
"84000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2857142984867096","0.2857142984867096","0.2857142984867096","","","","","","","","",""
"85000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2678571343421936","0.2678571343421936","0.2678571343421936","","","","","","","","",""
"86000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3928571343421936","0.3928571343421936","0.3928571343421936","","","","","","","","",""
"87000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4464285671710968","0.4464285671710968","0.4464285671710968","","","","","","","","",""
"88000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"89000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3571428656578064","0.3571428656578064","0.3571428656578064","","","","","","","","",""
"90000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1428571492433548","0.1428571492433548","0.1428571492433548","","","","","","","","","","","",""
"91000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3214285671710968","0.3214285671710968","0.3214285671710968","","","","","","","","","","","",""
"92000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4464285671710968","0.4464285671710968","0.4464285671710968","","","","","","","","","","","",""
"93000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4107142984867096","0.4107142984867096","0.4107142984867096","","","","","","","","","","","",""
