"Step","Group: OLMo-1B - eval/v3-small-dolma_books-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v3-small-dolma_books-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v3-small-dolma_books-validation/CrossEntropyLoss__MAX"
"48000","3.0556204319000244","3.0556204319000244","3.0556204319000244"
"49000","3.0500845909118652","3.0500845909118652","3.0500845909118652"
"50000","3.047398090362549","3.047398090362549","3.047398090362549"
"51000","3.046417236328125","3.046417236328125","3.046417236328125"
"52000","3.039119243621826","3.039119243621826","3.039119243621826"
"53000","3.0435240268707275","3.0435240268707275","3.0435240268707275"
"54000","3.0405209064483643","3.0405209064483643","3.0405209064483643"
"55000","3.033501625061035","3.033501625061035","3.033501625061035"
"56000","3.0306482315063477","3.0306482315063477","3.0306482315063477"
"57000","3.0246264934539795","3.0246264934539795","3.0246264934539795"
"58000","3.026507616043091","3.026507616043091","3.026507616043091"
"59000","3.01920485496521","3.01920485496521","3.01920485496521"
"60000","3.02063250541687","3.02063250541687","3.02063250541687"
"61000","3.018301248550415","3.018301248550415","3.018301248550415"
"62000","3.0129897594451904","3.0129897594451904","3.0129897594451904"
"63000","3.011295795440674","3.011295795440674","3.011295795440674"
"64000","3.0104706287384033","3.0104706287384033","3.0104706287384033"
"65000","3.0103185176849365","3.0103185176849365","3.0103185176849365"
"66000","3.005969762802124","3.005969762802124","3.005969762802124"
"67000","3.0022969245910645","3.0022969245910645","3.0022969245910645"
"68000","2.99831223487854","2.99831223487854","2.99831223487854"
"69000","2.994720458984375","2.994720458984375","2.994720458984375"
"70000","2.9966330528259277","2.9966330528259277","2.9966330528259277"
"71000","2.992480993270874","2.992480993270874","2.992480993270874"
"72000","2.9938435554504395","2.9938435554504395","2.9938435554504395"
"73000","2.988927125930786","2.988927125930786","2.988927125930786"
"74000","2.988276243209839","2.988276243209839","2.988276243209839"
"75000","2.9877657890319824","2.9877657890319824","2.9877657890319824"
"76000","2.980543851852417","2.980543851852417","2.980543851852417"
"77000","2.9817519187927246","2.9817519187927246","2.9817519187927246"
"78000","2.9837751388549805","2.9837751388549805","2.9837751388549805"
"79000","2.9797494411468506","2.9797494411468506","2.9797494411468506"
"80000","2.9800455570220947","2.9800455570220947","2.9800455570220947"
"81000","2.9777512550354004","2.9777512550354004","2.9777512550354004"
"82000","2.9814693927764893","2.9814693927764893","2.9814693927764893"
"83000","2.9728047847747803","2.9728047847747803","2.9728047847747803"
"84000","2.9700286388397217","2.9700286388397217","2.9700286388397217"
"85000","2.972454309463501","2.972454309463501","2.972454309463501"
"86000","2.9699580669403076","2.9699580669403076","2.9699580669403076"
"87000","2.972552537918091","2.972552537918091","2.972552537918091"
"88000","2.9682188034057617","2.9682188034057617","2.9682188034057617"
"89000","2.964439868927002","2.964439868927002","2.964439868927002"
"90000","2.9718759059906006","2.9718759059906006","2.9718759059906006"
"91000","2.9621012210845947","2.9621012210845947","2.9621012210845947"
"92000","2.956592321395874","2.956592321395874","2.956592321395874"
"93000","2.960028648376465","2.960028648376465","2.960028648376465"
"94000","2.9577555656433105","2.9577555656433105","2.9577555656433105"
"95000","2.956058979034424","2.956058979034424","2.956058979034424"
"96000","2.953010082244873","2.953010082244873","2.953010082244873"
"97000","2.9513933658599854","2.9513933658599854","2.9513933658599854"
"98000","2.950857639312744","2.950857639312744","2.950857639312744"
"99000","2.9529683589935303","2.9529683589935303","2.9529683589935303"
"100000","2.9463388919830322","2.9463388919830322","2.9463388919830322"
"101000","2.9496591091156006","2.9496591091156006","2.9496591091156006"
"102000","2.950157880783081","2.950157880783081","2.950157880783081"
"103000","2.949923276901245","2.949923276901245","2.949923276901245"
"104000","2.9472455978393555","2.9472455978393555","2.9472455978393555"
"105000","2.943133592605591","2.943133592605591","2.943133592605591"
"106000","2.945481538772583","2.945481538772583","2.945481538772583"
"107000","2.9408223628997803","2.9408223628997803","2.9408223628997803"
"108000","2.9446356296539307","2.9446356296539307","2.9446356296539307"
"109000","2.9405744075775146","2.9405744075775146","2.9405744075775146"
"110000","2.9412639141082764","2.9412639141082764","2.9412639141082764"
"111000","2.9373581409454346","2.9373581409454346","2.9373581409454346"
"112000","2.940556287765503","2.940556287765503","2.940556287765503"
"113000","2.9364798069000244","2.9364798069000244","2.9364798069000244"
"114000","2.9361062049865723","2.9361062049865723","2.9361062049865723"
"115000","2.934324026107788","2.934324026107788","2.934324026107788"
"116000","2.9313738346099854","2.9313738346099854","2.9313738346099854"
"117000","2.933850049972534","2.933850049972534","2.933850049972534"
"118000","2.9355368614196777","2.9355368614196777","2.9355368614196777"
"119000","2.933635950088501","2.933635950088501","2.933635950088501"
"120000","2.9350194931030273","2.9350194931030273","2.9350194931030273"
"121000","2.9278981685638428","2.9278981685638428","2.9278981685638428"
"122000","2.932555675506592","2.932555675506592","2.932555675506592"
"123000","2.9288458824157715","2.9288458824157715","2.9288458824157715"
"124000","2.9305946826934814","2.9305946826934814","2.9305946826934814"
"125000","2.926837921142578","2.926837921142578","2.926837921142578"
"126000","2.9260940551757812","2.9260940551757812","2.9260940551757812"
"127000","2.928340435028076","2.928340435028076","2.928340435028076"
"128000","2.9226484298706055","2.9226484298706055","2.9226484298706055"
"129000","2.9250361919403076","2.9250361919403076","2.9250361919403076"
"130000","2.925835609436035","2.925835609436035","2.925835609436035"
"131000","2.925886869430542","2.925886869430542","2.925886869430542"
"132000","2.9237380027770996","2.9237380027770996","2.9237380027770996"
"133000","2.920959949493408","2.920959949493408","2.920959949493408"
"134000","2.922973155975342","2.922973155975342","2.922973155975342"
"135000","2.9177305698394775","2.9177305698394775","2.9177305698394775"
"136000","2.9205996990203857","2.9205996990203857","2.9205996990203857"
"137000","2.9212937355041504","2.9212937355041504","2.9212937355041504"
"138000","2.915152072906494","2.915152072906494","2.915152072906494"
"139000","2.914055347442627","2.914055347442627","2.914055347442627"
"140000","2.9153549671173096","2.9153549671173096","2.9153549671173096"
"141000","2.913278818130493","2.913278818130493","2.913278818130493"
"142000","2.9152610301971436","2.9152610301971436","2.9152610301971436"
"143000","2.9186291694641113","2.9186291694641113","2.9186291694641113"
"144000","2.9143295288085938","2.9143295288085938","2.9143295288085938"
"145000","2.914417028427124","2.914417028427124","2.914417028427124"
"146000","2.912226915359497","2.912226915359497","2.912226915359497"
"147000","2.9137237071990967","2.9137237071990967","2.9137237071990967"
"148000","2.9116575717926025","2.9116575717926025","2.9116575717926025"
"149000","2.9056785106658936","2.9056785106658936","2.9056785106658936"
"150000","2.910844326019287","2.910844326019287","2.910844326019287"
"151000","2.909759998321533","2.909759998321533","2.909759998321533"
"152000","2.9079136848449707","2.9079136848449707","2.9079136848449707"
"153000","2.904628038406372","2.904628038406372","2.904628038406372"
"154000","2.903550624847412","2.903550624847412","2.903550624847412"
"155000","2.908602476119995","2.908602476119995","2.908602476119995"
"156000","2.9082489013671875","2.9082489013671875","2.9082489013671875"
"157000","2.9077563285827637","2.9077563285827637","2.9077563285827637"
"158000","2.9028522968292236","2.9028522968292236","2.9028522968292236"
"159000","2.9022889137268066","2.9022889137268066","2.9022889137268066"
"160000","2.9054462909698486","2.9054462909698486","2.9054462909698486"
"161000","2.9072611331939697","2.9072611331939697","2.9072611331939697"
"162000","2.9072911739349365","2.9072911739349365","2.9072911739349365"
"163000","2.9030771255493164","2.9030771255493164","2.9030771255493164"
"164000","2.9006474018096924","2.9006474018096924","2.9006474018096924"
"165000","2.902820348739624","2.902820348739624","2.902820348739624"
"166000","2.906244993209839","2.906244993209839","2.906244993209839"
"167000","2.900536060333252","2.900536060333252","2.900536060333252"
"168000","2.900198459625244","2.900198459625244","2.900198459625244"
"169000","2.898484230041504","2.898484230041504","2.898484230041504"
"170000","2.9003758430480957","2.9003758430480957","2.9003758430480957"
"171000","2.8998544216156006","2.8998544216156006","2.8998544216156006"
"172000","2.902554988861084","2.902554988861084","2.902554988861084"
"173000","2.8984899520874023","2.8984899520874023","2.8984899520874023"
"174000","2.900883436203003","2.900883436203003","2.900883436203003"
"175000","2.89810848236084","2.89810848236084","2.89810848236084"
"176000","2.895785093307495","2.895785093307495","2.895785093307495"
"177000","2.894756317138672","2.894756317138672","2.894756317138672"
"178000","2.8972864151000977","2.8972864151000977","2.8972864151000977"
"179000","2.8929660320281982","2.8929660320281982","2.8929660320281982"
"180000","2.8924713134765625","2.8924713134765625","2.8924713134765625"
"181000","2.895143985748291","2.895143985748291","2.895143985748291"
"182000","2.8941762447357178","2.8941762447357178","2.8941762447357178"
"183000","2.8887763023376465","2.8887763023376465","2.8887763023376465"
"184000","2.8945693969726562","2.8945693969726562","2.8945693969726562"
"185000","2.893950939178467","2.893950939178467","2.893950939178467"
"186000","2.890146493911743","2.890146493911743","2.890146493911743"
"187000","2.889280080795288","2.889280080795288","2.889280080795288"
"188000","2.892047643661499","2.892047643661499","2.892047643661499"
"189000","2.896991491317749","2.896991491317749","2.896991491317749"
"190000","2.8896830081939697","2.8896830081939697","2.8896830081939697"
"191000","2.889155626296997","2.889155626296997","2.889155626296997"
"192000","2.8900742530822754","2.8900742530822754","2.8900742530822754"
"193000","2.889864683151245","2.889864683151245","2.889864683151245"
"194000","2.8843603134155273","2.8843603134155273","2.8843603134155273"
"195000","2.8881723880767822","2.8881723880767822","2.8881723880767822"
"196000","2.8881747722625732","2.8881747722625732","2.8881747722625732"
"197000","2.887104034423828","2.887104034423828","2.887104034423828"
"198000","2.8861653804779053","2.8861653804779053","2.8861653804779053"
"199000","2.8857803344726562","2.8857803344726562","2.8857803344726562"
"200000","2.8866264820098877","2.8866264820098877","2.8866264820098877"
"201000","2.8820157051086426","2.8820157051086426","2.8820157051086426"
"202000","2.889875888824463","2.889875888824463","2.889875888824463"
"203000","2.8834457397460938","2.8834457397460938","2.8834457397460938"
"204000","2.88085675239563","2.88085675239563","2.88085675239563"
"205000","2.883401393890381","2.883401393890381","2.883401393890381"
"206000","2.8796160221099854","2.8796160221099854","2.8796160221099854"
"207000","2.881154775619507","2.881154775619507","2.881154775619507"
"208000","2.8800199031829834","2.8800199031829834","2.8800199031829834"
"209000","2.8850057125091553","2.8850057125091553","2.8850057125091553"
"210000","2.8817927837371826","2.8817927837371826","2.8817927837371826"
"211000","2.8828256130218506","2.8828256130218506","2.8828256130218506"
"212000","2.8783681392669678","2.8783681392669678","2.8783681392669678"
"213000","2.8798747062683105","2.8798747062683105","2.8798747062683105"
"214000","2.8773484230041504","2.8773484230041504","2.8773484230041504"
"215000","2.8771536350250244","2.8771536350250244","2.8771536350250244"
"216000","2.8783037662506104","2.8783037662506104","2.8783037662506104"
"217000","2.87797474861145","2.87797474861145","2.87797474861145"
"218000","2.876605272293091","2.876605272293091","2.876605272293091"
"219000","2.8761911392211914","2.8761911392211914","2.8761911392211914"
"220000","2.874784231185913","2.874784231185913","2.874784231185913"
"221000","2.880375623703003","2.880375623703003","2.880375623703003"
"222000","2.875786781311035","2.875786781311035","2.875786781311035"
"223000","2.8744914531707764","2.8744914531707764","2.8744914531707764"
"224000","2.874708652496338","2.874708652496338","2.874708652496338"
"225000","2.8718032836914062","2.8718032836914062","2.8718032836914062"
"226000","2.8741753101348877","2.8741753101348877","2.8741753101348877"
"227000","2.8735010623931885","2.8735010623931885","2.8735010623931885"
"228000","2.872380018234253","2.872380018234253","2.872380018234253"
"229000","2.8722283840179443","2.8722283840179443","2.8722283840179443"
"230000","2.873439073562622","2.873439073562622","2.873439073562622"
"231000","2.875392198562622","2.875392198562622","2.875392198562622"
"232000","2.8711161613464355","2.8711161613464355","2.8711161613464355"
"233000","2.8674538135528564","2.8674538135528564","2.8674538135528564"
"234000","2.8685288429260254","2.8685288429260254","2.8685288429260254"
"235000","2.8725779056549072","2.8725779056549072","2.8725779056549072"
"236000","2.870640993118286","2.870640993118286","2.870640993118286"
"237000","2.8798766136169434","2.8798766136169434","2.8798766136169434"
"238000","2.869506359100342","2.869506359100342","2.869506359100342"
"239000","2.867496967315674","2.867496967315674","2.867496967315674"
"240000","2.8679702281951904","2.8679702281951904","2.8679702281951904"
"241000","2.8660430908203125","2.8660430908203125","2.8660430908203125"
"242000","2.868044853210449","2.868044853210449","2.868044853210449"
"243000","2.8682491779327393","2.8682491779327393","2.8682491779327393"
"244000","2.8653669357299805","2.8653669357299805","2.8653669357299805"
"246000","2.8652822971343994","2.8652822971343994","2.8652822971343994"
"247000","2.8656203746795654","2.8656203746795654","2.8656203746795654"
"248000","2.868208885192871","2.868208885192871","2.868208885192871"
"249000","2.869269371032715","2.869269371032715","2.869269371032715"
"250000","2.8705968856811523","2.8705968856811523","2.8705968856811523"
"251000","2.868539333343506","2.868539333343506","2.868539333343506"
"252000","2.8678367137908936","2.8678367137908936","2.8678367137908936"
"253000","2.8663079738616943","2.8663079738616943","2.8663079738616943"
"254000","2.8647303581237793","2.8647303581237793","2.8647303581237793"
"255000","2.8671469688415527","2.8671469688415527","2.8671469688415527"
"256000","2.864546537399292","2.864546537399292","2.864546537399292"
"257000","2.8611984252929688","2.8611984252929688","2.8611984252929688"
"258000","2.865349769592285","2.865349769592285","2.865349769592285"
"259000","2.862787961959839","2.862787961959839","2.862787961959839"
"260000","2.8663365840911865","2.8663365840911865","2.8663365840911865"
"261000","2.8631887435913086","2.8631887435913086","2.8631887435913086"
"262000","2.8612539768218994","2.8612539768218994","2.8612539768218994"
"263000","2.8613617420196533","2.8613617420196533","2.8613617420196533"
"264000","2.8614730834960938","2.8614730834960938","2.8614730834960938"
"265000","2.8629629611968994","2.8629629611968994","2.8629629611968994"
"266000","2.86089825630188","2.86089825630188","2.86089825630188"
"267000","2.860182285308838","2.860182285308838","2.860182285308838"
"268000","2.860762596130371","2.860762596130371","2.860762596130371"
"269000","2.8617899417877197","2.8617899417877197","2.8617899417877197"
"270000","2.8589234352111816","2.8589234352111816","2.8589234352111816"
"271000","2.8594791889190674","2.8594791889190674","2.8594791889190674"
"272000","2.8564987182617188","2.8564987182617188","2.8564987182617188"
"273000","2.86254620552063","2.86254620552063","2.86254620552063"
"274000","2.8595993518829346","2.8595993518829346","2.8595993518829346"
"275000","2.8640151023864746","2.8640151023864746","2.8640151023864746"
"276000","2.859135627746582","2.859135627746582","2.859135627746582"
"277000","2.8574635982513428","2.8574635982513428","2.8574635982513428"
"278000","2.8570337295532227","2.8570337295532227","2.8570337295532227"
"279000","2.8586113452911377","2.8586113452911377","2.8586113452911377"
"280000","2.855386972427368","2.855386972427368","2.855386972427368"
"281000","2.8566086292266846","2.8566086292266846","2.8566086292266846"
"282000","2.858349084854126","2.858349084854126","2.858349084854126"
"283000","2.855396270751953","2.855396270751953","2.855396270751953"
"284000","2.85693097114563","2.85693097114563","2.85693097114563"
"285000","2.8556370735168457","2.8556370735168457","2.8556370735168457"
"286000","2.8550031185150146","2.8550031185150146","2.8550031185150146"
"287000","2.852911949157715","2.852911949157715","2.852911949157715"
"288000","2.8579163551330566","2.8579163551330566","2.8579163551330566"
"289000","2.8550164699554443","2.8550164699554443","2.8550164699554443"
"290000","2.8574891090393066","2.8574891090393066","2.8574891090393066"
"291000","2.855429172515869","2.855429172515869","2.855429172515869"
"292000","2.854735851287842","2.854735851287842","2.854735851287842"
"293000","2.8521924018859863","2.8521924018859863","2.8521924018859863"
"294000","2.854797124862671","2.854797124862671","2.854797124862671"
"295000","2.852320909500122","2.852320909500122","2.852320909500122"
"296000","2.8503479957580566","2.8503479957580566","2.8503479957580566"
"297000","2.848710536956787","2.848710536956787","2.848710536956787"
"298000","2.853609323501587","2.853609323501587","2.853609323501587"
"299000","2.851473331451416","2.851473331451416","2.851473331451416"
"300000","2.853294610977173","2.853294610977173","2.853294610977173"
"301000","2.851097583770752","2.851097583770752","2.851097583770752"
"302000","2.8495681285858154","2.8495681285858154","2.8495681285858154"
"303000","2.8522720336914062","2.8522720336914062","2.8522720336914062"
"304000","2.849815845489502","2.849815845489502","2.849815845489502"
"305000","2.8492283821105957","2.8492283821105957","2.8492283821105957"
"306000","2.8538436889648438","2.8538436889648438","2.8538436889648438"
"307000","2.845344066619873","2.845344066619873","2.845344066619873"
"308000","2.8451788425445557","2.8451788425445557","2.8451788425445557"
"309000","2.8441050052642822","2.8441050052642822","2.8441050052642822"
"310000","2.8458683490753174","2.8458683490753174","2.8458683490753174"
"311000","2.849245309829712","2.849245309829712","2.849245309829712"
"312000","2.847385883331299","2.847385883331299","2.847385883331299"
"313000","2.8477718830108643","2.8477718830108643","2.8477718830108643"
"314000","2.8472137451171875","2.8472137451171875","2.8472137451171875"
"315000","2.845632314682007","2.845632314682007","2.845632314682007"
"316000","2.8481667041778564","2.8481667041778564","2.8481667041778564"
"317000","2.847301959991455","2.847301959991455","2.847301959991455"
"318000","2.8456661701202393","2.8456661701202393","2.8456661701202393"
"319000","2.8461644649505615","2.8461644649505615","2.8461644649505615"
"320000","2.8439509868621826","2.8439509868621826","2.8439509868621826"
"321000","2.8451039791107178","2.8451039791107178","2.8451039791107178"
"322000","2.8418984413146973","2.8418984413146973","2.8418984413146973"
"323000","2.840846300125122","2.840846300125122","2.840846300125122"
"324000","2.8429906368255615","2.8429906368255615","2.8429906368255615"
"325000","2.8415374755859375","2.8415374755859375","2.8415374755859375"
"326000","2.8383398056030273","2.8383398056030273","2.8383398056030273"
"327000","2.8422739505767822","2.8422739505767822","2.8422739505767822"
"328000","2.8426883220672607","2.8426883220672607","2.8426883220672607"
"329000","2.8429532051086426","2.8429532051086426","2.8429532051086426"
"330000","2.838348388671875","2.838348388671875","2.838348388671875"
"331000","2.842397451400757","2.842397451400757","2.842397451400757"
"332000","2.84287166595459","2.84287166595459","2.84287166595459"
"333000","2.8404030799865723","2.8404030799865723","2.8404030799865723"
"334000","2.8395659923553467","2.8395659923553467","2.8395659923553467"
"335000","2.8422157764434814","2.8422157764434814","2.8422157764434814"
"336000","2.837207078933716","2.837207078933716","2.837207078933716"
"337000","2.8406107425689697","2.8406107425689697","2.8406107425689697"
"338000","2.837472438812256","2.837472438812256","2.837472438812256"
"339000","2.8377535343170166","2.8377535343170166","2.8377535343170166"
"340000","2.839268684387207","2.839268684387207","2.839268684387207"
"341000","2.837893486022949","2.837893486022949","2.837893486022949"
"342000","2.8378279209136963","2.8378279209136963","2.8378279209136963"
"343000","2.839141845703125","2.839141845703125","2.839141845703125"
"344000","2.834336280822754","2.834336280822754","2.834336280822754"
"345000","2.837789297103882","2.837789297103882","2.837789297103882"
"346000","2.834630250930786","2.834630250930786","2.834630250930786"
"347000","2.838210344314575","2.838210344314575","2.838210344314575"
"348000","2.8327677249908447","2.8327677249908447","2.8327677249908447"
"349000","2.835202217102051","2.835202217102051","2.835202217102051"
"350000","2.8347907066345215","2.8347907066345215","2.8347907066345215"
"351000","2.8326003551483154","2.8326003551483154","2.8326003551483154"
"352000","2.832691192626953","2.832691192626953","2.832691192626953"
"353000","2.8360037803649902","2.8360037803649902","2.8360037803649902"
"354000","2.82944917678833","2.82944917678833","2.82944917678833"
"355000","2.834277391433716","2.834277391433716","2.834277391433716"
"356000","2.835815906524658","2.835815906524658","2.835815906524658"
"357000","2.832037925720215","2.832037925720215","2.832037925720215"
"358000","2.8364410400390625","2.8364410400390625","2.8364410400390625"
"359000","2.8348898887634277","2.8348898887634277","2.8348898887634277"
"360000","2.830432176589966","2.830432176589966","2.830432176589966"
"361000","2.830427408218384","2.830427408218384","2.830427408218384"
"362000","2.8319811820983887","2.8319811820983887","2.8319811820983887"
"363000","2.8319296836853027","2.8319296836853027","2.8319296836853027"
"364000","2.8314478397369385","2.8314478397369385","2.8314478397369385"
"365000","2.834167003631592","2.834167003631592","2.834167003631592"
"366000","2.833420753479004","2.833420753479004","2.833420753479004"
"367000","2.8329670429229736","2.8329670429229736","2.8329670429229736"
"368000","2.8315770626068115","2.8315770626068115","2.8315770626068115"
"369000","2.8315882682800293","2.8315882682800293","2.8315882682800293"
"370000","2.8299851417541504","2.8299851417541504","2.8299851417541504"
"371000","2.829831838607788","2.829831838607788","2.829831838607788"
"372000","2.8287103176116943","2.8287103176116943","2.8287103176116943"
"373000","2.828117609024048","2.828117609024048","2.828117609024048"
"374000","2.8294410705566406","2.8294410705566406","2.8294410705566406"
"375000","2.8308465480804443","2.8308465480804443","2.8308465480804443"
"376000","2.8294074535369873","2.8294074535369873","2.8294074535369873"
"377000","2.825333833694458","2.825333833694458","2.825333833694458"
"378000","2.829421043395996","2.829421043395996","2.829421043395996"
"379000","2.830871820449829","2.830871820449829","2.830871820449829"
"380000","2.8243653774261475","2.8243653774261475","2.8243653774261475"
"381000","2.827040195465088","2.827040195465088","2.827040195465088"
"382000","2.827338695526123","2.827338695526123","2.827338695526123"
"383000","2.8260202407836914","2.8260202407836914","2.8260202407836914"
"384000","2.829545259475708","2.829545259475708","2.829545259475708"
"385000","2.8255534172058105","2.8255534172058105","2.8255534172058105"
"386000","2.824700355529785","2.824700355529785","2.824700355529785"
"387000","2.8260672092437744","2.8260672092437744","2.8260672092437744"
"388000","2.825005054473877","2.825005054473877","2.825005054473877"
"389000","2.8239986896514893","2.8239986896514893","2.8239986896514893"
"390000","2.8232758045196533","2.8232758045196533","2.8232758045196533"
"391000","2.825554132461548","2.825554132461548","2.825554132461548"
"392000","2.8255527019500732","2.8255527019500732","2.8255527019500732"
"393000","2.822956085205078","2.822956085205078","2.822956085205078"
"394000","2.8243753910064697","2.8243753910064697","2.8243753910064697"
"395000","2.821584939956665","2.821584939956665","2.821584939956665"
"396000","2.825225830078125","2.825225830078125","2.825225830078125"
"397000","2.8225655555725098","2.8225655555725098","2.8225655555725098"
"398000","2.8198747634887695","2.8198747634887695","2.8198747634887695"
"399000","2.8238821029663086","2.8238821029663086","2.8238821029663086"
"400000","2.8205835819244385","2.8205835819244385","2.8205835819244385"
"401000","2.8208377361297607","2.8208377361297607","2.8208377361297607"
"402000","2.8209195137023926","2.8209195137023926","2.8209195137023926"
"403000","2.821744203567505","2.821744203567505","2.821744203567505"
"404000","2.820664167404175","2.820664167404175","2.820664167404175"
"405000","2.819912910461426","2.819912910461426","2.819912910461426"
"406000","2.8211512565612793","2.8211512565612793","2.8211512565612793"
"407000","2.8169453144073486","2.8169453144073486","2.8169453144073486"
"408000","2.8178720474243164","2.8178720474243164","2.8178720474243164"
"409000","2.817622184753418","2.817622184753418","2.817622184753418"
"410000","2.821284532546997","2.821284532546997","2.821284532546997"
"411000","2.819079637527466","2.819079637527466","2.819079637527466"
"412000","2.818570137023926","2.818570137023926","2.818570137023926"
"413000","2.821474552154541","2.821474552154541","2.821474552154541"
"414000","2.8230347633361816","2.8230347633361816","2.8230347633361816"
"415000","2.8177249431610107","2.8177249431610107","2.8177249431610107"
"416000","2.8154470920562744","2.8154470920562744","2.8154470920562744"
"417000","2.8180689811706543","2.8180689811706543","2.8180689811706543"
"418000","2.8181440830230713","2.8181440830230713","2.8181440830230713"
"419000","2.814741611480713","2.814741611480713","2.814741611480713"
"420000","2.8195881843566895","2.8195881843566895","2.8195881843566895"
"421000","2.8190646171569824","2.8190646171569824","2.8190646171569824"
"422000","2.814842939376831","2.814842939376831","2.814842939376831"
"423000","2.816304922103882","2.816304922103882","2.816304922103882"
"424000","2.8143839836120605","2.8143839836120605","2.8143839836120605"
"425000","2.8149611949920654","2.8149611949920654","2.8149611949920654"
"426000","2.815718173980713","2.815718173980713","2.815718173980713"
"427000","2.81245493888855","2.81245493888855","2.81245493888855"
"428000","2.8142378330230713","2.8142378330230713","2.8142378330230713"
"429000","2.8131210803985596","2.8131210803985596","2.8131210803985596"
"430000","2.813171863555908","2.813171863555908","2.813171863555908"
"431000","2.814016580581665","2.814016580581665","2.814016580581665"
"432000","2.811143398284912","2.811143398284912","2.811143398284912"
"433000","2.8109893798828125","2.8109893798828125","2.8109893798828125"
"434000","2.8114013671875","2.8114013671875","2.8114013671875"
"435000","2.813854455947876","2.813854455947876","2.813854455947876"
"436000","2.813699245452881","2.813699245452881","2.813699245452881"
"437000","2.8121323585510254","2.8121323585510254","2.8121323585510254"
"438000","2.814929723739624","2.814929723739624","2.814929723739624"
"439000","2.811400890350342","2.811400890350342","2.811400890350342"
"440000","2.810520887374878","2.810520887374878","2.810520887374878"
"441000","2.8083548545837402","2.8083548545837402","2.8083548545837402"
"442000","2.8099796772003174","2.8099796772003174","2.8099796772003174"
"443000","2.8101232051849365","2.8101232051849365","2.8101232051849365"
"444000","2.809868812561035","2.809868812561035","2.809868812561035"
"445000","2.8120265007019043","2.8120265007019043","2.8120265007019043"
"446000","2.811187267303467","2.811187267303467","2.811187267303467"
"449000","2.807817220687866","2.807817220687866","2.807817220687866"
"450000","2.811075448989868","2.811075448989868","2.811075448989868"
"451000","2.8083713054656982","2.8083713054656982","2.8083713054656982"
