"Step","Group: OLMo-1B - eval/v2-small-c4_en-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v2-small-c4_en-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v2-small-c4_en-validation/CrossEntropyLoss__MAX"
"50000","2.856156587600708","2.856156587600708","2.856156587600708"
"51000","2.854123830795288","2.854123830795288","2.854123830795288"
"52000","2.85227370262146","2.85227370262146","2.85227370262146"
"53000","2.8505516052246094","2.8505516052246094","2.8505516052246094"
"54000","2.8540658950805664","2.8540658950805664","2.8540658950805664"
"55000","2.846381664276123","2.846381664276123","2.846381664276123"
"56000","2.8448660373687744","2.8448660373687744","2.8448660373687744"
"57000","2.840195655822754","2.840195655822754","2.840195655822754"
"58000","2.8420889377593994","2.8420889377593994","2.8420889377593994"
"59000","2.8360629081726074","2.8360629081726074","2.8360629081726074"
"60000","2.8365983963012695","2.8365983963012695","2.8365983963012695"
"61000","2.830443859100342","2.830443859100342","2.830443859100342"
"62000","2.8298394680023193","2.8298394680023193","2.8298394680023193"
"63000","2.8300392627716064","2.8300392627716064","2.8300392627716064"
"64000","2.8260538578033447","2.8260538578033447","2.8260538578033447"
"65000","2.8245773315429688","2.8245773315429688","2.8245773315429688"
"66000","2.825242519378662","2.825242519378662","2.825242519378662"
"67000","2.823826551437378","2.823826551437378","2.823826551437378"
"68000","2.8200466632843018","2.8200466632843018","2.8200466632843018"
"69000","2.8235344886779785","2.8235344886779785","2.8235344886779785"
"70000","2.8176913261413574","2.8176913261413574","2.8176913261413574"
"71000","2.8143906593322754","2.8143906593322754","2.8143906593322754"
"72000","2.817099094390869","2.817099094390869","2.817099094390869"
"73000","2.8189423084259033","2.8189423084259033","2.8189423084259033"
"74000","2.8159215450286865","2.8159215450286865","2.8159215450286865"
"75000","2.8076364994049072","2.8076364994049072","2.8076364994049072"
"76000","2.8117802143096924","2.8117802143096924","2.8117802143096924"
"77000","2.8091704845428467","2.8091704845428467","2.8091704845428467"
"78000","2.807196617126465","2.807196617126465","2.807196617126465"
"79000","2.804471015930176","2.804471015930176","2.804471015930176"
"80000","2.805203437805176","2.805203437805176","2.805203437805176"
"81000","2.7990148067474365","2.7990148067474365","2.7990148067474365"
"82000","2.8070287704467773","2.8070287704467773","2.8070287704467773"
"83000","2.80197811126709","2.80197811126709","2.80197811126709"
"84000","2.800398111343384","2.800398111343384","2.800398111343384"
"85000","2.7992401123046875","2.7992401123046875","2.7992401123046875"
"86000","2.7994391918182373","2.7994391918182373","2.7994391918182373"
"87000","2.7992444038391113","2.7992444038391113","2.7992444038391113"
"88000","2.804985761642456","2.804985761642456","2.804985761642456"
"89000","2.7969136238098145","2.7969136238098145","2.7969136238098145"
"90000","2.798506021499634","2.798506021499634","2.798506021499634"
"91000","2.7970988750457764","2.7970988750457764","2.7970988750457764"
"92000","2.792628526687622","2.792628526687622","2.792628526687622"
"93000","2.791008949279785","2.791008949279785","2.791008949279785"
"94000","2.788952112197876","2.788952112197876","2.788952112197876"
"95000","2.7889578342437744","2.7889578342437744","2.7889578342437744"
"96000","2.7883942127227783","2.7883942127227783","2.7883942127227783"
"97000","2.785024881362915","2.785024881362915","2.785024881362915"
"98000","2.7865335941314697","2.7865335941314697","2.7865335941314697"
"99000","2.78737735748291","2.78737735748291","2.78737735748291"
"100000","2.785311460494995","2.785311460494995","2.785311460494995"
"101000","2.7863786220550537","2.7863786220550537","2.7863786220550537"
"102000","2.784470558166504","2.784470558166504","2.784470558166504"
"103000","2.7831382751464844","2.7831382751464844","2.7831382751464844"
"104000","2.7802674770355225","2.7802674770355225","2.7802674770355225"
"105000","2.7835378646850586","2.7835378646850586","2.7835378646850586"
"106000","2.7799224853515625","2.7799224853515625","2.7799224853515625"
"107000","2.7810821533203125","2.7810821533203125","2.7810821533203125"
"108000","2.7799019813537598","2.7799019813537598","2.7799019813537598"
"109000","2.7793829441070557","2.7793829441070557","2.7793829441070557"
"110000","2.779024362564087","2.779024362564087","2.779024362564087"
"111000","2.7750306129455566","2.7750306129455566","2.7750306129455566"
"112000","2.7771856784820557","2.7771856784820557","2.7771856784820557"
"113000","2.776381015777588","2.776381015777588","2.776381015777588"
"114000","2.77632999420166","2.77632999420166","2.77632999420166"
"115000","2.773484468460083","2.773484468460083","2.773484468460083"
"116000","2.7741568088531494","2.7741568088531494","2.7741568088531494"
"117000","2.772460460662842","2.772460460662842","2.772460460662842"
"118000","2.772176504135132","2.772176504135132","2.772176504135132"
"119000","2.7704899311065674","2.7704899311065674","2.7704899311065674"
"120000","2.7704641819000244","2.7704641819000244","2.7704641819000244"
"121000","2.7729694843292236","2.7729694843292236","2.7729694843292236"
"122000","2.7692291736602783","2.7692291736602783","2.7692291736602783"
"123000","2.766503095626831","2.766503095626831","2.766503095626831"
"124000","2.7685487270355225","2.7685487270355225","2.7685487270355225"
"125000","2.7660670280456543","2.7660670280456543","2.7660670280456543"
"126000","2.7690699100494385","2.7690699100494385","2.7690699100494385"
"127000","2.7679758071899414","2.7679758071899414","2.7679758071899414"
"128000","2.765505075454712","2.765505075454712","2.765505075454712"
"129000","2.764470100402832","2.764470100402832","2.764470100402832"
"130000","2.7673349380493164","2.7673349380493164","2.7673349380493164"
"131000","2.764101505279541","2.764101505279541","2.764101505279541"
"132000","2.7637009620666504","2.7637009620666504","2.7637009620666504"
"133000","2.7616958618164062","2.7616958618164062","2.7616958618164062"
"134000","2.764421224594116","2.764421224594116","2.764421224594116"
"135000","2.7602336406707764","2.7602336406707764","2.7602336406707764"
"136000","2.7595465183258057","2.7595465183258057","2.7595465183258057"
"137000","2.763115882873535","2.763115882873535","2.763115882873535"
"138000","2.7602717876434326","2.7602717876434326","2.7602717876434326"
"139000","2.759880781173706","2.759880781173706","2.759880781173706"
"140000","2.7592971324920654","2.7592971324920654","2.7592971324920654"
"141000","2.758801221847534","2.758801221847534","2.758801221847534"
"142000","2.75846004486084","2.75846004486084","2.75846004486084"
"143000","2.761406898498535","2.761406898498535","2.761406898498535"
"144000","2.761286497116089","2.761286497116089","2.761286497116089"
"145000","2.7578797340393066","2.7578797340393066","2.7578797340393066"
"146000","2.7554469108581543","2.7554469108581543","2.7554469108581543"
"147000","2.7556276321411133","2.7556276321411133","2.7556276321411133"
"148000","2.7586400508880615","2.7586400508880615","2.7586400508880615"
"149000","2.7560648918151855","2.7560648918151855","2.7560648918151855"
"150000","2.7558186054229736","2.7558186054229736","2.7558186054229736"
"151000","2.7555902004241943","2.7555902004241943","2.7555902004241943"
"152000","2.753903865814209","2.753903865814209","2.753903865814209"
"153000","2.7525477409362793","2.7525477409362793","2.7525477409362793"
"154000","2.7532033920288086","2.7532033920288086","2.7532033920288086"
"155000","2.7548983097076416","2.7548983097076416","2.7548983097076416"
"156000","2.752535581588745","2.752535581588745","2.752535581588745"
"157000","2.752251625061035","2.752251625061035","2.752251625061035"
"158000","2.750530958175659","2.750530958175659","2.750530958175659"
"159000","2.7531306743621826","2.7531306743621826","2.7531306743621826"
"160000","2.7533676624298096","2.7533676624298096","2.7533676624298096"
"161000","2.749569892883301","2.749569892883301","2.749569892883301"
"162000","2.7500078678131104","2.7500078678131104","2.7500078678131104"
"163000","2.7500784397125244","2.7500784397125244","2.7500784397125244"
"164000","2.746351718902588","2.746351718902588","2.746351718902588"
"165000","2.7508647441864014","2.7508647441864014","2.7508647441864014"
"166000","2.749345064163208","2.749345064163208","2.749345064163208"
"167000","2.7483620643615723","2.7483620643615723","2.7483620643615723"
"168000","2.746546983718872","2.746546983718872","2.746546983718872"
"169000","2.7457313537597656","2.7457313537597656","2.7457313537597656"
"170000","2.7463841438293457","2.7463841438293457","2.7463841438293457"
"171000","2.7433524131774902","2.7433524131774902","2.7433524131774902"
"172000","2.7479472160339355","2.7479472160339355","2.7479472160339355"
"173000","2.745178699493408","2.745178699493408","2.745178699493408"
"174000","2.7462613582611084","2.7462613582611084","2.7462613582611084"
"175000","2.7431578636169434","2.7431578636169434","2.7431578636169434"
"176000","2.7457547187805176","2.7457547187805176","2.7457547187805176"
"177000","2.7452902793884277","2.7452902793884277","2.7452902793884277"
"178000","2.743304967880249","2.743304967880249","2.743304967880249"
"179000","2.745750665664673","2.745750665664673","2.745750665664673"
"180000","2.7434256076812744","2.7434256076812744","2.7434256076812744"
"181000","2.7433700561523438","2.7433700561523438","2.7433700561523438"
"182000","2.7390873432159424","2.7390873432159424","2.7390873432159424"
"183000","2.740216016769409","2.740216016769409","2.740216016769409"
"184000","2.7402892112731934","2.7402892112731934","2.7402892112731934"
"185000","2.7395379543304443","2.7395379543304443","2.7395379543304443"
"186000","2.7398808002471924","2.7398808002471924","2.7398808002471924"
"187000","2.7404587268829346","2.7404587268829346","2.7404587268829346"
"188000","2.739131450653076","2.739131450653076","2.739131450653076"
"189000","2.745255947113037","2.745255947113037","2.745255947113037"
"190000","2.741469144821167","2.741469144821167","2.741469144821167"
"191000","2.7401881217956543","2.7401881217956543","2.7401881217956543"
"192000","2.7370522022247314","2.7370522022247314","2.7370522022247314"
"193000","2.7385146617889404","2.7385146617889404","2.7385146617889404"
"194000","2.7385482788085938","2.7385482788085938","2.7385482788085938"
"195000","2.739009380340576","2.739009380340576","2.739009380340576"
"196000","2.7368361949920654","2.7368361949920654","2.7368361949920654"
"197000","2.7382395267486572","2.7382395267486572","2.7382395267486572"
"198000","2.7378733158111572","2.7378733158111572","2.7378733158111572"
"199000","2.733774423599243","2.733774423599243","2.733774423599243"
"200000","2.73771071434021","2.73771071434021","2.73771071434021"
"201000","2.7355000972747803","2.7355000972747803","2.7355000972747803"
"202000","2.737555980682373","2.737555980682373","2.737555980682373"
"203000","2.7365877628326416","2.7365877628326416","2.7365877628326416"
"204000","2.734321117401123","2.734321117401123","2.734321117401123"
"205000","2.736163377761841","2.736163377761841","2.736163377761841"
"206000","2.733344554901123","2.733344554901123","2.733344554901123"
"207000","2.7337758541107178","2.7337758541107178","2.7337758541107178"
"208000","2.7359445095062256","2.7359445095062256","2.7359445095062256"
"209000","2.735957384109497","2.735957384109497","2.735957384109497"
"210000","2.7323968410491943","2.7323968410491943","2.7323968410491943"
"211000","2.7331063747406006","2.7331063747406006","2.7331063747406006"
"212000","2.732426404953003","2.732426404953003","2.732426404953003"
"213000","2.731894016265869","2.731894016265869","2.731894016265869"
"214000","2.7320001125335693","2.7320001125335693","2.7320001125335693"
"215000","2.7313432693481445","2.7313432693481445","2.7313432693481445"
"216000","2.7308905124664307","2.7308905124664307","2.7308905124664307"
"217000","2.729968786239624","2.729968786239624","2.729968786239624"
"218000","2.729832649230957","2.729832649230957","2.729832649230957"
"219000","2.729870080947876","2.729870080947876","2.729870080947876"
"220000","2.7278785705566406","2.7278785705566406","2.7278785705566406"
"221000","2.731306552886963","2.731306552886963","2.731306552886963"
"222000","2.7287001609802246","2.7287001609802246","2.7287001609802246"
"223000","2.725538492202759","2.725538492202759","2.725538492202759"
"224000","2.7303247451782227","2.7303247451782227","2.7303247451782227"
"225000","2.7255260944366455","2.7255260944366455","2.7255260944366455"
"226000","2.7263729572296143","2.7263729572296143","2.7263729572296143"
"227000","2.7284154891967773","2.7284154891967773","2.7284154891967773"
"228000","2.7278950214385986","2.7278950214385986","2.7278950214385986"
"229000","2.7272822856903076","2.7272822856903076","2.7272822856903076"
"230000","2.7251336574554443","2.7251336574554443","2.7251336574554443"
"231000","2.726015329360962","2.726015329360962","2.726015329360962"
"232000","2.7257192134857178","2.7257192134857178","2.7257192134857178"
"233000","2.7251689434051514","2.7251689434051514","2.7251689434051514"
"234000","2.7269089221954346","2.7269089221954346","2.7269089221954346"
"235000","2.727555513381958","2.727555513381958","2.727555513381958"
"236000","2.72721791267395","2.72721791267395","2.72721791267395"
"237000","2.7314865589141846","2.7314865589141846","2.7314865589141846"
"238000","2.7268636226654053","2.7268636226654053","2.7268636226654053"
"239000","2.7234411239624023","2.7234411239624023","2.7234411239624023"
"240000","2.725433826446533","2.725433826446533","2.725433826446533"
"241000","2.723158121109009","2.723158121109009","2.723158121109009"
"242000","2.72285795211792","2.72285795211792","2.72285795211792"
"243000","2.7216269969940186","2.7216269969940186","2.7216269969940186"
"244000","2.72261381149292","2.72261381149292","2.72261381149292"
"246000","2.723804235458374","2.723804235458374","2.723804235458374"
"247000","2.7246596813201904","2.7246596813201904","2.7246596813201904"
"248000","2.724982500076294","2.724982500076294","2.724982500076294"
"249000","2.7217156887054443","2.7217156887054443","2.7217156887054443"
"250000","2.7213785648345947","2.7213785648345947","2.7213785648345947"
"251000","2.72417950630188","2.72417950630188","2.72417950630188"
"252000","2.7203917503356934","2.7203917503356934","2.7203917503356934"
"253000","2.723721504211426","2.723721504211426","2.723721504211426"
"254000","2.7225046157836914","2.7225046157836914","2.7225046157836914"
"255000","2.7220518589019775","2.7220518589019775","2.7220518589019775"
"256000","2.7182581424713135","2.7182581424713135","2.7182581424713135"
"257000","2.7205607891082764","2.7205607891082764","2.7205607891082764"
"258000","2.722547769546509","2.722547769546509","2.722547769546509"
"259000","2.719069480895996","2.719069480895996","2.719069480895996"
"260000","2.718743324279785","2.718743324279785","2.718743324279785"
"261000","2.7175920009613037","2.7175920009613037","2.7175920009613037"
"262000","2.715747833251953","2.715747833251953","2.715747833251953"
"263000","2.717284917831421","2.717284917831421","2.717284917831421"
"264000","2.717414617538452","2.717414617538452","2.717414617538452"
"265000","2.7179903984069824","2.7179903984069824","2.7179903984069824"
"266000","2.7180044651031494","2.7180044651031494","2.7180044651031494"
"267000","2.718775510787964","2.718775510787964","2.718775510787964"
"268000","2.7183961868286133","2.7183961868286133","2.7183961868286133"
"269000","2.717055082321167","2.717055082321167","2.717055082321167"
"270000","2.7161524295806885","2.7161524295806885","2.7161524295806885"
"271000","2.7191076278686523","2.7191076278686523","2.7191076278686523"
"272000","2.7146694660186768","2.7146694660186768","2.7146694660186768"
"273000","2.7151403427124023","2.7151403427124023","2.7151403427124023"
"274000","2.7144811153411865","2.7144811153411865","2.7144811153411865"
"275000","2.71781063079834","2.71781063079834","2.71781063079834"
"276000","2.713839292526245","2.713839292526245","2.713839292526245"
"277000","2.714681386947632","2.714681386947632","2.714681386947632"
"278000","2.7152161598205566","2.7152161598205566","2.7152161598205566"
"279000","2.712131977081299","2.712131977081299","2.712131977081299"
"280000","2.7127151489257812","2.7127151489257812","2.7127151489257812"
"281000","2.713447093963623","2.713447093963623","2.713447093963623"
"282000","2.711498260498047","2.711498260498047","2.711498260498047"
"283000","2.7102997303009033","2.7102997303009033","2.7102997303009033"
"284000","2.7090659141540527","2.7090659141540527","2.7090659141540527"
"285000","2.7098872661590576","2.7098872661590576","2.7098872661590576"
"286000","2.7107348442077637","2.7107348442077637","2.7107348442077637"
"287000","2.711409568786621","2.711409568786621","2.711409568786621"
"288000","2.7097625732421875","2.7097625732421875","2.7097625732421875"
"289000","2.7086760997772217","2.7086760997772217","2.7086760997772217"
"290000","2.7150192260742188","2.7150192260742188","2.7150192260742188"
"291000","2.7109014987945557","2.7109014987945557","2.7109014987945557"
"292000","2.7125024795532227","2.7125024795532227","2.7125024795532227"
"293000","2.707329034805298","2.707329034805298","2.707329034805298"
"294000","2.709677219390869","2.709677219390869","2.709677219390869"
"295000","2.708266496658325","2.708266496658325","2.708266496658325"
"296000","2.7104439735412598","2.7104439735412598","2.7104439735412598"
"297000","2.709149122238159","2.709149122238159","2.709149122238159"
"298000","2.70944881439209","2.70944881439209","2.70944881439209"
"299000","2.7058145999908447","2.7058145999908447","2.7058145999908447"
"300000","2.706740379333496","2.706740379333496","2.706740379333496"
"301000","2.70829439163208","2.70829439163208","2.70829439163208"
"302000","2.706718921661377","2.706718921661377","2.706718921661377"
"303000","2.708364248275757","2.708364248275757","2.708364248275757"
"304000","2.708467721939087","2.708467721939087","2.708467721939087"
"305000","2.709648847579956","2.709648847579956","2.709648847579956"
"306000","2.705247163772583","2.705247163772583","2.705247163772583"
"307000","2.7086234092712402","2.7086234092712402","2.7086234092712402"
"308000","2.7051477432250977","2.7051477432250977","2.7051477432250977"
"309000","2.705918312072754","2.705918312072754","2.705918312072754"
"310000","2.706845760345459","2.706845760345459","2.706845760345459"
"311000","2.703535795211792","2.703535795211792","2.703535795211792"
"312000","2.7015578746795654","2.7015578746795654","2.7015578746795654"
"313000","2.704228162765503","2.704228162765503","2.704228162765503"
"314000","2.7054214477539062","2.7054214477539062","2.7054214477539062"
"315000","2.7026665210723877","2.7026665210723877","2.7026665210723877"
"316000","2.704991579055786","2.704991579055786","2.704991579055786"
"317000","2.7054052352905273","2.7054052352905273","2.7054052352905273"
"318000","2.7033121585845947","2.7033121585845947","2.7033121585845947"
"319000","2.7029738426208496","2.7029738426208496","2.7029738426208496"
"320000","2.7046313285827637","2.7046313285827637","2.7046313285827637"
"321000","2.7016565799713135","2.7016565799713135","2.7016565799713135"
"322000","2.7009730339050293","2.7009730339050293","2.7009730339050293"
"323000","2.7043843269348145","2.7043843269348145","2.7043843269348145"
"324000","2.6986093521118164","2.6986093521118164","2.6986093521118164"
"325000","2.7028799057006836","2.7028799057006836","2.7028799057006836"
"326000","2.7049124240875244","2.7049124240875244","2.7049124240875244"
"327000","2.7051239013671875","2.7051239013671875","2.7051239013671875"
"328000","2.700401544570923","2.700401544570923","2.700401544570923"
"329000","2.7014243602752686","2.7014243602752686","2.7014243602752686"
"330000","2.6999270915985107","2.6999270915985107","2.6999270915985107"
"331000","2.700472831726074","2.700472831726074","2.700472831726074"
"332000","2.7016170024871826","2.7016170024871826","2.7016170024871826"
"333000","2.7005727291107178","2.7005727291107178","2.7005727291107178"
"334000","2.7001874446868896","2.7001874446868896","2.7001874446868896"
"335000","2.7014594078063965","2.7014594078063965","2.7014594078063965"
"336000","2.6995952129364014","2.6995952129364014","2.6995952129364014"
"337000","2.697875738143921","2.697875738143921","2.697875738143921"
"338000","2.6991963386535645","2.6991963386535645","2.6991963386535645"
"339000","2.6971919536590576","2.6971919536590576","2.6971919536590576"
"340000","2.6958415508270264","2.6958415508270264","2.6958415508270264"
"341000","2.6984055042266846","2.6984055042266846","2.6984055042266846"
"342000","2.699244499206543","2.699244499206543","2.699244499206543"
"343000","2.6961936950683594","2.6961936950683594","2.6961936950683594"
"344000","2.6984405517578125","2.6984405517578125","2.6984405517578125"
"345000","2.698709011077881","2.698709011077881","2.698709011077881"
"346000","2.6949517726898193","2.6949517726898193","2.6949517726898193"
"347000","2.6979715824127197","2.6979715824127197","2.6979715824127197"
"348000","2.6978135108947754","2.6978135108947754","2.6978135108947754"
"349000","2.696948766708374","2.696948766708374","2.696948766708374"
"350000","2.6956074237823486","2.6956074237823486","2.6956074237823486"
"351000","2.695626735687256","2.695626735687256","2.695626735687256"
"352000","2.695729970932007","2.695729970932007","2.695729970932007"
"353000","2.6957576274871826","2.6957576274871826","2.6957576274871826"
"354000","2.6955504417419434","2.6955504417419434","2.6955504417419434"
"355000","2.694960594177246","2.694960594177246","2.694960594177246"
"356000","2.696150302886963","2.696150302886963","2.696150302886963"
"357000","2.69435715675354","2.69435715675354","2.69435715675354"
"358000","2.695183038711548","2.695183038711548","2.695183038711548"
"359000","2.695557117462158","2.695557117462158","2.695557117462158"
"360000","2.6954081058502197","2.6954081058502197","2.6954081058502197"
"361000","2.698085069656372","2.698085069656372","2.698085069656372"
"362000","2.6942555904388428","2.6942555904388428","2.6942555904388428"
"363000","2.6954541206359863","2.6954541206359863","2.6954541206359863"
"364000","2.694472312927246","2.694472312927246","2.694472312927246"
"365000","2.693258047103882","2.693258047103882","2.693258047103882"
"366000","2.6934549808502197","2.6934549808502197","2.6934549808502197"
"367000","2.6928279399871826","2.6928279399871826","2.6928279399871826"
"368000","2.693652391433716","2.693652391433716","2.693652391433716"
"369000","2.6936919689178467","2.6936919689178467","2.6936919689178467"
"370000","2.692953586578369","2.692953586578369","2.692953586578369"
"371000","2.689314842224121","2.689314842224121","2.689314842224121"
"372000","2.6895346641540527","2.6895346641540527","2.6895346641540527"
"373000","2.688654661178589","2.688654661178589","2.688654661178589"
"374000","2.690829277038574","2.690829277038574","2.690829277038574"
"375000","2.690957546234131","2.690957546234131","2.690957546234131"
"376000","2.6920394897460938","2.6920394897460938","2.6920394897460938"
"377000","2.690918445587158","2.690918445587158","2.690918445587158"
"378000","2.689567804336548","2.689567804336548","2.689567804336548"
"379000","2.6912553310394287","2.6912553310394287","2.6912553310394287"
"380000","2.6915032863616943","2.6915032863616943","2.6915032863616943"
"381000","2.6913869380950928","2.6913869380950928","2.6913869380950928"
"382000","2.6882517337799072","2.6882517337799072","2.6882517337799072"
"383000","2.6912801265716553","2.6912801265716553","2.6912801265716553"
"384000","2.6892993450164795","2.6892993450164795","2.6892993450164795"
"385000","2.689814805984497","2.689814805984497","2.689814805984497"
"386000","2.68972110748291","2.68972110748291","2.68972110748291"
"387000","2.688488721847534","2.688488721847534","2.688488721847534"
"388000","2.6889328956604004","2.6889328956604004","2.6889328956604004"
"389000","2.685584783554077","2.685584783554077","2.685584783554077"
"390000","2.687067747116089","2.687067747116089","2.687067747116089"
"391000","2.68622088432312","2.68622088432312","2.68622088432312"
"392000","2.6847565174102783","2.6847565174102783","2.6847565174102783"
"393000","2.6860172748565674","2.6860172748565674","2.6860172748565674"
"394000","2.6874802112579346","2.6874802112579346","2.6874802112579346"
"395000","2.6854441165924072","2.6854441165924072","2.6854441165924072"
"396000","2.6893186569213867","2.6893186569213867","2.6893186569213867"
"397000","2.6866886615753174","2.6866886615753174","2.6866886615753174"
"398000","2.685023546218872","2.685023546218872","2.685023546218872"
"399000","2.685750722885132","2.685750722885132","2.685750722885132"
"400000","2.6876578330993652","2.6876578330993652","2.6876578330993652"
"401000","2.6856024265289307","2.6856024265289307","2.6856024265289307"
"402000","2.6855926513671875","2.6855926513671875","2.6855926513671875"
"403000","2.6858179569244385","2.6858179569244385","2.6858179569244385"
"404000","2.6831400394439697","2.6831400394439697","2.6831400394439697"
"405000","2.6820974349975586","2.6820974349975586","2.6820974349975586"
"406000","2.6881790161132812","2.6881790161132812","2.6881790161132812"
"407000","2.686161756515503","2.686161756515503","2.686161756515503"
"408000","2.6824400424957275","2.6824400424957275","2.6824400424957275"
"409000","2.6821858882904053","2.6821858882904053","2.6821858882904053"
"410000","2.6829097270965576","2.6829097270965576","2.6829097270965576"
"411000","2.680065393447876","2.680065393447876","2.680065393447876"
"412000","2.680969715118408","2.680969715118408","2.680969715118408"
"413000","2.683749198913574","2.683749198913574","2.683749198913574"
"414000","2.6799848079681396","2.6799848079681396","2.6799848079681396"
"415000","2.6814510822296143","2.6814510822296143","2.6814510822296143"
"416000","2.6831448078155518","2.6831448078155518","2.6831448078155518"
"417000","2.682462453842163","2.682462453842163","2.682462453842163"
"418000","2.6805598735809326","2.6805598735809326","2.6805598735809326"
"419000","2.6793642044067383","2.6793642044067383","2.6793642044067383"
"420000","2.679924488067627","2.679924488067627","2.679924488067627"
"421000","2.681222438812256","2.681222438812256","2.681222438812256"
"422000","2.6807618141174316","2.6807618141174316","2.6807618141174316"
"423000","2.6807587146759033","2.6807587146759033","2.6807587146759033"
"424000","2.6815059185028076","2.6815059185028076","2.6815059185028076"
"425000","2.6798975467681885","2.6798975467681885","2.6798975467681885"
"426000","2.6790354251861572","2.6790354251861572","2.6790354251861572"
"427000","2.6784820556640625","2.6784820556640625","2.6784820556640625"
"428000","2.6792173385620117","2.6792173385620117","2.6792173385620117"
"429000","2.678842067718506","2.678842067718506","2.678842067718506"
"430000","2.6799466609954834","2.6799466609954834","2.6799466609954834"
"431000","2.6790809631347656","2.6790809631347656","2.6790809631347656"
"432000","2.6773452758789062","2.6773452758789062","2.6773452758789062"
"433000","2.676496982574463","2.676496982574463","2.676496982574463"
"434000","2.6773948669433594","2.6773948669433594","2.6773948669433594"
"435000","2.679544687271118","2.679544687271118","2.679544687271118"
"436000","2.680907964706421","2.680907964706421","2.680907964706421"
"437000","2.677948474884033","2.677948474884033","2.677948474884033"
"438000","2.678762197494507","2.678762197494507","2.678762197494507"
"439000","2.6797375679016113","2.6797375679016113","2.6797375679016113"
"440000","2.676252603530884","2.676252603530884","2.676252603530884"
"441000","2.6759226322174072","2.6759226322174072","2.6759226322174072"
"442000","2.6785197257995605","2.6785197257995605","2.6785197257995605"
"443000","2.6750426292419434","2.6750426292419434","2.6750426292419434"
"444000","2.6745054721832275","2.6745054721832275","2.6745054721832275"
"445000","2.6755151748657227","2.6755151748657227","2.6755151748657227"
"446000","2.674499750137329","2.674499750137329","2.674499750137329"
"449000","2.672051429748535","2.672051429748535","2.672051429748535"
