"Step","Group: OLMo-1B - eval/v3-small-dolma_wiki-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v3-small-dolma_wiki-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v3-small-dolma_wiki-validation/CrossEntropyLoss__MAX"
"101000","2.520440101623535","2.520440101623535","2.520440101623535"
"102000","2.51977801322937","2.51977801322937","2.51977801322937"
"103000","2.5172441005706787","2.5172441005706787","2.5172441005706787"
"104000","2.518106698989868","2.518106698989868","2.518106698989868"
"105000","2.5153465270996094","2.5153465270996094","2.5153465270996094"
"106000","2.5150957107543945","2.5150957107543945","2.5150957107543945"
"107000","2.5129268169403076","2.5129268169403076","2.5129268169403076"
"108000","2.514631986618042","2.514631986618042","2.514631986618042"
"109000","2.512171506881714","2.512171506881714","2.512171506881714"
"110000","2.510751962661743","2.510751962661743","2.510751962661743"
"111000","2.5097358226776123","2.5097358226776123","2.5097358226776123"
"112000","2.511178731918335","2.511178731918335","2.511178731918335"
"113000","2.509937286376953","2.509937286376953","2.509937286376953"
"114000","2.5086922645568848","2.5086922645568848","2.5086922645568848"
"115000","2.507169008255005","2.507169008255005","2.507169008255005"
"116000","2.506777048110962","2.506777048110962","2.506777048110962"
"117000","2.5075416564941406","2.5075416564941406","2.5075416564941406"
"118000","2.50742244720459","2.50742244720459","2.50742244720459"
"119000","2.50830078125","2.50830078125","2.50830078125"
"120000","2.5055410861968994","2.5055410861968994","2.5055410861968994"
"121000","2.505341053009033","2.505341053009033","2.505341053009033"
"122000","2.504406452178955","2.504406452178955","2.504406452178955"
"123000","2.50192928314209","2.50192928314209","2.50192928314209"
"124000","2.502364158630371","2.502364158630371","2.502364158630371"
"125000","2.5024330615997314","2.5024330615997314","2.5024330615997314"
"126000","2.5002973079681396","2.5002973079681396","2.5002973079681396"
"127000","2.5026118755340576","2.5026118755340576","2.5026118755340576"
"128000","2.4990713596343994","2.4990713596343994","2.4990713596343994"
"129000","2.4994895458221436","2.4994895458221436","2.4994895458221436"
"130000","2.4991185665130615","2.4991185665130615","2.4991185665130615"
"131000","2.4963643550872803","2.4963643550872803","2.4963643550872803"
"132000","2.498213529586792","2.498213529586792","2.498213529586792"
"133000","2.4961509704589844","2.4961509704589844","2.4961509704589844"
"134000","2.4970555305480957","2.4970555305480957","2.4970555305480957"
"135000","2.4963598251342773","2.4963598251342773","2.4963598251342773"
"136000","2.495199680328369","2.495199680328369","2.495199680328369"
"137000","2.4970407485961914","2.4970407485961914","2.4970407485961914"
"138000","2.492858409881592","2.492858409881592","2.492858409881592"
"139000","2.4929282665252686","2.4929282665252686","2.4929282665252686"
"140000","2.495384693145752","2.495384693145752","2.495384693145752"
"141000","2.493964195251465","2.493964195251465","2.493964195251465"
"142000","2.493075132369995","2.493075132369995","2.493075132369995"
"143000","2.495603322982788","2.495603322982788","2.495603322982788"
"144000","2.493929624557495","2.493929624557495","2.493929624557495"
"145000","2.4933762550354004","2.4933762550354004","2.4933762550354004"
"146000","2.492622137069702","2.492622137069702","2.492622137069702"
"147000","2.49151349067688","2.49151349067688","2.49151349067688"
"148000","2.490217924118042","2.490217924118042","2.490217924118042"
"149000","2.4903619289398193","2.4903619289398193","2.4903619289398193"
"150000","2.48854923248291","2.48854923248291","2.48854923248291"
"151000","2.4887287616729736","2.4887287616729736","2.4887287616729736"
"152000","2.488225221633911","2.488225221633911","2.488225221633911"
"153000","2.4864518642425537","2.4864518642425537","2.4864518642425537"
"154000","2.488696575164795","2.488696575164795","2.488696575164795"
"155000","2.489226818084717","2.489226818084717","2.489226818084717"
"156000","2.48635196685791","2.48635196685791","2.48635196685791"
"157000","2.486189365386963","2.486189365386963","2.486189365386963"
"158000","2.486271619796753","2.486271619796753","2.486271619796753"
"159000","2.4844439029693604","2.4844439029693604","2.4844439029693604"
"160000","2.484466791152954","2.484466791152954","2.484466791152954"
"161000","2.4840357303619385","2.4840357303619385","2.4840357303619385"
"162000","2.485330104827881","2.485330104827881","2.485330104827881"
"163000","2.4841232299804688","2.4841232299804688","2.4841232299804688"
"164000","2.482149600982666","2.482149600982666","2.482149600982666"
"165000","2.481926679611206","2.481926679611206","2.481926679611206"
"166000","2.4831314086914062","2.4831314086914062","2.4831314086914062"
"167000","2.4829764366149902","2.4829764366149902","2.4829764366149902"
"168000","2.4832119941711426","2.4832119941711426","2.4832119941711426"
"169000","2.482357978820801","2.482357978820801","2.482357978820801"
"170000","2.4816439151763916","2.4816439151763916","2.4816439151763916"
"171000","2.4813292026519775","2.4813292026519775","2.4813292026519775"
"172000","2.4829299449920654","2.4829299449920654","2.4829299449920654"
"173000","2.4786112308502197","2.4786112308502197","2.4786112308502197"
"174000","2.4809534549713135","2.4809534549713135","2.4809534549713135"
"175000","2.4780945777893066","2.4780945777893066","2.4780945777893066"
"176000","2.479518175125122","2.479518175125122","2.479518175125122"
"177000","2.476966619491577","2.476966619491577","2.476966619491577"
"178000","2.4763758182525635","2.4763758182525635","2.4763758182525635"
"179000","2.478153705596924","2.478153705596924","2.478153705596924"
"180000","2.4763665199279785","2.4763665199279785","2.4763665199279785"
"181000","2.478395938873291","2.478395938873291","2.478395938873291"
"182000","2.4740285873413086","2.4740285873413086","2.4740285873413086"
"183000","2.4738168716430664","2.4738168716430664","2.4738168716430664"
"184000","2.474942207336426","2.474942207336426","2.474942207336426"
"185000","2.474083423614502","2.474083423614502","2.474083423614502"
"186000","2.4742274284362793","2.4742274284362793","2.4742274284362793"
"187000","2.472491502761841","2.472491502761841","2.472491502761841"
"188000","2.474496364593506","2.474496364593506","2.474496364593506"
"189000","2.478947162628174","2.478947162628174","2.478947162628174"
"190000","2.4737257957458496","2.4737257957458496","2.4737257957458496"
"191000","2.474409818649292","2.474409818649292","2.474409818649292"
"192000","2.4711976051330566","2.4711976051330566","2.4711976051330566"
"193000","2.4712443351745605","2.4712443351745605","2.4712443351745605"
"194000","2.470547914505005","2.470547914505005","2.470547914505005"
"195000","2.472113609313965","2.472113609313965","2.472113609313965"
"196000","2.470839500427246","2.470839500427246","2.470839500427246"
"197000","2.470270872116089","2.470270872116089","2.470270872116089"
"198000","2.4698288440704346","2.4698288440704346","2.4698288440704346"
"199000","2.4689087867736816","2.4689087867736816","2.4689087867736816"
"200000","2.4700546264648438","2.4700546264648438","2.4700546264648438"
"201000","2.4690048694610596","2.4690048694610596","2.4690048694610596"
"202000","2.4726080894470215","2.4726080894470215","2.4726080894470215"
"203000","2.468315839767456","2.468315839767456","2.468315839767456"
"204000","2.467954397201538","2.467954397201538","2.467954397201538"
"205000","2.467928647994995","2.467928647994995","2.467928647994995"
"206000","2.4687657356262207","2.4687657356262207","2.4687657356262207"
"207000","2.468494415283203","2.468494415283203","2.468494415283203"
"208000","2.4681174755096436","2.4681174755096436","2.4681174755096436"
"209000","2.468369483947754","2.468369483947754","2.468369483947754"
"210000","2.466029405593872","2.466029405593872","2.466029405593872"
"211000","2.466834306716919","2.466834306716919","2.466834306716919"
"212000","2.464841604232788","2.464841604232788","2.464841604232788"
"213000","2.4683234691619873","2.4683234691619873","2.4683234691619873"
"214000","2.464756965637207","2.464756965637207","2.464756965637207"
"215000","2.4638850688934326","2.4638850688934326","2.4638850688934326"
"216000","2.4635071754455566","2.4635071754455566","2.4635071754455566"
"217000","2.463595151901245","2.463595151901245","2.463595151901245"
"218000","2.4644243717193604","2.4644243717193604","2.4644243717193604"
"219000","2.4635679721832275","2.4635679721832275","2.4635679721832275"
"220000","2.462883234024048","2.462883234024048","2.462883234024048"
"221000","2.462195873260498","2.462195873260498","2.462195873260498"
"222000","2.462780237197876","2.462780237197876","2.462780237197876"
"223000","2.461512804031372","2.461512804031372","2.461512804031372"
"224000","2.462125301361084","2.462125301361084","2.462125301361084"
"225000","2.4608993530273438","2.4608993530273438","2.4608993530273438"
"226000","2.4619596004486084","2.4619596004486084","2.4619596004486084"
"227000","2.4594178199768066","2.4594178199768066","2.4594178199768066"
"228000","2.461122989654541","2.461122989654541","2.461122989654541"
"229000","2.458895683288574","2.458895683288574","2.458895683288574"
"230000","2.459786891937256","2.459786891937256","2.459786891937256"
"231000","2.458994150161743","2.458994150161743","2.458994150161743"
"232000","2.4593679904937744","2.4593679904937744","2.4593679904937744"
"233000","2.456835985183716","2.456835985183716","2.456835985183716"
"234000","2.457923650741577","2.457923650741577","2.457923650741577"
"235000","2.458796977996826","2.458796977996826","2.458796977996826"
"236000","2.4598920345306396","2.4598920345306396","2.4598920345306396"
"237000","2.462049961090088","2.462049961090088","2.462049961090088"
"238000","2.4573469161987305","2.4573469161987305","2.4573469161987305"
"239000","2.456193447113037","2.456193447113037","2.456193447113037"
"240000","2.455159902572632","2.455159902572632","2.455159902572632"
"241000","2.4548027515411377","2.4548027515411377","2.4548027515411377"
"242000","2.4572408199310303","2.4572408199310303","2.4572408199310303"
"243000","2.456523895263672","2.456523895263672","2.456523895263672"
"244000","2.4565038681030273","2.4565038681030273","2.4565038681030273"
"246000","2.4546244144439697","2.4546244144439697","2.4546244144439697"
"247000","2.4541094303131104","2.4541094303131104","2.4541094303131104"
"248000","2.4527368545532227","2.4527368545532227","2.4527368545532227"
"249000","2.4548721313476562","2.4548721313476562","2.4548721313476562"
"250000","2.4539239406585693","2.4539239406585693","2.4539239406585693"
"251000","2.455392360687256","2.455392360687256","2.455392360687256"
"252000","2.4533209800720215","2.4533209800720215","2.4533209800720215"
"253000","2.454113006591797","2.454113006591797","2.454113006591797"
"254000","2.4514214992523193","2.4514214992523193","2.4514214992523193"
"255000","2.45314359664917","2.45314359664917","2.45314359664917"
"256000","2.451906681060791","2.451906681060791","2.451906681060791"
"257000","2.450998544692993","2.450998544692993","2.450998544692993"
"258000","2.453465223312378","2.453465223312378","2.453465223312378"
"259000","2.4511663913726807","2.4511663913726807","2.4511663913726807"
"260000","2.453442096710205","2.453442096710205","2.453442096710205"
"261000","2.4506616592407227","2.4506616592407227","2.4506616592407227"
"262000","2.4511349201202393","2.4511349201202393","2.4511349201202393"
"263000","2.4519550800323486","2.4519550800323486","2.4519550800323486"
"264000","2.4511783123016357","2.4511783123016357","2.4511783123016357"
"265000","2.4520909786224365","2.4520909786224365","2.4520909786224365"
"266000","2.44992733001709","2.44992733001709","2.44992733001709"
"267000","2.4503962993621826","2.4503962993621826","2.4503962993621826"
"268000","2.4481475353240967","2.4481475353240967","2.4481475353240967"
"269000","2.447762966156006","2.447762966156006","2.447762966156006"
"270000","2.4487013816833496","2.4487013816833496","2.4487013816833496"
"271000","2.4483611583709717","2.4483611583709717","2.4483611583709717"
"272000","2.448523998260498","2.448523998260498","2.448523998260498"
"273000","2.4476399421691895","2.4476399421691895","2.4476399421691895"
"274000","2.4480061531066895","2.4480061531066895","2.4480061531066895"
"275000","2.4505701065063477","2.4505701065063477","2.4505701065063477"
"276000","2.4473931789398193","2.4473931789398193","2.4473931789398193"
"277000","2.4474668502807617","2.4474668502807617","2.4474668502807617"
"278000","2.446544885635376","2.446544885635376","2.446544885635376"
"279000","2.4446449279785156","2.4446449279785156","2.4446449279785156"
"280000","2.4464075565338135","2.4464075565338135","2.4464075565338135"
"281000","2.4451701641082764","2.4451701641082764","2.4451701641082764"
"282000","2.445786952972412","2.445786952972412","2.445786952972412"
"283000","2.445450782775879","2.445450782775879","2.445450782775879"
"284000","2.444406270980835","2.444406270980835","2.444406270980835"
"285000","2.4450693130493164","2.4450693130493164","2.4450693130493164"
"286000","2.44354510307312","2.44354510307312","2.44354510307312"
"287000","2.4441709518432617","2.4441709518432617","2.4441709518432617"
"288000","2.4428350925445557","2.4428350925445557","2.4428350925445557"
"289000","2.4434702396392822","2.4434702396392822","2.4434702396392822"
"290000","2.445795774459839","2.445795774459839","2.445795774459839"
"291000","2.4431262016296387","2.4431262016296387","2.4431262016296387"
"292000","2.4423224925994873","2.4423224925994873","2.4423224925994873"
"293000","2.442070722579956","2.442070722579956","2.442070722579956"
"294000","2.4424307346343994","2.4424307346343994","2.4424307346343994"
"295000","2.442491054534912","2.442491054534912","2.442491054534912"
"296000","2.4412994384765625","2.4412994384765625","2.4412994384765625"
"297000","2.441546678543091","2.441546678543091","2.441546678543091"
"298000","2.4413094520568848","2.4413094520568848","2.4413094520568848"
"299000","2.4414260387420654","2.4414260387420654","2.4414260387420654"
"300000","2.44102144241333","2.44102144241333","2.44102144241333"
"301000","2.4427027702331543","2.4427027702331543","2.4427027702331543"
"302000","2.440045118331909","2.440045118331909","2.440045118331909"
"303000","2.4402403831481934","2.4402403831481934","2.4402403831481934"
"304000","2.440931797027588","2.440931797027588","2.440931797027588"
"305000","2.43991756439209","2.43991756439209","2.43991756439209"
"306000","2.4388411045074463","2.4388411045074463","2.4388411045074463"
"307000","2.4394514560699463","2.4394514560699463","2.4394514560699463"
"308000","2.438689708709717","2.438689708709717","2.438689708709717"
"309000","2.437047243118286","2.437047243118286","2.437047243118286"
"310000","2.4385015964508057","2.4385015964508057","2.4385015964508057"
"311000","2.4381942749023438","2.4381942749023438","2.4381942749023438"
"312000","2.438427686691284","2.438427686691284","2.438427686691284"
"313000","2.4373762607574463","2.4373762607574463","2.4373762607574463"
"314000","2.4367146492004395","2.4367146492004395","2.4367146492004395"
"315000","2.437041759490967","2.437041759490967","2.437041759490967"
"316000","2.437896251678467","2.437896251678467","2.437896251678467"
"317000","2.4368040561676025","2.4368040561676025","2.4368040561676025"
"318000","2.436995506286621","2.436995506286621","2.436995506286621"
"319000","2.434915781021118","2.434915781021118","2.434915781021118"
"320000","2.4352712631225586","2.4352712631225586","2.4352712631225586"
"321000","2.436605215072632","2.436605215072632","2.436605215072632"
"322000","2.434560537338257","2.434560537338257","2.434560537338257"
"323000","2.4354004859924316","2.4354004859924316","2.4354004859924316"
"324000","2.4353108406066895","2.4353108406066895","2.4353108406066895"
"325000","2.435051918029785","2.435051918029785","2.435051918029785"
"326000","2.4361236095428467","2.4361236095428467","2.4361236095428467"
"327000","2.4338810443878174","2.4338810443878174","2.4338810443878174"
"328000","2.4365270137786865","2.4365270137786865","2.4365270137786865"
"329000","2.4342033863067627","2.4342033863067627","2.4342033863067627"
"330000","2.4349756240844727","2.4349756240844727","2.4349756240844727"
"331000","2.433760166168213","2.433760166168213","2.433760166168213"
"332000","2.43270206451416","2.43270206451416","2.43270206451416"
"333000","2.4321064949035645","2.4321064949035645","2.4321064949035645"
"334000","2.432410717010498","2.432410717010498","2.432410717010498"
"335000","2.4328041076660156","2.4328041076660156","2.4328041076660156"
"336000","2.431509494781494","2.431509494781494","2.431509494781494"
"337000","2.432533025741577","2.432533025741577","2.432533025741577"
"338000","2.4308784008026123","2.4308784008026123","2.4308784008026123"
"339000","2.4311392307281494","2.4311392307281494","2.4311392307281494"
"340000","2.4307844638824463","2.4307844638824463","2.4307844638824463"
"341000","2.430234670639038","2.430234670639038","2.430234670639038"
"342000","2.431093692779541","2.431093692779541","2.431093692779541"
"343000","2.430575132369995","2.430575132369995","2.430575132369995"
"344000","2.430100440979004","2.430100440979004","2.430100440979004"
"345000","2.4298102855682373","2.4298102855682373","2.4298102855682373"
"346000","2.4284188747406006","2.4284188747406006","2.4284188747406006"
"347000","2.430849313735962","2.430849313735962","2.430849313735962"
"348000","2.4298112392425537","2.4298112392425537","2.4298112392425537"
"349000","2.430072546005249","2.430072546005249","2.430072546005249"
"350000","2.42983341217041","2.42983341217041","2.42983341217041"
"351000","2.429732084274292","2.429732084274292","2.429732084274292"
"352000","2.4282000064849854","2.4282000064849854","2.4282000064849854"
"353000","2.428946018218994","2.428946018218994","2.428946018218994"
"354000","2.4279394149780273","2.4279394149780273","2.4279394149780273"
"355000","2.429354429244995","2.429354429244995","2.429354429244995"
"356000","2.427579641342163","2.427579641342163","2.427579641342163"
"357000","2.4273529052734375","2.4273529052734375","2.4273529052734375"
"358000","2.427190065383911","2.427190065383911","2.427190065383911"
"359000","2.428812265396118","2.428812265396118","2.428812265396118"
"360000","2.4262053966522217","2.4262053966522217","2.4262053966522217"
"361000","2.427182912826538","2.427182912826538","2.427182912826538"
"362000","2.426586389541626","2.426586389541626","2.426586389541626"
"363000","2.427366018295288","2.427366018295288","2.427366018295288"
"364000","2.4251458644866943","2.4251458644866943","2.4251458644866943"
"365000","2.4252264499664307","2.4252264499664307","2.4252264499664307"
"366000","2.4241979122161865","2.4241979122161865","2.4241979122161865"
"367000","2.425907611846924","2.425907611846924","2.425907611846924"
"368000","2.4257826805114746","2.4257826805114746","2.4257826805114746"
"369000","2.4256691932678223","2.4256691932678223","2.4256691932678223"
"370000","2.425807476043701","2.425807476043701","2.425807476043701"
"371000","2.4254438877105713","2.4254438877105713","2.4254438877105713"
"372000","2.4239184856414795","2.4239184856414795","2.4239184856414795"
"373000","2.425152063369751","2.425152063369751","2.425152063369751"
"374000","2.424262523651123","2.424262523651123","2.424262523651123"
"375000","2.4247686862945557","2.4247686862945557","2.4247686862945557"
"376000","2.4227747917175293","2.4227747917175293","2.4227747917175293"
"377000","2.423362970352173","2.423362970352173","2.423362970352173"
"378000","2.4229536056518555","2.4229536056518555","2.4229536056518555"
"379000","2.425004005432129","2.425004005432129","2.425004005432129"
"380000","2.423430919647217","2.423430919647217","2.423430919647217"
"381000","2.4215903282165527","2.4215903282165527","2.4215903282165527"
"382000","2.422896385192871","2.422896385192871","2.422896385192871"
"383000","2.4226155281066895","2.4226155281066895","2.4226155281066895"
"384000","2.4219040870666504","2.4219040870666504","2.4219040870666504"
"385000","2.4209580421447754","2.4209580421447754","2.4209580421447754"
"386000","2.4210240840911865","2.4210240840911865","2.4210240840911865"
"387000","2.420978307723999","2.420978307723999","2.420978307723999"
"388000","2.4205565452575684","2.4205565452575684","2.4205565452575684"
"389000","2.421030282974243","2.421030282974243","2.421030282974243"
"390000","2.4194066524505615","2.4194066524505615","2.4194066524505615"
"391000","2.418631076812744","2.418631076812744","2.418631076812744"
"392000","2.4202661514282227","2.4202661514282227","2.4202661514282227"
"393000","2.418614149093628","2.418614149093628","2.418614149093628"
"394000","2.420135498046875","2.420135498046875","2.420135498046875"
"395000","2.4191198348999023","2.4191198348999023","2.4191198348999023"
"396000","2.418952465057373","2.418952465057373","2.418952465057373"
"397000","2.418837070465088","2.418837070465088","2.418837070465088"
"398000","2.4182164669036865","2.4182164669036865","2.4182164669036865"
"399000","2.418140172958374","2.418140172958374","2.418140172958374"
"400000","2.4187514781951904","2.4187514781951904","2.4187514781951904"
"401000","2.4184563159942627","2.4184563159942627","2.4184563159942627"
"402000","2.4181933403015137","2.4181933403015137","2.4181933403015137"
"403000","2.417780876159668","2.417780876159668","2.417780876159668"
"404000","2.4169468879699707","2.4169468879699707","2.4169468879699707"
"405000","2.4171080589294434","2.4171080589294434","2.4171080589294434"
"406000","2.415546178817749","2.415546178817749","2.415546178817749"
"407000","2.416304349899292","2.416304349899292","2.416304349899292"
"408000","2.4157567024230957","2.4157567024230957","2.4157567024230957"
"409000","2.4166102409362793","2.4166102409362793","2.4166102409362793"
"410000","2.41717529296875","2.41717529296875","2.41717529296875"
"411000","2.41585636138916","2.41585636138916","2.41585636138916"
"412000","2.4156737327575684","2.4156737327575684","2.4156737327575684"
"413000","2.4147303104400635","2.4147303104400635","2.4147303104400635"
"414000","2.415179967880249","2.415179967880249","2.415179967880249"
"415000","2.414813280105591","2.414813280105591","2.414813280105591"
"416000","2.4145615100860596","2.4145615100860596","2.4145615100860596"
"417000","2.41451096534729","2.41451096534729","2.41451096534729"
"418000","2.413581371307373","2.413581371307373","2.413581371307373"
"419000","2.41428804397583","2.41428804397583","2.41428804397583"
"420000","2.4120397567749023","2.4120397567749023","2.4120397567749023"
"421000","2.4134328365325928","2.4134328365325928","2.4134328365325928"
"422000","2.412701368331909","2.412701368331909","2.412701368331909"
"423000","2.414226770401001","2.414226770401001","2.414226770401001"
"424000","2.4122564792633057","2.4122564792633057","2.4122564792633057"
"425000","2.4113564491271973","2.4113564491271973","2.4113564491271973"
"426000","2.412109851837158","2.412109851837158","2.412109851837158"
"427000","2.4119374752044678","2.4119374752044678","2.4119374752044678"
"428000","2.4114997386932373","2.4114997386932373","2.4114997386932373"
"429000","2.410372495651245","2.410372495651245","2.410372495651245"
"430000","2.4109914302825928","2.4109914302825928","2.4109914302825928"
"431000","2.412015676498413","2.412015676498413","2.412015676498413"
"432000","2.411144733428955","2.411144733428955","2.411144733428955"
"433000","2.411550283432007","2.411550283432007","2.411550283432007"
"434000","2.4103806018829346","2.4103806018829346","2.4103806018829346"
"435000","2.411362409591675","2.411362409591675","2.411362409591675"
"436000","2.4100940227508545","2.4100940227508545","2.4100940227508545"
"437000","2.410256862640381","2.410256862640381","2.410256862640381"
"438000","2.4094347953796387","2.4094347953796387","2.4094347953796387"
"439000","2.4087700843811035","2.4087700843811035","2.4087700843811035"
"440000","2.409731149673462","2.409731149673462","2.409731149673462"
"441000","2.4083971977233887","2.4083971977233887","2.4083971977233887"
"442000","2.408219575881958","2.408219575881958","2.408219575881958"
"443000","2.4095919132232666","2.4095919132232666","2.4095919132232666"
"444000","2.4082422256469727","2.4082422256469727","2.4082422256469727"
"445000","2.4076123237609863","2.4076123237609863","2.4076123237609863"
"446000","2.4073410034179688","2.4073410034179688","2.4073410034179688"
"449000","2.4074110984802246","2.4074110984802246","2.4074110984802246"
"450000","2.406367540359497","2.406367540359497","2.406367540359497"
"451000","2.4071152210235596","2.4071152210235596","2.4071152210235596"
"452000","2.4078257083892822","2.4078257083892822","2.4078257083892822"
"453000","2.4066879749298096","2.4066879749298096","2.4066879749298096"
