"Step","Group: OLMo-1B - eval/v2-small-c4_100_domains-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v2-small-c4_100_domains-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v2-small-c4_100_domains-validation/CrossEntropyLoss__MAX"
"40000","2.7271482944488525","2.7271482944488525","2.7271482944488525"
"41000","2.722214460372925","2.722214460372925","2.722214460372925"
"42000","2.7186481952667236","2.7186481952667236","2.7186481952667236"
"43000","2.7166759967803955","2.7166759967803955","2.7166759967803955"
"44000","2.7125375270843506","2.7125375270843506","2.7125375270843506"
"45000","2.713571548461914","2.713571548461914","2.713571548461914"
"46000","2.707134246826172","2.707134246826172","2.707134246826172"
"47000","2.711728811264038","2.711728811264038","2.711728811264038"
"48000","2.702317237854004","2.702317237854004","2.702317237854004"
"49000","2.699678421020508","2.699678421020508","2.699678421020508"
"50000","2.697705030441284","2.697705030441284","2.697705030441284"
"51000","2.6949462890625","2.6949462890625","2.6949462890625"
"52000","2.6934173107147217","2.6934173107147217","2.6934173107147217"
"53000","2.6900980472564697","2.6900980472564697","2.6900980472564697"
"54000","2.6918864250183105","2.6918864250183105","2.6918864250183105"
"55000","2.686793088912964","2.686793088912964","2.686793088912964"
"56000","2.68620228767395","2.68620228767395","2.68620228767395"
"57000","2.682849645614624","2.682849645614624","2.682849645614624"
"58000","2.683328866958618","2.683328866958618","2.683328866958618"
"59000","2.677917957305908","2.677917957305908","2.677917957305908"
"60000","2.6759982109069824","2.6759982109069824","2.6759982109069824"
"61000","2.673769950866699","2.673769950866699","2.673769950866699"
"62000","2.6743063926696777","2.6743063926696777","2.6743063926696777"
"63000","2.672520875930786","2.672520875930786","2.672520875930786"
"64000","2.669260025024414","2.669260025024414","2.669260025024414"
"65000","2.6675901412963867","2.6675901412963867","2.6675901412963867"
"66000","2.669672727584839","2.669672727584839","2.669672727584839"
"67000","2.666990041732788","2.666990041732788","2.666990041732788"
"68000","2.663815498352051","2.663815498352051","2.663815498352051"
"69000","2.663163423538208","2.663163423538208","2.663163423538208"
"70000","2.6607601642608643","2.6607601642608643","2.6607601642608643"
"71000","2.6606905460357666","2.6606905460357666","2.6606905460357666"
"72000","2.6580679416656494","2.6580679416656494","2.6580679416656494"
"73000","2.6580374240875244","2.6580374240875244","2.6580374240875244"
"74000","2.6573269367218018","2.6573269367218018","2.6573269367218018"
"75000","2.6534008979797363","2.6534008979797363","2.6534008979797363"
"76000","2.6540310382843018","2.6540310382843018","2.6540310382843018"
"77000","2.6511075496673584","2.6511075496673584","2.6511075496673584"
"78000","2.6497645378112793","2.6497645378112793","2.6497645378112793"
"79000","2.6496996879577637","2.6496996879577637","2.6496996879577637"
"80000","2.6489784717559814","2.6489784717559814","2.6489784717559814"
"81000","2.6469051837921143","2.6469051837921143","2.6469051837921143"
"82000","2.6505138874053955","2.6505138874053955","2.6505138874053955"
"83000","2.644923448562622","2.644923448562622","2.644923448562622"
"84000","2.6441261768341064","2.6441261768341064","2.6441261768341064"
"85000","2.643476963043213","2.643476963043213","2.643476963043213"
"86000","2.6432080268859863","2.6432080268859863","2.6432080268859863"
"87000","2.6430909633636475","2.6430909633636475","2.6430909633636475"
"88000","2.6448357105255127","2.6448357105255127","2.6448357105255127"
"89000","2.6400320529937744","2.6400320529937744","2.6400320529937744"
"90000","2.6426384449005127","2.6426384449005127","2.6426384449005127"
"91000","2.6392199993133545","2.6392199993133545","2.6392199993133545"
"92000","2.6377298831939697","2.6377298831939697","2.6377298831939697"
"93000","2.63606333732605","2.63606333732605","2.63606333732605"
"94000","2.6334407329559326","2.6334407329559326","2.6334407329559326"
"95000","2.6335411071777344","2.6335411071777344","2.6335411071777344"
"96000","2.632194757461548","2.632194757461548","2.632194757461548"
"97000","2.6304447650909424","2.6304447650909424","2.6304447650909424"
"98000","2.630734443664551","2.630734443664551","2.630734443664551"
"99000","2.6309502124786377","2.6309502124786377","2.6309502124786377"
"100000","2.6305038928985596","2.6305038928985596","2.6305038928985596"
"101000","2.6313469409942627","2.6313469409942627","2.6313469409942627"
"102000","2.6275410652160645","2.6275410652160645","2.6275410652160645"
"103000","2.6272337436676025","2.6272337436676025","2.6272337436676025"
"104000","2.6253888607025146","2.6253888607025146","2.6253888607025146"
"105000","2.6267952919006348","2.6267952919006348","2.6267952919006348"
"106000","2.6256847381591797","2.6256847381591797","2.6256847381591797"
"107000","2.62481951713562","2.62481951713562","2.62481951713562"
"108000","2.625073194503784","2.625073194503784","2.625073194503784"
"109000","2.622974395751953","2.622974395751953","2.622974395751953"
"110000","2.6233901977539062","2.6233901977539062","2.6233901977539062"
"111000","2.6201419830322266","2.6201419830322266","2.6201419830322266"
"112000","2.6219546794891357","2.6219546794891357","2.6219546794891357"
"113000","2.621509313583374","2.621509313583374","2.621509313583374"
"114000","2.6208114624023438","2.6208114624023438","2.6208114624023438"
"115000","2.6192116737365723","2.6192116737365723","2.6192116737365723"
"116000","2.6193487644195557","2.6193487644195557","2.6193487644195557"
"117000","2.6189990043640137","2.6189990043640137","2.6189990043640137"
"118000","2.619307279586792","2.619307279586792","2.619307279586792"
"119000","2.6188769340515137","2.6188769340515137","2.6188769340515137"
"120000","2.61796236038208","2.61796236038208","2.61796236038208"
"121000","2.6174449920654297","2.6174449920654297","2.6174449920654297"
"122000","2.61580491065979","2.61580491065979","2.61580491065979"
"123000","2.614248514175415","2.614248514175415","2.614248514175415"
"124000","2.6132946014404297","2.6132946014404297","2.6132946014404297"
"125000","2.614867687225342","2.614867687225342","2.614867687225342"
"126000","2.6114044189453125","2.6114044189453125","2.6114044189453125"
"127000","2.6123180389404297","2.6123180389404297","2.6123180389404297"
"128000","2.6108076572418213","2.6108076572418213","2.6108076572418213"
"129000","2.6114375591278076","2.6114375591278076","2.6114375591278076"
"130000","2.6101369857788086","2.6101369857788086","2.6101369857788086"
"131000","2.609919786453247","2.609919786453247","2.609919786453247"
"132000","2.610076904296875","2.610076904296875","2.610076904296875"
"133000","2.609419822692871","2.609419822692871","2.609419822692871"
"134000","2.6079068183898926","2.6079068183898926","2.6079068183898926"
"135000","2.609354019165039","2.609354019165039","2.609354019165039"
"136000","2.6067392826080322","2.6067392826080322","2.6067392826080322"
"137000","2.608708620071411","2.608708620071411","2.608708620071411"
"138000","2.606245756149292","2.606245756149292","2.606245756149292"
"139000","2.6060495376586914","2.6060495376586914","2.6060495376586914"
"140000","2.605456590652466","2.605456590652466","2.605456590652466"
"141000","2.603703498840332","2.603703498840332","2.603703498840332"
"142000","2.6045165061950684","2.6045165061950684","2.6045165061950684"
"143000","2.6084468364715576","2.6084468364715576","2.6084468364715576"
"144000","2.6046142578125","2.6046142578125","2.6046142578125"
"145000","2.6037635803222656","2.6037635803222656","2.6037635803222656"
"146000","2.602536201477051","2.602536201477051","2.602536201477051"
"147000","2.601794481277466","2.601794481277466","2.601794481277466"
"148000","2.603600025177002","2.603600025177002","2.603600025177002"
"149000","2.6021602153778076","2.6021602153778076","2.6021602153778076"
"150000","2.6008591651916504","2.6008591651916504","2.6008591651916504"
"151000","2.600940227508545","2.600940227508545","2.600940227508545"
"152000","2.6011340618133545","2.6011340618133545","2.6011340618133545"
"153000","2.5982165336608887","2.5982165336608887","2.5982165336608887"
"154000","2.5996127128601074","2.5996127128601074","2.5996127128601074"
"155000","2.6008992195129395","2.6008992195129395","2.6008992195129395"
"156000","2.5977249145507812","2.5977249145507812","2.5977249145507812"
"157000","2.5990641117095947","2.5990641117095947","2.5990641117095947"
"158000","2.597506284713745","2.597506284713745","2.597506284713745"
"159000","2.5966835021972656","2.5966835021972656","2.5966835021972656"
"160000","2.596588373184204","2.596588373184204","2.596588373184204"
"161000","2.596219062805176","2.596219062805176","2.596219062805176"
"162000","2.5958709716796875","2.5958709716796875","2.5958709716796875"
"163000","2.595703363418579","2.595703363418579","2.595703363418579"
"164000","2.5937554836273193","2.5937554836273193","2.5937554836273193"
"165000","2.595801591873169","2.595801591873169","2.595801591873169"
"166000","2.595027208328247","2.595027208328247","2.595027208328247"
"167000","2.5951926708221436","2.5951926708221436","2.5951926708221436"
"168000","2.5938923358917236","2.5938923358917236","2.5938923358917236"
"169000","2.5933830738067627","2.5933830738067627","2.5933830738067627"
"170000","2.592374801635742","2.592374801635742","2.592374801635742"
"171000","2.5906262397766113","2.5906262397766113","2.5906262397766113"
"172000","2.595913887023926","2.595913887023926","2.595913887023926"
"173000","2.590775489807129","2.590775489807129","2.590775489807129"
"174000","2.593316078186035","2.593316078186035","2.593316078186035"
"175000","2.592519998550415","2.592519998550415","2.592519998550415"
"176000","2.5918455123901367","2.5918455123901367","2.5918455123901367"
"177000","2.5902180671691895","2.5902180671691895","2.5902180671691895"
"178000","2.590115547180176","2.590115547180176","2.590115547180176"
"179000","2.589155673980713","2.589155673980713","2.589155673980713"
"180000","2.5891547203063965","2.5891547203063965","2.5891547203063965"
"181000","2.5910563468933105","2.5910563468933105","2.5910563468933105"
"182000","2.5872859954833984","2.5872859954833984","2.5872859954833984"
"183000","2.5863828659057617","2.5863828659057617","2.5863828659057617"
"184000","2.588407039642334","2.588407039642334","2.588407039642334"
"185000","2.5870347023010254","2.5870347023010254","2.5870347023010254"
"186000","2.586617946624756","2.586617946624756","2.586617946624756"
"187000","2.586575984954834","2.586575984954834","2.586575984954834"
"188000","2.5852904319763184","2.5852904319763184","2.5852904319763184"
"189000","2.592298746109009","2.592298746109009","2.592298746109009"
"190000","2.586998224258423","2.586998224258423","2.586998224258423"
"191000","2.5851924419403076","2.5851924419403076","2.5851924419403076"
"192000","2.5859081745147705","2.5859081745147705","2.5859081745147705"
"193000","2.5840656757354736","2.5840656757354736","2.5840656757354736"
"194000","2.5854058265686035","2.5854058265686035","2.5854058265686035"
"195000","2.5856423377990723","2.5856423377990723","2.5856423377990723"
"196000","2.5839202404022217","2.5839202404022217","2.5839202404022217"
"197000","2.583878517150879","2.583878517150879","2.583878517150879"
"198000","2.5829925537109375","2.5829925537109375","2.5829925537109375"
"199000","2.582839012145996","2.582839012145996","2.582839012145996"
"200000","2.581861734390259","2.581861734390259","2.581861734390259"
"201000","2.5821874141693115","2.5821874141693115","2.5821874141693115"
"202000","2.584937572479248","2.584937572479248","2.584937572479248"
"203000","2.5811262130737305","2.5811262130737305","2.5811262130737305"
"204000","2.5814805030822754","2.5814805030822754","2.5814805030822754"
"205000","2.5828444957733154","2.5828444957733154","2.5828444957733154"
"206000","2.5794155597686768","2.5794155597686768","2.5794155597686768"
"207000","2.580432415008545","2.580432415008545","2.580432415008545"
"208000","2.5825352668762207","2.5825352668762207","2.5825352668762207"
"209000","2.583146572113037","2.583146572113037","2.583146572113037"
"210000","2.579716920852661","2.579716920852661","2.579716920852661"
"211000","2.581660270690918","2.581660270690918","2.581660270690918"
"212000","2.580267906188965","2.580267906188965","2.580267906188965"
"213000","2.5800247192382812","2.5800247192382812","2.5800247192382812"
"214000","2.5799872875213623","2.5799872875213623","2.5799872875213623"
"215000","2.5767455101013184","2.5767455101013184","2.5767455101013184"
"216000","2.5785107612609863","2.5785107612609863","2.5785107612609863"
"217000","2.5775370597839355","2.5775370597839355","2.5775370597839355"
"218000","2.5789523124694824","2.5789523124694824","2.5789523124694824"
"219000","2.576016426086426","2.576016426086426","2.576016426086426"
"220000","2.577505588531494","2.577505588531494","2.577505588531494"
"221000","2.5770931243896484","2.5770931243896484","2.5770931243896484"
"222000","2.5759270191192627","2.5759270191192627","2.5759270191192627"
"223000","2.576199531555176","2.576199531555176","2.576199531555176"
"224000","2.5762674808502197","2.5762674808502197","2.5762674808502197"
"225000","2.57633900642395","2.57633900642395","2.57633900642395"
"226000","2.5772225856781006","2.5772225856781006","2.5772225856781006"
"227000","2.575659990310669","2.575659990310669","2.575659990310669"
"228000","2.5757486820220947","2.5757486820220947","2.5757486820220947"
"229000","2.575822353363037","2.575822353363037","2.575822353363037"
"230000","2.5744097232818604","2.5744097232818604","2.5744097232818604"
"231000","2.575317621231079","2.575317621231079","2.575317621231079"
"232000","2.575256824493408","2.575256824493408","2.575256824493408"
"233000","2.573137044906616","2.573137044906616","2.573137044906616"
"234000","2.5751826763153076","2.5751826763153076","2.5751826763153076"
"235000","2.573666572570801","2.573666572570801","2.573666572570801"
"236000","2.5744118690490723","2.5744118690490723","2.5744118690490723"
"237000","2.5795278549194336","2.5795278549194336","2.5795278549194336"
"238000","2.5717613697052","2.5717613697052","2.5717613697052"
"239000","2.571352243423462","2.571352243423462","2.571352243423462"
"240000","2.5728299617767334","2.5728299617767334","2.5728299617767334"
"241000","2.571779489517212","2.571779489517212","2.571779489517212"
"242000","2.571610689163208","2.571610689163208","2.571610689163208"
"243000","2.571951150894165","2.571951150894165","2.571951150894165"
"244000","2.571063756942749","2.571063756942749","2.571063756942749"
"246000","2.570932149887085","2.570932149887085","2.570932149887085"
"247000","2.571552038192749","2.571552038192749","2.571552038192749"
"248000","2.571288585662842","2.571288585662842","2.571288585662842"
"249000","2.5714657306671143","2.5714657306671143","2.5714657306671143"
"250000","2.570551633834839","2.570551633834839","2.570551633834839"
"251000","2.5711262226104736","2.5711262226104736","2.5711262226104736"
"252000","2.571521520614624","2.571521520614624","2.571521520614624"
"253000","2.5719969272613525","2.5719969272613525","2.5719969272613525"
"254000","2.5688045024871826","2.5688045024871826","2.5688045024871826"
"255000","2.569481372833252","2.569481372833252","2.569481372833252"
"256000","2.5681045055389404","2.5681045055389404","2.5681045055389404"
"257000","2.566777229309082","2.566777229309082","2.566777229309082"
"258000","2.569514751434326","2.569514751434326","2.569514751434326"
"259000","2.568535327911377","2.568535327911377","2.568535327911377"
"260000","2.5686511993408203","2.5686511993408203","2.5686511993408203"
"261000","2.5665009021759033","2.5665009021759033","2.5665009021759033"
"262000","2.566108226776123","2.566108226776123","2.566108226776123"
"263000","2.5673258304595947","2.5673258304595947","2.5673258304595947"
"264000","2.566567897796631","2.566567897796631","2.566567897796631"
"265000","2.5673117637634277","2.5673117637634277","2.5673117637634277"
"266000","2.565330982208252","2.565330982208252","2.565330982208252"
"267000","2.5661427974700928","2.5661427974700928","2.5661427974700928"
"268000","2.5663928985595703","2.5663928985595703","2.5663928985595703"
"269000","2.5670576095581055","2.5670576095581055","2.5670576095581055"
"270000","2.5646324157714844","2.5646324157714844","2.5646324157714844"
"271000","2.5656700134277344","2.5656700134277344","2.5656700134277344"
"272000","2.563950538635254","2.563950538635254","2.563950538635254"
"273000","2.565209150314331","2.565209150314331","2.565209150314331"
"274000","2.564018726348877","2.564018726348877","2.564018726348877"
"275000","2.566967248916626","2.566967248916626","2.566967248916626"
"276000","2.5641515254974365","2.5641515254974365","2.5641515254974365"
"277000","2.565074920654297","2.565074920654297","2.565074920654297"
"278000","2.5635008811950684","2.5635008811950684","2.5635008811950684"
"279000","2.562532663345337","2.562532663345337","2.562532663345337"
"280000","2.56204891204834","2.56204891204834","2.56204891204834"
"281000","2.5637640953063965","2.5637640953063965","2.5637640953063965"
"282000","2.5629875659942627","2.5629875659942627","2.5629875659942627"
"283000","2.5630619525909424","2.5630619525909424","2.5630619525909424"
"284000","2.560218095779419","2.560218095779419","2.560218095779419"
"285000","2.5605204105377197","2.5605204105377197","2.5605204105377197"
"286000","2.560685157775879","2.560685157775879","2.560685157775879"
"287000","2.560866117477417","2.560866117477417","2.560866117477417"
"288000","2.560338258743286","2.560338258743286","2.560338258743286"
"289000","2.5596423149108887","2.5596423149108887","2.5596423149108887"
"290000","2.561826705932617","2.561826705932617","2.561826705932617"
"291000","2.56099796295166","2.56099796295166","2.56099796295166"
"292000","2.563015937805176","2.563015937805176","2.563015937805176"
"293000","2.559772491455078","2.559772491455078","2.559772491455078"
"294000","2.559814453125","2.559814453125","2.559814453125"
"295000","2.56034255027771","2.56034255027771","2.56034255027771"
"296000","2.561197280883789","2.561197280883789","2.561197280883789"
"297000","2.559208869934082","2.559208869934082","2.559208869934082"
"298000","2.559839963912964","2.559839963912964","2.559839963912964"
"299000","2.5579254627227783","2.5579254627227783","2.5579254627227783"
"300000","2.558133125305176","2.558133125305176","2.558133125305176"
"301000","2.558194398880005","2.558194398880005","2.558194398880005"
"302000","2.5561087131500244","2.5561087131500244","2.5561087131500244"
"303000","2.557856798171997","2.557856798171997","2.557856798171997"
"304000","2.558351516723633","2.558351516723633","2.558351516723633"
"305000","2.5595531463623047","2.5595531463623047","2.5595531463623047"
"306000","2.5562586784362793","2.5562586784362793","2.5562586784362793"
"307000","2.557769536972046","2.557769536972046","2.557769536972046"
"308000","2.555417776107788","2.555417776107788","2.555417776107788"
"309000","2.555172920227051","2.555172920227051","2.555172920227051"
"310000","2.556619644165039","2.556619644165039","2.556619644165039"
"311000","2.5541090965270996","2.5541090965270996","2.5541090965270996"
"312000","2.555429220199585","2.555429220199585","2.555429220199585"
"313000","2.5550713539123535","2.5550713539123535","2.5550713539123535"
"314000","2.556154251098633","2.556154251098633","2.556154251098633"
"315000","2.5539309978485107","2.5539309978485107","2.5539309978485107"
"316000","2.555277109146118","2.555277109146118","2.555277109146118"
"317000","2.5553507804870605","2.5553507804870605","2.5553507804870605"
"318000","2.556013345718384","2.556013345718384","2.556013345718384"
"319000","2.5545785427093506","2.5545785427093506","2.5545785427093506"
"320000","2.5539493560791016","2.5539493560791016","2.5539493560791016"
"321000","2.553414821624756","2.553414821624756","2.553414821624756"
"322000","2.551198720932007","2.551198720932007","2.551198720932007"
"323000","2.5533905029296875","2.5533905029296875","2.5533905029296875"
"324000","2.5529115200042725","2.5529115200042725","2.5529115200042725"
"325000","2.5536179542541504","2.5536179542541504","2.5536179542541504"
"326000","2.5530829429626465","2.5530829429626465","2.5530829429626465"
"327000","2.553575277328491","2.553575277328491","2.553575277328491"
"328000","2.5522141456604004","2.5522141456604004","2.5522141456604004"
"329000","2.5515270233154297","2.5515270233154297","2.5515270233154297"
"330000","2.551366090774536","2.551366090774536","2.551366090774536"
"331000","2.5504138469696045","2.5504138469696045","2.5504138469696045"
"332000","2.5501389503479004","2.5501389503479004","2.5501389503479004"
"333000","2.549081325531006","2.549081325531006","2.549081325531006"
"334000","2.549222946166992","2.549222946166992","2.549222946166992"
"335000","2.55204176902771","2.55204176902771","2.55204176902771"
"336000","2.5503125190734863","2.5503125190734863","2.5503125190734863"
"337000","2.549611806869507","2.549611806869507","2.549611806869507"
"338000","2.5498745441436768","2.5498745441436768","2.5498745441436768"
"339000","2.5491790771484375","2.5491790771484375","2.5491790771484375"
"340000","2.5502641201019287","2.5502641201019287","2.5502641201019287"
"341000","2.548710584640503","2.548710584640503","2.548710584640503"
"342000","2.549694061279297","2.549694061279297","2.549694061279297"
"343000","2.548098087310791","2.548098087310791","2.548098087310791"
"344000","2.5491890907287598","2.5491890907287598","2.5491890907287598"
"345000","2.5489084720611572","2.5489084720611572","2.5489084720611572"
"346000","2.5474796295166016","2.5474796295166016","2.5474796295166016"
"347000","2.548766613006592","2.548766613006592","2.548766613006592"
"348000","2.5478665828704834","2.5478665828704834","2.5478665828704834"
"349000","2.5478880405426025","2.5478880405426025","2.5478880405426025"
"350000","2.548255205154419","2.548255205154419","2.548255205154419"
"351000","2.546168565750122","2.546168565750122","2.546168565750122"
"352000","2.5456044673919678","2.5456044673919678","2.5456044673919678"
"353000","2.545659065246582","2.545659065246582","2.545659065246582"
"354000","2.5458898544311523","2.5458898544311523","2.5458898544311523"
"355000","2.547529458999634","2.547529458999634","2.547529458999634"
"356000","2.546686887741089","2.546686887741089","2.546686887741089"
"357000","2.5459232330322266","2.5459232330322266","2.5459232330322266"
"358000","2.5472049713134766","2.5472049713134766","2.5472049713134766"
"359000","2.546799659729004","2.546799659729004","2.546799659729004"
"360000","2.546388864517212","2.546388864517212","2.546388864517212"
"361000","2.5457441806793213","2.5457441806793213","2.5457441806793213"
"362000","2.54414439201355","2.54414439201355","2.54414439201355"
"363000","2.5463011264801025","2.5463011264801025","2.5463011264801025"
"364000","2.544748067855835","2.544748067855835","2.544748067855835"
"365000","2.5434813499450684","2.5434813499450684","2.5434813499450684"
"366000","2.543006420135498","2.543006420135498","2.543006420135498"
"367000","2.544476270675659","2.544476270675659","2.544476270675659"
"368000","2.5433528423309326","2.5433528423309326","2.5433528423309326"
"369000","2.543130874633789","2.543130874633789","2.543130874633789"
"370000","2.543091058731079","2.543091058731079","2.543091058731079"
"371000","2.5440022945404053","2.5440022945404053","2.5440022945404053"
"372000","2.542750120162964","2.542750120162964","2.542750120162964"
"373000","2.5417113304138184","2.5417113304138184","2.5417113304138184"
"374000","2.5417287349700928","2.5417287349700928","2.5417287349700928"
"375000","2.542076587677002","2.542076587677002","2.542076587677002"
"376000","2.5421040058135986","2.5421040058135986","2.5421040058135986"
"377000","2.541416883468628","2.541416883468628","2.541416883468628"
"378000","2.542407989501953","2.542407989501953","2.542407989501953"
"379000","2.5427184104919434","2.5427184104919434","2.5427184104919434"
"380000","2.542457103729248","2.542457103729248","2.542457103729248"
"381000","2.5428225994110107","2.5428225994110107","2.5428225994110107"
"382000","2.540440797805786","2.540440797805786","2.540440797805786"
"383000","2.5416486263275146","2.5416486263275146","2.5416486263275146"
"384000","2.542273998260498","2.542273998260498","2.542273998260498"
"385000","2.542037010192871","2.542037010192871","2.542037010192871"
"386000","2.541304111480713","2.541304111480713","2.541304111480713"
"387000","2.5393526554107666","2.5393526554107666","2.5393526554107666"
"388000","2.5403552055358887","2.5403552055358887","2.5403552055358887"
"389000","2.538675546646118","2.538675546646118","2.538675546646118"
"390000","2.5395984649658203","2.5395984649658203","2.5395984649658203"
"391000","2.538356065750122","2.538356065750122","2.538356065750122"
"392000","2.5387115478515625","2.5387115478515625","2.5387115478515625"
"393000","2.5393595695495605","2.5393595695495605","2.5393595695495605"
"394000","2.538875102996826","2.538875102996826","2.538875102996826"
"395000","2.5378780364990234","2.5378780364990234","2.5378780364990234"
"396000","2.5403008460998535","2.5403008460998535","2.5403008460998535"
"397000","2.5377461910247803","2.5377461910247803","2.5377461910247803"
"398000","2.5371482372283936","2.5371482372283936","2.5371482372283936"
"399000","2.5366005897521973","2.5366005897521973","2.5366005897521973"
"400000","2.538142442703247","2.538142442703247","2.538142442703247"
"401000","2.5372302532196045","2.5372302532196045","2.5372302532196045"
"402000","2.536346435546875","2.536346435546875","2.536346435546875"
"403000","2.5381791591644287","2.5381791591644287","2.5381791591644287"
"404000","2.5368852615356445","2.5368852615356445","2.5368852615356445"
"405000","2.5362775325775146","2.5362775325775146","2.5362775325775146"
"406000","2.5362911224365234","2.5362911224365234","2.5362911224365234"
"407000","2.535835027694702","2.535835027694702","2.535835027694702"
"408000","2.5357718467712402","2.5357718467712402","2.5357718467712402"
"409000","2.536076307296753","2.536076307296753","2.536076307296753"
"410000","2.536682367324829","2.536682367324829","2.536682367324829"
"411000","2.5341503620147705","2.5341503620147705","2.5341503620147705"
"412000","2.534794807434082","2.534794807434082","2.534794807434082"
"413000","2.5349671840667725","2.5349671840667725","2.5349671840667725"
"414000","2.534334659576416","2.534334659576416","2.534334659576416"
"415000","2.5344879627227783","2.5344879627227783","2.5344879627227783"
"416000","2.53446626663208","2.53446626663208","2.53446626663208"
"417000","2.534576654434204","2.534576654434204","2.534576654434204"
"418000","2.5331149101257324","2.5331149101257324","2.5331149101257324"
"419000","2.5339853763580322","2.5339853763580322","2.5339853763580322"
"420000","2.534044027328491","2.534044027328491","2.534044027328491"
"421000","2.533508539199829","2.533508539199829","2.533508539199829"
"422000","2.53365159034729","2.53365159034729","2.53365159034729"
"423000","2.5338175296783447","2.5338175296783447","2.5338175296783447"
"424000","2.532461404800415","2.532461404800415","2.532461404800415"
"425000","2.5328526496887207","2.5328526496887207","2.5328526496887207"
"426000","2.531989574432373","2.531989574432373","2.531989574432373"
"427000","2.5318655967712402","2.5318655967712402","2.5318655967712402"
"428000","2.532244920730591","2.532244920730591","2.532244920730591"
"429000","2.5325183868408203","2.5325183868408203","2.5325183868408203"
"430000","2.531325340270996","2.531325340270996","2.531325340270996"
"431000","2.5306665897369385","2.5306665897369385","2.5306665897369385"
"432000","2.5307424068450928","2.5307424068450928","2.5307424068450928"
"433000","2.5312247276306152","2.5312247276306152","2.5312247276306152"
"434000","2.5308837890625","2.5308837890625","2.5308837890625"
"435000","2.532383441925049","2.532383441925049","2.532383441925049"
"436000","2.5315444469451904","2.5315444469451904","2.5315444469451904"
"437000","2.5299530029296875","2.5299530029296875","2.5299530029296875"
"438000","2.53019642829895","2.53019642829895","2.53019642829895"
"439000","2.5295445919036865","2.5295445919036865","2.5295445919036865"
"440000","2.531184196472168","2.531184196472168","2.531184196472168"
"441000","2.528531312942505","2.528531312942505","2.528531312942505"
"442000","2.5305285453796387","2.5305285453796387","2.5305285453796387"
"443000","2.529480218887329","2.529480218887329","2.529480218887329"
"444000","2.528538227081299","2.528538227081299","2.528538227081299"
"445000","2.5285885334014893","2.5285885334014893","2.5285885334014893"
"446000","2.5280213356018066","2.5280213356018066","2.5280213356018066"
"449000","2.5284183025360107","2.5284183025360107","2.5284183025360107"
"450000","2.5287723541259766","2.5287723541259766","2.5287723541259766"
"451000","2.5274906158447266","2.5274906158447266","2.5274906158447266"
"452000","2.5280585289001465","2.5280585289001465","2.5280585289001465"
