"Step","Group: OLMo-1B - eval/v2-small-4chan-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v2-small-4chan-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v2-small-4chan-validation/CrossEntropyLoss__MAX"
"38000","2.4237170219421387","2.4237170219421387","2.4237170219421387"
"39000","2.42333984375","2.42333984375","2.42333984375"
"40000","2.4138927459716797","2.4138927459716797","2.4138927459716797"
"41000","2.41943097114563","2.41943097114563","2.41943097114563"
"42000","2.4135582447052","2.4135582447052","2.4135582447052"
"43000","2.4102895259857178","2.4102895259857178","2.4102895259857178"
"44000","2.409302234649658","2.409302234649658","2.409302234649658"
"45000","2.4086356163024902","2.4086356163024902","2.4086356163024902"
"46000","2.4035990238189697","2.4035990238189697","2.4035990238189697"
"47000","2.407780647277832","2.407780647277832","2.407780647277832"
"48000","2.398847818374634","2.398847818374634","2.398847818374634"
"49000","2.3906807899475098","2.3906807899475098","2.3906807899475098"
"50000","2.3959503173828125","2.3959503173828125","2.3959503173828125"
"51000","2.4025309085845947","2.4025309085845947","2.4025309085845947"
"52000","2.4011080265045166","2.4011080265045166","2.4011080265045166"
"53000","2.391911029815674","2.391911029815674","2.391911029815674"
"54000","2.398728609085083","2.398728609085083","2.398728609085083"
"55000","2.387838125228882","2.387838125228882","2.387838125228882"
"56000","2.3854188919067383","2.3854188919067383","2.3854188919067383"
"57000","2.3872463703155518","2.3872463703155518","2.3872463703155518"
"58000","2.380000114440918","2.380000114440918","2.380000114440918"
"59000","2.381579875946045","2.381579875946045","2.381579875946045"
"60000","2.378331422805786","2.378331422805786","2.378331422805786"
"61000","2.378267765045166","2.378267765045166","2.378267765045166"
"62000","2.3719470500946045","2.3719470500946045","2.3719470500946045"
"63000","2.3777015209198","2.3777015209198","2.3777015209198"
"64000","2.3705427646636963","2.3705427646636963","2.3705427646636963"
"65000","2.373054265975952","2.373054265975952","2.373054265975952"
"66000","2.36981201171875","2.36981201171875","2.36981201171875"
"67000","2.369434356689453","2.369434356689453","2.369434356689453"
"68000","2.3658902645111084","2.3658902645111084","2.3658902645111084"
"69000","2.369917154312134","2.369917154312134","2.369917154312134"
"70000","2.3659565448760986","2.3659565448760986","2.3659565448760986"
"71000","2.3631865978240967","2.3631865978240967","2.3631865978240967"
"72000","2.3629491329193115","2.3629491329193115","2.3629491329193115"
"73000","2.3602709770202637","2.3602709770202637","2.3602709770202637"
"74000","2.3615128993988037","2.3615128993988037","2.3615128993988037"
"75000","2.366374969482422","2.366374969482422","2.366374969482422"
"76000","2.3588433265686035","2.3588433265686035","2.3588433265686035"
"77000","2.360550880432129","2.360550880432129","2.360550880432129"
"78000","2.363924741744995","2.363924741744995","2.363924741744995"
"79000","2.3579559326171875","2.3579559326171875","2.3579559326171875"
"80000","2.355008363723755","2.355008363723755","2.355008363723755"
"81000","2.357196807861328","2.357196807861328","2.357196807861328"
"82000","2.3671483993530273","2.3671483993530273","2.3671483993530273"
"83000","2.3513708114624023","2.3513708114624023","2.3513708114624023"
"84000","2.353255271911621","2.353255271911621","2.353255271911621"
"85000","2.359100580215454","2.359100580215454","2.359100580215454"
"86000","2.3573029041290283","2.3573029041290283","2.3573029041290283"
"87000","2.3521153926849365","2.3521153926849365","2.3521153926849365"
"88000","2.35575270652771","2.35575270652771","2.35575270652771"
"89000","2.3490688800811768","2.3490688800811768","2.3490688800811768"
"90000","2.3541369438171387","2.3541369438171387","2.3541369438171387"
"91000","2.3482038974761963","2.3482038974761963","2.3482038974761963"
"92000","2.345224142074585","2.345224142074585","2.345224142074585"
"93000","2.3473970890045166","2.3473970890045166","2.3473970890045166"
"94000","2.3433940410614014","2.3433940410614014","2.3433940410614014"
"95000","2.3474392890930176","2.3474392890930176","2.3474392890930176"
"96000","2.3467822074890137","2.3467822074890137","2.3467822074890137"
"97000","2.3453621864318848","2.3453621864318848","2.3453621864318848"
"98000","2.3423993587493896","2.3423993587493896","2.3423993587493896"
"99000","2.3429887294769287","2.3429887294769287","2.3429887294769287"
"100000","2.3385651111602783","2.3385651111602783","2.3385651111602783"
"101000","2.3408656120300293","2.3408656120300293","2.3408656120300293"
"102000","2.3421008586883545","2.3421008586883545","2.3421008586883545"
"103000","2.3429114818573","2.3429114818573","2.3429114818573"
"104000","2.340172290802002","2.340172290802002","2.340172290802002"
"105000","2.3397579193115234","2.3397579193115234","2.3397579193115234"
"106000","2.3403031826019287","2.3403031826019287","2.3403031826019287"
"107000","2.338644027709961","2.338644027709961","2.338644027709961"
"108000","2.3358497619628906","2.3358497619628906","2.3358497619628906"
"109000","2.3346142768859863","2.3346142768859863","2.3346142768859863"
"110000","2.336585283279419","2.336585283279419","2.336585283279419"
"111000","2.3330423831939697","2.3330423831939697","2.3330423831939697"
"112000","2.332732677459717","2.332732677459717","2.332732677459717"
"113000","2.3371121883392334","2.3371121883392334","2.3371121883392334"
"114000","2.338776111602783","2.338776111602783","2.338776111602783"
"115000","2.331860065460205","2.331860065460205","2.331860065460205"
"116000","2.335670232772827","2.335670232772827","2.335670232772827"
"117000","2.3391904830932617","2.3391904830932617","2.3391904830932617"
"118000","2.3369832038879395","2.3369832038879395","2.3369832038879395"
"119000","2.3322911262512207","2.3322911262512207","2.3322911262512207"
"120000","2.3322365283966064","2.3322365283966064","2.3322365283966064"
"121000","2.333017587661743","2.333017587661743","2.333017587661743"
"122000","2.332709312438965","2.332709312438965","2.332709312438965"
"123000","2.3324506282806396","2.3324506282806396","2.3324506282806396"
"124000","2.3262600898742676","2.3262600898742676","2.3262600898742676"
"125000","2.3324129581451416","2.3324129581451416","2.3324129581451416"
"126000","2.3314239978790283","2.3314239978790283","2.3314239978790283"
"127000","2.330739736557007","2.330739736557007","2.330739736557007"
"128000","2.329622507095337","2.329622507095337","2.329622507095337"
"129000","2.327637195587158","2.327637195587158","2.327637195587158"
"130000","2.32607102394104","2.32607102394104","2.32607102394104"
"131000","2.326138734817505","2.326138734817505","2.326138734817505"
"132000","2.32358717918396","2.32358717918396","2.32358717918396"
"133000","2.3262829780578613","2.3262829780578613","2.3262829780578613"
"134000","2.3242616653442383","2.3242616653442383","2.3242616653442383"
"135000","2.3187122344970703","2.3187122344970703","2.3187122344970703"
"136000","2.3272390365600586","2.3272390365600586","2.3272390365600586"
"137000","2.325254201889038","2.325254201889038","2.325254201889038"
"138000","2.320071220397949","2.320071220397949","2.320071220397949"
"139000","2.3243408203125","2.3243408203125","2.3243408203125"
"140000","2.3245372772216797","2.3245372772216797","2.3245372772216797"
"141000","2.3229663372039795","2.3229663372039795","2.3229663372039795"
"142000","2.322317361831665","2.322317361831665","2.322317361831665"
"143000","2.326775074005127","2.326775074005127","2.326775074005127"
"144000","2.3249645233154297","2.3249645233154297","2.3249645233154297"
"145000","2.3154659271240234","2.3154659271240234","2.3154659271240234"
"146000","2.3216300010681152","2.3216300010681152","2.3216300010681152"
"147000","2.32069993019104","2.32069993019104","2.32069993019104"
"148000","2.32332706451416","2.32332706451416","2.32332706451416"
"149000","2.3250205516815186","2.3250205516815186","2.3250205516815186"
"150000","2.3202033042907715","2.3202033042907715","2.3202033042907715"
"151000","2.3198652267456055","2.3198652267456055","2.3198652267456055"
"152000","2.3211276531219482","2.3211276531219482","2.3211276531219482"
"153000","2.3206536769866943","2.3206536769866943","2.3206536769866943"
"154000","2.3185527324676514","2.3185527324676514","2.3185527324676514"
"155000","2.3236207962036133","2.3236207962036133","2.3236207962036133"
"156000","2.32305645942688","2.32305645942688","2.32305645942688"
"157000","2.321596622467041","2.321596622467041","2.321596622467041"
"158000","2.317843198776245","2.317843198776245","2.317843198776245"
"159000","2.317270278930664","2.317270278930664","2.317270278930664"
"160000","2.3214762210845947","2.3214762210845947","2.3214762210845947"
"161000","2.3254518508911133","2.3254518508911133","2.3254518508911133"
"162000","2.3183298110961914","2.3183298110961914","2.3183298110961914"
"163000","2.3146822452545166","2.3146822452545166","2.3146822452545166"
"164000","2.3127119541168213","2.3127119541168213","2.3127119541168213"
"165000","2.313875436782837","2.313875436782837","2.313875436782837"
"166000","2.3173491954803467","2.3173491954803467","2.3173491954803467"
"167000","2.3180642127990723","2.3180642127990723","2.3180642127990723"
"168000","2.3119029998779297","2.3119029998779297","2.3119029998779297"
"169000","2.31624436378479","2.31624436378479","2.31624436378479"
"170000","2.316901922225952","2.316901922225952","2.316901922225952"
"171000","2.3174619674682617","2.3174619674682617","2.3174619674682617"
"172000","2.3170340061187744","2.3170340061187744","2.3170340061187744"
"173000","2.3161709308624268","2.3161709308624268","2.3161709308624268"
"174000","2.3193986415863037","2.3193986415863037","2.3193986415863037"
"175000","2.312354803085327","2.312354803085327","2.312354803085327"
"176000","2.3130300045013428","2.3130300045013428","2.3130300045013428"
"177000","2.3118627071380615","2.3118627071380615","2.3118627071380615"
"178000","2.3083126544952393","2.3083126544952393","2.3083126544952393"
"179000","2.311791181564331","2.311791181564331","2.311791181564331"
"180000","2.305842876434326","2.305842876434326","2.305842876434326"
"181000","2.310023069381714","2.310023069381714","2.310023069381714"
"182000","2.3126087188720703","2.3126087188720703","2.3126087188720703"
"183000","2.314199686050415","2.314199686050415","2.314199686050415"
"184000","2.309602975845337","2.309602975845337","2.309602975845337"
"185000","2.308121681213379","2.308121681213379","2.308121681213379"
"186000","2.3089661598205566","2.3089661598205566","2.3089661598205566"
"187000","2.305267333984375","2.305267333984375","2.305267333984375"
"188000","2.307581901550293","2.307581901550293","2.307581901550293"
"189000","2.31093692779541","2.31093692779541","2.31093692779541"
"190000","2.3062093257904053","2.3062093257904053","2.3062093257904053"
"191000","2.31248140335083","2.31248140335083","2.31248140335083"
"192000","2.3076469898223877","2.3076469898223877","2.3076469898223877"
"193000","2.3064844608306885","2.3064844608306885","2.3064844608306885"
"194000","2.307570695877075","2.307570695877075","2.307570695877075"
"195000","2.303070068359375","2.303070068359375","2.303070068359375"
"196000","2.30902361869812","2.30902361869812","2.30902361869812"
"197000","2.306205987930298","2.306205987930298","2.306205987930298"
"198000","2.3057334423065186","2.3057334423065186","2.3057334423065186"
"199000","2.31103253364563","2.31103253364563","2.31103253364563"
"200000","2.311674118041992","2.311674118041992","2.311674118041992"
"201000","2.306234836578369","2.306234836578369","2.306234836578369"
"202000","2.3223907947540283","2.3223907947540283","2.3223907947540283"
"203000","2.3040196895599365","2.3040196895599365","2.3040196895599365"
"204000","2.301403045654297","2.301403045654297","2.301403045654297"
"205000","2.301856756210327","2.301856756210327","2.301856756210327"
"206000","2.305596351623535","2.305596351623535","2.305596351623535"
"207000","2.305640697479248","2.305640697479248","2.305640697479248"
"208000","2.3031275272369385","2.3031275272369385","2.3031275272369385"
"209000","2.3066515922546387","2.3066515922546387","2.3066515922546387"
"210000","2.305712938308716","2.305712938308716","2.305712938308716"
"211000","2.30289626121521","2.30289626121521","2.30289626121521"
"212000","2.3016622066497803","2.3016622066497803","2.3016622066497803"
"213000","2.307164430618286","2.307164430618286","2.307164430618286"
"214000","2.298013925552368","2.298013925552368","2.298013925552368"
"215000","2.3036887645721436","2.3036887645721436","2.3036887645721436"
"216000","2.305908203125","2.305908203125","2.305908203125"
"217000","2.2998721599578857","2.2998721599578857","2.2998721599578857"
"218000","2.3001911640167236","2.3001911640167236","2.3001911640167236"
"219000","2.2984790802001953","2.2984790802001953","2.2984790802001953"
"220000","2.3008205890655518","2.3008205890655518","2.3008205890655518"
"221000","2.301170825958252","2.301170825958252","2.301170825958252"
"222000","2.301257848739624","2.301257848739624","2.301257848739624"
"223000","2.3002116680145264","2.3002116680145264","2.3002116680145264"
"224000","2.300611734390259","2.300611734390259","2.300611734390259"
"225000","2.301140069961548","2.301140069961548","2.301140069961548"
"226000","2.3020215034484863","2.3020215034484863","2.3020215034484863"
"227000","2.296647310256958","2.296647310256958","2.296647310256958"
"228000","2.297805070877075","2.297805070877075","2.297805070877075"
"229000","2.297656536102295","2.297656536102295","2.297656536102295"
"230000","2.298184633255005","2.298184633255005","2.298184633255005"
"231000","2.293201208114624","2.293201208114624","2.293201208114624"
"232000","2.2999725341796875","2.2999725341796875","2.2999725341796875"
"233000","2.293025016784668","2.293025016784668","2.293025016784668"
"234000","2.299438714981079","2.299438714981079","2.299438714981079"
"235000","2.2994699478149414","2.2994699478149414","2.2994699478149414"
"236000","2.2979235649108887","2.2979235649108887","2.2979235649108887"
"237000","2.3018405437469482","2.3018405437469482","2.3018405437469482"
"238000","2.3002893924713135","2.3002893924713135","2.3002893924713135"
"239000","2.299438714981079","2.299438714981079","2.299438714981079"
"240000","2.3022632598876953","2.3022632598876953","2.3022632598876953"
"241000","2.299295425415039","2.299295425415039","2.299295425415039"
"242000","2.3033509254455566","2.3033509254455566","2.3033509254455566"
"243000","2.30080509185791","2.30080509185791","2.30080509185791"
"244000","2.2994296550750732","2.2994296550750732","2.2994296550750732"
"246000","2.29284930229187","2.29284930229187","2.29284930229187"
"247000","2.295764684677124","2.295764684677124","2.295764684677124"
"248000","2.290503978729248","2.290503978729248","2.290503978729248"
"249000","2.3005588054656982","2.3005588054656982","2.3005588054656982"
"250000","2.29529070854187","2.29529070854187","2.29529070854187"
"251000","2.2962162494659424","2.2962162494659424","2.2962162494659424"
"252000","2.292651891708374","2.292651891708374","2.292651891708374"
"253000","2.2978081703186035","2.2978081703186035","2.2978081703186035"
"254000","2.2932288646698","2.2932288646698","2.2932288646698"
"255000","2.29630446434021","2.29630446434021","2.29630446434021"
"256000","2.2874326705932617","2.2874326705932617","2.2874326705932617"
"257000","2.2952544689178467","2.2952544689178467","2.2952544689178467"
"258000","2.2938785552978516","2.2938785552978516","2.2938785552978516"
"259000","2.294250965118408","2.294250965118408","2.294250965118408"
"260000","2.2991127967834473","2.2991127967834473","2.2991127967834473"
"261000","2.300011396408081","2.300011396408081","2.300011396408081"
"262000","2.2960643768310547","2.2960643768310547","2.2960643768310547"
"263000","2.292830467224121","2.292830467224121","2.292830467224121"
"264000","2.2981204986572266","2.2981204986572266","2.2981204986572266"
"265000","2.295336961746216","2.295336961746216","2.295336961746216"
"266000","2.2938992977142334","2.2938992977142334","2.2938992977142334"
"267000","2.2972536087036133","2.2972536087036133","2.2972536087036133"
"268000","2.295630693435669","2.295630693435669","2.295630693435669"
"269000","2.289980411529541","2.289980411529541","2.289980411529541"
"270000","2.2932872772216797","2.2932872772216797","2.2932872772216797"
"271000","2.291890859603882","2.291890859603882","2.291890859603882"
"272000","2.29404878616333","2.29404878616333","2.29404878616333"
"273000","2.2991812229156494","2.2991812229156494","2.2991812229156494"
"274000","2.2899129390716553","2.2899129390716553","2.2899129390716553"
"275000","2.2942042350769043","2.2942042350769043","2.2942042350769043"
"276000","2.288701057434082","2.288701057434082","2.288701057434082"
"277000","2.2927286624908447","2.2927286624908447","2.2927286624908447"
"278000","2.293097972869873","2.293097972869873","2.293097972869873"
"279000","2.2926599979400635","2.2926599979400635","2.2926599979400635"
"280000","2.292562484741211","2.292562484741211","2.292562484741211"
"281000","2.28774356842041","2.28774356842041","2.28774356842041"
"282000","2.292818307876587","2.292818307876587","2.292818307876587"
"283000","2.29304838180542","2.29304838180542","2.29304838180542"
"284000","2.2824578285217285","2.2824578285217285","2.2824578285217285"
"285000","2.2862462997436523","2.2862462997436523","2.2862462997436523"
"286000","2.2962117195129395","2.2962117195129395","2.2962117195129395"
"287000","2.2937893867492676","2.2937893867492676","2.2937893867492676"
"288000","2.28741455078125","2.28741455078125","2.28741455078125"
"289000","2.289480686187744","2.289480686187744","2.289480686187744"
"290000","2.293893337249756","2.293893337249756","2.293893337249756"
"291000","2.291876792907715","2.291876792907715","2.291876792907715"
"292000","2.288959503173828","2.288959503173828","2.288959503173828"
"293000","2.2901053428649902","2.2901053428649902","2.2901053428649902"
"294000","2.290656566619873","2.290656566619873","2.290656566619873"
"295000","2.28477144241333","2.28477144241333","2.28477144241333"
"296000","2.288097381591797","2.288097381591797","2.288097381591797"
"297000","2.284633159637451","2.284633159637451","2.284633159637451"
"298000","2.2908284664154053","2.2908284664154053","2.2908284664154053"
"299000","2.28659987449646","2.28659987449646","2.28659987449646"
"300000","2.2859749794006348","2.2859749794006348","2.2859749794006348"
"301000","2.291011333465576","2.291011333465576","2.291011333465576"
"302000","2.288003444671631","2.288003444671631","2.288003444671631"
"303000","2.292464017868042","2.292464017868042","2.292464017868042"
"304000","2.2956504821777344","2.2956504821777344","2.2956504821777344"
"305000","2.289238452911377","2.289238452911377","2.289238452911377"
"306000","2.2896859645843506","2.2896859645843506","2.2896859645843506"
"307000","2.2895984649658203","2.2895984649658203","2.2895984649658203"
"308000","2.2855918407440186","2.2855918407440186","2.2855918407440186"
"309000","2.2875375747680664","2.2875375747680664","2.2875375747680664"
"310000","2.284325122833252","2.284325122833252","2.284325122833252"
"311000","2.287281036376953","2.287281036376953","2.287281036376953"
"312000","2.2829227447509766","2.2829227447509766","2.2829227447509766"
"313000","2.285841703414917","2.285841703414917","2.285841703414917"
"314000","2.2789306640625","2.2789306640625","2.2789306640625"
"315000","2.2858362197875977","2.2858362197875977","2.2858362197875977"
"316000","2.2863073348999023","2.2863073348999023","2.2863073348999023"
"317000","2.2846245765686035","2.2846245765686035","2.2846245765686035"
"318000","2.2825520038604736","2.2825520038604736","2.2825520038604736"
"319000","2.288944721221924","2.288944721221924","2.288944721221924"
"320000","2.286614418029785","2.286614418029785","2.286614418029785"
"321000","2.2838082313537598","2.2838082313537598","2.2838082313537598"
"322000","2.282472848892212","2.282472848892212","2.282472848892212"
"323000","2.284862995147705","2.284862995147705","2.284862995147705"
"324000","2.281526803970337","2.281526803970337","2.281526803970337"
"325000","2.2814629077911377","2.2814629077911377","2.2814629077911377"
"326000","2.2810826301574707","2.2810826301574707","2.2810826301574707"
"327000","2.2839624881744385","2.2839624881744385","2.2839624881744385"
"328000","2.2848706245422363","2.2848706245422363","2.2848706245422363"
"329000","2.279496192932129","2.279496192932129","2.279496192932129"
"330000","2.2831871509552","2.2831871509552","2.2831871509552"
"331000","2.284147024154663","2.284147024154663","2.284147024154663"
"332000","2.284482717514038","2.284482717514038","2.284482717514038"
"333000","2.2825284004211426","2.2825284004211426","2.2825284004211426"
"334000","2.2919092178344727","2.2919092178344727","2.2919092178344727"
"335000","2.287670135498047","2.287670135498047","2.287670135498047"
"336000","2.2810680866241455","2.2810680866241455","2.2810680866241455"
"337000","2.279024362564087","2.279024362564087","2.279024362564087"
"338000","2.2783596515655518","2.2783596515655518","2.2783596515655518"
"339000","2.2796192169189453","2.2796192169189453","2.2796192169189453"
"340000","2.280017852783203","2.280017852783203","2.280017852783203"
"341000","2.276726484298706","2.276726484298706","2.276726484298706"
"342000","2.2802600860595703","2.2802600860595703","2.2802600860595703"
"343000","2.27671217918396","2.27671217918396","2.27671217918396"
"344000","2.2804808616638184","2.2804808616638184","2.2804808616638184"
"345000","2.2809391021728516","2.2809391021728516","2.2809391021728516"
"346000","2.280334711074829","2.280334711074829","2.280334711074829"
"347000","2.275113105773926","2.275113105773926","2.275113105773926"
"348000","2.275801420211792","2.275801420211792","2.275801420211792"
"349000","2.2812678813934326","2.2812678813934326","2.2812678813934326"
"350000","2.278589963912964","2.278589963912964","2.278589963912964"
"351000","2.2738125324249268","2.2738125324249268","2.2738125324249268"
"352000","2.2773594856262207","2.2773594856262207","2.2773594856262207"
"353000","2.274083137512207","2.274083137512207","2.274083137512207"
"354000","2.278318405151367","2.278318405151367","2.278318405151367"
"355000","2.284095287322998","2.284095287322998","2.284095287322998"
"356000","2.2774744033813477","2.2774744033813477","2.2774744033813477"
"357000","2.2756593227386475","2.2756593227386475","2.2756593227386475"
"358000","2.2814126014709473","2.2814126014709473","2.2814126014709473"
"359000","2.2752389907836914","2.2752389907836914","2.2752389907836914"
"360000","2.274277448654175","2.274277448654175","2.274277448654175"
"361000","2.279850959777832","2.279850959777832","2.279850959777832"
"362000","2.275704860687256","2.275704860687256","2.275704860687256"
"363000","2.2798948287963867","2.2798948287963867","2.2798948287963867"
"364000","2.2714314460754395","2.2714314460754395","2.2714314460754395"
"365000","2.2735559940338135","2.2735559940338135","2.2735559940338135"
"366000","2.2802412509918213","2.2802412509918213","2.2802412509918213"
"367000","2.2771403789520264","2.2771403789520264","2.2771403789520264"
"368000","2.2752740383148193","2.2752740383148193","2.2752740383148193"
"369000","2.274160861968994","2.274160861968994","2.274160861968994"
"370000","2.2717533111572266","2.2717533111572266","2.2717533111572266"
"371000","2.271766424179077","2.271766424179077","2.271766424179077"
"372000","2.275923728942871","2.275923728942871","2.275923728942871"
"373000","2.272939682006836","2.272939682006836","2.272939682006836"
"374000","2.275942802429199","2.275942802429199","2.275942802429199"
"375000","2.273365020751953","2.273365020751953","2.273365020751953"
"376000","2.2787723541259766","2.2787723541259766","2.2787723541259766"
"377000","2.2719292640686035","2.2719292640686035","2.2719292640686035"
"378000","2.27044677734375","2.27044677734375","2.27044677734375"
"379000","2.277003765106201","2.277003765106201","2.277003765106201"
"380000","2.2741920948028564","2.2741920948028564","2.2741920948028564"
"381000","2.268677234649658","2.268677234649658","2.268677234649658"
"382000","2.2724530696868896","2.2724530696868896","2.2724530696868896"
"383000","2.2727930545806885","2.2727930545806885","2.2727930545806885"
"384000","2.2683746814727783","2.2683746814727783","2.2683746814727783"
"385000","2.269629716873169","2.269629716873169","2.269629716873169"
"386000","2.272120237350464","2.272120237350464","2.272120237350464"
"387000","2.2703723907470703","2.2703723907470703","2.2703723907470703"
"388000","2.2708868980407715","2.2708868980407715","2.2708868980407715"
"389000","2.2692577838897705","2.2692577838897705","2.2692577838897705"
"390000","2.2696995735168457","2.2696995735168457","2.2696995735168457"
"391000","2.2733211517333984","2.2733211517333984","2.2733211517333984"
"392000","2.267033576965332","2.267033576965332","2.267033576965332"
"393000","2.2691562175750732","2.2691562175750732","2.2691562175750732"
"394000","2.266307830810547","2.266307830810547","2.266307830810547"
"395000","2.2668983936309814","2.2668983936309814","2.2668983936309814"
"396000","2.2660417556762695","2.2660417556762695","2.2660417556762695"
"397000","2.2690670490264893","2.2690670490264893","2.2690670490264893"
"398000","2.267087697982788","2.267087697982788","2.267087697982788"
"399000","2.2712762355804443","2.2712762355804443","2.2712762355804443"
"400000","2.2650046348571777","2.2650046348571777","2.2650046348571777"
"401000","2.2654337882995605","2.2654337882995605","2.2654337882995605"
"402000","2.26544189453125","2.26544189453125","2.26544189453125"
"403000","2.2679738998413086","2.2679738998413086","2.2679738998413086"
"404000","2.2660863399505615","2.2660863399505615","2.2660863399505615"
"405000","2.2673697471618652","2.2673697471618652","2.2673697471618652"
"406000","2.2697360515594482","2.2697360515594482","2.2697360515594482"
"407000","2.272810697555542","2.272810697555542","2.272810697555542"
"408000","2.2682583332061768","2.2682583332061768","2.2682583332061768"
"409000","2.265838861465454","2.265838861465454","2.265838861465454"
"410000","2.268064498901367","2.268064498901367","2.268064498901367"
"411000","2.2657511234283447","2.2657511234283447","2.2657511234283447"
"412000","2.26255202293396","2.26255202293396","2.26255202293396"
"413000","2.265301465988159","2.265301465988159","2.265301465988159"
"414000","2.2670657634735107","2.2670657634735107","2.2670657634735107"
"415000","2.2672300338745117","2.2672300338745117","2.2672300338745117"
"416000","2.2648637294769287","2.2648637294769287","2.2648637294769287"
"417000","2.2651097774505615","2.2651097774505615","2.2651097774505615"
"418000","2.263669013977051","2.263669013977051","2.263669013977051"
"419000","2.268263816833496","2.268263816833496","2.268263816833496"
"420000","2.2655835151672363","2.2655835151672363","2.2655835151672363"
"421000","2.2633869647979736","2.2633869647979736","2.2633869647979736"
"422000","2.2653627395629883","2.2653627395629883","2.2653627395629883"
"423000","2.2679247856140137","2.2679247856140137","2.2679247856140137"
"424000","2.260941743850708","2.260941743850708","2.260941743850708"
"425000","2.2653870582580566","2.2653870582580566","2.2653870582580566"
"426000","2.2640175819396973","2.2640175819396973","2.2640175819396973"
"427000","2.2632131576538086","2.2632131576538086","2.2632131576538086"
"428000","2.2677855491638184","2.2677855491638184","2.2677855491638184"
"429000","2.2616004943847656","2.2616004943847656","2.2616004943847656"
"430000","2.2636542320251465","2.2636542320251465","2.2636542320251465"
"431000","2.26298451423645","2.26298451423645","2.26298451423645"
"432000","2.268761396408081","2.268761396408081","2.268761396408081"
"433000","2.2600934505462646","2.2600934505462646","2.2600934505462646"
"434000","2.262017250061035","2.262017250061035","2.262017250061035"
"435000","2.26070237159729","2.26070237159729","2.26070237159729"
"436000","2.2598226070404053","2.2598226070404053","2.2598226070404053"
"437000","2.264531135559082","2.264531135559082","2.264531135559082"
"438000","2.2629315853118896","2.2629315853118896","2.2629315853118896"
"439000","2.2634613513946533","2.2634613513946533","2.2634613513946533"
"440000","2.2621195316314697","2.2621195316314697","2.2621195316314697"
"441000","2.264617443084717","2.264617443084717","2.264617443084717"
"442000","2.264073371887207","2.264073371887207","2.264073371887207"
"443000","2.264768362045288","2.264768362045288","2.264768362045288"
"444000","2.2588374614715576","2.2588374614715576","2.2588374614715576"
"445000","2.2644078731536865","2.2644078731536865","2.2644078731536865"
"446000","2.2616677284240723","2.2616677284240723","2.2616677284240723"
"449000","2.264368772506714","2.264368772506714","2.264368772506714"
"450000","2.26092529296875","2.26092529296875","2.26092529296875"
"451000","2.2574751377105713","2.2574751377105713","2.2574751377105713"
"452000","2.2590043544769287","2.2590043544769287","2.2590043544769287"
"453000","2.263162851333618","2.263162851333618","2.263162851333618"
