"Step","Group: OLMo-1B - eval/v2-small-mc4_en-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v2-small-mc4_en-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v2-small-mc4_en-validation/CrossEntropyLoss__MAX"
"453000","2.426717519760132","2.426717519760132","2.426717519760132"
"454000","2.4265029430389404","2.4265029430389404","2.4265029430389404"
"455000","2.4274892807006836","2.4274892807006836","2.4274892807006836"
"456000","2.4284157752990723","2.4284157752990723","2.4284157752990723"
"457000","2.4261369705200195","2.4261369705200195","2.4261369705200195"
"458000","2.427032947540283","2.427032947540283","2.427032947540283"
"459000","2.42585825920105","2.42585825920105","2.42585825920105"
"460000","2.425450325012207","2.425450325012207","2.425450325012207"
"461000","2.423720359802246","2.423720359802246","2.423720359802246"
"462000","2.4247398376464844","2.4247398376464844","2.4247398376464844"
"463000","2.425138235092163","2.425138235092163","2.425138235092163"
"464000","2.425184488296509","2.425184488296509","2.425184488296509"
"465000","2.4263904094696045","2.4263904094696045","2.4263904094696045"
"466000","2.4247381687164307","2.4247381687164307","2.4247381687164307"
"467000","2.4224324226379395","2.4224324226379395","2.4224324226379395"
"468000","2.424024820327759","2.424024820327759","2.424024820327759"
"469000","2.423398733139038","2.423398733139038","2.423398733139038"
"470000","2.4235875606536865","2.4235875606536865","2.4235875606536865"
"471000","2.4241585731506348","2.4241585731506348","2.4241585731506348"
"472000","2.420400381088257","2.420400381088257","2.420400381088257"
"473000","2.4215219020843506","2.4215219020843506","2.4215219020843506"
"474000","2.4219775199890137","2.4219775199890137","2.4219775199890137"
"475000","2.423898220062256","2.423898220062256","2.423898220062256"
"476000","2.4230144023895264","2.4230144023895264","2.4230144023895264"
"477000","2.4229166507720947","2.4229166507720947","2.4229166507720947"
"478000","2.421731472015381","2.421731472015381","2.421731472015381"
"479000","2.42136812210083","2.42136812210083","2.42136812210083"
"480000","2.422722578048706","2.422722578048706","2.422722578048706"
"481000","2.4215457439422607","2.4215457439422607","2.4215457439422607"
"482000","2.419407367706299","2.419407367706299","2.419407367706299"
"483000","2.42035174369812","2.42035174369812","2.42035174369812"
"484000","2.4182705879211426","2.4182705879211426","2.4182705879211426"
"485000","2.420132875442505","2.420132875442505","2.420132875442505"
"486000","2.4198544025421143","2.4198544025421143","2.4198544025421143"
"487000","2.4181840419769287","2.4181840419769287","2.4181840419769287"
"488000","2.4181582927703857","2.4181582927703857","2.4181582927703857"
"489000","2.419358253479004","2.419358253479004","2.419358253479004"
"490000","2.4199886322021484","2.4199886322021484","2.4199886322021484"
"491000","2.4178824424743652","2.4178824424743652","2.4178824424743652"
"492000","2.4196653366088867","2.4196653366088867","2.4196653366088867"
"493000","2.416940212249756","2.416940212249756","2.416940212249756"
"494000","2.419936418533325","2.419936418533325","2.419936418533325"
"495000","2.4188694953918457","2.4188694953918457","2.4188694953918457"
"496000","2.418181896209717","2.418181896209717","2.418181896209717"
"497000","2.417505979537964","2.417505979537964","2.417505979537964"
"498000","2.4172229766845703","2.4172229766845703","2.4172229766845703"
"499000","2.4163200855255127","2.4163200855255127","2.4163200855255127"
"500000","2.4185266494750977","2.4185266494750977","2.4185266494750977"
"501000","2.417156934738159","2.417156934738159","2.417156934738159"
"502000","2.4153575897216797","2.4153575897216797","2.4153575897216797"
"503000","2.4168219566345215","2.4168219566345215","2.4168219566345215"
"504000","2.417301654815674","2.417301654815674","2.417301654815674"
"505000","2.4159200191497803","2.4159200191497803","2.4159200191497803"
"506000","2.41731595993042","2.41731595993042","2.41731595993042"
"507000","2.415360689163208","2.415360689163208","2.415360689163208"
"508000","2.4159231185913086","2.4159231185913086","2.4159231185913086"
"509000","2.4140548706054688","2.4140548706054688","2.4140548706054688"
"510000","2.416835308074951","2.416835308074951","2.416835308074951"
"511000","2.4142963886260986","2.4142963886260986","2.4142963886260986"
"512000","2.4135050773620605","2.4135050773620605","2.4135050773620605"
"513000","2.4147696495056152","2.4147696495056152","2.4147696495056152"
"514000","2.4143733978271484","2.4143733978271484","2.4143733978271484"
"515000","2.4128963947296143","2.4128963947296143","2.4128963947296143"
"516000","2.412843942642212","2.412843942642212","2.412843942642212"
"517000","2.412814140319824","2.412814140319824","2.412814140319824"
"518000","2.4134390354156494","2.4134390354156494","2.4134390354156494"
"519000","2.412463903427124","2.412463903427124","2.412463903427124"
"520000","2.4126663208007812","2.4126663208007812","2.4126663208007812"
"521000","2.4127562046051025","2.4127562046051025","2.4127562046051025"
"522000","2.4131317138671875","2.4131317138671875","2.4131317138671875"
"523000","2.4140288829803467","2.4140288829803467","2.4140288829803467"
"524000","2.4122543334960938","2.4122543334960938","2.4122543334960938"
"525000","2.412919044494629","2.412919044494629","2.412919044494629"
"526000","2.4103281497955322","2.4103281497955322","2.4103281497955322"
"527000","2.4141314029693604","2.4141314029693604","2.4141314029693604"
"528000","2.4101805686950684","2.4101805686950684","2.4101805686950684"
"529000","2.412665605545044","2.412665605545044","2.412665605545044"
"530000","2.4114737510681152","2.4114737510681152","2.4114737510681152"
"531000","2.4133224487304688","2.4133224487304688","2.4133224487304688"
"532000","2.4100518226623535","2.4100518226623535","2.4100518226623535"
"533000","2.409285306930542","2.409285306930542","2.409285306930542"
"534000","2.4104068279266357","2.4104068279266357","2.4104068279266357"
"535000","2.4101598262786865","2.4101598262786865","2.4101598262786865"
"536000","2.4104952812194824","2.4104952812194824","2.4104952812194824"
"537000","2.409654140472412","2.409654140472412","2.409654140472412"
"538000","2.409287452697754","2.409287452697754","2.409287452697754"
"539000","2.408869504928589","2.408869504928589","2.408869504928589"
"540000","2.4101173877716064","2.4101173877716064","2.4101173877716064"
"541000","2.4079301357269287","2.4079301357269287","2.4079301357269287"
"542000","2.408925771713257","2.408925771713257","2.408925771713257"
"543000","2.4068777561187744","2.4068777561187744","2.4068777561187744"
"544000","2.408437490463257","2.408437490463257","2.408437490463257"
"545000","2.4090442657470703","2.4090442657470703","2.4090442657470703"
"546000","2.4073615074157715","2.4073615074157715","2.4073615074157715"
"547000","2.409071922302246","2.409071922302246","2.409071922302246"
"548000","2.4096767902374268","2.4096767902374268","2.4096767902374268"
"549000","2.405977487564087","2.405977487564087","2.405977487564087"
"550000","2.4059460163116455","2.4059460163116455","2.4059460163116455"
"551000","2.4061975479125977","2.4061975479125977","2.4061975479125977"
"552000","2.4063405990600586","2.4063405990600586","2.4063405990600586"
"553000","2.4064157009124756","2.4064157009124756","2.4064157009124756"
"554000","2.406132936477661","2.406132936477661","2.406132936477661"
"555000","2.406949996948242","2.406949996948242","2.406949996948242"
"556000","2.4053232669830322","2.4053232669830322","2.4053232669830322"
"557000","2.406947135925293","2.406947135925293","2.406947135925293"
"558000","2.4056646823883057","2.4056646823883057","2.4056646823883057"
"559000","2.404909133911133","2.404909133911133","2.404909133911133"
"560000","2.4031031131744385","2.4031031131744385","2.4031031131744385"
"561000","2.4039053916931152","2.4039053916931152","2.4039053916931152"
"562000","2.40413236618042","2.40413236618042","2.40413236618042"
"563000","2.4045932292938232","2.4045932292938232","2.4045932292938232"
"564000","2.4046263694763184","2.4046263694763184","2.4046263694763184"
"565000","2.404764175415039","2.404764175415039","2.404764175415039"
"566000","2.4049322605133057","2.4049322605133057","2.4049322605133057"
"567000","2.402876377105713","2.402876377105713","2.402876377105713"
"568000","2.402853488922119","2.402853488922119","2.402853488922119"
"569000","2.4021639823913574","2.4021639823913574","2.4021639823913574"
"570000","2.402108669281006","2.402108669281006","2.402108669281006"
"571000","2.4031364917755127","2.4031364917755127","2.4031364917755127"
"572000","2.4035563468933105","2.4035563468933105","2.4035563468933105"
"573000","2.403769016265869","2.403769016265869","2.403769016265869"
"574000","2.402885913848877","2.402885913848877","2.402885913848877"
"575000","2.4020144939422607","2.4020144939422607","2.4020144939422607"
"576000","2.40262508392334","2.40262508392334","2.40262508392334"
"577000","2.4012763500213623","2.4012763500213623","2.4012763500213623"
"578000","2.4022178649902344","2.4022178649902344","2.4022178649902344"
"579000","2.403485059738159","2.403485059738159","2.403485059738159"
"580000","2.402397871017456","2.402397871017456","2.402397871017456"
"581000","2.4012796878814697","2.4012796878814697","2.4012796878814697"
"582000","2.400566816329956","2.400566816329956","2.400566816329956"
"583000","2.4004604816436768","2.4004604816436768","2.4004604816436768"
"584000","2.400228500366211","2.400228500366211","2.400228500366211"
"585000","2.4003286361694336","2.4003286361694336","2.4003286361694336"
"586000","2.4014904499053955","2.4014904499053955","2.4014904499053955"
"587000","2.3992505073547363","2.3992505073547363","2.3992505073547363"
"588000","2.399181842803955","2.399181842803955","2.399181842803955"
"589000","2.4012012481689453","2.4012012481689453","2.4012012481689453"
"590000","2.399773359298706","2.399773359298706","2.399773359298706"
"591000","2.3993358612060547","2.3993358612060547","2.3993358612060547"
"592000","2.399675130844116","2.399675130844116","2.399675130844116"
"593000","2.399183750152588","2.399183750152588","2.399183750152588"
"594000","2.3982021808624268","2.3982021808624268","2.3982021808624268"
"595000","2.3988232612609863","2.3988232612609863","2.3988232612609863"
"596000","2.3993113040924072","2.3993113040924072","2.3993113040924072"
"597000","2.39836049079895","2.39836049079895","2.39836049079895"
"598000","2.396155834197998","2.396155834197998","2.396155834197998"
"599000","2.397892951965332","2.397892951965332","2.397892951965332"
"600000","2.397024154663086","2.397024154663086","2.397024154663086"
"601000","2.3972012996673584","2.3972012996673584","2.3972012996673584"
"602000","2.397355794906616","2.397355794906616","2.397355794906616"
"603000","2.3981809616088867","2.3981809616088867","2.3981809616088867"
"604000","2.396603584289551","2.396603584289551","2.396603584289551"
"605000","2.3986074924468994","2.3986074924468994","2.3986074924468994"
"606000","2.3977293968200684","2.3977293968200684","2.3977293968200684"
"607000","2.3970954418182373","2.3970954418182373","2.3970954418182373"
"608000","2.3973147869110107","2.3973147869110107","2.3973147869110107"
"609000","2.394901752471924","2.394901752471924","2.394901752471924"
"610000","2.3947606086730957","2.3947606086730957","2.3947606086730957"
"611000","2.39485502243042","2.39485502243042","2.39485502243042"
"612000","2.395820140838623","2.395820140838623","2.395820140838623"
"613000","2.395310640335083","2.395310640335083","2.395310640335083"
"614000","2.3952066898345947","2.3952066898345947","2.3952066898345947"
"615000","2.3947508335113525","2.3947508335113525","2.3947508335113525"
"616000","2.396495819091797","2.396495819091797","2.396495819091797"
"617000","2.3948216438293457","2.3948216438293457","2.3948216438293457"
"618000","2.395552635192871","2.395552635192871","2.395552635192871"
"619000","2.3938302993774414","2.3938302993774414","2.3938302993774414"
"620000","2.395744800567627","2.395744800567627","2.395744800567627"
"621000","2.393101692199707","2.393101692199707","2.393101692199707"
"622000","2.393068552017212","2.393068552017212","2.393068552017212"
"623000","2.393857717514038","2.393857717514038","2.393857717514038"
"624000","2.3951315879821777","2.3951315879821777","2.3951315879821777"
"625000","2.396352529525757","2.396352529525757","2.396352529525757"
"626000","2.3940534591674805","2.3940534591674805","2.3940534591674805"
"627000","2.3933632373809814","2.3933632373809814","2.3933632373809814"
"628000","2.3928656578063965","2.3928656578063965","2.3928656578063965"
"629000","2.3930275440216064","2.3930275440216064","2.3930275440216064"
"630000","2.394010305404663","2.394010305404663","2.394010305404663"
"631000","2.3932480812072754","2.3932480812072754","2.3932480812072754"
"632000","2.3937528133392334","2.3937528133392334","2.3937528133392334"
"633000","2.3919167518615723","2.3919167518615723","2.3919167518615723"
"634000","2.392580986022949","2.392580986022949","2.392580986022949"
"635000","2.3923354148864746","2.3923354148864746","2.3923354148864746"
"636000","2.3909120559692383","2.3909120559692383","2.3909120559692383"
"637000","2.3914413452148438","2.3914413452148438","2.3914413452148438"
"638000","2.392458915710449","2.392458915710449","2.392458915710449"
"639000","2.3921430110931396","2.3921430110931396","2.3921430110931396"
"640000","2.3918426036834717","2.3918426036834717","2.3918426036834717"
"641000","2.392479658126831","2.392479658126831","2.392479658126831"
"642000","2.3908629417419434","2.3908629417419434","2.3908629417419434"
"643000","2.3912389278411865","2.3912389278411865","2.3912389278411865"
"644000","2.3916568756103516","2.3916568756103516","2.3916568756103516"
"645000","2.3916776180267334","2.3916776180267334","2.3916776180267334"
"646000","2.391059637069702","2.391059637069702","2.391059637069702"
"647000","2.393468141555786","2.393468141555786","2.393468141555786"
"648000","2.3901987075805664","2.3901987075805664","2.3901987075805664"
"649000","2.3914129734039307","2.3914129734039307","2.3914129734039307"
"650000","2.3897275924682617","2.3897275924682617","2.3897275924682617"
"651000","2.3899688720703125","2.3899688720703125","2.3899688720703125"
"652000","2.3892464637756348","2.3892464637756348","2.3892464637756348"
"653000","2.3890838623046875","2.3890838623046875","2.3890838623046875"
"654000","2.3892908096313477","2.3892908096313477","2.3892908096313477"
"655000","2.3898162841796875","2.3898162841796875","2.3898162841796875"
"656000","2.3895180225372314","2.3895180225372314","2.3895180225372314"
"657000","2.3881051540374756","2.3881051540374756","2.3881051540374756"
"658000","2.388044834136963","2.388044834136963","2.388044834136963"
"659000","2.388622283935547","2.388622283935547","2.388622283935547"
"660000","2.3884451389312744","2.3884451389312744","2.3884451389312744"
"661000","2.3883442878723145","2.3883442878723145","2.3883442878723145"
"662000","2.3901193141937256","2.3901193141937256","2.3901193141937256"
"663000","2.388564348220825","2.388564348220825","2.388564348220825"
"664000","2.3887715339660645","2.3887715339660645","2.3887715339660645"
"665000","2.388000965118408","2.388000965118408","2.388000965118408"
"666000","2.3869857788085938","2.3869857788085938","2.3869857788085938"
"667000","2.387819290161133","2.387819290161133","2.387819290161133"
"668000","2.3878426551818848","2.3878426551818848","2.3878426551818848"
"669000","2.3891611099243164","2.3891611099243164","2.3891611099243164"
"670000","2.3871357440948486","2.3871357440948486","2.3871357440948486"
"671000","2.3885250091552734","2.3885250091552734","2.3885250091552734"
"672000","2.3883962631225586","2.3883962631225586","2.3883962631225586"
"673000","2.387355089187622","2.387355089187622","2.387355089187622"
"674000","2.3859872817993164","2.3859872817993164","2.3859872817993164"
"675000","2.3868494033813477","2.3868494033813477","2.3868494033813477"
"676000","2.387247323989868","2.387247323989868","2.387247323989868"
"677000","2.3863086700439453","2.3863086700439453","2.3863086700439453"
"678000","2.3863956928253174","2.3863956928253174","2.3863956928253174"
"679000","2.385327100753784","2.385327100753784","2.385327100753784"
"680000","2.386246681213379","2.386246681213379","2.386246681213379"
"681000","2.387077569961548","2.387077569961548","2.387077569961548"
"682000","2.386958360671997","2.386958360671997","2.386958360671997"
"683000","2.3868958950042725","2.3868958950042725","2.3868958950042725"
"684000","2.387610673904419","2.387610673904419","2.387610673904419"
"685000","2.387714385986328","2.387714385986328","2.387714385986328"
"686000","2.3881077766418457","2.3881077766418457","2.3881077766418457"
"687000","2.387568950653076","2.387568950653076","2.387568950653076"
"688000","2.387727975845337","2.387727975845337","2.387727975845337"
"689000","2.386915445327759","2.386915445327759","2.386915445327759"
"690000","2.385793685913086","2.385793685913086","2.385793685913086"
"691000","2.3864808082580566","2.3864808082580566","2.3864808082580566"
"692000","2.385951519012451","2.385951519012451","2.385951519012451"
"693000","2.385889768600464","2.385889768600464","2.385889768600464"
"694000","2.3852627277374268","2.3852627277374268","2.3852627277374268"
"695000","2.3849844932556152","2.3849844932556152","2.3849844932556152"
"696000","2.3857932090759277","2.3857932090759277","2.3857932090759277"
"697000","2.3860833644866943","2.3860833644866943","2.3860833644866943"
"698000","2.3857650756835938","2.3857650756835938","2.3857650756835938"
"699000","2.3854241371154785","2.3854241371154785","2.3854241371154785"
"700000","2.3850996494293213","2.3850996494293213","2.3850996494293213"
"701000","2.3843936920166016","2.3843936920166016","2.3843936920166016"
"702000","2.3861618041992188","2.3861618041992188","2.3861618041992188"
"703000","2.3856658935546875","2.3856658935546875","2.3856658935546875"
"704000","2.3856589794158936","2.3856589794158936","2.3856589794158936"
"705000","2.386601686477661","2.386601686477661","2.386601686477661"
"706000","2.3856048583984375","2.3856048583984375","2.3856048583984375"
"707000","2.384115219116211","2.384115219116211","2.384115219116211"
"708000","2.3855552673339844","2.3855552673339844","2.3855552673339844"
"709000","2.385009527206421","2.385009527206421","2.385009527206421"
"710000","2.3831913471221924","2.3831913471221924","2.3831913471221924"
"711000","2.3841681480407715","2.3841681480407715","2.3841681480407715"
"712000","2.383148670196533","2.383148670196533","2.383148670196533"
"713000","2.3841745853424072","2.3841745853424072","2.3841745853424072"
"714000","2.3847882747650146","2.3847882747650146","2.3847882747650146"
"715000","2.385498285293579","2.385498285293579","2.385498285293579"
"716000","2.384626865386963","2.384626865386963","2.384626865386963"
"717000","2.3855674266815186","2.3855674266815186","2.3855674266815186"
"718000","2.3849034309387207","2.3849034309387207","2.3849034309387207"
"719000","2.3841803073883057","2.3841803073883057","2.3841803073883057"
"720000","2.3853886127471924","2.3853886127471924","2.3853886127471924"
"721000","2.38423490524292","2.38423490524292","2.38423490524292"
"722000","2.3845527172088623","2.3845527172088623","2.3845527172088623"
"723000","2.3840606212615967","2.3840606212615967","2.3840606212615967"
"724000","2.385749340057373","2.385749340057373","2.385749340057373"
"725000","2.38493275642395","2.38493275642395","2.38493275642395"
"726000","2.3847756385803223","2.3847756385803223","2.3847756385803223"
"727000","2.3848841190338135","2.3848841190338135","2.3848841190338135"
"728000","2.3849215507507324","2.3849215507507324","2.3849215507507324"
"729000","2.38582444190979","2.38582444190979","2.38582444190979"
"730000","2.3853225708007812","2.3853225708007812","2.3853225708007812"
"731000","2.384018898010254","2.384018898010254","2.384018898010254"
"732000","2.3852486610412598","2.3852486610412598","2.3852486610412598"
"733000","2.384040355682373","2.384040355682373","2.384040355682373"
"734000","2.3843178749084473","2.3843178749084473","2.3843178749084473"
"735000","2.3838024139404297","2.3838024139404297","2.3838024139404297"
"736000","2.3849472999572754","2.3849472999572754","2.3849472999572754"
"737000","2.3840832710266113","2.3840832710266113","2.3840832710266113"
"738000","2.385962724685669","2.385962724685669","2.385962724685669"
