"Step","Group: OLMo-1B - eval/v3-small-dolma_common-crawl-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v3-small-dolma_common-crawl-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v3-small-dolma_common-crawl-validation/CrossEntropyLoss__MAX"
"131000","2.712468147277832","2.712468147277832","2.712468147277832"
"132000","2.7107768058776855","2.7107768058776855","2.7107768058776855"
"133000","2.7109627723693848","2.7109627723693848","2.7109627723693848"
"134000","2.709873914718628","2.709873914718628","2.709873914718628"
"135000","2.708664655685425","2.708664655685425","2.708664655685425"
"136000","2.70755934715271","2.70755934715271","2.70755934715271"
"137000","2.70913028717041","2.70913028717041","2.70913028717041"
"138000","2.7072465419769287","2.7072465419769287","2.7072465419769287"
"139000","2.7076258659362793","2.7076258659362793","2.7076258659362793"
"140000","2.706418514251709","2.706418514251709","2.706418514251709"
"141000","2.7051608562469482","2.7051608562469482","2.7051608562469482"
"142000","2.703840732574463","2.703840732574463","2.703840732574463"
"143000","2.7066218852996826","2.7066218852996826","2.7066218852996826"
"144000","2.7037103176116943","2.7037103176116943","2.7037103176116943"
"145000","2.701673746109009","2.701673746109009","2.701673746109009"
"146000","2.7026526927948","2.7026526927948","2.7026526927948"
"147000","2.699749231338501","2.699749231338501","2.699749231338501"
"148000","2.7016589641571045","2.7016589641571045","2.7016589641571045"
"149000","2.6993441581726074","2.6993441581726074","2.6993441581726074"
"150000","2.7009451389312744","2.7009451389312744","2.7009451389312744"
"151000","2.700343608856201","2.700343608856201","2.700343608856201"
"152000","2.7012572288513184","2.7012572288513184","2.7012572288513184"
"153000","2.6965408325195312","2.6965408325195312","2.6965408325195312"
"154000","2.69722580909729","2.69722580909729","2.69722580909729"
"155000","2.6992616653442383","2.6992616653442383","2.6992616653442383"
"156000","2.697760581970215","2.697760581970215","2.697760581970215"
"157000","2.6970834732055664","2.6970834732055664","2.6970834732055664"
"158000","2.697408437728882","2.697408437728882","2.697408437728882"
"159000","2.6944258213043213","2.6944258213043213","2.6944258213043213"
"160000","2.6955127716064453","2.6955127716064453","2.6955127716064453"
"161000","2.694845676422119","2.694845676422119","2.694845676422119"
"162000","2.69476056098938","2.69476056098938","2.69476056098938"
"163000","2.6950130462646484","2.6950130462646484","2.6950130462646484"
"164000","2.692152738571167","2.692152738571167","2.692152738571167"
"165000","2.6927900314331055","2.6927900314331055","2.6927900314331055"
"166000","2.6931166648864746","2.6931166648864746","2.6931166648864746"
"167000","2.694312810897827","2.694312810897827","2.694312810897827"
"168000","2.69539475440979","2.69539475440979","2.69539475440979"
"169000","2.6920559406280518","2.6920559406280518","2.6920559406280518"
"170000","2.6914570331573486","2.6914570331573486","2.6914570331573486"
"171000","2.6919631958007812","2.6919631958007812","2.6919631958007812"
"172000","2.694441318511963","2.694441318511963","2.694441318511963"
"173000","2.6916675567626953","2.6916675567626953","2.6916675567626953"
"174000","2.691471815109253","2.691471815109253","2.691471815109253"
"175000","2.692826747894287","2.692826747894287","2.692826747894287"
"176000","2.6919524669647217","2.6919524669647217","2.6919524669647217"
"177000","2.6901321411132812","2.6901321411132812","2.6901321411132812"
"178000","2.689213991165161","2.689213991165161","2.689213991165161"
"179000","2.6890485286712646","2.6890485286712646","2.6890485286712646"
"180000","2.688664436340332","2.688664436340332","2.688664436340332"
"181000","2.6901867389678955","2.6901867389678955","2.6901867389678955"
"182000","2.6885318756103516","2.6885318756103516","2.6885318756103516"
"183000","2.686601161956787","2.686601161956787","2.686601161956787"
"184000","2.6862306594848633","2.6862306594848633","2.6862306594848633"
"185000","2.687293529510498","2.687293529510498","2.687293529510498"
"186000","2.685784339904785","2.685784339904785","2.685784339904785"
"187000","2.685131549835205","2.685131549835205","2.685131549835205"
"188000","2.68448543548584","2.68448543548584","2.68448543548584"
"189000","2.6898977756500244","2.6898977756500244","2.6898977756500244"
"190000","2.6824934482574463","2.6824934482574463","2.6824934482574463"
"191000","2.6826045513153076","2.6826045513153076","2.6826045513153076"
"192000","2.6806092262268066","2.6806092262268066","2.6806092262268066"
"193000","2.6822988986968994","2.6822988986968994","2.6822988986968994"
"194000","2.6814191341400146","2.6814191341400146","2.6814191341400146"
"195000","2.682882785797119","2.682882785797119","2.682882785797119"
"196000","2.6816225051879883","2.6816225051879883","2.6816225051879883"
"197000","2.681305170059204","2.681305170059204","2.681305170059204"
"198000","2.6800057888031006","2.6800057888031006","2.6800057888031006"
"199000","2.678070545196533","2.678070545196533","2.678070545196533"
"200000","2.68080472946167","2.68080472946167","2.68080472946167"
"201000","2.6788899898529053","2.6788899898529053","2.6788899898529053"
"202000","2.683093547821045","2.683093547821045","2.683093547821045"
"203000","2.680776834487915","2.680776834487915","2.680776834487915"
"204000","2.6795804500579834","2.6795804500579834","2.6795804500579834"
"205000","2.678765058517456","2.678765058517456","2.678765058517456"
"206000","2.679663896560669","2.679663896560669","2.679663896560669"
"207000","2.680356979370117","2.680356979370117","2.680356979370117"
"208000","2.676734209060669","2.676734209060669","2.676734209060669"
"209000","2.6773550510406494","2.6773550510406494","2.6773550510406494"
"210000","2.67647123336792","2.67647123336792","2.67647123336792"
"211000","2.6755077838897705","2.6755077838897705","2.6755077838897705"
"212000","2.676978826522827","2.676978826522827","2.676978826522827"
"213000","2.6782848834991455","2.6782848834991455","2.6782848834991455"
"214000","2.677809000015259","2.677809000015259","2.677809000015259"
"215000","2.674553394317627","2.674553394317627","2.674553394317627"
"216000","2.6759512424468994","2.6759512424468994","2.6759512424468994"
"217000","2.6724448204040527","2.6724448204040527","2.6724448204040527"
"218000","2.6751511096954346","2.6751511096954346","2.6751511096954346"
"219000","2.67510724067688","2.67510724067688","2.67510724067688"
"220000","2.671241521835327","2.671241521835327","2.671241521835327"
"221000","2.6733903884887695","2.6733903884887695","2.6733903884887695"
"222000","2.674513816833496","2.674513816833496","2.674513816833496"
"223000","2.671600103378296","2.671600103378296","2.671600103378296"
"224000","2.6720762252807617","2.6720762252807617","2.6720762252807617"
"225000","2.673818588256836","2.673818588256836","2.673818588256836"
"226000","2.673426389694214","2.673426389694214","2.673426389694214"
"227000","2.6720130443573","2.6720130443573","2.6720130443573"
"228000","2.6716973781585693","2.6716973781585693","2.6716973781585693"
"229000","2.6716787815093994","2.6716787815093994","2.6716787815093994"
"230000","2.6702349185943604","2.6702349185943604","2.6702349185943604"
"231000","2.6717543601989746","2.6717543601989746","2.6717543601989746"
"232000","2.6701667308807373","2.6701667308807373","2.6701667308807373"
"233000","2.668241024017334","2.668241024017334","2.668241024017334"
"234000","2.6716859340667725","2.6716859340667725","2.6716859340667725"
"235000","2.6676347255706787","2.6676347255706787","2.6676347255706787"
"236000","2.6694142818450928","2.6694142818450928","2.6694142818450928"
"237000","2.6758265495300293","2.6758265495300293","2.6758265495300293"
"238000","2.6683132648468018","2.6683132648468018","2.6683132648468018"
"239000","2.667332410812378","2.667332410812378","2.667332410812378"
"240000","2.668428897857666","2.668428897857666","2.668428897857666"
"241000","2.665534019470215","2.665534019470215","2.665534019470215"
"242000","2.6672630310058594","2.6672630310058594","2.6672630310058594"
"243000","2.664832830429077","2.664832830429077","2.664832830429077"
"244000","2.6649043560028076","2.6649043560028076","2.6649043560028076"
"246000","2.666874885559082","2.666874885559082","2.666874885559082"
"247000","2.6664576530456543","2.6664576530456543","2.6664576530456543"
"248000","2.6668362617492676","2.6668362617492676","2.6668362617492676"
"249000","2.666616916656494","2.666616916656494","2.666616916656494"
"250000","2.6646320819854736","2.6646320819854736","2.6646320819854736"
"251000","2.666337490081787","2.666337490081787","2.666337490081787"
"252000","2.6658103466033936","2.6658103466033936","2.6658103466033936"
"253000","2.6672286987304688","2.6672286987304688","2.6672286987304688"
"254000","2.6630642414093018","2.6630642414093018","2.6630642414093018"
"255000","2.661038637161255","2.661038637161255","2.661038637161255"
"256000","2.6615443229675293","2.6615443229675293","2.6615443229675293"
"257000","2.6619625091552734","2.6619625091552734","2.6619625091552734"
"258000","2.6625616550445557","2.6625616550445557","2.6625616550445557"
"259000","2.661231756210327","2.661231756210327","2.661231756210327"
"260000","2.663217544555664","2.663217544555664","2.663217544555664"
"261000","2.6613941192626953","2.6613941192626953","2.6613941192626953"
"262000","2.659426212310791","2.659426212310791","2.659426212310791"
"263000","2.658806800842285","2.658806800842285","2.658806800842285"
"264000","2.659125566482544","2.659125566482544","2.659125566482544"
"265000","2.6597633361816406","2.6597633361816406","2.6597633361816406"
"266000","2.6612422466278076","2.6612422466278076","2.6612422466278076"
"267000","2.659466505050659","2.659466505050659","2.659466505050659"
"268000","2.6594862937927246","2.6594862937927246","2.6594862937927246"
"269000","2.6621649265289307","2.6621649265289307","2.6621649265289307"
"270000","2.661442279815674","2.661442279815674","2.661442279815674"
"271000","2.6598947048187256","2.6598947048187256","2.6598947048187256"
"272000","2.6596169471740723","2.6596169471740723","2.6596169471740723"
"273000","2.6573715209960938","2.6573715209960938","2.6573715209960938"
"274000","2.6573572158813477","2.6573572158813477","2.6573572158813477"
"275000","2.66013240814209","2.66013240814209","2.66013240814209"
"276000","2.6583237648010254","2.6583237648010254","2.6583237648010254"
"277000","2.6580777168273926","2.6580777168273926","2.6580777168273926"
"278000","2.6574132442474365","2.6574132442474365","2.6574132442474365"
"279000","2.657250165939331","2.657250165939331","2.657250165939331"
"280000","2.653756618499756","2.653756618499756","2.653756618499756"
"281000","2.654362916946411","2.654362916946411","2.654362916946411"
"282000","2.6557888984680176","2.6557888984680176","2.6557888984680176"
"283000","2.654005765914917","2.654005765914917","2.654005765914917"
"284000","2.6546518802642822","2.6546518802642822","2.6546518802642822"
"285000","2.654080390930176","2.654080390930176","2.654080390930176"
"286000","2.6541528701782227","2.6541528701782227","2.6541528701782227"
"287000","2.6534292697906494","2.6534292697906494","2.6534292697906494"
"288000","2.652735471725464","2.652735471725464","2.652735471725464"
"289000","2.6529855728149414","2.6529855728149414","2.6529855728149414"
"290000","2.6557815074920654","2.6557815074920654","2.6557815074920654"
"291000","2.6551477909088135","2.6551477909088135","2.6551477909088135"
"292000","2.655388116836548","2.655388116836548","2.655388116836548"
"293000","2.650442600250244","2.650442600250244","2.650442600250244"
"294000","2.651972532272339","2.651972532272339","2.651972532272339"
"295000","2.652639865875244","2.652639865875244","2.652639865875244"
"296000","2.6517434120178223","2.6517434120178223","2.6517434120178223"
"297000","2.6528453826904297","2.6528453826904297","2.6528453826904297"
"298000","2.6527693271636963","2.6527693271636963","2.6527693271636963"
"299000","2.6517302989959717","2.6517302989959717","2.6517302989959717"
"300000","2.6520752906799316","2.6520752906799316","2.6520752906799316"
"301000","2.653272867202759","2.653272867202759","2.653272867202759"
"302000","2.649923086166382","2.649923086166382","2.649923086166382"
"303000","2.6522140502929688","2.6522140502929688","2.6522140502929688"
"304000","2.6531314849853516","2.6531314849853516","2.6531314849853516"
"305000","2.651615619659424","2.651615619659424","2.651615619659424"
"306000","2.651050329208374","2.651050329208374","2.651050329208374"
"307000","2.6505722999572754","2.6505722999572754","2.6505722999572754"
"308000","2.650449275970459","2.650449275970459","2.650449275970459"
"309000","2.649073600769043","2.649073600769043","2.649073600769043"
"310000","2.6498525142669678","2.6498525142669678","2.6498525142669678"
"311000","2.6501336097717285","2.6501336097717285","2.6501336097717285"
"312000","2.6488230228424072","2.6488230228424072","2.6488230228424072"
"313000","2.64727783203125","2.64727783203125","2.64727783203125"
"314000","2.6475613117218018","2.6475613117218018","2.6475613117218018"
"315000","2.6470205783843994","2.6470205783843994","2.6470205783843994"
"316000","2.64799165725708","2.64799165725708","2.64799165725708"
"317000","2.6491737365722656","2.6491737365722656","2.6491737365722656"
"318000","2.648585796356201","2.648585796356201","2.648585796356201"
"319000","2.645784854888916","2.645784854888916","2.645784854888916"
"320000","2.647914409637451","2.647914409637451","2.647914409637451"
"321000","2.6469359397888184","2.6469359397888184","2.6469359397888184"
"322000","2.6476824283599854","2.6476824283599854","2.6476824283599854"
"323000","2.6450066566467285","2.6450066566467285","2.6450066566467285"
"324000","2.644469976425171","2.644469976425171","2.644469976425171"
"325000","2.646111011505127","2.646111011505127","2.646111011505127"
"326000","2.647165060043335","2.647165060043335","2.647165060043335"
"327000","2.643986225128174","2.643986225128174","2.643986225128174"
"328000","2.6447627544403076","2.6447627544403076","2.6447627544403076"
"329000","2.6452324390411377","2.6452324390411377","2.6452324390411377"
"330000","2.6462764739990234","2.6462764739990234","2.6462764739990234"
"331000","2.6459529399871826","2.6459529399871826","2.6459529399871826"
"332000","2.645477056503296","2.645477056503296","2.645477056503296"
"333000","2.6435885429382324","2.6435885429382324","2.6435885429382324"
"334000","2.6424880027770996","2.6424880027770996","2.6424880027770996"
"335000","2.6461145877838135","2.6461145877838135","2.6461145877838135"
"336000","2.642859697341919","2.642859697341919","2.642859697341919"
"337000","2.642326831817627","2.642326831817627","2.642326831817627"
"338000","2.643746852874756","2.643746852874756","2.643746852874756"
"339000","2.6408796310424805","2.6408796310424805","2.6408796310424805"
"340000","2.640120267868042","2.640120267868042","2.640120267868042"
"341000","2.64251971244812","2.64251971244812","2.64251971244812"
"342000","2.641728639602661","2.641728639602661","2.641728639602661"
"343000","2.6405868530273438","2.6405868530273438","2.6405868530273438"
"344000","2.638673782348633","2.638673782348633","2.638673782348633"
"345000","2.63987398147583","2.63987398147583","2.63987398147583"
"346000","2.638498067855835","2.638498067855835","2.638498067855835"
"347000","2.640580654144287","2.640580654144287","2.640580654144287"
"348000","2.6383564472198486","2.6383564472198486","2.6383564472198486"
"349000","2.6382195949554443","2.6382195949554443","2.6382195949554443"
"350000","2.6404685974121094","2.6404685974121094","2.6404685974121094"
"351000","2.6378352642059326","2.6378352642059326","2.6378352642059326"
"352000","2.636488676071167","2.636488676071167","2.636488676071167"
"353000","2.63871693611145","2.63871693611145","2.63871693611145"
"354000","2.6372392177581787","2.6372392177581787","2.6372392177581787"
"355000","2.637226104736328","2.637226104736328","2.637226104736328"
"356000","2.63657808303833","2.63657808303833","2.63657808303833"
"357000","2.6374590396881104","2.6374590396881104","2.6374590396881104"
"358000","2.636794328689575","2.636794328689575","2.636794328689575"
"359000","2.6390697956085205","2.6390697956085205","2.6390697956085205"
"360000","2.638701915740967","2.638701915740967","2.638701915740967"
"361000","2.6379051208496094","2.6379051208496094","2.6379051208496094"
"362000","2.636889696121216","2.636889696121216","2.636889696121216"
"363000","2.637345314025879","2.637345314025879","2.637345314025879"
"364000","2.6373860836029053","2.6373860836029053","2.6373860836029053"
"365000","2.6362698078155518","2.6362698078155518","2.6362698078155518"
"366000","2.6360230445861816","2.6360230445861816","2.6360230445861816"
"367000","2.6349854469299316","2.6349854469299316","2.6349854469299316"
"368000","2.6354596614837646","2.6354596614837646","2.6354596614837646"
"369000","2.634906053543091","2.634906053543091","2.634906053543091"
"370000","2.6348414421081543","2.6348414421081543","2.6348414421081543"
"371000","2.6342616081237793","2.6342616081237793","2.6342616081237793"
"372000","2.632829189300537","2.632829189300537","2.632829189300537"
"373000","2.633941173553467","2.633941173553467","2.633941173553467"
"374000","2.6330466270446777","2.6330466270446777","2.6330466270446777"
"375000","2.633141279220581","2.633141279220581","2.633141279220581"
"376000","2.6333022117614746","2.6333022117614746","2.6333022117614746"
"377000","2.6331095695495605","2.6331095695495605","2.6331095695495605"
"378000","2.634603261947632","2.634603261947632","2.634603261947632"
"379000","2.637877941131592","2.637877941131592","2.637877941131592"
"380000","2.634873628616333","2.634873628616333","2.634873628616333"
"381000","2.633338451385498","2.633338451385498","2.633338451385498"
"382000","2.6330082416534424","2.6330082416534424","2.6330082416534424"
"383000","2.631882905960083","2.631882905960083","2.631882905960083"
"384000","2.6311659812927246","2.6311659812927246","2.6311659812927246"
"385000","2.6303727626800537","2.6303727626800537","2.6303727626800537"
"386000","2.6292898654937744","2.6292898654937744","2.6292898654937744"
"387000","2.629581928253174","2.629581928253174","2.629581928253174"
"388000","2.6303436756134033","2.6303436756134033","2.6303436756134033"
"389000","2.6291685104370117","2.6291685104370117","2.6291685104370117"
"390000","2.6270785331726074","2.6270785331726074","2.6270785331726074"
"391000","2.6285219192504883","2.6285219192504883","2.6285219192504883"
"392000","2.6299493312835693","2.6299493312835693","2.6299493312835693"
"393000","2.6281604766845703","2.6281604766845703","2.6281604766845703"
"394000","2.629075288772583","2.629075288772583","2.629075288772583"
"395000","2.6292896270751953","2.6292896270751953","2.6292896270751953"
"396000","2.6291186809539795","2.6291186809539795","2.6291186809539795"
"397000","2.628742218017578","2.628742218017578","2.628742218017578"
"398000","2.6271631717681885","2.6271631717681885","2.6271631717681885"
"399000","2.6290364265441895","2.6290364265441895","2.6290364265441895"
"400000","2.6278157234191895","2.6278157234191895","2.6278157234191895"
"401000","2.6257104873657227","2.6257104873657227","2.6257104873657227"
"402000","2.6268277168273926","2.6268277168273926","2.6268277168273926"
"403000","2.6265313625335693","2.6265313625335693","2.6265313625335693"
"404000","2.6274983882904053","2.6274983882904053","2.6274983882904053"
"405000","2.625772714614868","2.625772714614868","2.625772714614868"
"406000","2.625247001647949","2.625247001647949","2.625247001647949"
"407000","2.624439239501953","2.624439239501953","2.624439239501953"
"408000","2.6243810653686523","2.6243810653686523","2.6243810653686523"
"409000","2.625027656555176","2.625027656555176","2.625027656555176"
"410000","2.6264092922210693","2.6264092922210693","2.6264092922210693"
"411000","2.6257245540618896","2.6257245540618896","2.6257245540618896"
"412000","2.626439332962036","2.626439332962036","2.626439332962036"
"413000","2.6233606338500977","2.6233606338500977","2.6233606338500977"
"414000","2.6228229999542236","2.6228229999542236","2.6228229999542236"
"415000","2.6236226558685303","2.6236226558685303","2.6236226558685303"
"416000","2.6220242977142334","2.6220242977142334","2.6220242977142334"
"417000","2.6224260330200195","2.6224260330200195","2.6224260330200195"
"418000","2.622743606567383","2.622743606567383","2.622743606567383"
"419000","2.623485565185547","2.623485565185547","2.623485565185547"
"420000","2.623711109161377","2.623711109161377","2.623711109161377"
"421000","2.6231391429901123","2.6231391429901123","2.6231391429901123"
"422000","2.624159097671509","2.624159097671509","2.624159097671509"
"423000","2.622288942337036","2.622288942337036","2.622288942337036"
"424000","2.621338367462158","2.621338367462158","2.621338367462158"
"425000","2.6196112632751465","2.6196112632751465","2.6196112632751465"
"426000","2.6198558807373047","2.6198558807373047","2.6198558807373047"
"427000","2.6209728717803955","2.6209728717803955","2.6209728717803955"
"428000","2.6200971603393555","2.6200971603393555","2.6200971603393555"
"429000","2.61942982673645","2.61942982673645","2.61942982673645"
"430000","2.6201984882354736","2.6201984882354736","2.6201984882354736"
"431000","2.620130777359009","2.620130777359009","2.620130777359009"
"432000","2.6189043521881104","2.6189043521881104","2.6189043521881104"
"433000","2.619680643081665","2.619680643081665","2.619680643081665"
"434000","2.6206791400909424","2.6206791400909424","2.6206791400909424"
"435000","2.619945764541626","2.619945764541626","2.619945764541626"
"436000","2.6208481788635254","2.6208481788635254","2.6208481788635254"
"437000","2.618330240249634","2.618330240249634","2.618330240249634"
"438000","2.618399143218994","2.618399143218994","2.618399143218994"
"439000","2.6192209720611572","2.6192209720611572","2.6192209720611572"
"440000","2.619873285293579","2.619873285293579","2.619873285293579"
"441000","2.6165595054626465","2.6165595054626465","2.6165595054626465"
"442000","2.61832594871521","2.61832594871521","2.61832594871521"
"443000","2.6187729835510254","2.6187729835510254","2.6187729835510254"
"444000","2.6177873611450195","2.6177873611450195","2.6177873611450195"
"445000","2.6164369583129883","2.6164369583129883","2.6164369583129883"
"446000","2.6166462898254395","2.6166462898254395","2.6166462898254395"
"449000","2.615483522415161","2.615483522415161","2.615483522415161"
"450000","2.6163315773010254","2.6163315773010254","2.6163315773010254"
"451000","2.615501642227173","2.615501642227173","2.615501642227173"
