"Step","OLMo-7B-Twin-2T-run-024 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-013 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-013 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-013 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-012 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-012 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-012 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-011 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-011 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-011 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-010 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-010 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-010 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-009 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-009 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-009 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-008 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-008 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-008 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-007 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-007 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-007 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-006 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-006 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-006 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-005 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-005 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-005 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-003 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-003 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-003 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-002 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-002 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-002 - eval/manosphere-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-001 - eval/manosphere-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-001 - eval/manosphere-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-001 - eval/manosphere-validation/CrossEntropyLoss__MAX"
"32000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.038300037384033","3.038300037384033","3.038300037384033","","",""
"33000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0035667419433594","3.0035667419433594","3.0035667419433594","","",""
"34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9962317943573","2.9962317943573","2.9962317943573","","","","","",""
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9947943687438965","2.9947943687438965","2.9947943687438965","","","","","",""
"36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9883599281311035","2.9883599281311035","2.9883599281311035","","","","","",""
"37000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.98441481590271","2.98441481590271","2.98441481590271","","","","","",""
"38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.976147174835205","2.976147174835205","2.976147174835205","","","","","",""
"39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.976306200027466","2.976306200027466","2.976306200027466","","","","","",""
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.974236488342285","2.974236488342285","2.974236488342285","","","","","",""
"41000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9705429077148438","2.9705429077148438","2.9705429077148438","","","","","",""
"42000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9660778045654297","2.9660778045654297","2.9660778045654297","","","","","",""
"43000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9619972705841064","2.9619972705841064","2.9619972705841064","","","","","",""
"44000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.957406997680664","2.957406997680664","2.957406997680664","","","","","",""
"45000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.952413320541382","2.952413320541382","2.952413320541382","","","","","",""
"46000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9506072998046875","2.9506072998046875","2.9506072998046875","","","","","",""
"47000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.063490152359009","3.063490152359009","3.063490152359009","","","","","",""
"48000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9442312717437744","2.9442312717437744","2.9442312717437744","","","","","",""
"49000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9426934719085693","2.9426934719085693","2.9426934719085693","","","","","",""
"50000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9383742809295654","2.9383742809295654","2.9383742809295654","","","","","",""
"51000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9450788497924805","2.9450788497924805","2.9450788497924805","","","","","",""
"52000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.933803081512451","2.933803081512451","2.933803081512451","","","","","",""
"53000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.93255352973938","2.93255352973938","2.93255352973938","","","","","",""
"54000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9290950298309326","2.9290950298309326","2.9290950298309326","","","","","",""
"55000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.932325839996338","2.932325839996338","2.932325839996338","","","","","",""
"56000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9252066612243652","2.9252066612243652","2.9252066612243652","","","","","",""
"57000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.920621871948242","2.920621871948242","2.920621871948242","","","","","",""
"58000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9185707569122314","2.9185707569122314","2.9185707569122314","","","","","",""
"59000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9179136753082275","2.9179136753082275","2.9179136753082275","","","","","",""
"60000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9179434776306152","2.9179434776306152","2.9179434776306152","","","","","",""
"61000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.914252758026123","2.914252758026123","2.914252758026123","","","","","",""
"62000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.913918972015381","2.913918972015381","2.913918972015381","","","","","","","","",""
"63000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9135336875915527","2.9135336875915527","2.9135336875915527","","","","","","","","",""
"64000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9069645404815674","2.9069645404815674","2.9069645404815674","","","","","","","","",""
"65000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.903745651245117","2.903745651245117","2.903745651245117","","","","","","","","",""
"66000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9057207107543945","2.9057207107543945","2.9057207107543945","","","","","","","","",""
"67000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.902231454849243","2.902231454849243","2.902231454849243","","","","","","","","",""
"68000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9022164344787598","2.9022164344787598","2.9022164344787598","","","","","","","","",""
"69000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.903806209564209","2.903806209564209","2.903806209564209","","","","","","","","",""
"70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8992972373962402","2.8992972373962402","2.8992972373962402","","","","","","","","",""
"71000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.899116039276123","2.899116039276123","2.899116039276123","","","","","","","","",""
"72000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.89396071434021","2.89396071434021","2.89396071434021","","","","","","","","",""
"73000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.89312744140625","2.89312744140625","2.89312744140625","","","","","","","","",""
"74000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8903565406799316","2.8903565406799316","2.8903565406799316","","","","","","","","",""
"75000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.889979839324951","2.889979839324951","2.889979839324951","","","","","","","","",""
"76000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.887801170349121","2.887801170349121","2.887801170349121","","","","","","","","",""
"77000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.892371892929077","2.892371892929077","2.892371892929077","","","","","","","","",""
"78000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8891942501068115","2.8891942501068115","2.8891942501068115","","","","","","","","",""
"79000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8843114376068115","2.8843114376068115","2.8843114376068115","","","","","","","","",""
"80000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8811960220336914","2.8811960220336914","2.8811960220336914","","","","","","","","",""
"81000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8827366828918457","2.8827366828918457","2.8827366828918457","","","","","","","","",""
"82000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.880763292312622","2.880763292312622","2.880763292312622","","","","","","","","",""
"83000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.882995367050171","2.882995367050171","2.882995367050171","","","","","","","","",""
"84000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.87980055809021","2.87980055809021","2.87980055809021","","","","","","","","",""
"85000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.87892746925354","2.87892746925354","2.87892746925354","","","","","","","","",""
"86000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8774681091308594","2.8774681091308594","2.8774681091308594","","","","","","","","",""
