"Step","OLMo-7B-Twin-2T-run-024 - eval/m2d2_s2orc-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/m2d2_s2orc-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/m2d2_s2orc-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/m2d2_s2orc-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/m2d2_s2orc-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/m2d2_s2orc-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/m2d2_s2orc-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/m2d2_s2orc-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/m2d2_s2orc-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/m2d2_s2orc-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/m2d2_s2orc-validation/CrossEntropyLoss__MAX"
"262000","","","","","","","","","","","","","","","","","","","","","","","","","2.8123600482940674","2.8123600482940674","2.8123600482940674","","",""
"263000","","","","","","","","","","","","","","","","","","","","","","","","","2.8090286254882812","2.8090286254882812","2.8090286254882812","","",""
"264000","","","","","","","","","","","","","","","","","","","","","","","","","2.808696985244751","2.808696985244751","2.808696985244751","","",""
"265000","","","","","","","","","","","","","","","","","","","","","","","","","2.8111839294433594","2.8111839294433594","2.8111839294433594","","",""
"266000","","","","","","","","","","","","","","","","","","","","","","","","","2.8109219074249268","2.8109219074249268","2.8109219074249268","","",""
"267000","","","","","","","","","","","","","","","","","","","","","","","","","2.813791513442993","2.813791513442993","2.813791513442993","","",""
"268000","","","","","","","","","","","","","","","","","","","","","","","","","2.810877561569214","2.810877561569214","2.810877561569214","","",""
"269000","","","","","","","","","","","","","","","","","","","","","","","","","2.8096585273742676","2.8096585273742676","2.8096585273742676","","",""
"270000","","","","","","","","","","","","","","","","","","","","","","","","","2.816697597503662","2.816697597503662","2.816697597503662","","",""
"271000","","","","","","","","","","","","","","","","","","","","","","","","","2.8077361583709717","2.8077361583709717","2.8077361583709717","","",""
"272000","","","","","","","","","","","","","","","","","","","","","","","","","2.8072142601013184","2.8072142601013184","2.8072142601013184","","",""
"273000","","","","","","","","","","","","","","","","","","","","","","","","","2.8126742839813232","2.8126742839813232","2.8126742839813232","","",""
"274000","","","","","","","","","","","","","","","","","","","","","","2.8128089904785156","2.8128089904785156","2.8128089904785156","","","","","",""
"275000","","","","","","","","","","","","","","","","","","","","","","2.8189163208007812","2.8189163208007812","2.8189163208007812","","","","","",""
"276000","","","","","","","","","","","","","","","","","","","","","","2.8058276176452637","2.8058276176452637","2.8058276176452637","","","","","",""
"277000","","","","","","","","","","","","","","","","","","","","","","2.812497854232788","2.812497854232788","2.812497854232788","","","","","",""
"278000","","","","","","","","","","","","","","","","","","","","","","2.809730052947998","2.809730052947998","2.809730052947998","","","","","",""
"279000","","","","","","","","","","","","","","","","","","","","","","2.8058369159698486","2.8058369159698486","2.8058369159698486","","","","","",""
"280000","","","","","","","","","","","","","","","","","","","","","","2.798894166946411","2.798894166946411","2.798894166946411","","","","","",""
"281000","","","","","","","","","","","","","","","","","","","","","","2.805903911590576","2.805903911590576","2.805903911590576","","","","","",""
"282000","","","","","","","","","","","","","","","","","","","","","","2.8202123641967773","2.8202123641967773","2.8202123641967773","","","","","",""
"283000","","","","","","","","","","","","","","","","","","","","","","2.8127870559692383","2.8127870559692383","2.8127870559692383","","","","","",""
"284000","","","","","","","","","","","","","","","","","","","","","","2.8071441650390625","2.8071441650390625","2.8071441650390625","","","","","",""
"285000","","","","","","","","","","","","","","","","","","","","","","2.815063953399658","2.815063953399658","2.815063953399658","","","","","",""
"286000","","","","","","","","","","","","","","","","","","","","","","2.8120930194854736","2.8120930194854736","2.8120930194854736","","","","","",""
"287000","","","","","","","","","","","","","","","","","","","","","","2.8122060298919678","2.8122060298919678","2.8122060298919678","","","","","",""
"288000","","","","","","","","","","","","","","","","","","","","","","2.810185194015503","2.810185194015503","2.810185194015503","","","","","",""
"289000","","","","","","","","","","","","","","","","","","","","","","2.8034965991973877","2.8034965991973877","2.8034965991973877","","","","","",""
"290000","","","","","","","","","","","","","","","","","","","","","","2.813863754272461","2.813863754272461","2.813863754272461","","","","","",""
"291000","","","","","","","","","","","","","","","","","","","","","","2.8041975498199463","2.8041975498199463","2.8041975498199463","","","","","",""
"292000","","","","","","","","","","","","","","","","","","","","","","2.797883987426758","2.797883987426758","2.797883987426758","","","","","",""
"293000","","","","","","","","","","","","","","","","","","","","","","2.808593273162842","2.808593273162842","2.808593273162842","","","","","",""
"294000","","","","","","","","","","","","","","","","","","","","","","2.8014538288116455","2.8014538288116455","2.8014538288116455","","","","","",""
"295000","","","","","","","","","","","","","","","","","","","","","","2.8044729232788086","2.8044729232788086","2.8044729232788086","","","","","",""
"296000","","","","","","","","","","","","","","","","","","","","","","2.8056740760803223","2.8056740760803223","2.8056740760803223","","","","","",""
"297000","","","","","","","","","","","","","","","","","","","","","","2.8177590370178223","2.8177590370178223","2.8177590370178223","","","","","",""
"298000","","","","","","","","","","","","","","","","","","","","","","2.792497158050537","2.792497158050537","2.792497158050537","","","","","",""
"299000","","","","","","","","","","","","","","","","","","","","","","2.805640935897827","2.805640935897827","2.805640935897827","","","","","",""
"300000","","","","","","","","","","","","","","","","","","","","","","2.7963008880615234","2.7963008880615234","2.7963008880615234","","","","","",""
"301000","","","","","","","","","","","","","","","","","","","","","","2.8112289905548096","2.8112289905548096","2.8112289905548096","","","","","",""
"302000","","","","","","","","","","","","","","","","","","","","","","2.8075382709503174","2.8075382709503174","2.8075382709503174","","","","","",""
"303000","","","","","","","","","","","","","","","","","","","","","","2.805014133453369","2.805014133453369","2.805014133453369","","","","","",""
"304000","","","","","","","","","","","","","","","","","","","","","","2.8062963485717773","2.8062963485717773","2.8062963485717773","","","","","",""
"305000","","","","","","","","","","","","","","","","","","","2.8049309253692627","2.8049309253692627","2.8049309253692627","","","","","","","","",""
"306000","","","","","","","","","","","","","","","","","","","2.8008644580841064","2.8008644580841064","2.8008644580841064","","","","","","","","",""
"307000","","","","","","","","","","","","","","","","","","","2.7930121421813965","2.7930121421813965","2.7930121421813965","","","","","","","","",""
"308000","","","","","","","","","","","","","","","","","","","2.8080501556396484","2.8080501556396484","2.8080501556396484","","","","","","","","",""
"309000","","","","","","","","","","","","","","","","","","","2.7962100505828857","2.7962100505828857","2.7962100505828857","","","","","","","","",""
"310000","","","","","","","","","","","","","","","","","","","2.812624931335449","2.812624931335449","2.812624931335449","","","","","","","","",""
"311000","","","","","","","","","","","","","","","","","","","2.801635503768921","2.801635503768921","2.801635503768921","","","","","","","","",""
"312000","","","","","","","","","","","","","","","","","","","2.7943806648254395","2.7943806648254395","2.7943806648254395","","","","","","","","",""
"313000","","","","","","","","","","","","","","","","","","","2.8074467182159424","2.8074467182159424","2.8074467182159424","","","","","","","","",""
"314000","","","","","","","","","","","","","","","","","","","2.796903610229492","2.796903610229492","2.796903610229492","","","","","","","","",""
"315000","","","","","","","","","","","","","","","","","","","2.8003811836242676","2.8003811836242676","2.8003811836242676","","","","","","","","",""
"316000","","","","","","","","","","","","","","","","","","","2.8006999492645264","2.8006999492645264","2.8006999492645264","","","","","","","","",""
"317000","","","","","","","","","","","","","","","","","","","2.800598382949829","2.800598382949829","2.800598382949829","","","","","","","","",""
"318000","","","","","","","","","","","","","","","","","","","2.8068037033081055","2.8068037033081055","2.8068037033081055","","","","","","","","",""
"319000","","","","","","","","","","","","","","","","","","","2.796907663345337","2.796907663345337","2.796907663345337","","","","","","","","",""
"320000","","","","","","","","","","","","","","","","","","","2.7917823791503906","2.7917823791503906","2.7917823791503906","","","","","","","","",""
"321000","","","","","","","","","","","","","","","","2.800044536590576","2.800044536590576","2.800044536590576","","","","","","","","","","","",""
"322000","","","","","","","","","","","","","","","","2.80130934715271","2.80130934715271","2.80130934715271","","","","","","","","","","","",""
"323000","","","","","","","","","","","","","","","","2.7988381385803223","2.7988381385803223","2.7988381385803223","","","","","","","","","","","",""
"324000","","","","","","","","","","","","","","","","2.8013219833374023","2.8013219833374023","2.8013219833374023","","","","","","","","","","","",""
"325000","","","","","","","","","","","","","","","","2.797382354736328","2.797382354736328","2.797382354736328","","","","","","","","","","","",""
"326000","","","","","","","","","","","","","","","","2.7942850589752197","2.7942850589752197","2.7942850589752197","","","","","","","","","","","",""
"327000","","","","","","","","","","","","","","","","2.7941224575042725","2.7941224575042725","2.7941224575042725","","","","","","","","","","","",""
"328000","","","","","","","","","","","","","","","","2.7924892902374268","2.7924892902374268","2.7924892902374268","","","","","","","","","","","",""
"329000","","","","","","","","","","","","","","","","2.7967960834503174","2.7967960834503174","2.7967960834503174","","","","","","","","","","","",""
"330000","","","","","","","","","","","","","","","","2.791095733642578","2.791095733642578","2.791095733642578","","","","","","","","","","","",""
"331000","","","","","","","","","","","","","","","","2.7939953804016113","2.7939953804016113","2.7939953804016113","","","","","","","","","","","",""
"332000","","","","","","","","","","","","","","","","2.794811964035034","2.794811964035034","2.794811964035034","","","","","","","","","","","",""
"333000","","","","","","","","","","","","","","","","2.8024892807006836","2.8024892807006836","2.8024892807006836","","","","","","","","","","","",""
"334000","","","","","","","","","","","","","","","","2.793701648712158","2.793701648712158","2.793701648712158","","","","","","","","","","","",""
"335000","","","","","","","","","","","","","","","","2.786768913269043","2.786768913269043","2.786768913269043","","","","","","","","","","","",""
"336000","","","","","","","","","","","","","","","","2.7968249320983887","2.7968249320983887","2.7968249320983887","","","","","","","","","","","",""
"337000","","","","","","","","","","","","","","","","2.7883477210998535","2.7883477210998535","2.7883477210998535","","","","","","","","","","","",""
"338000","","","","","","","","","","","","","","","","2.7951550483703613","2.7951550483703613","2.7951550483703613","","","","","","","","","","","",""
"339000","","","","","","","","","","","","","","","","2.7943246364593506","2.7943246364593506","2.7943246364593506","","","","","","","","","","","",""
"340000","","","","","","","","","","","","","","","","2.7938809394836426","2.7938809394836426","2.7938809394836426","","","","","","","","","","","",""
"341000","","","","","","","","","","","","","","","","2.7943460941314697","2.7943460941314697","2.7943460941314697","","","","","","","","","","","",""
"342000","","","","","","","","","","","","","","","","2.7906675338745117","2.7906675338745117","2.7906675338745117","","","","","","","","","","","",""
"343000","","","","","","","","","","","","","","","","2.7845993041992188","2.7845993041992188","2.7845993041992188","","","","","","","","","","","",""
"344000","","","","","","","","","","","","","","","","2.787416696548462","2.787416696548462","2.787416696548462","","","","","","","","","","","",""
"345000","","","","","","","","","","","","","","","","2.7911689281463623","2.7911689281463623","2.7911689281463623","","","","","","","","","","","",""
"346000","","","","","","","","","","","","","","","","2.783210515975952","2.783210515975952","2.783210515975952","","","","","","","","","","","",""
"347000","","","","","","","","","","","","","","","","2.7870090007781982","2.7870090007781982","2.7870090007781982","","","","","","","","","","","",""
"348000","","","","","","","","","","","","","","","","2.78437876701355","2.78437876701355","2.78437876701355","","","","","","","","","","","",""
"349000","","","","","","","","","","","","","","","","2.7870934009552","2.7870934009552","2.7870934009552","","","","","","","","","","","",""
"350000","","","","","","","","","","","","","","","","2.7852532863616943","2.7852532863616943","2.7852532863616943","","","","","","","","","","","",""
"351000","","","","","","","","","","","","","","","","2.7779972553253174","2.7779972553253174","2.7779972553253174","","","","","","","","","","","",""
"352000","","","","","","","","","","","","","2.785310745239258","2.785310745239258","2.785310745239258","","","","","","","","","","","","","","",""
"353000","","","","","","","","","","","","","2.789429187774658","2.789429187774658","2.789429187774658","","","","","","","","","","","","","","",""
"354000","","","","","","","","","","","","","2.7751948833465576","2.7751948833465576","2.7751948833465576","","","","","","","","","","","","","","",""
"355000","","","","","","","","","","","","","2.7809388637542725","2.7809388637542725","2.7809388637542725","","","","","","","","","","","","","","",""
"356000","","","","","","","","","","","","","2.7731025218963623","2.7731025218963623","2.7731025218963623","","","","","","","","","","","","","","",""
"357000","","","","","","","","","","","","","2.778503179550171","2.778503179550171","2.778503179550171","","","","","","","","","","","","","","",""
"358000","","","","","","","","","","","","","2.7839672565460205","2.7839672565460205","2.7839672565460205","","","","","","","","","","","","","","",""
"359000","","","","","","","","","","","","","2.78275465965271","2.78275465965271","2.78275465965271","","","","","","","","","","","","","","",""
"360000","","","","","","","","","","","","","2.7879786491394043","2.7879786491394043","2.7879786491394043","","","","","","","","","","","","","","",""
"361000","","","","","","","","","","","","","2.783414840698242","2.783414840698242","2.783414840698242","","","","","","","","","","","","","","",""
"362000","","","","","","","","","","","","","2.782139301300049","2.782139301300049","2.782139301300049","","","","","","","","","","","","","","",""
"363000","","","","","","","","","","","","","2.780461072921753","2.780461072921753","2.780461072921753","","","","","","","","","","","","","","",""
"364000","","","","","","","","","","","","","2.779956817626953","2.779956817626953","2.779956817626953","","","","","","","","","","","","","","",""
"365000","","","","","","","","","","","","","2.782350540161133","2.782350540161133","2.782350540161133","","","","","","","","","","","","","","",""
"366000","","","","","","","","","","","","","2.7853431701660156","2.7853431701660156","2.7853431701660156","","","","","","","","","","","","","","",""
"367000","","","","","","","","","","","","","2.7751030921936035","2.7751030921936035","2.7751030921936035","","","","","","","","","","","","","","",""
"368000","","","","","","","","","","","","","2.790971517562866","2.790971517562866","2.790971517562866","","","","","","","","","","","","","","",""
"369000","","","","","","","","","","","","","2.77786922454834","2.77786922454834","2.77786922454834","","","","","","","","","","","","","","",""
"370000","","","","","","","","","","","","","2.7742087841033936","2.7742087841033936","2.7742087841033936","","","","","","","","","","","","","","",""
"371000","","","","","","","","","","","","","2.773268699645996","2.773268699645996","2.773268699645996","","","","","","","","","","","","","","",""
"372000","","","","","","","","","","","","","2.7934751510620117","2.7934751510620117","2.7934751510620117","","","","","","","","","","","","","","",""
"373000","","","","","","","","","","","","","2.783393621444702","2.783393621444702","2.783393621444702","","","","","","","","","","","","","","",""
"374000","","","","","","","","","","","","","2.7772393226623535","2.7772393226623535","2.7772393226623535","","","","","","","","","","","","","","",""
"375000","","","","","","","","","","","","","2.783707857131958","2.783707857131958","2.783707857131958","","","","","","","","","","","","","","",""
"376000","","","","","","","","","","","","","2.7778372764587402","2.7778372764587402","2.7778372764587402","","","","","","","","","","","","","","",""
"377000","","","","","","","","","","","","","2.7764248847961426","2.7764248847961426","2.7764248847961426","","","","","","","","","","","","","","",""
"378000","","","","","","","","","","","","","2.7758400440216064","2.7758400440216064","2.7758400440216064","","","","","","","","","","","","","","",""
"379000","","","","","","","","","","","","","2.782907009124756","2.782907009124756","2.782907009124756","","","","","","","","","","","","","","",""
"380000","","","","","","","","","","","","","2.776428699493408","2.776428699493408","2.776428699493408","","","","","","","","","","","","","","",""
"381000","","","","","","","","","","","","","2.7721455097198486","2.7721455097198486","2.7721455097198486","","","","","","","","","","","","","","",""
"382000","","","","","","","","","","","","","2.778752565383911","2.778752565383911","2.778752565383911","","","","","","","","","","","","","","",""
"383000","","","","","","","","","","","","","2.7772393226623535","2.7772393226623535","2.7772393226623535","","","","","","","","","","","","","","",""
"384000","","","","","","","","","","2.7864673137664795","2.7864673137664795","2.7864673137664795","","","","","","","","","","","","","","","","","",""
"385000","","","","","","","","","","2.77143931388855","2.77143931388855","2.77143931388855","","","","","","","","","","","","","","","","","",""
"386000","","","","","","","","","","2.768252372741699","2.768252372741699","2.768252372741699","","","","","","","","","","","","","","","","","",""
"387000","","","","","","","","","","2.7675602436065674","2.7675602436065674","2.7675602436065674","","","","","","","","","","","","","","","","","",""
"388000","","","","","","","","","","2.7746284008026123","2.7746284008026123","2.7746284008026123","","","","","","","","","","","","","","","","","",""
"389000","","","","","","","","","","2.7741029262542725","2.7741029262542725","2.7741029262542725","","","","","","","","","","","","","","","","","",""
"390000","","","","","","","","","","2.7697811126708984","2.7697811126708984","2.7697811126708984","","","","","","","","","","","","","","","","","",""
"391000","","","","","","","","","","2.770730495452881","2.770730495452881","2.770730495452881","","","","","","","","","","","","","","","","","",""
"392000","","","","","","","","","","2.7671592235565186","2.7671592235565186","2.7671592235565186","","","","","","","","","","","","","","","","","",""
"393000","","","","","","","","","","2.7790775299072266","2.7790775299072266","2.7790775299072266","","","","","","","","","","","","","","","","","",""
"394000","","","","","","","","","","2.7823591232299805","2.7823591232299805","2.7823591232299805","","","","","","","","","","","","","","","","","",""
"395000","","","","","","","","","","2.769556760787964","2.769556760787964","2.769556760787964","","","","","","","","","","","","","","","","","",""
"396000","","","","","","","","","","2.77241849899292","2.77241849899292","2.77241849899292","","","","","","","","","","","","","","","","","",""
"397000","","","","","","","","","","2.7745702266693115","2.7745702266693115","2.7745702266693115","","","","","","","","","","","","","","","","","",""
"398000","","","","","","","","","","2.7724368572235107","2.7724368572235107","2.7724368572235107","","","","","","","","","","","","","","","","","",""
"399000","","","","","","","","","","2.76253604888916","2.76253604888916","2.76253604888916","","","","","","","","","","","","","","","","","",""
"400000","","","","","","","","","","2.764281749725342","2.764281749725342","2.764281749725342","","","","","","","","","","","","","","","","","",""
"401000","","","","","","","","","","2.76570463180542","2.76570463180542","2.76570463180542","","","","","","","","","","","","","","","","","",""
"402000","","","","","","","","","","2.7626354694366455","2.7626354694366455","2.7626354694366455","","","","","","","","","","","","","","","","","",""
"403000","","","","","","","","","","2.7626664638519287","2.7626664638519287","2.7626664638519287","","","","","","","","","","","","","","","","","",""
"404000","","","","","","","","","","2.7617273330688477","2.7617273330688477","2.7617273330688477","","","","","","","","","","","","","","","","","",""
"405000","","","","","","","","","","2.766995429992676","2.766995429992676","2.766995429992676","","","","","","","","","","","","","","","","","",""
"406000","","","","","","","","","","2.758127450942993","2.758127450942993","2.758127450942993","","","","","","","","","","","","","","","","","",""
"407000","","","","","","","","","","2.7674591541290283","2.7674591541290283","2.7674591541290283","","","","","","","","","","","","","","","","","",""
"408000","","","","","","","","","","2.7692108154296875","2.7692108154296875","2.7692108154296875","","","","","","","","","","","","","","","","","",""
"409000","","","","","","","","","","2.7771944999694824","2.7771944999694824","2.7771944999694824","","","","","","","","","","","","","","","","","",""
"410000","","","","","","","","","","2.7622463703155518","2.7622463703155518","2.7622463703155518","","","","","","","","","","","","","","","","","",""
"411000","","","","","","","","","","2.765033483505249","2.765033483505249","2.765033483505249","","","","","","","","","","","","","","","","","",""
"412000","","","","","","","","","","2.758774995803833","2.758774995803833","2.758774995803833","","","","","","","","","","","","","","","","","",""
"413000","","","","","","","","","","2.7566256523132324","2.7566256523132324","2.7566256523132324","","","","","","","","","","","","","","","","","",""
"414000","","","","","","","","","","2.7598719596862793","2.7598719596862793","2.7598719596862793","","","","","","","","","","","","","","","","","",""
"415000","","","","","","","","","","2.754805564880371","2.754805564880371","2.754805564880371","","","","","","","","","","","","","","","","","",""
"416000","","","","","","","2.7552273273468018","2.7552273273468018","2.7552273273468018","","","","","","","","","","","","","","","","","","","","",""
"417000","","","","","","","2.754746675491333","2.754746675491333","2.754746675491333","","","","","","","","","","","","","","","","","","","","",""
"418000","","","","","","","2.75057053565979","2.75057053565979","2.75057053565979","","","","","","","","","","","","","","","","","","","","",""
"419000","","","","","","","2.752284526824951","2.752284526824951","2.752284526824951","","","","","","","","","","","","","","","","","","","","",""
"420000","","","","","","","2.753365993499756","2.753365993499756","2.753365993499756","","","","","","","","","","","","","","","","","","","","",""
"421000","","","","","","","2.7611796855926514","2.7611796855926514","2.7611796855926514","","","","","","","","","","","","","","","","","","","","",""
"422000","","","","","","","2.7565500736236572","2.7565500736236572","2.7565500736236572","","","","","","","","","","","","","","","","","","","","",""
"423000","","","","","","","2.7562010288238525","2.7562010288238525","2.7562010288238525","","","","","","","","","","","","","","","","","","","","",""
"424000","","","","","","","2.757009983062744","2.757009983062744","2.757009983062744","","","","","","","","","","","","","","","","","","","","",""
"425000","","","","","","","2.75038480758667","2.75038480758667","2.75038480758667","","","","","","","","","","","","","","","","","","","","",""
"426000","","","","","","","2.756040334701538","2.756040334701538","2.756040334701538","","","","","","","","","","","","","","","","","","","","",""
