"Step","OLMo-7B-Twin-2T-run-024 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-013 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-013 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-013 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-012 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-012 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-012 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-011 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-011 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-011 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-010 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-010 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-010 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-009 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-009 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-009 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-008 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-008 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-008 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-007 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-007 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-007 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-006 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-006 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-006 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-005 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-005 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-005 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-003 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-003 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-003 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-002 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-002 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-002 - eval/4chan-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-001 - eval/4chan-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-001 - eval/4chan-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-001 - eval/4chan-validation/CrossEntropyLoss__MAX"
"31000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.310394048690796","2.310394048690796","2.310394048690796","","",""
"32000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2926230430603027","2.2926230430603027","2.2926230430603027","","",""
"33000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2885918617248535","2.2885918617248535","2.2885918617248535","","",""
"34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.280017375946045","2.280017375946045","2.280017375946045","","","","","",""
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2797138690948486","2.2797138690948486","2.2797138690948486","","","","","",""
"36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.274796485900879","2.274796485900879","2.274796485900879","","","","","",""
"37000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.269977331161499","2.269977331161499","2.269977331161499","","","","","",""
"38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2680206298828125","2.2680206298828125","2.2680206298828125","","","","","",""
"39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2668466567993164","2.2668466567993164","2.2668466567993164","","","","","",""
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2678163051605225","2.2678163051605225","2.2678163051605225","","","","","",""
"41000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2606945037841797","2.2606945037841797","2.2606945037841797","","","","","",""
"42000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2591381072998047","2.2591381072998047","2.2591381072998047","","","","","",""
"43000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2598884105682373","2.2598884105682373","2.2598884105682373","","","","","",""
"44000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2583963871002197","2.2583963871002197","2.2583963871002197","","","","","",""
"45000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2530195713043213","2.2530195713043213","2.2530195713043213","","","","","",""
"46000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2545337677001953","2.2545337677001953","2.2545337677001953","","","","","",""
"47000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.351327419281006","2.351327419281006","2.351327419281006","","","","","",""
"48000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2474851608276367","2.2474851608276367","2.2474851608276367","","","","","",""
"49000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2467191219329834","2.2467191219329834","2.2467191219329834","","","","","",""
"50000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2412030696868896","2.2412030696868896","2.2412030696868896","","","","","",""
"51000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2477664947509766","2.2477664947509766","2.2477664947509766","","","","","",""
"52000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2437212467193604","2.2437212467193604","2.2437212467193604","","","","","",""
"53000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.234182119369507","2.234182119369507","2.234182119369507","","","","","",""
"54000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2324042320251465","2.2324042320251465","2.2324042320251465","","","","","",""
"55000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2376086711883545","2.2376086711883545","2.2376086711883545","","","","","",""
"56000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.226815700531006","2.226815700531006","2.226815700531006","","","","","",""
"57000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2309911251068115","2.2309911251068115","2.2309911251068115","","","","","",""
"58000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.22806978225708","2.22806978225708","2.22806978225708","","","","","",""
"59000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.221534013748169","2.221534013748169","2.221534013748169","","","","","",""
"60000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.226454973220825","2.226454973220825","2.226454973220825","","","","","",""
"61000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.225950002670288","2.225950002670288","2.225950002670288","","","","","",""
"62000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.219097852706909","2.219097852706909","2.219097852706909","","","","","","","","",""
"63000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.224602222442627","2.224602222442627","2.224602222442627","","","","","","","","",""
"64000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.218524217605591","2.218524217605591","2.218524217605591","","","","","","","","",""
"65000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2179760932922363","2.2179760932922363","2.2179760932922363","","","","","","","","",""
"66000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.213593006134033","2.213593006134033","2.213593006134033","","","","","","","","",""
"67000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.211714744567871","2.211714744567871","2.211714744567871","","","","","","","","",""
"68000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2148358821868896","2.2148358821868896","2.2148358821868896","","","","","","","","",""
"69000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.217069387435913","2.217069387435913","2.217069387435913","","","","","","","","",""
"70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2047278881073","2.2047278881073","2.2047278881073","","","","","","","","",""
"71000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2082276344299316","2.2082276344299316","2.2082276344299316","","","","","","","","",""
"72000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.208890199661255","2.208890199661255","2.208890199661255","","","","","","","","",""
"73000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2051539421081543","2.2051539421081543","2.2051539421081543","","","","","","","","",""
"74000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2053565979003906","2.2053565979003906","2.2053565979003906","","","","","","","","",""
"75000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.206369638442993","2.206369638442993","2.206369638442993","","","","","","","","",""
"76000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2018728256225586","2.2018728256225586","2.2018728256225586","","","","","","","","",""
"77000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20097017288208","2.20097017288208","2.20097017288208","","","","","","","","",""
"78000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2003719806671143","2.2003719806671143","2.2003719806671143","","","","","","","","",""
"79000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.200200080871582","2.200200080871582","2.200200080871582","","","","","","","","",""
"80000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.197280168533325","2.197280168533325","2.197280168533325","","","","","","","","",""
"81000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1925864219665527","2.1925864219665527","2.1925864219665527","","","","","","","","",""
"82000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.199686050415039","2.199686050415039","2.199686050415039","","","","","","","","",""
"83000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.196017026901245","2.196017026901245","2.196017026901245","","","","","","","","",""
"84000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.19370436668396","2.19370436668396","2.19370436668396","","","","","","","","",""
"85000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1943390369415283","2.1943390369415283","2.1943390369415283","","","","","","","","",""
"86000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1999173164367676","2.1999173164367676","2.1999173164367676","","","","","","","","",""
"87000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.196394205093384","2.196394205093384","2.196394205093384","","","","","","","","",""
