"Step","OLMo-7B-Twin-2T-run-024 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-024 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-024 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-022 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-022 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-022 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-021 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-021 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-021 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-020 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-020 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-020 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-019 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-019 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-019 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-018 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-018 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-018 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-017 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-017 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-017 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-016 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-016 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-016 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-015 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-015 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-015 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-014 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-014 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-014 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-013 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-013 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-013 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-012 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-012 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-012 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-011 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-011 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-011 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-010 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-010 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-010 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-009 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-009 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-009 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-008 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-008 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-008 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-007 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-007 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-007 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-006 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-006 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-006 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-005 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-005 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-005 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-003 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-003 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-003 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-002 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-002 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-002 - eval/c4_en-validation/Perplexity__MAX","OLMo-7B-Twin-2T-run-001 - eval/c4_en-validation/Perplexity","OLMo-7B-Twin-2T-run-001 - eval/c4_en-validation/Perplexity__MIN","OLMo-7B-Twin-2T-run-001 - eval/c4_en-validation/Perplexity__MAX"
"29000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.617228507995605","15.617228507995605","15.617228507995605","","",""
"30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.519224166870117","15.519224166870117","15.519224166870117","","",""
"31000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.79091739654541","15.79091739654541","15.79091739654541","","",""
"32000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.368424415588379","15.368424415588379","15.368424415588379","","",""
"33000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.17015266418457","15.17015266418457","15.17015266418457","","",""
"34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.187925338745117","15.187925338745117","15.187925338745117","","","","","",""
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.097278594970703","15.097278594970703","15.097278594970703","","","","","",""
"36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.073095321655273","15.073095321655273","15.073095321655273","","","","","",""
"37000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.92169189453125","14.92169189453125","14.92169189453125","","","","","",""
"38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.795538902282715","14.795538902282715","14.795538902282715","","","","","",""
"39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.761603355407715","14.761603355407715","14.761603355407715","","","","","",""
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.779172897338867","14.779172897338867","14.779172897338867","","","","","",""
"41000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.663101196289062","14.663101196289062","14.663101196289062","","","","","",""
"42000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.59683895111084","14.59683895111084","14.59683895111084","","","","","",""
"43000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.529109001159668","14.529109001159668","14.529109001159668","","","","","",""
"44000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.514971733093262","14.514971733093262","14.514971733093262","","","","","",""
"45000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.460007667541504","14.460007667541504","14.460007667541504","","","","","",""
"46000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.347919464111328","14.347919464111328","14.347919464111328","","","","","",""
"47000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.138019561767578","16.138019561767578","16.138019561767578","","","","","",""
"48000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.270082473754883","14.270082473754883","14.270082473754883","","","","","",""
"49000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.252625465393066","14.252625465393066","14.252625465393066","","","","","",""
"50000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.14805793762207","14.14805793762207","14.14805793762207","","","","","",""
"51000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.303115844726562","14.303115844726562","14.303115844726562","","","","","",""
"52000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.100018501281738","14.100018501281738","14.100018501281738","","","","","",""
"53000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.069442749023438","14.069442749023438","14.069442749023438","","","","","",""
"54000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.013081550598145","14.013081550598145","14.013081550598145","","","","","",""
"55000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.095070838928223","14.095070838928223","14.095070838928223","","","","","",""
"56000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.969422340393066","13.969422340393066","13.969422340393066","","","","","",""
"57000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.925169944763184","13.925169944763184","13.925169944763184","","","","","",""
"58000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.847152709960938","13.847152709960938","13.847152709960938","","","","","",""
"59000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.818161010742188","13.818161010742188","13.818161010742188","","","","","",""
"60000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.824707984924316","13.824707984924316","13.824707984924316","","","","","",""
"61000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.788989067077637","13.788989067077637","13.788989067077637","","","","","",""
"62000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.72608757019043","13.72608757019043","13.72608757019043","","","","","","","","",""
"63000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.692424774169922","13.692424774169922","13.692424774169922","","","","","","","","",""
"64000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.703185081481934","13.703185081481934","13.703185081481934","","","","","","","","",""
"65000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.627169609069824","13.627169609069824","13.627169609069824","","","","","","","","",""
"66000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.606894493103027","13.606894493103027","13.606894493103027","","","","","","","","",""
"67000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.557462692260742","13.557462692260742","13.557462692260742","","","","","","","","",""
"68000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.571197509765625","13.571197509765625","13.571197509765625","","","","","","","","",""
"69000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.617257118225098","13.617257118225098","13.617257118225098","","","","","","","","",""
"70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.539134979248047","13.539134979248047","13.539134979248047","","","","","","","","",""
"71000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4898042678833","13.4898042678833","13.4898042678833","","","","","","","","",""
"72000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.49760913848877","13.49760913848877","13.49760913848877","","","","","","","","",""
"73000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.437885284423828","13.437885284423828","13.437885284423828","","","","","","","","",""
"74000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.445837020874023","13.445837020874023","13.445837020874023","","","","","","","","",""
"75000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.446147918701172","13.446147918701172","13.446147918701172","","","","","","","","",""
"76000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.374302864074707","13.374302864074707","13.374302864074707","","","","","","","","",""
"77000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.376232147216797","13.376232147216797","13.376232147216797","","","","","","","","",""
"78000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.404677391052246","13.404677391052246","13.404677391052246","","","","","","","","",""
"79000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.332071304321289","13.332071304321289","13.332071304321289","","","","","","","","",""
"80000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.284433364868164","13.284433364868164","13.284433364868164","","","","","","","","",""
"81000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.231029510498047","13.231029510498047","13.231029510498047","","","","","","","","",""
"82000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.272095680236816","13.272095680236816","13.272095680236816","","","","","","","","",""
"83000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.228405952453613","13.228405952453613","13.228405952453613","","","","","","","","",""
"84000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.182583808898926","13.182583808898926","13.182583808898926","","","","","","","","",""
"85000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.237025260925293","13.237025260925293","13.237025260925293","","","","","","","","",""
"86000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.21985149383545","13.21985149383545","13.21985149383545","","","","","","","","",""
"87000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.16203784942627","13.16203784942627","13.16203784942627","","","","","","","","",""
"88000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.149805068969727","13.149805068969727","13.149805068969727","","","","","","","","",""
"89000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.486885070800781","13.486885070800781","13.486885070800781","","","","","","","","",""
"90000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.193292617797852","13.193292617797852","13.193292617797852","","","","","","","","","","","",""
"91000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.095197677612305","13.095197677612305","13.095197677612305","","","","","","","","","","","",""
"92000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.105273246765137","13.105273246765137","13.105273246765137","","","","","","","","","","","",""
"93000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.085367202758789","13.085367202758789","13.085367202758789","","","","","","","","","","","",""
"94000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.068084716796875","13.068084716796875","13.068084716796875","","","","","","","","","","","",""
"95000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.051234245300293","13.051234245300293","13.051234245300293","","","","","","","","","","","",""
