"Step","OLMo-7B-Twin-2T-run-024 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-013 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-013 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-013 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-012 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-012 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-012 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-011 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-011 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-011 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-010 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-010 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-010 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-009 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-009 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-009 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-008 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-008 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-008 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-007 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-007 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-007 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-006 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-006 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-006 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-005 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-005 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-005 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-003 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-003 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-003 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-002 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-002 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-002 - eval/wikitext_103-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-001 - eval/wikitext_103-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-001 - eval/wikitext_103-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-001 - eval/wikitext_103-validation/CrossEntropyLoss__MAX"
"84000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4340803623199463","2.4340803623199463","2.4340803623199463","","","","","","","","",""
"85000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.432955503463745","2.432955503463745","2.432955503463745","","","","","","","","",""
"86000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4325313568115234","2.4325313568115234","2.4325313568115234","","","","","","","","",""
"87000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4280810356140137","2.4280810356140137","2.4280810356140137","","","","","","","","",""
"88000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4275963306427","2.4275963306427","2.4275963306427","","","","","","","","",""
"89000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.445827007293701","2.445827007293701","2.445827007293701","","","","","","","","",""
"90000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4241838455200195","2.4241838455200195","2.4241838455200195","","","","","","","","","","","",""
"91000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4166111946105957","2.4166111946105957","2.4166111946105957","","","","","","","","","","","",""
"92000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.416308641433716","2.416308641433716","2.416308641433716","","","","","","","","","","","",""
"93000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4150850772857666","2.4150850772857666","2.4150850772857666","","","","","","","","","","","",""
"94000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4128355979919434","2.4128355979919434","2.4128355979919434","","","","","","","","","","","",""
"95000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4121017456054688","2.4121017456054688","2.4121017456054688","","","","","","","","","","","",""
"96000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.413262128829956","2.413262128829956","2.413262128829956","","","","","","","","","","","",""
"97000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4078097343444824","2.4078097343444824","2.4078097343444824","","","","","","","","","","","",""
"98000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.411552667617798","2.411552667617798","2.411552667617798","","","","","","","","","","","",""
"99000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4081411361694336","2.4081411361694336","2.4081411361694336","","","","","","","","","","","",""
"100000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.399045705795288","2.399045705795288","2.399045705795288","","","","","","","","","","","",""
"101000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.400840997695923","2.400840997695923","2.400840997695923","","","","","","","","","","","",""
"102000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.398073673248291","2.398073673248291","2.398073673248291","","","","","","","","","","","",""
"103000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3973093032836914","2.3973093032836914","2.3973093032836914","","","","","","","","","","","",""
"104000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.396355152130127","2.396355152130127","2.396355152130127","","","","","","","","","","","",""
"105000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.399441957473755","2.399441957473755","2.399441957473755","","","","","","","","","","","",""
"106000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.400188684463501","2.400188684463501","2.400188684463501","","","","","","","","","","","",""
"107000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3993184566497803","2.3993184566497803","2.3993184566497803","","","","","","","","","","","",""
"108000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.393944501876831","2.393944501876831","2.393944501876831","","","","","","","","","","","",""
"109000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.389410972595215","2.389410972595215","2.389410972595215","","","","","","","","","","","",""
"110000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.393169641494751","2.393169641494751","2.393169641494751","","","","","","","","","","","",""
"111000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3837060928344727","2.3837060928344727","2.3837060928344727","","","","","","","","","","","",""
"112000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.385930061340332","2.385930061340332","2.385930061340332","","","","","","","","","","","",""
"113000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3914921283721924","2.3914921283721924","2.3914921283721924","","","","","","","","","","","",""
"114000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.390612840652466","2.390612840652466","2.390612840652466","","","","","","","","","","","",""
"115000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.384024143218994","2.384024143218994","2.384024143218994","","","","","","","","","","","",""
"116000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.389700174331665","2.389700174331665","2.389700174331665","","","","","","","","","","","",""
"117000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.386666774749756","2.386666774749756","2.386666774749756","","","","","","","","","","","",""
"118000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3807477951049805","2.3807477951049805","2.3807477951049805","","","","","","","","","","","","","","",""
"119000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.379629135131836","2.379629135131836","2.379629135131836","","","","","","","","","","","","","","",""
"120000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3837974071502686","2.3837974071502686","2.3837974071502686","","","","","","","","","","","","","","",""
"121000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7949745655059814","2.7949745655059814","2.7949745655059814","","","","","","","","","","","","","","",""
"122000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3790664672851562","2.3790664672851562","2.3790664672851562","","","","","","","","","","","","","","",""
"123000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3768503665924072","2.3768503665924072","2.3768503665924072","","","","","","","","","","","","","","",""
"124000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3820297718048096","2.3820297718048096","2.3820297718048096","","","","","","","","","","","","","","",""
"125000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.371055841445923","2.371055841445923","2.371055841445923","","","","","","","","","","","","","","",""
"126000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3752951622009277","2.3752951622009277","2.3752951622009277","","","","","","","","","","","","","","","","","",""
"127000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.377614736557007","2.377614736557007","2.377614736557007","","","","","","","","","","","","","","","","","",""
"128000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3727056980133057","2.3727056980133057","2.3727056980133057","","","","","","","","","","","","","","","","","",""
"129000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3705387115478516","2.3705387115478516","2.3705387115478516","","","","","","","","","","","","","","","","","",""
"130000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3720171451568604","2.3720171451568604","2.3720171451568604","","","","","","","","","","","","","","","","","",""
"131000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.37357497215271","2.37357497215271","2.37357497215271","","","","","","","","","","","","","","","","","",""
"132000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3702423572540283","2.3702423572540283","2.3702423572540283","","","","","","","","","","","","","","","","","",""
"133000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3750600814819336","2.3750600814819336","2.3750600814819336","","","","","","","","","","","","","","","","","",""
"134000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3734636306762695","2.3734636306762695","2.3734636306762695","","","","","","","","","","","","","","","","","",""
"135000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.371079444885254","2.371079444885254","2.371079444885254","","","","","","","","","","","","","","","","","",""
"136000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.37585711479187","2.37585711479187","2.37585711479187","","","","","","","","","","","","","","","","","",""
"137000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3668928146362305","2.3668928146362305","2.3668928146362305","","","","","","","","","","","","","","","","","",""
"138000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3687806129455566","2.3687806129455566","2.3687806129455566","","","","","","","","","","","","","","","","","",""
"139000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3638384342193604","2.3638384342193604","2.3638384342193604","","","","","","","","","","","","","","","","","",""
"140000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.359595537185669","2.359595537185669","2.359595537185669","","","","","","","","","","","","","","","","","",""
"141000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.365516185760498","2.365516185760498","2.365516185760498","","","","","","","","","","","","","","","","","",""
"142000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.35870361328125","2.35870361328125","2.35870361328125","","","","","","","","","","","","","","","","","",""
"143000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3713064193725586","2.3713064193725586","2.3713064193725586","","","","","","","","","","","","","","","","","",""
"144000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.362409830093384","2.362409830093384","2.362409830093384","","","","","","","","","","","","","","","","","",""
"145000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.363631248474121","2.363631248474121","2.363631248474121","","","","","","","","","","","","","","","","","",""
"146000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3591203689575195","2.3591203689575195","2.3591203689575195","","","","","","","","","","","","","","","","","",""
"147000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.352562427520752","2.352562427520752","2.352562427520752","","","","","","","","","","","","","","","","","",""
"148000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.353355884552002","2.353355884552002","2.353355884552002","","","","","","","","","","","","","","","","","",""
"149000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3507542610168457","2.3507542610168457","2.3507542610168457","","","","","","","","","","","","","","","","","",""
"150000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6255030632019043","2.6255030632019043","2.6255030632019043","","","","","","","","","","","","","","","","","",""
"151000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.357353925704956","2.357353925704956","2.357353925704956","","","","","","","","","","","","","","","","","",""
"152000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3529694080352783","2.3529694080352783","2.3529694080352783","","","","","","","","","","","","","","","","","",""
"153000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3523576259613037","2.3523576259613037","2.3523576259613037","","","","","","","","","","","","","","","","","",""
"154000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.348444700241089","2.348444700241089","2.348444700241089","","","","","","","","","","","","","","","","","",""
"155000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.350576639175415","2.350576639175415","2.350576639175415","","","","","","","","","","","","","","","","","",""
"156000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.353631019592285","2.353631019592285","2.353631019592285","","","","","","","","","","","","","","","","","",""
"157000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3427650928497314","2.3427650928497314","2.3427650928497314","","","","","","","","","","","","","","","","","",""
"158000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3467559814453125","2.3467559814453125","2.3467559814453125","2.3467559814453125","2.3467559814453125","2.3467559814453125","","","","","","","","","","","","","","","","","","","","",""
"159000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.341083288192749","2.341083288192749","2.341083288192749","2.341083288192749","2.341083288192749","2.341083288192749","","","","","","","","","","","","","","","","","","","","",""
"160000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.348223924636841","2.348223924636841","2.348223924636841","2.348223924636841","2.348223924636841","2.348223924636841","","","","","","","","","","","","","","","","","","","","",""
"161000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3459084033966064","2.3459084033966064","2.3459084033966064","2.3459084033966064","2.3459084033966064","2.3459084033966064","","","","","","","","","","","","","","","","","","","","",""
"162000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3482251167297363","2.3482251167297363","2.3482251167297363","2.3482251167297363","2.3482251167297363","2.3482251167297363","","","","","","","","","","","","","","","","","","","","",""
"163000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.348069906234741","2.348069906234741","2.348069906234741","2.348069906234741","2.348069906234741","2.348069906234741","","","","","","","","","","","","","","","","","","","","",""
"164000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.339160203933716","2.339160203933716","2.339160203933716","2.339160203933716","2.339160203933716","2.339160203933716","","","","","","","","","","","","","","","","","","","","",""
"165000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3436808586120605","2.3436808586120605","2.3436808586120605","2.3436808586120605","2.3436808586120605","2.3436808586120605","","","","","","","","","","","","","","","","","","","","",""
"166000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.348140239715576","2.348140239715576","2.348140239715576","2.348140239715576","2.348140239715576","2.348140239715576","","","","","","","","","","","","","","","","","","","","",""
"167000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3440253734588623","2.3440253734588623","2.3440253734588623","2.3440253734588623","2.3440253734588623","2.3440253734588623","","","","","","","","","","","","","","","","","","","","",""
"168000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.337092876434326","2.337092876434326","2.337092876434326","2.337092876434326","2.337092876434326","2.337092876434326","","","","","","","","","","","","","","","","","","","","",""
"169000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3360495567321777","2.3360495567321777","2.3360495567321777","","","","","","","","","","","","","","","","","","","","","","","",""
"170000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3345260620117188","2.3345260620117188","2.3345260620117188","","","","","","","","","","","","","","","","","","","","","","","",""
"171000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.334251880645752","2.334251880645752","2.334251880645752","","","","","","","","","","","","","","","","","","","","","","","",""
"172000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.367751121520996","2.367751121520996","2.367751121520996","","","","","","","","","","","","","","","","","","","","","","","",""
"173000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.339444875717163","2.339444875717163","2.339444875717163","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"174000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.337881565093994","2.337881565093994","2.337881565093994","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3365094661712646","2.3365094661712646","2.3365094661712646","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"176000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.336583137512207","2.336583137512207","2.336583137512207","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"177000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.342287302017212","2.342287302017212","2.342287302017212","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"178000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3384664058685303","2.3384664058685303","2.3384664058685303","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"179000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.338865041732788","2.338865041732788","2.338865041732788","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"180000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.336212158203125","2.336212158203125","2.336212158203125","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3336546421051025","2.3336546421051025","2.3336546421051025","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"182000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.333306074142456","2.333306074142456","2.333306074142456","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"183000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3344244956970215","2.3344244956970215","2.3344244956970215","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"184000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3261775970458984","2.3261775970458984","2.3261775970458984","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"185000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.329408884048462","2.329408884048462","2.329408884048462","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"186000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.331704616546631","2.331704616546631","2.331704616546631","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"187000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3221192359924316","2.3221192359924316","2.3221192359924316","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"188000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.32987904548645","2.32987904548645","2.32987904548645","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"189000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.327195167541504","2.327195167541504","2.327195167541504","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"190000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3249826431274414","2.3249826431274414","2.3249826431274414","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"191000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3254473209381104","2.3254473209381104","2.3254473209381104","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"192000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3262360095977783","2.3262360095977783","2.3262360095977783","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"193000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3241329193115234","2.3241329193115234","2.3241329193115234","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"194000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.321453809738159","2.321453809738159","2.321453809738159","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"195000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3259522914886475","2.3259522914886475","2.3259522914886475","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"196000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.322420835494995","2.322420835494995","2.322420835494995","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"197000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3232686519622803","2.3232686519622803","2.3232686519622803","","","","","","","","","","","","","","","","","","","","","","","","","","",""
