"Step","Group: OLMo-1B - eval/v2-small-twitterAEE-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v2-small-twitterAEE-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v2-small-twitterAEE-validation/CrossEntropyLoss__MAX"
"54000","3.7202072143554688","3.7202072143554688","3.7202072143554688"
"55000","3.7245466709136963","3.7245466709136963","3.7245466709136963"
"56000","3.7207579612731934","3.7207579612731934","3.7207579612731934"
"57000","3.7276432514190674","3.7276432514190674","3.7276432514190674"
"58000","3.7157256603240967","3.7157256603240967","3.7157256603240967"
"59000","3.7121827602386475","3.7121827602386475","3.7121827602386475"
"60000","3.717473030090332","3.717473030090332","3.717473030090332"
"61000","3.7199294567108154","3.7199294567108154","3.7199294567108154"
"62000","3.713355779647827","3.713355779647827","3.713355779647827"
"63000","3.7106103897094727","3.7106103897094727","3.7106103897094727"
"64000","3.711869478225708","3.711869478225708","3.711869478225708"
"65000","3.7076869010925293","3.7076869010925293","3.7076869010925293"
"66000","3.7081332206726074","3.7081332206726074","3.7081332206726074"
"67000","3.7152059078216553","3.7152059078216553","3.7152059078216553"
"68000","3.7027690410614014","3.7027690410614014","3.7027690410614014"
"69000","3.705460786819458","3.705460786819458","3.705460786819458"
"70000","3.7023801803588867","3.7023801803588867","3.7023801803588867"
"71000","3.698280096054077","3.698280096054077","3.698280096054077"
"72000","3.7018275260925293","3.7018275260925293","3.7018275260925293"
"73000","3.702540159225464","3.702540159225464","3.702540159225464"
"74000","3.704285144805908","3.704285144805908","3.704285144805908"
"75000","3.7027010917663574","3.7027010917663574","3.7027010917663574"
"76000","3.698159694671631","3.698159694671631","3.698159694671631"
"77000","3.6924006938934326","3.6924006938934326","3.6924006938934326"
"78000","3.6884610652923584","3.6884610652923584","3.6884610652923584"
"79000","3.693819284439087","3.693819284439087","3.693819284439087"
"80000","3.6908376216888428","3.6908376216888428","3.6908376216888428"
"81000","3.6907715797424316","3.6907715797424316","3.6907715797424316"
"82000","3.693667411804199","3.693667411804199","3.693667411804199"
"83000","3.6878936290740967","3.6878936290740967","3.6878936290740967"
"84000","3.6807782649993896","3.6807782649993896","3.6807782649993896"
"85000","3.688685178756714","3.688685178756714","3.688685178756714"
"86000","3.6897830963134766","3.6897830963134766","3.6897830963134766"
"87000","3.6861729621887207","3.6861729621887207","3.6861729621887207"
"88000","3.6876511573791504","3.6876511573791504","3.6876511573791504"
"89000","3.677767753601074","3.677767753601074","3.677767753601074"
"90000","3.6897335052490234","3.6897335052490234","3.6897335052490234"
"91000","3.6853129863739014","3.6853129863739014","3.6853129863739014"
"92000","3.6804769039154053","3.6804769039154053","3.6804769039154053"
"93000","3.6802334785461426","3.6802334785461426","3.6802334785461426"
"94000","3.677334785461426","3.677334785461426","3.677334785461426"
"95000","3.666200876235962","3.666200876235962","3.666200876235962"
"96000","3.6679065227508545","3.6679065227508545","3.6679065227508545"
"97000","3.6761972904205322","3.6761972904205322","3.6761972904205322"
"98000","3.671409845352173","3.671409845352173","3.671409845352173"
"99000","3.6723129749298096","3.6723129749298096","3.6723129749298096"
"100000","3.6758975982666016","3.6758975982666016","3.6758975982666016"
"101000","3.672652244567871","3.672652244567871","3.672652244567871"
"102000","3.6739823818206787","3.6739823818206787","3.6739823818206787"
"103000","3.6741158962249756","3.6741158962249756","3.6741158962249756"
"104000","3.667928695678711","3.667928695678711","3.667928695678711"
"105000","3.6697802543640137","3.6697802543640137","3.6697802543640137"
"106000","3.671651840209961","3.671651840209961","3.671651840209961"
"107000","3.671914577484131","3.671914577484131","3.671914577484131"
"108000","3.668565273284912","3.668565273284912","3.668565273284912"
"109000","3.6660375595092773","3.6660375595092773","3.6660375595092773"
"110000","3.6706807613372803","3.6706807613372803","3.6706807613372803"
"111000","3.6667211055755615","3.6667211055755615","3.6667211055755615"
"112000","3.659128189086914","3.659128189086914","3.659128189086914"
"113000","3.659989833831787","3.659989833831787","3.659989833831787"
"114000","3.6627867221832275","3.6627867221832275","3.6627867221832275"
"115000","3.6608457565307617","3.6608457565307617","3.6608457565307617"
"116000","3.6611745357513428","3.6611745357513428","3.6611745357513428"
"117000","3.6589932441711426","3.6589932441711426","3.6589932441711426"
"118000","3.6639153957366943","3.6639153957366943","3.6639153957366943"
"119000","3.6641037464141846","3.6641037464141846","3.6641037464141846"
"120000","3.6589245796203613","3.6589245796203613","3.6589245796203613"
"121000","3.659865140914917","3.659865140914917","3.659865140914917"
"122000","3.657087564468384","3.657087564468384","3.657087564468384"
"123000","3.6626017093658447","3.6626017093658447","3.6626017093658447"
"124000","3.6513869762420654","3.6513869762420654","3.6513869762420654"
"125000","3.655416488647461","3.655416488647461","3.655416488647461"
"126000","3.6514620780944824","3.6514620780944824","3.6514620780944824"
"127000","3.651629686355591","3.651629686355591","3.651629686355591"
"128000","3.6612966060638428","3.6612966060638428","3.6612966060638428"
"129000","3.650932550430298","3.650932550430298","3.650932550430298"
"130000","3.6485657691955566","3.6485657691955566","3.6485657691955566"
"131000","3.6489686965942383","3.6489686965942383","3.6489686965942383"
"132000","3.64858078956604","3.64858078956604","3.64858078956604"
"133000","3.6468958854675293","3.6468958854675293","3.6468958854675293"
"134000","3.6524031162261963","3.6524031162261963","3.6524031162261963"
"135000","3.650315999984741","3.650315999984741","3.650315999984741"
"136000","3.6475718021392822","3.6475718021392822","3.6475718021392822"
"137000","3.6544711589813232","3.6544711589813232","3.6544711589813232"
"138000","3.638241767883301","3.638241767883301","3.638241767883301"
"139000","3.6519906520843506","3.6519906520843506","3.6519906520843506"
"140000","3.6425983905792236","3.6425983905792236","3.6425983905792236"
"141000","3.6502702236175537","3.6502702236175537","3.6502702236175537"
"142000","3.6441471576690674","3.6441471576690674","3.6441471576690674"
"143000","3.6493847370147705","3.6493847370147705","3.6493847370147705"
"144000","3.654778003692627","3.654778003692627","3.654778003692627"
"145000","3.640531539916992","3.640531539916992","3.640531539916992"
"146000","3.6480910778045654","3.6480910778045654","3.6480910778045654"
"147000","3.6449625492095947","3.6449625492095947","3.6449625492095947"
"148000","3.6513125896453857","3.6513125896453857","3.6513125896453857"
"149000","3.6457440853118896","3.6457440853118896","3.6457440853118896"
"150000","3.652491569519043","3.652491569519043","3.652491569519043"
"151000","3.640695095062256","3.640695095062256","3.640695095062256"
"152000","3.646597385406494","3.646597385406494","3.646597385406494"
"153000","3.647984743118286","3.647984743118286","3.647984743118286"
"154000","3.640935182571411","3.640935182571411","3.640935182571411"
"155000","3.639540195465088","3.639540195465088","3.639540195465088"
"156000","3.6463639736175537","3.6463639736175537","3.6463639736175537"
"157000","3.643824815750122","3.643824815750122","3.643824815750122"
"158000","3.6379754543304443","3.6379754543304443","3.6379754543304443"
"159000","3.6380858421325684","3.6380858421325684","3.6380858421325684"
"160000","3.638742685317993","3.638742685317993","3.638742685317993"
"161000","3.642839193344116","3.642839193344116","3.642839193344116"
"162000","3.6436781883239746","3.6436781883239746","3.6436781883239746"
"163000","3.636514663696289","3.636514663696289","3.636514663696289"
"164000","3.640092372894287","3.640092372894287","3.640092372894287"
"165000","3.6420562267303467","3.6420562267303467","3.6420562267303467"
"166000","3.6384198665618896","3.6384198665618896","3.6384198665618896"
"167000","3.6369917392730713","3.6369917392730713","3.6369917392730713"
"168000","3.6379125118255615","3.6379125118255615","3.6379125118255615"
"169000","3.6387362480163574","3.6387362480163574","3.6387362480163574"
"170000","3.6367580890655518","3.6367580890655518","3.6367580890655518"
"171000","3.6369051933288574","3.6369051933288574","3.6369051933288574"
"172000","3.645834445953369","3.645834445953369","3.645834445953369"
"173000","3.6445815563201904","3.6445815563201904","3.6445815563201904"
"174000","3.6373560428619385","3.6373560428619385","3.6373560428619385"
"175000","3.634280204772949","3.634280204772949","3.634280204772949"
"176000","3.632983684539795","3.632983684539795","3.632983684539795"
"177000","3.634908437728882","3.634908437728882","3.634908437728882"
"178000","3.634411334991455","3.634411334991455","3.634411334991455"
"179000","3.6321287155151367","3.6321287155151367","3.6321287155151367"
"180000","3.6326162815093994","3.6326162815093994","3.6326162815093994"
"181000","3.6370341777801514","3.6370341777801514","3.6370341777801514"
"182000","3.630833387374878","3.630833387374878","3.630833387374878"
"183000","3.632966995239258","3.632966995239258","3.632966995239258"
"184000","3.628612995147705","3.628612995147705","3.628612995147705"
"185000","3.6320559978485107","3.6320559978485107","3.6320559978485107"
"186000","3.634084701538086","3.634084701538086","3.634084701538086"
"187000","3.627763509750366","3.627763509750366","3.627763509750366"
"188000","3.6311352252960205","3.6311352252960205","3.6311352252960205"
"189000","3.631474256515503","3.631474256515503","3.631474256515503"
"190000","3.6336669921875","3.6336669921875","3.6336669921875"
"191000","3.6269991397857666","3.6269991397857666","3.6269991397857666"
"192000","3.633174419403076","3.633174419403076","3.633174419403076"
"193000","3.627912998199463","3.627912998199463","3.627912998199463"
"194000","3.6340548992156982","3.6340548992156982","3.6340548992156982"
"195000","3.6281230449676514","3.6281230449676514","3.6281230449676514"
"196000","3.6294965744018555","3.6294965744018555","3.6294965744018555"
"197000","3.639132261276245","3.639132261276245","3.639132261276245"
"198000","3.6227548122406006","3.6227548122406006","3.6227548122406006"
"199000","3.6227190494537354","3.6227190494537354","3.6227190494537354"
"200000","3.625770092010498","3.625770092010498","3.625770092010498"
"201000","3.623852252960205","3.623852252960205","3.623852252960205"
"202000","3.635807752609253","3.635807752609253","3.635807752609253"
"203000","3.6231138706207275","3.6231138706207275","3.6231138706207275"
"204000","3.62471866607666","3.62471866607666","3.62471866607666"
"205000","3.631120443344116","3.631120443344116","3.631120443344116"
"206000","3.6349751949310303","3.6349751949310303","3.6349751949310303"
"207000","3.6260218620300293","3.6260218620300293","3.6260218620300293"
"208000","3.633321762084961","3.633321762084961","3.633321762084961"
"209000","3.629758596420288","3.629758596420288","3.629758596420288"
"210000","3.6243715286254883","3.6243715286254883","3.6243715286254883"
"211000","3.623202323913574","3.623202323913574","3.623202323913574"
"212000","3.6279330253601074","3.6279330253601074","3.6279330253601074"
"213000","3.6221957206726074","3.6221957206726074","3.6221957206726074"
"214000","3.623941421508789","3.623941421508789","3.623941421508789"
"215000","3.618490695953369","3.618490695953369","3.618490695953369"
"216000","3.6234209537506104","3.6234209537506104","3.6234209537506104"
"217000","3.6150381565093994","3.6150381565093994","3.6150381565093994"
"218000","3.6245362758636475","3.6245362758636475","3.6245362758636475"
"219000","3.62278151512146","3.62278151512146","3.62278151512146"
"220000","3.6203973293304443","3.6203973293304443","3.6203973293304443"
"221000","3.620361804962158","3.620361804962158","3.620361804962158"
"222000","3.618260145187378","3.618260145187378","3.618260145187378"
"223000","3.6225733757019043","3.6225733757019043","3.6225733757019043"
"224000","3.619157552719116","3.619157552719116","3.619157552719116"
"225000","3.6237950325012207","3.6237950325012207","3.6237950325012207"
"226000","3.625034809112549","3.625034809112549","3.625034809112549"
"227000","3.6173689365386963","3.6173689365386963","3.6173689365386963"
"228000","3.6202776432037354","3.6202776432037354","3.6202776432037354"
"229000","3.622924327850342","3.622924327850342","3.622924327850342"
"230000","3.6208181381225586","3.6208181381225586","3.6208181381225586"
"231000","3.616194009780884","3.616194009780884","3.616194009780884"
"232000","3.616478204727173","3.616478204727173","3.616478204727173"
"233000","3.619452476501465","3.619452476501465","3.619452476501465"
"234000","3.6236941814422607","3.6236941814422607","3.6236941814422607"
"235000","3.619762659072876","3.619762659072876","3.619762659072876"
"236000","3.619541883468628","3.619541883468628","3.619541883468628"
"237000","3.629216432571411","3.629216432571411","3.629216432571411"
"238000","3.618368148803711","3.618368148803711","3.618368148803711"
"239000","3.6229817867279053","3.6229817867279053","3.6229817867279053"
"240000","3.6146671772003174","3.6146671772003174","3.6146671772003174"
"241000","3.6230740547180176","3.6230740547180176","3.6230740547180176"
"242000","3.6212692260742188","3.6212692260742188","3.6212692260742188"
"243000","3.6166903972625732","3.6166903972625732","3.6166903972625732"
"244000","3.6175289154052734","3.6175289154052734","3.6175289154052734"
"246000","3.613046407699585","3.613046407699585","3.613046407699585"
"247000","3.61771559715271","3.61771559715271","3.61771559715271"
"248000","3.616952896118164","3.616952896118164","3.616952896118164"
"249000","3.621490478515625","3.621490478515625","3.621490478515625"
"250000","3.6134774684906006","3.6134774684906006","3.6134774684906006"
"251000","3.6167454719543457","3.6167454719543457","3.6167454719543457"
"252000","3.614583969116211","3.614583969116211","3.614583969116211"
"253000","3.613358736038208","3.613358736038208","3.613358736038208"
"254000","3.6099352836608887","3.6099352836608887","3.6099352836608887"
"255000","3.6175875663757324","3.6175875663757324","3.6175875663757324"
"256000","3.610213041305542","3.610213041305542","3.610213041305542"
"257000","3.612028121948242","3.612028121948242","3.612028121948242"
"258000","3.6210567951202393","3.6210567951202393","3.6210567951202393"
"259000","3.6123318672180176","3.6123318672180176","3.6123318672180176"
"260000","3.621847152709961","3.621847152709961","3.621847152709961"
"261000","3.6179094314575195","3.6179094314575195","3.6179094314575195"
"262000","3.6113433837890625","3.6113433837890625","3.6113433837890625"
"263000","3.6051454544067383","3.6051454544067383","3.6051454544067383"
"264000","3.6087443828582764","3.6087443828582764","3.6087443828582764"
"265000","3.61407208442688","3.61407208442688","3.61407208442688"
"266000","3.6089861392974854","3.6089861392974854","3.6089861392974854"
"267000","3.618523597717285","3.618523597717285","3.618523597717285"
"268000","3.6114110946655273","3.6114110946655273","3.6114110946655273"
"269000","3.6113383769989014","3.6113383769989014","3.6113383769989014"
"270000","3.609225034713745","3.609225034713745","3.609225034713745"
"271000","3.6134226322174072","3.6134226322174072","3.6134226322174072"
"272000","3.6077029705047607","3.6077029705047607","3.6077029705047607"
"273000","3.6172749996185303","3.6172749996185303","3.6172749996185303"
"274000","3.6091341972351074","3.6091341972351074","3.6091341972351074"
"275000","3.621342420578003","3.621342420578003","3.621342420578003"
"276000","3.6047897338867188","3.6047897338867188","3.6047897338867188"
"277000","3.603304862976074","3.603304862976074","3.603304862976074"
"278000","3.6126556396484375","3.6126556396484375","3.6126556396484375"
"279000","3.611802577972412","3.611802577972412","3.611802577972412"
"280000","3.6056606769561768","3.6056606769561768","3.6056606769561768"
"281000","3.6130475997924805","3.6130475997924805","3.6130475997924805"
"282000","3.6103641986846924","3.6103641986846924","3.6103641986846924"
"283000","3.611337900161743","3.611337900161743","3.611337900161743"
"284000","3.6034510135650635","3.6034510135650635","3.6034510135650635"
"285000","3.603304862976074","3.603304862976074","3.603304862976074"
"286000","3.6059811115264893","3.6059811115264893","3.6059811115264893"
"287000","3.6094274520874023","3.6094274520874023","3.6094274520874023"
"288000","3.6046695709228516","3.6046695709228516","3.6046695709228516"
"289000","3.6053788661956787","3.6053788661956787","3.6053788661956787"
"290000","3.6091535091400146","3.6091535091400146","3.6091535091400146"
"291000","3.611699342727661","3.611699342727661","3.611699342727661"
"292000","3.607361316680908","3.607361316680908","3.607361316680908"
"293000","3.606171131134033","3.606171131134033","3.606171131134033"
"294000","3.602137327194214","3.602137327194214","3.602137327194214"
"295000","3.6055078506469727","3.6055078506469727","3.6055078506469727"
"296000","3.6050360202789307","3.6050360202789307","3.6050360202789307"
"297000","3.6100268363952637","3.6100268363952637","3.6100268363952637"
"298000","3.606032133102417","3.606032133102417","3.606032133102417"
"299000","3.6052584648132324","3.6052584648132324","3.6052584648132324"
"300000","3.60532283782959","3.60532283782959","3.60532283782959"
"301000","3.603605031967163","3.603605031967163","3.603605031967163"
"302000","3.604928970336914","3.604928970336914","3.604928970336914"
"303000","3.612302541732788","3.612302541732788","3.612302541732788"
"304000","3.610825777053833","3.610825777053833","3.610825777053833"
"305000","3.606635093688965","3.606635093688965","3.606635093688965"
"306000","3.611027956008911","3.611027956008911","3.611027956008911"
"307000","3.6017637252807617","3.6017637252807617","3.6017637252807617"
"308000","3.6032140254974365","3.6032140254974365","3.6032140254974365"
"309000","3.6043264865875244","3.6043264865875244","3.6043264865875244"
"310000","3.6029369831085205","3.6029369831085205","3.6029369831085205"
"311000","3.6059024333953857","3.6059024333953857","3.6059024333953857"
"312000","3.6012349128723145","3.6012349128723145","3.6012349128723145"
"313000","3.6052310466766357","3.6052310466766357","3.6052310466766357"
"314000","3.604896306991577","3.604896306991577","3.604896306991577"
"315000","3.601217269897461","3.601217269897461","3.601217269897461"
"316000","3.6072423458099365","3.6072423458099365","3.6072423458099365"
"317000","3.6053943634033203","3.6053943634033203","3.6053943634033203"
"318000","3.604151487350464","3.604151487350464","3.604151487350464"
"319000","3.6006791591644287","3.6006791591644287","3.6006791591644287"
"320000","3.603621244430542","3.603621244430542","3.603621244430542"
"321000","3.608194351196289","3.608194351196289","3.608194351196289"
"322000","3.5978684425354004","3.5978684425354004","3.5978684425354004"
"323000","3.6009626388549805","3.6009626388549805","3.6009626388549805"
"324000","3.592399835586548","3.592399835586548","3.592399835586548"
"325000","3.601083278656006","3.601083278656006","3.601083278656006"
"326000","3.593858480453491","3.593858480453491","3.593858480453491"
"327000","3.6043689250946045","3.6043689250946045","3.6043689250946045"
"328000","3.596768379211426","3.596768379211426","3.596768379211426"
"329000","3.603769302368164","3.603769302368164","3.603769302368164"
"330000","3.599809408187866","3.599809408187866","3.599809408187866"
"331000","3.594538927078247","3.594538927078247","3.594538927078247"
"332000","3.6032512187957764","3.6032512187957764","3.6032512187957764"
"333000","3.600431442260742","3.600431442260742","3.600431442260742"
"334000","3.595170259475708","3.595170259475708","3.595170259475708"
"335000","3.6042537689208984","3.6042537689208984","3.6042537689208984"
"336000","3.59773850440979","3.59773850440979","3.59773850440979"
"337000","3.593391180038452","3.593391180038452","3.593391180038452"
"338000","3.5993566513061523","3.5993566513061523","3.5993566513061523"
"339000","3.5983073711395264","3.5983073711395264","3.5983073711395264"
"340000","3.5987741947174072","3.5987741947174072","3.5987741947174072"
"341000","3.595939874649048","3.595939874649048","3.595939874649048"
"342000","3.5991592407226562","3.5991592407226562","3.5991592407226562"
"343000","3.5945048332214355","3.5945048332214355","3.5945048332214355"
"344000","3.5979936122894287","3.5979936122894287","3.5979936122894287"
"345000","3.5924901962280273","3.5924901962280273","3.5924901962280273"
"346000","3.5983030796051025","3.5983030796051025","3.5983030796051025"
"347000","3.5933613777160645","3.5933613777160645","3.5933613777160645"
"348000","3.596104383468628","3.596104383468628","3.596104383468628"
"349000","3.596343517303467","3.596343517303467","3.596343517303467"
"350000","3.5976364612579346","3.5976364612579346","3.5976364612579346"
"351000","3.590414524078369","3.590414524078369","3.590414524078369"
"352000","3.5886919498443604","3.5886919498443604","3.5886919498443604"
"353000","3.588982582092285","3.588982582092285","3.588982582092285"
"354000","3.595158576965332","3.595158576965332","3.595158576965332"
"355000","3.597018241882324","3.597018241882324","3.597018241882324"
"356000","3.593968629837036","3.593968629837036","3.593968629837036"
"357000","3.596282958984375","3.596282958984375","3.596282958984375"
"358000","3.5923330783843994","3.5923330783843994","3.5923330783843994"
"359000","3.596665859222412","3.596665859222412","3.596665859222412"
"360000","3.596609115600586","3.596609115600586","3.596609115600586"
"361000","3.5974957942962646","3.5974957942962646","3.5974957942962646"
"362000","3.591796875","3.591796875","3.591796875"
"363000","3.5914108753204346","3.5914108753204346","3.5914108753204346"
"364000","3.5911543369293213","3.5911543369293213","3.5911543369293213"
"365000","3.5895776748657227","3.5895776748657227","3.5895776748657227"
"366000","3.5965511798858643","3.5965511798858643","3.5965511798858643"
"367000","3.596931219100952","3.596931219100952","3.596931219100952"
"368000","3.5938289165496826","3.5938289165496826","3.5938289165496826"
"369000","3.598619222640991","3.598619222640991","3.598619222640991"
"370000","3.597146987915039","3.597146987915039","3.597146987915039"
"371000","3.5886733531951904","3.5886733531951904","3.5886733531951904"
"372000","3.589770555496216","3.589770555496216","3.589770555496216"
"373000","3.590663194656372","3.590663194656372","3.590663194656372"
"374000","3.586819887161255","3.586819887161255","3.586819887161255"
"375000","3.592968225479126","3.592968225479126","3.592968225479126"
"376000","3.590428590774536","3.590428590774536","3.590428590774536"
"377000","3.5875775814056396","3.5875775814056396","3.5875775814056396"
"378000","3.5934698581695557","3.5934698581695557","3.5934698581695557"
"379000","3.588833808898926","3.588833808898926","3.588833808898926"
"380000","3.5919432640075684","3.5919432640075684","3.5919432640075684"
"381000","3.587799310684204","3.587799310684204","3.587799310684204"
"382000","3.589730739593506","3.589730739593506","3.589730739593506"
"383000","3.5937366485595703","3.5937366485595703","3.5937366485595703"
"384000","3.589136838912964","3.589136838912964","3.589136838912964"
"385000","3.593587875366211","3.593587875366211","3.593587875366211"
"386000","3.5888891220092773","3.5888891220092773","3.5888891220092773"
"387000","3.5857951641082764","3.5857951641082764","3.5857951641082764"
"388000","3.590977191925049","3.590977191925049","3.590977191925049"
"389000","3.5890583992004395","3.5890583992004395","3.5890583992004395"
"390000","3.591987371444702","3.591987371444702","3.591987371444702"
"391000","3.5907135009765625","3.5907135009765625","3.5907135009765625"
"392000","3.5924813747406006","3.5924813747406006","3.5924813747406006"
"393000","3.5875401496887207","3.5875401496887207","3.5875401496887207"
"394000","3.5903332233428955","3.5903332233428955","3.5903332233428955"
"395000","3.58829927444458","3.58829927444458","3.58829927444458"
"396000","3.5863358974456787","3.5863358974456787","3.5863358974456787"
"397000","3.5885961055755615","3.5885961055755615","3.5885961055755615"
"398000","3.584219217300415","3.584219217300415","3.584219217300415"
"399000","3.58229923248291","3.58229923248291","3.58229923248291"
"400000","3.5799074172973633","3.5799074172973633","3.5799074172973633"
"401000","3.5855226516723633","3.5855226516723633","3.5855226516723633"
"402000","3.584141969680786","3.584141969680786","3.584141969680786"
"403000","3.597827672958374","3.597827672958374","3.597827672958374"
"404000","3.5857396125793457","3.5857396125793457","3.5857396125793457"
"405000","3.5869925022125244","3.5869925022125244","3.5869925022125244"
"406000","3.5820086002349854","3.5820086002349854","3.5820086002349854"
"407000","3.584627866744995","3.584627866744995","3.584627866744995"
"408000","3.5936646461486816","3.5936646461486816","3.5936646461486816"
"409000","3.5919058322906494","3.5919058322906494","3.5919058322906494"
"410000","3.5893876552581787","3.5893876552581787","3.5893876552581787"
"411000","3.5814342498779297","3.5814342498779297","3.5814342498779297"
"412000","3.5819311141967773","3.5819311141967773","3.5819311141967773"
"413000","3.583399772644043","3.583399772644043","3.583399772644043"
"414000","3.5849416255950928","3.5849416255950928","3.5849416255950928"
"415000","3.5863590240478516","3.5863590240478516","3.5863590240478516"
"416000","3.5851893424987793","3.5851893424987793","3.5851893424987793"
"417000","3.585165500640869","3.585165500640869","3.585165500640869"
"418000","3.583101511001587","3.583101511001587","3.583101511001587"
"419000","3.582517385482788","3.582517385482788","3.582517385482788"
"420000","3.581116199493408","3.581116199493408","3.581116199493408"
"421000","3.582871675491333","3.582871675491333","3.582871675491333"
"422000","3.581545829772949","3.581545829772949","3.581545829772949"
"423000","3.5802488327026367","3.5802488327026367","3.5802488327026367"
"424000","3.5882136821746826","3.5882136821746826","3.5882136821746826"
"425000","3.5823986530303955","3.5823986530303955","3.5823986530303955"
"426000","3.5788865089416504","3.5788865089416504","3.5788865089416504"
"427000","3.5816195011138916","3.5816195011138916","3.5816195011138916"
"428000","3.583939790725708","3.583939790725708","3.583939790725708"
"429000","3.581663131713867","3.581663131713867","3.581663131713867"
"430000","3.584846258163452","3.584846258163452","3.584846258163452"
"431000","3.5851058959960938","3.5851058959960938","3.5851058959960938"
"432000","3.582097291946411","3.582097291946411","3.582097291946411"
"433000","3.5820860862731934","3.5820860862731934","3.5820860862731934"
"434000","3.585360527038574","3.585360527038574","3.585360527038574"
"435000","3.5779988765716553","3.5779988765716553","3.5779988765716553"
"436000","3.581047296524048","3.581047296524048","3.581047296524048"
"437000","3.582772731781006","3.582772731781006","3.582772731781006"
"438000","3.5835814476013184","3.5835814476013184","3.5835814476013184"
"439000","3.578141212463379","3.578141212463379","3.578141212463379"
"440000","3.583348274230957","3.583348274230957","3.583348274230957"
"441000","3.5808002948760986","3.5808002948760986","3.5808002948760986"
"442000","3.5839593410491943","3.5839593410491943","3.5839593410491943"
"443000","3.5812795162200928","3.5812795162200928","3.5812795162200928"
"444000","3.579779624938965","3.579779624938965","3.579779624938965"
"445000","3.575753927230835","3.575753927230835","3.575753927230835"
"446000","3.579559564590454","3.579559564590454","3.579559564590454"
"449000","3.580385446548462","3.580385446548462","3.580385446548462"
"450000","3.576564073562622","3.576564073562622","3.576564073562622"
"451000","3.574838638305664","3.574838638305664","3.574838638305664"
"452000","3.572934150695801","3.572934150695801","3.572934150695801"
