"Step","Group: OLMo-1B - eval/v3-small-dolma_pes2o-validation/CrossEntropyLoss","Group: OLMo-1B - eval/v3-small-dolma_pes2o-validation/CrossEntropyLoss__MIN","Group: OLMo-1B - eval/v3-small-dolma_pes2o-validation/CrossEntropyLoss__MAX"
"453000","2.2817745208740234","2.2817745208740234","2.2817745208740234"
"454000","2.280658721923828","2.280658721923828","2.280658721923828"
"455000","2.281252384185791","2.281252384185791","2.281252384185791"
"456000","2.281569004058838","2.281569004058838","2.281569004058838"
"457000","2.2805302143096924","2.2805302143096924","2.2805302143096924"
"458000","2.2810935974121094","2.2810935974121094","2.2810935974121094"
"459000","2.281553268432617","2.281553268432617","2.281553268432617"
"460000","2.2789926528930664","2.2789926528930664","2.2789926528930664"
"461000","2.2792415618896484","2.2792415618896484","2.2792415618896484"
"462000","2.279163122177124","2.279163122177124","2.279163122177124"
"463000","2.277970552444458","2.277970552444458","2.277970552444458"
"464000","2.2797422409057617","2.2797422409057617","2.2797422409057617"
"465000","2.2790870666503906","2.2790870666503906","2.2790870666503906"
"466000","2.2799181938171387","2.2799181938171387","2.2799181938171387"
"467000","2.279191017150879","2.279191017150879","2.279191017150879"
"468000","2.2788519859313965","2.2788519859313965","2.2788519859313965"
"469000","2.2788450717926025","2.2788450717926025","2.2788450717926025"
"470000","2.278207302093506","2.278207302093506","2.278207302093506"
"471000","2.277097463607788","2.277097463607788","2.277097463607788"
"472000","2.2768359184265137","2.2768359184265137","2.2768359184265137"
"473000","2.2775750160217285","2.2775750160217285","2.2775750160217285"
"474000","2.2769837379455566","2.2769837379455566","2.2769837379455566"
"475000","2.2783608436584473","2.2783608436584473","2.2783608436584473"
"476000","2.277566909790039","2.277566909790039","2.277566909790039"
"477000","2.2769923210144043","2.2769923210144043","2.2769923210144043"
"478000","2.276731252670288","2.276731252670288","2.276731252670288"
"479000","2.2767693996429443","2.2767693996429443","2.2767693996429443"
"480000","2.2765707969665527","2.2765707969665527","2.2765707969665527"
"481000","2.27683162689209","2.27683162689209","2.27683162689209"
"482000","2.2756574153900146","2.2756574153900146","2.2756574153900146"
"483000","2.2769572734832764","2.2769572734832764","2.2769572734832764"
"484000","2.2759504318237305","2.2759504318237305","2.2759504318237305"
"485000","2.2771878242492676","2.2771878242492676","2.2771878242492676"
"486000","2.2758891582489014","2.2758891582489014","2.2758891582489014"
"487000","2.2749407291412354","2.2749407291412354","2.2749407291412354"
"488000","2.274536609649658","2.274536609649658","2.274536609649658"
"489000","2.274549961090088","2.274549961090088","2.274549961090088"
"490000","2.2750253677368164","2.2750253677368164","2.2750253677368164"
"491000","2.2742109298706055","2.2742109298706055","2.2742109298706055"
"492000","2.272749185562134","2.272749185562134","2.272749185562134"
"493000","2.273226022720337","2.273226022720337","2.273226022720337"
"494000","2.2726988792419434","2.2726988792419434","2.2726988792419434"
"495000","2.272709369659424","2.272709369659424","2.272709369659424"
"496000","2.2731852531433105","2.2731852531433105","2.2731852531433105"
"497000","2.272491693496704","2.272491693496704","2.272491693496704"
"498000","2.2725794315338135","2.2725794315338135","2.2725794315338135"
"499000","2.271125316619873","2.271125316619873","2.271125316619873"
"500000","2.2723143100738525","2.2723143100738525","2.2723143100738525"
"501000","2.274441719055176","2.274441719055176","2.274441719055176"
"502000","2.271806478500366","2.271806478500366","2.271806478500366"
"503000","2.272165536880493","2.272165536880493","2.272165536880493"
"504000","2.271373987197876","2.271373987197876","2.271373987197876"
"505000","2.2708942890167236","2.2708942890167236","2.2708942890167236"
"506000","2.2711119651794434","2.2711119651794434","2.2711119651794434"
"507000","2.2715342044830322","2.2715342044830322","2.2715342044830322"
"508000","2.271322250366211","2.271322250366211","2.271322250366211"
"509000","2.2702555656433105","2.2702555656433105","2.2702555656433105"
"510000","2.270291805267334","2.270291805267334","2.270291805267334"
"511000","2.2698872089385986","2.2698872089385986","2.2698872089385986"
"512000","2.2703447341918945","2.2703447341918945","2.2703447341918945"
"513000","2.270597457885742","2.270597457885742","2.270597457885742"
"514000","2.2695512771606445","2.2695512771606445","2.2695512771606445"
"515000","2.2694480419158936","2.2694480419158936","2.2694480419158936"
"516000","2.2705020904541016","2.2705020904541016","2.2705020904541016"
"517000","2.269496202468872","2.269496202468872","2.269496202468872"
"518000","2.2694804668426514","2.2694804668426514","2.2694804668426514"
"519000","2.2687745094299316","2.2687745094299316","2.2687745094299316"
"520000","2.269926071166992","2.269926071166992","2.269926071166992"
"521000","2.2692203521728516","2.2692203521728516","2.2692203521728516"
"522000","2.2679033279418945","2.2679033279418945","2.2679033279418945"
"523000","2.2681946754455566","2.2681946754455566","2.2681946754455566"
"524000","2.268082857131958","2.268082857131958","2.268082857131958"
"525000","2.2700893878936768","2.2700893878936768","2.2700893878936768"
"526000","2.267864942550659","2.267864942550659","2.267864942550659"
"527000","2.2680938243865967","2.2680938243865967","2.2680938243865967"
"528000","2.267881155014038","2.267881155014038","2.267881155014038"
"529000","2.267822265625","2.267822265625","2.267822265625"
"530000","2.2665510177612305","2.2665510177612305","2.2665510177612305"
"531000","2.26684308052063","2.26684308052063","2.26684308052063"
"532000","2.2666409015655518","2.2666409015655518","2.2666409015655518"
"533000","2.2677314281463623","2.2677314281463623","2.2677314281463623"
"534000","2.2673494815826416","2.2673494815826416","2.2673494815826416"
"535000","2.266662836074829","2.266662836074829","2.266662836074829"
"536000","2.2671518325805664","2.2671518325805664","2.2671518325805664"
"537000","2.26665997505188","2.26665997505188","2.26665997505188"
"538000","2.264754056930542","2.264754056930542","2.264754056930542"
"539000","2.2661004066467285","2.2661004066467285","2.2661004066467285"
"540000","2.265627384185791","2.265627384185791","2.265627384185791"
"541000","2.264439582824707","2.264439582824707","2.264439582824707"
"542000","2.266146659851074","2.266146659851074","2.266146659851074"
"543000","2.264676809310913","2.264676809310913","2.264676809310913"
"544000","2.264984369277954","2.264984369277954","2.264984369277954"
"545000","2.2641632556915283","2.2641632556915283","2.2641632556915283"
"546000","2.263899564743042","2.263899564743042","2.263899564743042"
"547000","2.264415979385376","2.264415979385376","2.264415979385376"
"548000","2.263763666152954","2.263763666152954","2.263763666152954"
"549000","2.2641632556915283","2.2641632556915283","2.2641632556915283"
"550000","2.264709949493408","2.264709949493408","2.264709949493408"
"551000","2.262388229370117","2.262388229370117","2.262388229370117"
"552000","2.262921094894409","2.262921094894409","2.262921094894409"
"553000","2.262223720550537","2.262223720550537","2.262223720550537"
"554000","2.2631399631500244","2.2631399631500244","2.2631399631500244"
"555000","2.2627336978912354","2.2627336978912354","2.2627336978912354"
"556000","2.263310432434082","2.263310432434082","2.263310432434082"
"557000","2.2626793384552","2.2626793384552","2.2626793384552"
"558000","2.262645721435547","2.262645721435547","2.262645721435547"
"559000","2.2616214752197266","2.2616214752197266","2.2616214752197266"
"560000","2.2606630325317383","2.2606630325317383","2.2606630325317383"
"561000","2.2610323429107666","2.2610323429107666","2.2610323429107666"
"562000","2.261345863342285","2.261345863342285","2.261345863342285"
"563000","2.2604010105133057","2.2604010105133057","2.2604010105133057"
"564000","2.2618348598480225","2.2618348598480225","2.2618348598480225"
"565000","2.260943651199341","2.260943651199341","2.260943651199341"
"566000","2.2608094215393066","2.2608094215393066","2.2608094215393066"
"567000","2.260340690612793","2.260340690612793","2.260340690612793"
"568000","2.260566234588623","2.260566234588623","2.260566234588623"
"569000","2.259725570678711","2.259725570678711","2.259725570678711"
"570000","2.259129524230957","2.259129524230957","2.259129524230957"
"571000","2.2598679065704346","2.2598679065704346","2.2598679065704346"
"572000","2.260033369064331","2.260033369064331","2.260033369064331"
"573000","2.2586660385131836","2.2586660385131836","2.2586660385131836"
"574000","2.260537624359131","2.260537624359131","2.260537624359131"
"575000","2.2589592933654785","2.2589592933654785","2.2589592933654785"
"576000","2.2588188648223877","2.2588188648223877","2.2588188648223877"
"577000","2.258545398712158","2.258545398712158","2.258545398712158"
"578000","2.259680986404419","2.259680986404419","2.259680986404419"
"579000","2.258450508117676","2.258450508117676","2.258450508117676"
"580000","2.25858998298645","2.25858998298645","2.25858998298645"
"581000","2.2578861713409424","2.2578861713409424","2.2578861713409424"
"582000","2.2578914165496826","2.2578914165496826","2.2578914165496826"
"583000","2.2570035457611084","2.2570035457611084","2.2570035457611084"
"584000","2.2568554878234863","2.2568554878234863","2.2568554878234863"
"585000","2.257122278213501","2.257122278213501","2.257122278213501"
"586000","2.257577896118164","2.257577896118164","2.257577896118164"
"587000","2.2572410106658936","2.2572410106658936","2.2572410106658936"
"588000","2.257493019104004","2.257493019104004","2.257493019104004"
"589000","2.25754714012146","2.25754714012146","2.25754714012146"
"590000","2.2564327716827393","2.2564327716827393","2.2564327716827393"
"591000","2.257650136947632","2.257650136947632","2.257650136947632"
"592000","2.2567026615142822","2.2567026615142822","2.2567026615142822"
"593000","2.2567784786224365","2.2567784786224365","2.2567784786224365"
"594000","2.2558951377868652","2.2558951377868652","2.2558951377868652"
"595000","2.2561111450195312","2.2561111450195312","2.2561111450195312"
"596000","2.256016254425049","2.256016254425049","2.256016254425049"
"597000","2.2557170391082764","2.2557170391082764","2.2557170391082764"
"598000","2.255261182785034","2.255261182785034","2.255261182785034"
"599000","2.255218267440796","2.255218267440796","2.255218267440796"
"600000","2.254817008972168","2.254817008972168","2.254817008972168"
"601000","2.2554638385772705","2.2554638385772705","2.2554638385772705"
"602000","2.254460334777832","2.254460334777832","2.254460334777832"
"603000","2.254795789718628","2.254795789718628","2.254795789718628"
"604000","2.255028009414673","2.255028009414673","2.255028009414673"
"605000","2.2545554637908936","2.2545554637908936","2.2545554637908936"
"606000","2.2547526359558105","2.2547526359558105","2.2547526359558105"
"607000","2.2541117668151855","2.2541117668151855","2.2541117668151855"
"608000","2.2535622119903564","2.2535622119903564","2.2535622119903564"
"609000","2.254338026046753","2.254338026046753","2.254338026046753"
"610000","2.2536158561706543","2.2536158561706543","2.2536158561706543"
"611000","2.253455877304077","2.253455877304077","2.253455877304077"
"612000","2.252885580062866","2.252885580062866","2.252885580062866"
"613000","2.2535881996154785","2.2535881996154785","2.2535881996154785"
"614000","2.2523305416107178","2.2523305416107178","2.2523305416107178"
"615000","2.252469062805176","2.252469062805176","2.252469062805176"
"616000","2.252638339996338","2.252638339996338","2.252638339996338"
"617000","2.2530503273010254","2.2530503273010254","2.2530503273010254"
"618000","2.2527506351470947","2.2527506351470947","2.2527506351470947"
"619000","2.2522642612457275","2.2522642612457275","2.2522642612457275"
"620000","2.2519454956054688","2.2519454956054688","2.2519454956054688"
"621000","2.2519736289978027","2.2519736289978027","2.2519736289978027"
"622000","2.2524025440216064","2.2524025440216064","2.2524025440216064"
"623000","2.251620292663574","2.251620292663574","2.251620292663574"
"624000","2.250950574874878","2.250950574874878","2.250950574874878"
"625000","2.2507667541503906","2.2507667541503906","2.2507667541503906"
"626000","2.250689744949341","2.250689744949341","2.250689744949341"
"627000","2.251138925552368","2.251138925552368","2.251138925552368"
"628000","2.2514116764068604","2.2514116764068604","2.2514116764068604"
"629000","2.251293182373047","2.251293182373047","2.251293182373047"
"630000","2.2509677410125732","2.2509677410125732","2.2509677410125732"
"631000","2.250333070755005","2.250333070755005","2.250333070755005"
"632000","2.250558614730835","2.250558614730835","2.250558614730835"
"633000","2.2494757175445557","2.2494757175445557","2.2494757175445557"
"634000","2.249643564224243","2.249643564224243","2.249643564224243"
"635000","2.250464916229248","2.250464916229248","2.250464916229248"
"636000","2.249375343322754","2.249375343322754","2.249375343322754"
"637000","2.2493135929107666","2.2493135929107666","2.2493135929107666"
"638000","2.249049663543701","2.249049663543701","2.249049663543701"
"639000","2.2498667240142822","2.2498667240142822","2.2498667240142822"
"640000","2.2493340969085693","2.2493340969085693","2.2493340969085693"
"641000","2.2497856616973877","2.2497856616973877","2.2497856616973877"
"642000","2.2505996227264404","2.2505996227264404","2.2505996227264404"
"643000","2.248824119567871","2.248824119567871","2.248824119567871"
"644000","2.2494852542877197","2.2494852542877197","2.2494852542877197"
"645000","2.2489852905273438","2.2489852905273438","2.2489852905273438"
"646000","2.2488296031951904","2.2488296031951904","2.2488296031951904"
"647000","2.2477359771728516","2.2477359771728516","2.2477359771728516"
"648000","2.248027801513672","2.248027801513672","2.248027801513672"
"649000","2.2484402656555176","2.2484402656555176","2.2484402656555176"
"650000","2.24910831451416","2.24910831451416","2.24910831451416"
"651000","2.2476227283477783","2.2476227283477783","2.2476227283477783"
"652000","2.2480647563934326","2.2480647563934326","2.2480647563934326"
"653000","2.2481813430786133","2.2481813430786133","2.2481813430786133"
"654000","2.2478225231170654","2.2478225231170654","2.2478225231170654"
"655000","2.2474663257598877","2.2474663257598877","2.2474663257598877"
"656000","2.2480223178863525","2.2480223178863525","2.2480223178863525"
"657000","2.247466802597046","2.247466802597046","2.247466802597046"
"658000","2.246440887451172","2.246440887451172","2.246440887451172"
"659000","2.2463743686676025","2.2463743686676025","2.2463743686676025"
"660000","2.247745990753174","2.247745990753174","2.247745990753174"
"661000","2.247408866882324","2.247408866882324","2.247408866882324"
"662000","2.2462568283081055","2.2462568283081055","2.2462568283081055"
"663000","2.246776819229126","2.246776819229126","2.246776819229126"
"664000","2.245793104171753","2.245793104171753","2.245793104171753"
"665000","2.246110677719116","2.246110677719116","2.246110677719116"
"666000","2.2455286979675293","2.2455286979675293","2.2455286979675293"
"667000","2.2463481426239014","2.2463481426239014","2.2463481426239014"
"668000","2.245288610458374","2.245288610458374","2.245288610458374"
"669000","2.245911121368408","2.245911121368408","2.245911121368408"
"670000","2.245745897293091","2.245745897293091","2.245745897293091"
"671000","2.246504545211792","2.246504545211792","2.246504545211792"
"672000","2.2459611892700195","2.2459611892700195","2.2459611892700195"
"673000","2.245272636413574","2.245272636413574","2.245272636413574"
"674000","2.245306968688965","2.245306968688965","2.245306968688965"
"675000","2.2455310821533203","2.2455310821533203","2.2455310821533203"
"676000","2.2440760135650635","2.2440760135650635","2.2440760135650635"
"677000","2.2453556060791016","2.2453556060791016","2.2453556060791016"
"678000","2.244896411895752","2.244896411895752","2.244896411895752"
"679000","2.244978904724121","2.244978904724121","2.244978904724121"
"680000","2.2449395656585693","2.2449395656585693","2.2449395656585693"
"681000","2.245332717895508","2.245332717895508","2.245332717895508"
"682000","2.2444846630096436","2.2444846630096436","2.2444846630096436"
"683000","2.2452454566955566","2.2452454566955566","2.2452454566955566"
"684000","2.2445316314697266","2.2445316314697266","2.2445316314697266"
"685000","2.2450413703918457","2.2450413703918457","2.2450413703918457"
"686000","2.2453510761260986","2.2453510761260986","2.2453510761260986"
"687000","2.244819402694702","2.244819402694702","2.244819402694702"
"688000","2.245317220687866","2.245317220687866","2.245317220687866"
"689000","2.244853973388672","2.244853973388672","2.244853973388672"
"690000","2.244236946105957","2.244236946105957","2.244236946105957"
"691000","2.244050979614258","2.244050979614258","2.244050979614258"
"692000","2.243673324584961","2.243673324584961","2.243673324584961"
"693000","2.24375319480896","2.24375319480896","2.24375319480896"
"694000","2.243570327758789","2.243570327758789","2.243570327758789"
"695000","2.2441394329071045","2.2441394329071045","2.2441394329071045"
"696000","2.24358868598938","2.24358868598938","2.24358868598938"
"697000","2.2437782287597656","2.2437782287597656","2.2437782287597656"
"698000","2.2439639568328857","2.2439639568328857","2.2439639568328857"
"699000","2.2434656620025635","2.2434656620025635","2.2434656620025635"
"700000","2.2438483238220215","2.2438483238220215","2.2438483238220215"
"701000","2.2441604137420654","2.2441604137420654","2.2441604137420654"
"702000","2.244189977645874","2.244189977645874","2.244189977645874"
"703000","2.243417978286743","2.243417978286743","2.243417978286743"
"704000","2.2434964179992676","2.2434964179992676","2.2434964179992676"
"705000","2.2430672645568848","2.2430672645568848","2.2430672645568848"
"706000","2.243534803390503","2.243534803390503","2.243534803390503"
"707000","2.2428641319274902","2.2428641319274902","2.2428641319274902"
"708000","2.2432861328125","2.2432861328125","2.2432861328125"
"709000","2.242793560028076","2.242793560028076","2.242793560028076"
"710000","2.243290901184082","2.243290901184082","2.243290901184082"
"711000","2.2421793937683105","2.2421793937683105","2.2421793937683105"
"712000","2.2427144050598145","2.2427144050598145","2.2427144050598145"
"713000","2.242380380630493","2.242380380630493","2.242380380630493"
"714000","2.2434632778167725","2.2434632778167725","2.2434632778167725"
"715000","2.242872714996338","2.242872714996338","2.242872714996338"
"716000","2.2435359954833984","2.2435359954833984","2.2435359954833984"
"717000","2.2428839206695557","2.2428839206695557","2.2428839206695557"
"718000","2.242654323577881","2.242654323577881","2.242654323577881"
"719000","2.243149757385254","2.243149757385254","2.243149757385254"
"720000","2.242947578430176","2.242947578430176","2.242947578430176"
"721000","2.243422031402588","2.243422031402588","2.243422031402588"
"722000","2.2427303791046143","2.2427303791046143","2.2427303791046143"
"723000","2.2424392700195312","2.2424392700195312","2.2424392700195312"
"724000","2.2426507472991943","2.2426507472991943","2.2426507472991943"
"725000","2.2426445484161377","2.2426445484161377","2.2426445484161377"
"726000","2.2429773807525635","2.2429773807525635","2.2429773807525635"
"727000","2.2427122592926025","2.2427122592926025","2.2427122592926025"
"728000","2.242905616760254","2.242905616760254","2.242905616760254"
"729000","2.2428696155548096","2.2428696155548096","2.2428696155548096"
"730000","2.242250442504883","2.242250442504883","2.242250442504883"
"731000","2.242783546447754","2.242783546447754","2.242783546447754"
"732000","2.2422873973846436","2.2422873973846436","2.2422873973846436"
"733000","2.2422165870666504","2.2422165870666504","2.2422165870666504"
"734000","2.24286150932312","2.24286150932312","2.24286150932312"
"735000","2.2424395084381104","2.2424395084381104","2.2424395084381104"
"736000","2.2420177459716797","2.2420177459716797","2.2420177459716797"
"737000","2.242509603500366","2.242509603500366","2.242509603500366"
"738000","2.2434732913970947","2.2434732913970947","2.2434732913970947"
