"Step","OLMo-7B-run-038 - eval/ptb-validation/Perplexity","OLMo-7B-run-038 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-038 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-037 - eval/ptb-validation/Perplexity","OLMo-7B-run-037 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-037 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-036 - eval/ptb-validation/Perplexity","OLMo-7B-run-036 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-036 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-035 - eval/ptb-validation/Perplexity","OLMo-7B-run-035 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-035 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-034 - eval/ptb-validation/Perplexity","OLMo-7B-run-034 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-034 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-033 - eval/ptb-validation/Perplexity","OLMo-7B-run-033 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-033 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-032 - eval/ptb-validation/Perplexity","OLMo-7B-run-032 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-032 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-031 - eval/ptb-validation/Perplexity","OLMo-7B-run-031 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-031 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-030 - eval/ptb-validation/Perplexity","OLMo-7B-run-030 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-030 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-029 - eval/ptb-validation/Perplexity","OLMo-7B-run-029 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-029 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-027 - eval/ptb-validation/Perplexity","OLMo-7B-run-027 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-027 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-026 - eval/ptb-validation/Perplexity","OLMo-7B-run-026 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-026 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-025 - eval/ptb-validation/Perplexity","OLMo-7B-run-025 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-025 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-024 - eval/ptb-validation/Perplexity","OLMo-7B-run-024 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-024 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-023 - eval/ptb-validation/Perplexity","OLMo-7B-run-023 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-023 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-022 - eval/ptb-validation/Perplexity","OLMo-7B-run-022 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-022 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-021 - eval/ptb-validation/Perplexity","OLMo-7B-run-021 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-021 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-020 - eval/ptb-validation/Perplexity","OLMo-7B-run-020 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-020 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-019 - eval/ptb-validation/Perplexity","OLMo-7B-run-019 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-019 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-018 - eval/ptb-validation/Perplexity","OLMo-7B-run-018 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-018 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-017 - eval/ptb-validation/Perplexity","OLMo-7B-run-017 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-017 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-016 - eval/ptb-validation/Perplexity","OLMo-7B-run-016 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-016 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-015 - eval/ptb-validation/Perplexity","OLMo-7B-run-015 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-015 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-014 - eval/ptb-validation/Perplexity","OLMo-7B-run-014 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-014 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-013 - eval/ptb-validation/Perplexity","OLMo-7B-run-013 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-013 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-012 - eval/ptb-validation/Perplexity","OLMo-7B-run-012 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-012 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-011 - eval/ptb-validation/Perplexity","OLMo-7B-run-011 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-011 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-010 - eval/ptb-validation/Perplexity","OLMo-7B-run-010 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-010 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-009 - eval/ptb-validation/Perplexity","OLMo-7B-run-009 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-009 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-008 - eval/ptb-validation/Perplexity","OLMo-7B-run-008 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-008 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-007 - eval/ptb-validation/Perplexity","OLMo-7B-run-007 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-007 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-006 - eval/ptb-validation/Perplexity","OLMo-7B-run-006 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-006 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-005 - eval/ptb-validation/Perplexity","OLMo-7B-run-005 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-005 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-004 - eval/ptb-validation/Perplexity","OLMo-7B-run-004 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-004 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-003 - eval/ptb-validation/Perplexity","OLMo-7B-run-003 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-003 - eval/ptb-validation/Perplexity__MAX","OLMo-7B-run-002 - eval/ptb-validation/Perplexity","OLMo-7B-run-002 - eval/ptb-validation/Perplexity__MIN","OLMo-7B-run-002 - eval/ptb-validation/Perplexity__MAX"
"46000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.032766342163086","18.032766342163086","18.032766342163086","","",""
"47000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.67440414428711","17.67440414428711","17.67440414428711","","",""
"48000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.663768768310547","17.663768768310547","17.663768768310547","","",""
"49000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.021276473999023","18.021276473999023","18.021276473999023","","",""
"50000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.56923484802246","17.56923484802246","17.56923484802246","","",""
"51000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.709861755371094","17.709861755371094","17.709861755371094","","",""
"52000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.284879684448242","17.284879684448242","17.284879684448242","","",""
"53000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.359821319580078","17.359821319580078","17.359821319580078","","",""
"54000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.415922164916992","17.415922164916992","17.415922164916992","","",""
"55000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.149045944213867","17.149045944213867","17.149045944213867","","",""
"56000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.035961151123047","17.035961151123047","17.035961151123047","","",""
"57000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.13743782043457","17.13743782043457","17.13743782043457","","",""
"58000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.820850372314453","16.820850372314453","16.820850372314453","","",""
"59000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.011211395263672","17.011211395263672","17.011211395263672","","","","","",""
"60000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.001544952392578","17.001544952392578","17.001544952392578","","","","","","","","",""
"61000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.575124740600586","16.575124740600586","16.575124740600586","","","","","","","","",""
"62000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.658308029174805","16.658308029174805","16.658308029174805","","","","","","","","",""
"63000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.267656326293945","17.267656326293945","17.267656326293945","","","","","","","","",""
"64000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.135770797729492","16.135770797729492","16.135770797729492","","","","","","","","",""
"65000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.363792419433594","16.363792419433594","16.363792419433594","","","","","","","","",""
"66000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.336557388305664","16.336557388305664","16.336557388305664","","","","","","","","",""
"67000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.328678131103516","16.328678131103516","16.328678131103516","","","","","","","","",""
"68000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.391294479370117","16.391294479370117","16.391294479370117","","","","","","","","",""
"69000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.151277542114258","16.151277542114258","16.151277542114258","","","","","","","","",""
"70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.000385284423828","16.000385284423828","16.000385284423828","","","","","","","","",""
"71000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.314054489135742","16.314054489135742","16.314054489135742","","","","","","","","",""
"72000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.110565185546875","16.110565185546875","16.110565185546875","","","","","","","","",""
"73000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.989524841308594","15.989524841308594","15.989524841308594","","","","","","","","",""
