"Step","OLMo-7B-Twin-2T-run-024 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-024 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-024 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-022 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-022 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-022 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-021 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-021 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-021 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-020 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-020 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-020 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-019 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-019 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-019 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-018 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-018 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-018 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-017 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-017 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-017 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-016 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-016 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-016 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-015 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-015 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-015 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-014 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-014 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-014 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-013 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-013 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-013 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-012 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-012 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-012 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-011 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-011 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-011 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-010 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-010 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-010 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-009 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-009 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-009 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-008 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-008 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-008 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-007 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-007 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-007 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-006 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-006 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-006 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-005 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-005 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-005 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-003 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-003 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-003 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-002 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-002 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-002 - eval/ptb-validation/CrossEntropyLoss__MAX","OLMo-7B-Twin-2T-run-001 - eval/ptb-validation/CrossEntropyLoss","OLMo-7B-Twin-2T-run-001 - eval/ptb-validation/CrossEntropyLoss__MIN","OLMo-7B-Twin-2T-run-001 - eval/ptb-validation/CrossEntropyLoss__MAX"
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8814566135406494","2.8814566135406494","2.8814566135406494","","","","","",""
"36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.884875774383545","2.884875774383545","2.884875774383545","","","","","",""
"37000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8694982528686523","2.8694982528686523","2.8694982528686523","","","","","",""
"38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.866680145263672","2.866680145263672","2.866680145263672","","","","","",""
"39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8525216579437256","2.8525216579437256","2.8525216579437256","","","","","",""
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.883455276489258","2.883455276489258","2.883455276489258","","","","","",""
"41000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8536834716796875","2.8536834716796875","2.8536834716796875","","","","","",""
"42000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8481132984161377","2.8481132984161377","2.8481132984161377","","","","","",""
"43000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8411002159118652","2.8411002159118652","2.8411002159118652","","","","","",""
"44000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.857548713684082","2.857548713684082","2.857548713684082","","","","","",""
"45000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8395652770996094","2.8395652770996094","2.8395652770996094","","","","","",""
"46000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.832035779953003","2.832035779953003","2.832035779953003","","","","","",""
"47000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.009206533432007","3.009206533432007","3.009206533432007","","","","","",""
"48000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.810356378555298","2.810356378555298","2.810356378555298","","","","","",""
"49000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8032772541046143","2.8032772541046143","2.8032772541046143","","","","","",""
"50000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.807157039642334","2.807157039642334","2.807157039642334","","","","","",""
"51000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.822202682495117","2.822202682495117","2.822202682495117","","","","","",""
"52000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7846174240112305","2.7846174240112305","2.7846174240112305","","","","","",""
"53000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.798588752746582","2.798588752746582","2.798588752746582","","","","","",""
"54000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7948451042175293","2.7948451042175293","2.7948451042175293","","","","","",""
"55000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.804255485534668","2.804255485534668","2.804255485534668","","","","","",""
"56000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7964279651641846","2.7964279651641846","2.7964279651641846","","","","","",""
"57000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.786681890487671","2.786681890487671","2.786681890487671","","","","","",""
"58000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7714929580688477","2.7714929580688477","2.7714929580688477","","","","","",""
"59000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.752915620803833","2.752915620803833","2.752915620803833","","","","","",""
"60000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7759101390838623","2.7759101390838623","2.7759101390838623","","","","","",""
"61000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7637887001037598","2.7637887001037598","2.7637887001037598","","","","","",""
"62000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7570061683654785","2.7570061683654785","2.7570061683654785","","","","","","","","",""
"63000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7696170806884766","2.7696170806884766","2.7696170806884766","","","","","","","","",""
"64000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7604973316192627","2.7604973316192627","2.7604973316192627","","","","","","","","",""
"65000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.749056339263916","2.749056339263916","2.749056339263916","","","","","","","","",""
"66000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7431578636169434","2.7431578636169434","2.7431578636169434","","","","","","","","",""
"67000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7467870712280273","2.7467870712280273","2.7467870712280273","","","","","","","","",""
"68000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.767894744873047","2.767894744873047","2.767894744873047","","","","","","","","",""
"69000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7655880451202393","2.7655880451202393","2.7655880451202393","","","","","","","","",""
"70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.752314805984497","2.752314805984497","2.752314805984497","","","","","","","","",""
"71000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7218401432037354","2.7218401432037354","2.7218401432037354","","","","","","","","",""
"72000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.730253219604492","2.730253219604492","2.730253219604492","","","","","","","","",""
"73000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7395505905151367","2.7395505905151367","2.7395505905151367","","","","","","","","",""
"74000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.736762523651123","2.736762523651123","2.736762523651123","","","","","","","","",""
"75000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7220730781555176","2.7220730781555176","2.7220730781555176","","","","","","","","",""
"76000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7291910648345947","2.7291910648345947","2.7291910648345947","","","","","","","","",""
"77000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7259953022003174","2.7259953022003174","2.7259953022003174","","","","","","","","",""
"78000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.727761745452881","2.727761745452881","2.727761745452881","","","","","","","","",""
"79000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7167093753814697","2.7167093753814697","2.7167093753814697","","","","","","","","",""
"80000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7171669006347656","2.7171669006347656","2.7171669006347656","","","","","","","","",""
"81000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7125132083892822","2.7125132083892822","2.7125132083892822","","","","","","","","",""
"82000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7089102268218994","2.7089102268218994","2.7089102268218994","","","","","","","","",""
"83000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7109758853912354","2.7109758853912354","2.7109758853912354","","","","","","","","",""
"84000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6923954486846924","2.6923954486846924","2.6923954486846924","","","","","","","","",""
"85000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7068593502044678","2.7068593502044678","2.7068593502044678","","","","","","","","",""
"86000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6941990852355957","2.6941990852355957","2.6941990852355957","","","","","","","","",""
"87000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.703984260559082","2.703984260559082","2.703984260559082","","","","","","","","",""
