"Step","OLMo-7B-run-038 - eval/gab-validation/Perplexity","OLMo-7B-run-038 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-038 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-037 - eval/gab-validation/Perplexity","OLMo-7B-run-037 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-037 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-036 - eval/gab-validation/Perplexity","OLMo-7B-run-036 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-036 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-035 - eval/gab-validation/Perplexity","OLMo-7B-run-035 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-035 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-034 - eval/gab-validation/Perplexity","OLMo-7B-run-034 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-034 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-033 - eval/gab-validation/Perplexity","OLMo-7B-run-033 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-033 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-032 - eval/gab-validation/Perplexity","OLMo-7B-run-032 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-032 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-031 - eval/gab-validation/Perplexity","OLMo-7B-run-031 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-031 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-030 - eval/gab-validation/Perplexity","OLMo-7B-run-030 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-030 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-029 - eval/gab-validation/Perplexity","OLMo-7B-run-029 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-029 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-027 - eval/gab-validation/Perplexity","OLMo-7B-run-027 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-027 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-026 - eval/gab-validation/Perplexity","OLMo-7B-run-026 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-026 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-025 - eval/gab-validation/Perplexity","OLMo-7B-run-025 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-025 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-024 - eval/gab-validation/Perplexity","OLMo-7B-run-024 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-024 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-023 - eval/gab-validation/Perplexity","OLMo-7B-run-023 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-023 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-022 - eval/gab-validation/Perplexity","OLMo-7B-run-022 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-022 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-021 - eval/gab-validation/Perplexity","OLMo-7B-run-021 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-021 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-020 - eval/gab-validation/Perplexity","OLMo-7B-run-020 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-020 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-019 - eval/gab-validation/Perplexity","OLMo-7B-run-019 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-019 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-018 - eval/gab-validation/Perplexity","OLMo-7B-run-018 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-018 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-017 - eval/gab-validation/Perplexity","OLMo-7B-run-017 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-017 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-016 - eval/gab-validation/Perplexity","OLMo-7B-run-016 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-016 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-015 - eval/gab-validation/Perplexity","OLMo-7B-run-015 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-015 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-014 - eval/gab-validation/Perplexity","OLMo-7B-run-014 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-014 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-013 - eval/gab-validation/Perplexity","OLMo-7B-run-013 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-013 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-012 - eval/gab-validation/Perplexity","OLMo-7B-run-012 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-012 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-011 - eval/gab-validation/Perplexity","OLMo-7B-run-011 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-011 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-010 - eval/gab-validation/Perplexity","OLMo-7B-run-010 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-010 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-009 - eval/gab-validation/Perplexity","OLMo-7B-run-009 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-009 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-008 - eval/gab-validation/Perplexity","OLMo-7B-run-008 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-008 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-007 - eval/gab-validation/Perplexity","OLMo-7B-run-007 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-007 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-006 - eval/gab-validation/Perplexity","OLMo-7B-run-006 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-006 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-005 - eval/gab-validation/Perplexity","OLMo-7B-run-005 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-005 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-004 - eval/gab-validation/Perplexity","OLMo-7B-run-004 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-004 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-003 - eval/gab-validation/Perplexity","OLMo-7B-run-003 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-003 - eval/gab-validation/Perplexity__MAX","OLMo-7B-run-002 - eval/gab-validation/Perplexity","OLMo-7B-run-002 - eval/gab-validation/Perplexity__MIN","OLMo-7B-run-002 - eval/gab-validation/Perplexity__MAX"
"45000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.068696975708008","27.068696975708008","27.068696975708008","","",""
"46000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.127540588378906","27.127540588378906","27.127540588378906","","",""
"47000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.992610931396484","26.992610931396484","26.992610931396484","","",""
"48000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.803808212280273","26.803808212280273","26.803808212280273","","",""
"49000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.770442962646484","26.770442962646484","26.770442962646484","","",""
"50000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.79765510559082","26.79765510559082","26.79765510559082","","",""
"51000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.728857040405273","26.728857040405273","26.728857040405273","","",""
"52000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.603055953979492","26.603055953979492","26.603055953979492","","",""
"53000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.546300888061523","26.546300888061523","26.546300888061523","","",""
"54000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.377944946289062","26.377944946289062","26.377944946289062","","",""
"55000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.311452865600586","26.311452865600586","26.311452865600586","","",""
"56000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.15174674987793","26.15174674987793","26.15174674987793","","",""
"57000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.173267364501953","26.173267364501953","26.173267364501953","","",""
"58000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.175212860107422","26.175212860107422","26.175212860107422","","",""
"59000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.053895950317383","26.053895950317383","26.053895950317383","","","","","",""
"60000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.92688751220703","25.92688751220703","25.92688751220703","","","","","","","","",""
"61000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.881282806396484","25.881282806396484","25.881282806396484","","","","","","","","",""
"62000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.873491287231445","25.873491287231445","25.873491287231445","","","","","","","","",""
"63000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.770437240600586","25.770437240600586","25.770437240600586","","","","","","","","",""
"64000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.837730407714844","25.837730407714844","25.837730407714844","","","","","","","","",""
"65000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.58608627319336","25.58608627319336","25.58608627319336","","","","","","","","",""
"66000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.53446388244629","25.53446388244629","25.53446388244629","","","","","","","","",""
"67000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.473596572875977","25.473596572875977","25.473596572875977","","","","","","","","",""
"68000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.478553771972656","25.478553771972656","25.478553771972656","","","","","","","","",""
"69000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.330198287963867","25.330198287963867","25.330198287963867","","","","","","","","",""
"70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.433034896850586","25.433034896850586","25.433034896850586","","","","","","","","",""
"71000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.290067672729492","25.290067672729492","25.290067672729492","","","","","","","","",""
"72000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.279743194580078","25.279743194580078","25.279743194580078","","","","","","","","",""
"73000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.30202865600586","25.30202865600586","25.30202865600586","","","","","","","","",""
"74000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.10759162902832","25.10759162902832","25.10759162902832","","","","","","","","",""
