"Step","OLMo-7B-Twin-2T-run-024 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-024 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-024 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-022 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-022 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-022 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-021 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-021 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-021 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-020 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-020 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-020 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-019 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-019 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-019 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-018 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-018 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-018 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-017 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-017 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-017 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-016 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-016 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-016 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-015 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-015 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-015 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-014 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-014 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-014 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-013 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-013 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-013 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-012 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-012 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-012 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-011 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-011 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-011 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-010 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-010 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-010 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-009 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-009 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-009 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-008 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-008 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-008 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-007 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-007 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-007 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-006 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-006 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-006 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-005 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-005 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-005 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-003 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-003 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-003 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-002 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-002 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-002 - eval/downstream/arc_easy_acc__MAX","OLMo-7B-Twin-2T-run-001 - eval/downstream/arc_easy_acc","OLMo-7B-Twin-2T-run-001 - eval/downstream/arc_easy_acc__MIN","OLMo-7B-Twin-2T-run-001 - eval/downstream/arc_easy_acc__MAX"
"27000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5894736647605896","0.5894736647605896","0.5894736647605896","","",""
"28000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5982456207275391","0.5982456207275391","0.5982456207275391","","",""
"29000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5877193212509155","0.5877193212509155","0.5877193212509155","","",""
"30000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5912280678749084","0.5912280678749084","0.5912280678749084","","",""
"31000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5912280678749084","0.5912280678749084","0.5912280678749084","","",""
"32000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.601754367351532","0.601754367351532","0.601754367351532","","",""
"33000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5842105150222778","0.5842105150222778","0.5842105150222778","","",""
"34000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6000000238418579","0.6000000238418579","0.6000000238418579","","","","","",""
"35000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5982456207275391","0.5982456207275391","0.5982456207275391","","","","","",""
"36000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5982456207275391","0.5982456207275391","0.5982456207275391","","","","","",""
"37000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6052631735801697","0.6052631735801697","0.6052631735801697","","","","","",""
"38000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.621052622795105","0.621052622795105","0.621052622795105","","","","","",""
"39000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6052631735801697","0.6052631735801697","0.6052631735801697","","","","","",""
"40000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6140350699424744","0.6140350699424744","0.6140350699424744","","","","","",""
"41000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6350877285003662","0.6350877285003662","0.6350877285003662","","","","","",""
"42000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6087719202041626","0.6087719202041626","0.6087719202041626","","","","","",""
"43000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6298245787620544","0.6298245787620544","0.6298245787620544","","","","","",""
"44000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6070175170898438","0.6070175170898438","0.6070175170898438","","","","","",""
"45000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6333333253860474","0.6333333253860474","0.6333333253860474","","","","","",""
"46000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6245614290237427","0.6245614290237427","0.6245614290237427","","","","","",""
"47000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5929824709892273","0.5929824709892273","0.5929824709892273","","","","","",""
"48000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6333333253860474","0.6333333253860474","0.6333333253860474","","","","","",""
"49000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6175438761711121","0.6175438761711121","0.6175438761711121","","","","","",""
"50000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6315789222717285","0.6315789222717285","0.6315789222717285","","","","","",""
"51000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6070175170898438","0.6070175170898438","0.6070175170898438","","","","","",""
"52000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6263157725334167","0.6263157725334167","0.6263157725334167","","","","","",""
"53000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6368421316146851","0.6368421316146851","0.6368421316146851","","","","","",""
"54000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6315789222717285","0.6315789222717285","0.6315789222717285","","","","","",""
"55000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6473684310913086","0.6473684310913086","0.6473684310913086","","","","","",""
"56000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6070175170898438","0.6070175170898438","0.6070175170898438","","","","","",""
"57000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6245614290237427","0.6245614290237427","0.6245614290237427","","","","","",""
"58000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6333333253860474","0.6333333253860474","0.6333333253860474","","","","","",""
"59000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.640350878238678","0.640350878238678","0.640350878238678","","","","","",""
"60000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6438596248626709","0.6438596248626709","0.6438596248626709","","","","","",""
"61000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6421052813529968","0.6421052813529968","0.6421052813529968","","","","","",""
"62000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6368421316146851","0.6368421316146851","0.6368421316146851","","","","","","","","",""
"63000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6245614290237427","0.6245614290237427","0.6245614290237427","","","","","","","","",""
"64000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6491228342056274","0.6491228342056274","0.6491228342056274","","","","","","","","",""
"65000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6508771777153015","0.6508771777153015","0.6508771777153015","","","","","","","","",""
"66000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.640350878238678","0.640350878238678","0.640350878238678","","","","","","","","",""
"67000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6508771777153015","0.6508771777153015","0.6508771777153015","","","","","","","","",""
"68000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6526315808296204","0.6526315808296204","0.6526315808296204","","","","","","","","",""
"69000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6631578803062439","0.6631578803062439","0.6631578803062439","","","","","","","","",""
"70000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6561403274536133","0.6561403274536133","0.6561403274536133","","","","","","","","",""
"71000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6526315808296204","0.6526315808296204","0.6526315808296204","","","","","","","","",""
"72000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6578947305679321","0.6578947305679321","0.6578947305679321","","","","","","","","",""
"73000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6561403274536133","0.6561403274536133","0.6561403274536133","","","","","","","","",""
"74000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6719298362731934","0.6719298362731934","0.6719298362731934","","","","","","","","",""
"75000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6666666865348816","0.6666666865348816","0.6666666865348816","","","","","","","","",""
"76000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6684210300445557","0.6684210300445557","0.6684210300445557","","","","","","","","",""
"77000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6719298362731934","0.6719298362731934","0.6719298362731934","","","","","","","","",""
"78000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.678947389125824","0.678947389125824","0.678947389125824","","","","","","","","",""
"79000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.680701732635498","0.680701732635498","0.680701732635498","","","","","","","","",""
"80000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6771929860115051","0.6771929860115051","0.6771929860115051","","","","","","","","",""
"81000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6859649419784546","0.6859649419784546","0.6859649419784546","","","","","","","","",""
"82000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.659649133682251","0.659649133682251","0.659649133682251","","","","","","","","",""
"83000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6771929860115051","0.6771929860115051","0.6771929860115051","","","","","","","","",""
"84000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7035087943077087","0.7035087943077087","0.7035087943077087","","","","","","","","",""
"85000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.678947389125824","0.678947389125824","0.678947389125824","","","","","","","","",""
"86000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.678947389125824","0.678947389125824","0.678947389125824","","","","","","","","",""
"87000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6842105388641357","0.6842105388641357","0.6842105388641357","","","","","","","","",""
"88000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6771929860115051","0.6771929860115051","0.6771929860115051","","","","","","","","",""
"89000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.659649133682251","0.659649133682251","0.659649133682251","","","","","","","","",""
"90000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6771929860115051","0.6771929860115051","0.6771929860115051","","","","","","","","","","","",""
"91000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6666666865348816","0.6666666865348816","0.6666666865348816","","","","","","","","","","","",""
"92000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6982455849647522","0.6982455849647522","0.6982455849647522","","","","","","","","","","","",""
"93000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6754385828971863","0.6754385828971863","0.6754385828971863","","","","","","","","","","","",""
