model,step,train_loss,val_loss
small,45.16315831,2.915082251,
small,45.16315831,2.910747067,
small,45.16315831,2.906411883,
small,45.16315831,2.9020767,
small,45.16315831,2.897741516,
small,45.16315831,2.893406332,
small,45.16315831,2.889071148,
small,45.54816496,2.915077841,
small,45.54816496,2.910742657,
small,45.54816496,2.906407473,
small,45.54816496,2.893401922,
small,45.54816496,2.889066738,
small,45.93317161,2.91507343,
small,45.93317161,2.910738247,
small,45.93317161,2.906403063,
small,45.93317161,2.889062328,
small,45.93317161,2.884727144,
small,46.31817826,2.91506902,
small,46.31817826,2.910733837,
small,46.31817826,2.906398653,
small,46.70318491,2.910729426,
small,46.70318491,2.906394243,
small,47.08819156,2.910725016,
small,47.08819156,2.906389833,
small,47.08819156,2.902054649,
small,47.47319822,2.910720606,
small,47.47319822,2.906385422,
small,47.47319822,2.902050239,
small,47.47319822,2.897715055,
small,47.85820487,2.902045829,
small,47.85820487,2.897710645,
small,48.24321152,2.897706235,
small,48.24321152,2.893371051,
small,48.62821817,2.893366641,
small,50.16824478,2.884678633,
small,50.55325143,2.889009406,
small,50.55325143,2.884674223,
small,50.55325143,2.880339039,
small,50.93825808,2.884669812,
small,51.32326473,2.906341321,
small,51.32326473,2.889000586,
small,51.32326473,2.884665402,
small,51.70827138,2.906336911,
small,51.70827138,2.902001727,
small,51.70827138,2.888996176,
small,51.70827138,2.884660992,
small,52.09327803,2.906332501,
small,52.09327803,2.901997317,
small,52.47828469,2.901992907,
small,52.47828469,2.897657723,
small,52.86329134,2.901988496,
small,52.86329134,2.897653313,
small,52.86329134,2.893318129,
small,52.86329134,2.888982945,
small,52.86329134,2.884647762,
small,53.24829799,2.901984086,
small,53.24829799,2.897648903,
small,53.24829799,2.893313719,
small,53.24829799,2.888978535,
small,53.24829799,2.884643351,
small,53.24829799,2.880308168,
small,53.24829799,2.875972984,
small,53.63330464,2.90631486,
small,53.63330464,2.901979676,
small,53.63330464,2.880303758,
small,53.63330464,2.875968574,
small,53.63330464,2.87163339,
small,54.01831129,2.90631045,
small,54.01831129,2.87162898,
small,54.40331794,2.90630604,
small,54.7883246,2.906301629,
small,54.7883246,2.901966446,
small,55.17333125,2.901962036,
small,55.17333125,2.897626852,
small,55.17333125,2.880286117,
small,55.5583379,2.901957625,
small,55.5583379,2.897622442,
small,55.5583379,2.880281707,
small,55.5583379,2.875946523,
small,55.94334455,2.901953215,
small,55.94334455,2.897618032,
small,55.94334455,2.880277297,
small,55.94334455,2.875942113,
small,56.3283512,2.901948805,
small,56.3283512,2.880272886,
small,56.3283512,2.875937703,
small,56.71335785,2.901944395,
small,56.71335785,2.897609211,
small,56.71335785,2.880268476,
small,57.0983645,2.901939985,
small,57.0983645,2.897604801,
small,57.0983645,2.893269617,
small,57.48337116,2.897600391,
small,57.48337116,2.893265207,
small,57.48337116,2.888930023,
small,57.86837781,2.897595981,
small,57.86837781,2.893260797,
small,57.86837781,2.888925613,
small,58.25338446,2.897591571,
small,58.25338446,2.893256387,
small,58.25338446,2.888921203,
small,58.25338446,2.884586019,
small,58.63839111,2.89758716,
small,58.63839111,2.893251977,
small,58.63839111,2.888916793,
small,58.63839111,2.884581609,
small,59.02339776,2.893247567,
small,59.02339776,2.888912383,
small,59.02339776,2.884577199,
small,59.02339776,2.880242015,
small,59.40840441,2.893243156,
small,59.40840441,2.888907973,
small,59.40840441,2.884572789,
small,59.40840441,2.880237605,
small,59.40840441,2.875902422,
small,59.79341107,2.893238746,
small,59.79341107,2.888903563,
small,59.79341107,2.884568379,
small,59.79341107,2.880233195,
small,59.79341107,2.875898011,
small,60.17841772,2.893234336,
small,60.17841772,2.888899152,
small,60.56342437,2.893229926,
small,60.56342437,2.888894742,
small,60.56342437,2.884559558,
small,60.94843102,2.867214413,
small,60.94843102,2.86287923,
small,60.94843102,2.858544046,
small,60.94843102,2.854208862,
small,61.33343767,2.858539636,
small,61.33343767,2.854204452,
small,61.71844432,2.858535226,
small,61.71844432,2.854200042,
small,62.10345097,2.858530816,
small,63.64347758,2.862848359,
small,63.64347758,2.858513175,
small,63.64347758,2.854177991,
small,64.02848423,2.858508765,
small,64.02848423,2.854173581,
small,64.41349088,2.858504355,
small,64.41349088,2.854169171,
small,64.41349088,2.849833987,
small,64.79849754,2.854164761,
small,65.18350419,2.854160351,
small,65.56851084,2.85415594,
small,65.95351749,2.85415153,
small,65.95351749,2.849816347,
small,66.33852414,2.85414712,
small,66.72353079,2.85414271,
small,66.72353079,2.849807526,
small,67.10853744,2.849803116,
small,67.10853744,2.845467932,
small,67.4935441,2.893150543,
small,67.4935441,2.845463522,
small,67.87855075,2.893146133,
small,68.2635574,2.86713062,
small,68.2635574,2.862795437,
small,68.64856405,2.893137313,
small,68.64856405,2.86712621,
small,68.64856405,2.862791027,
small,69.0335707,2.893132902,
small,69.0335707,2.888797719,
small,69.0335707,2.8671218,
small,69.41857735,2.893128492,
small,69.41857735,2.888793309,
small,69.41857735,2.86711739,
small,69.80358401,2.888788898,
small,69.80358401,2.86711298,
small,70.18859066,2.888784488,
small,70.18859066,2.884449305,
small,70.18859066,2.86710857,
small,70.57359731,2.888780078,
small,70.95860396,2.888775668,
small,70.95860396,2.884440484,
small,71.34361061,2.884436074,
small,71.34361061,2.88010089,
small,71.72861726,2.88009648,
small,71.72861726,2.875761297,
small,71.72861726,2.858420562,
small,72.11362391,2.88009207,
small,72.11362391,2.875756886,
small,72.11362391,2.858416151,
small,72.49863057,2.884422844,
small,72.49863057,2.88008766,
small,72.49863057,2.858411741,
small,72.49863057,2.854076558,
small,72.88363722,2.888753617,
small,72.88363722,2.884418433,
small,72.88363722,2.88008325,
small,72.88363722,2.862742515,
small,72.88363722,2.858407331,
small,73.26864387,2.884414023,
small,73.26864387,2.862738105,
small,73.65365052,2.884409613,
small,73.65365052,2.862733695,
small,74.03865717,2.884405203,
small,74.42366382,2.871395242,
small,74.42366382,2.867060058,
small,74.80867047,2.871390832,
small,74.80867047,2.867055648,
small,74.80867047,2.862720464,
small,74.80867047,2.85838528,
small,75.19367713,2.862716054,
small,75.19367713,2.85838087,
small,75.19367713,2.854045687,
small,75.57868378,2.85837646,
small,75.57868378,2.854041276,
small,76.73370373,2.854028046,
small,77.11871038,2.875699554,
small,77.11871038,2.858358819,
small,77.11871038,2.854023636,
small,77.50371704,2.875695144,
small,77.50371704,2.867024777,
small,77.50371704,2.862689593,
small,77.50371704,2.858354409,
small,77.50371704,2.854019226,
small,77.88872369,2.875690734,
small,77.88872369,2.862685183,
small,77.88872369,2.858349999,
small,77.88872369,2.854014815,
small,79.42875029,2.853997175,
small,79.81375694,2.858327948,
small,79.81375694,2.853992765,
small,80.1987636,2.862658722,
small,80.1987636,2.858323538,
small,80.1987636,2.853988354,
small,80.58377025,2.866989495,
small,80.9687769,2.871320269,
small,81.35378355,2.871315859,
small,81.35378355,2.866980675,
small,81.7387902,2.875646632,
small,81.7387902,2.871311449,
small,81.7387902,2.866976265,
small,81.7387902,2.862641081,
small,82.12379685,2.862636671,
small,82.12379685,2.858301487,
small,82.50880351,2.858297077,
small,84.04883011,2.853944253,
small,84.04883011,2.849609069,
small,84.43383676,2.871280578,
small,84.43383676,2.853939843,
small,84.43383676,2.849604659,
small,84.43383676,2.845269475,
small,84.43383676,2.840934292,
small,84.81884341,2.871276167,
small,84.81884341,2.866940984,
small,84.81884341,2.849600249,
small,84.81884341,2.845265065,
small,85.20385007,2.871271757,
small,85.20385007,2.866936574,
small,85.58885672,2.871267347,
small,85.58885672,2.845256245,
small,85.97386337,2.845251835,
small,85.97386337,2.840916651,
small,86.35887002,2.840912241,
small,86.35887002,2.836577057,
small,86.35887002,2.832241873,
small,87.51388998,2.832228643,
small,87.89889663,2.832224233,
small,87.89889663,2.827889049,
small,88.28390328,2.832219823,
small,88.28390328,2.827884639,
small,88.28390328,2.823549455,
small,88.66890993,2.827880229,
small,88.66890993,2.823545045,
small,89.05391658,2.832211002,
small,89.05391658,2.827875819,
small,89.43892323,2.836541776,
small,89.43892323,2.832206592,
small,89.82392988,2.836537366,
small,89.82392988,2.832202182,
small,90.20893654,2.832197772,
small,90.20893654,2.827862588,
small,90.59394319,2.832193362,
small,90.59394319,2.827858178,
small,91.74896314,2.85385605,
small,91.74896314,2.849520866,
small,91.74896314,2.840850499,
small,91.74896314,2.836515315,
small,92.13396979,2.85385164,
small,92.13396979,2.849516456,
small,92.13396979,2.845181272,
small,92.13396979,2.840846089,
small,92.13396979,2.836510905,
small,92.51897645,2.845176862,
small,92.51897645,2.840841678,
small,92.51897645,2.836506495,
small,93.6739964,2.849498815,
small,93.6739964,2.845163632,
small,94.05900305,2.853829589,
small,94.05900305,2.849494405,
small,94.05900305,2.845159221,
small,94.4440097,2.849489995,
small,94.4440097,2.845154811,
small,94.82901635,2.845150401,
small,96.36904296,2.840797577,
small,96.36904296,2.836462393,
small,96.75404961,2.849463534,
small,96.75404961,2.84512835,
small,96.75404961,2.840793167,
small,97.13905626,2.849459124,
small,97.13905626,2.84512394,
small,97.13905626,2.840788756,
small,97.52406292,2.853789897,
small,97.52406292,2.849454714,
small,97.52406292,2.84511953,
small,97.52406292,2.840784346,
small,97.90906957,2.853785487,
small,97.90906957,2.84511512,
small,98.29407622,2.853781077,
small,98.29407622,2.849445893,
small,98.29407622,2.84511071,
small,98.67908287,2.853776667,
small,98.67908287,2.849441483,
small,98.67908287,2.8451063,
small,99.06408952,2.849437073,
small,99.06408952,2.845101889,
small,99.06408952,2.840766706,
small,99.44909617,2.849432663,
small,99.44909617,2.845097479,
small,99.83410282,2.832087518,
small,100.2191095,2.836418292,
small,100.2191095,2.832083108,
small,100.2191095,2.827747924,
small,100.6041161,2.836413881,
small,100.6041161,2.832078698,
small,100.6041161,2.827743514,
small,100.9891228,2.832074287,
small,102.1441427,2.827725873,
small,102.1441427,2.82339069,
small,102.1441427,2.819055506,
small,102.5291494,2.832056647,
small,102.5291494,2.827721463,
small,102.914156,2.853728155,
small,102.914156,2.849392972,
small,102.914156,2.832052237,
small,103.2991627,2.853723745,
small,103.2991627,2.83638301,
small,103.2991627,2.832047827,
small,103.6841693,2.853719335,
small,103.6841693,2.8363786,
small,104.069176,2.853714925,
small,104.8391893,2.823359818,
small,105.2241959,2.823355408,
small,105.6092026,2.823350998,
small,105.6092026,2.819015814,
small,105.9942092,2.853692874,
small,105.9942092,2.819011404,
small,105.9942092,2.814676221,
small,106.3792159,2.853688464,
small,106.3792159,2.84935328,
small,106.3792159,2.819006994,
small,106.3792159,2.81467181,
small,106.3792159,2.810336627,
small,106.7642226,2.853684054,
small,106.7642226,2.8146674,
small,106.7642226,2.810332217,
small,107.1492292,2.853679644,
small,107.1492292,2.81466299,
small,107.1492292,2.810327806,
small,107.5342359,2.853675233,
small,107.5342359,2.823328947,
small,107.5342359,2.818993764,
small,107.5342359,2.81465858,
small,107.9192425,2.853670823,
small,107.9192425,2.827659721,
small,107.9192425,2.823324537,
small,108.3042492,2.831990494,
small,108.3042492,2.827655311,
small,108.6892558,2.849326819,
small,108.6892558,2.831986084,
small,108.6892558,2.827650901,
small,109.0742625,2.849322409,
small,109.0742625,2.82764649,
small,109.0742625,2.823311307,
small,109.4592691,2.849317999,
small,109.4592691,2.82764208,
small,109.4592691,2.823306897,
small,109.4592691,2.818971713,
small,109.8442758,2.849313589,
small,109.8442758,2.82763767,
small,109.8442758,2.823302486,
small,109.8442758,2.818967303,
small,110.2292824,2.844973995,
small,110.2292824,2.82763326,
small,110.2292824,2.823298076,
small,110.6142891,2.844969585,
small,111.769309,2.827615619,
small,111.769309,2.823280436,
small,112.1543157,2.827611209,
small,112.1543157,2.823276026,
small,112.5393223,2.827606799,
small,112.5393223,2.823271615,
small,112.924329,2.831937573,
small,112.924329,2.827602389,
small,112.924329,2.823267205,
small,114.4643556,2.836255116,
small,114.4643556,2.831919932,
small,114.4643556,2.827584748,
small,114.8493622,2.831915522,
small,114.8493622,2.827580338,
small,114.8493622,2.823245154,
small,115.2343689,2.827575928,
small,115.2343689,2.823240744,
small,115.6193755,2.823236334,
small,116.0043822,2.823231924,
small,116.0043822,2.81889674,
small,116.3893888,2.81889233,
small,116.3893888,2.814557146,
small,116.7743955,2.81888792,
small,116.7743955,2.814552736,
small,117.1594021,2.823218693,
small,117.1594021,2.81888351,
small,117.1594021,2.814548326,
small,117.5444088,2.827549467,
small,117.5444088,2.823214283,
small,118.6994288,2.818865869,
small,119.0844354,2.818861459,
small,119.0844354,2.814526275,
small,119.4694421,2.818857049,
small,119.4694421,2.814521865,
small,119.4694421,2.810186681,
small,119.8544487,2.814517455,
small,120.2394554,2.814513045,
small,120.624462,2.814508635,
small,120.624462,2.810173451,
small,121.0094687,2.814504224,
small,121.0094687,2.810169041,
small,121.3944753,2.814499814,
small,121.3944753,2.810164631,
small,121.3944753,2.805829447,
small,123.3195086,2.81014258,
small,123.3195086,2.805807396,
small,123.7045152,2.818808537,
small,123.7045152,2.814473353,
small,123.7045152,2.81013817,
small,124.0895219,2.818804127,
small,124.0895219,2.814468943,
small,124.0895219,2.81013376,
small,124.4745285,2.814464533,
small,124.8595352,2.831800858,
small,124.8595352,2.814460123,
small,125.2445418,2.831796448,
small,125.2445418,2.818790896,
small,125.2445418,2.814455713,
small,125.6295485,2.831792037,
small,125.6295485,2.818786486,
small,125.6295485,2.814451303,
small,126.0145551,2.831787627,
small,126.0145551,2.818782076,
small,126.0145551,2.814446892,
small,126.0145551,2.810111709,
small,126.3995618,2.814442482,
small,127.9395884,2.801419291,
small,127.9395884,2.797084107,
small,128.324595,2.810085248,
small,128.324595,2.805750064,
small,128.324595,2.80141488,
small,128.7096017,2.810080838,
small,128.7096017,2.805745654,
small,129.8646216,2.797062056,
small,129.8646216,2.792726872,
small,130.2496283,2.797057646,
small,130.2496283,2.792722462,
small,130.6346349,2.797053236,
small,130.6346349,2.792718052,
small,131.0196416,2.797048826,
small,131.4046483,2.805714783,
small,131.4046483,2.801379599,
small,131.7896549,2.810045556,
small,131.7896549,2.805710373,
small,131.7896549,2.801375189,
small,132.1746616,2.810041146,
small,132.1746616,2.805705963,
small,132.1746616,2.801370779,
small,132.5596682,2.810036736,
small,132.5596682,2.805701552,
small,134.0996948,2.797013544,
small,134.0996948,2.792678361,
small,134.4847015,2.797009134,
small,134.4847015,2.79267395,
small,134.8697081,2.797004724,
small,134.8697081,2.79266954,
small,135.2547148,2.797000314,
small,135.2547148,2.79266513,
small,136.4097347,2.783981532,
small,136.7947414,2.792647489,
small,136.7947414,2.788312306,
small,136.7947414,2.783977122,
small,137.179748,2.792643079,
small,137.179748,2.788307896,
small,137.5647547,2.792638669,
small,137.5647547,2.788303485,
small,139.4897879,2.801286986,
small,139.4897879,2.796951802,
small,139.4897879,2.792616618,
small,139.8747946,2.801282576,
small,139.8747946,2.796947392,
small,139.8747946,2.792612208,
small,140.2598012,2.796942982,
small,140.2598012,2.792607798,
small,141.0298145,2.78392861,
small,141.0298145,2.779593427,
small,141.4148212,2.792594568,
small,141.4148212,2.788259384,
small,141.4148212,2.7839242,
small,141.4148212,2.779589016,
small,141.7998278,2.796925341,
small,141.7998278,2.792590157,
small,141.7998278,2.788254974,
small,142.9548478,2.792576927,
small,142.9548478,2.788241743,
small,143.3398544,2.792572517,
small,143.3398544,2.788237333,
small,143.3398544,2.783902149,
small,143.7248611,2.788232923,
small,143.7248611,2.783897739,
small,143.7248611,2.779562556,
small,144.8798811,2.818565978,
small,144.8798811,2.814230795,
small,144.8798811,2.775214141,
small,144.8798811,2.770878958,
small,145.2648877,2.818561568,
small,145.2648877,2.814226385,
small,145.2648877,2.775209731,
small,145.2648877,2.770874547,
small,145.6498944,2.818557158,
small,145.6498944,2.775205321,
small,147.189921,2.783858048,
small,147.189921,2.779522864,
small,147.5749276,2.783853638,
small,147.5749276,2.779518454,
small,147.9599343,2.783849228,
small,147.9599343,2.779514044,
small,148.3449409,2.788180001,
small,148.3449409,2.783844817,
small,148.3449409,2.779509634,
small,148.7299476,2.792510775,
small,148.7299476,2.788175591,
small,148.7299476,2.783840407,
small,149.1149542,2.792506364,
small,149.1149542,2.788171181,
small,149.4999609,2.792501954,
small,149.4999609,2.788166771,
small,149.8849675,2.792497544,
small,149.8849675,2.78816236,
small,150.2699742,2.796828318,
small,150.2699742,2.792493134,
small,150.2699742,2.78815795,
small,150.6549808,2.792488724,
small,150.6549808,2.78815354,
small,151.4249941,2.801150271,
small,151.8100008,2.801145861,
small,151.8100008,2.796810677,
small,151.8100008,2.792475493,
small,152.1950074,2.796806267,
small,152.1950074,2.792471083,
small,152.1950074,2.7881359,
small,152.5800141,2.792466673,
small,152.5800141,2.788131489,
small,152.9650207,2.788127079,
small,154.1200407,2.770773114,
small,154.1200407,2.76643793,
small,154.5050473,2.775103887,
small,154.5050473,2.770768704,
small,154.890054,2.775099477,
small,154.890054,2.770764294,
small,155.2750606,2.775095067,
small,156.0450739,2.766415879,
small,156.4300806,2.770746653,
small,156.4300806,2.766411469,
small,156.8150873,2.770742243,
small,156.8150873,2.766407059,
small,157.2000939,2.775073016,
small,157.2000939,2.770737833,
small,157.5851006,2.775068606,
small,158.3551139,2.770724602,
small,158.7401205,2.775055376,
small,158.7401205,2.770720192,
small,159.1251272,2.775050966,
small,159.1251272,2.770715782,
small,159.5101338,2.779381739,
small,159.5101338,2.775046555,
small,159.5101338,2.770711372,
small,159.5101338,2.766376188,
small,159.8951405,2.779377329,
small,159.8951405,2.775042145,
small,159.8951405,2.770706962,
small,159.8951405,2.766371778,
small,160.2801471,2.779372919,
small,160.2801471,2.775037735,
small,160.2801471,2.770702551,
small,160.2801471,2.766367368,
small,160.6651538,2.779368509,
small,160.6651538,2.775033325,
small,160.6651538,2.770698141,
small,161.0501604,2.775028915,
small,161.0501604,2.770693731,
small,161.4351671,2.801035607,
small,161.4351671,2.775024505,
small,161.8201737,2.801031197,
small,161.8201737,2.775020094,
small,162.2051804,2.801026787,
small,162.2051804,2.775015684,
small,162.2051804,2.770680501,
small,162.590187,2.801022376,
small,162.590187,2.775011274,
small,162.590187,2.77067609,
small,162.9751937,2.775006864,
small,162.9751937,2.77067168,
small,162.9751937,2.766336497,
small,163.3602003,2.77066727,
small,163.3602003,2.766332086,
small,164.9002269,2.779319997,
small,164.9002269,2.774984813,
small,165.2852336,2.779315587,
small,165.2852336,2.774980403,
small,165.6702402,2.779311177,
small,165.6702402,2.774975993,
small,166.0552469,2.779306766,
small,166.0552469,2.774971583,
small,166.0552469,2.770636399,
small,166.4402535,2.779302356,
small,166.4402535,2.774967173,
small,166.8252602,2.779297946,
small,167.2102668,2.779293536,
small,167.2102668,2.774958352,
small,167.5952735,2.779289126,
small,167.5952735,2.774953942,
small,167.9802801,2.779284716,
small,167.9802801,2.774949532,
small,167.9802801,2.770614348,
small,168.3652868,2.779280306,
small,168.3652868,2.774945122,
small,168.3652868,2.770609938,
small,169.5203068,2.766261524,
small,169.5203068,2.76192634,
small,169.9053134,2.770592297,
small,169.9053134,2.766257114,
small,170.2903201,2.770587887,
small,170.6753267,2.770583477,
small,171.0603334,2.774914251,
small,171.0603334,2.770579067,
small,171.44534,2.774909841,
small,171.44534,2.770574657,
small,171.8303467,2.77490543,
small,171.8303467,2.770570247,
small,172.2153533,2.77490102,
small,172.2153533,2.770565837,
small,172.60036,2.779231794,
small,172.60036,2.77489661,
small,172.60036,2.770561426,
small,172.9853666,2.779227384,
small,172.9853666,2.7748922,
small,172.9853666,2.770557016,
small,174.5253932,2.757533824,
small,174.5253932,2.753198641,
small,174.9103999,2.753194231,
small,175.2954065,2.75318982,
small,175.2954065,2.748854637,
small,175.6804132,2.748850227,
small,176.0654198,2.748845816,
small,176.0654198,2.744510633,
small,176.4504265,2.748841406,
small,176.4504265,2.744506222,
small,176.8354331,2.744501812,
small,177.2204398,2.744497402,
small,177.6054464,2.744492992,
small,177.6054464,2.740157808,
small,177.9904531,2.748823766,
small,177.9904531,2.744488582,
small,177.9904531,2.740153398,
small,178.3754597,2.753154539,
small,178.3754597,2.748819355,
small,178.3754597,2.744484172,
small,178.7604664,2.748814945,
small,179.5304797,2.753141309,
small,179.9154863,2.757472082,
small,179.9154863,2.753136899,
small,179.9154863,2.748801715,
small,180.300493,2.757467672,
small,180.300493,2.753132488,
small,180.300493,2.748797305,
small,180.6854996,2.757463262,
small,180.6854996,2.753128078,
small,181.8405196,2.761785215,
small,182.2255263,2.766115989,
small,182.2255263,2.761780805,
small,182.6105329,2.766111579,
small,182.6105329,2.761776395,
small,182.9955396,2.766107168,
small,182.9955396,2.761771985,
small,182.9955396,2.757436801,
small,184.9205728,2.75741475,
small,184.9205728,2.753079566,
small,185.3055795,2.75741034,
small,185.3055795,2.753075156,
small,185.6905861,2.75740593,
small,185.6905861,2.753070746,
small,185.6905861,2.748735562,
small,185.6905861,2.744400379,
small,186.0755928,2.748731152,
small,186.0755928,2.744395969,
small,186.0755928,2.740060785,
small,186.8456061,2.735716781,
