"Step","training spikes - lm loss","training spikes - lm loss__MIN","training spikes - lm loss__MAX","k2 training - lm loss","k2 training - lm loss__MIN","k2 training - lm loss__MAX"
"3876000","","","","2.4080023765563965","2.4080023765563965","2.4080023765563965"
"3880080","","","","2.3517401218414307","2.3517401218414307","2.3517401218414307"
"3906600","","","","2.3654625415802","2.3654625415802","2.3654625415802"
"3990240","","","","2.353099822998047","2.353099822998047","2.353099822998047"
"3998400","","","","2.360039472579956","2.360039472579956","2.360039472579956"
"4002480","","","","2.386221170425415","2.386221170425415","2.386221170425415"
"4082040","","","","2.3593103885650635","2.3593103885650635","2.3593103885650635"
"4084080","2.3443803787231445","2.3443803787231445","2.3443803787231445","","",""
"4110600","","","","2.3973233699798584","2.3973233699798584","2.3973233699798584"
"4228920","","","","2.39213490486145","2.39213490486145","2.39213490486145"
"4290120","","","","2.3560073375701904","2.3560073375701904","2.3560073375701904"
"4296240","","","","2.2983312606811523","2.2983312606811523","2.2983312606811523"
"4320720","","","","2.3410418033599854","2.3410418033599854","2.3410418033599854"
"4565520","","","","2.3083369731903076","2.3083369731903076","2.3083369731903076"
"4649160","","","","2.2974514961242676","2.2974514961242676","2.2974514961242676"
"4689960","","","","2.2854902744293213","2.2854902744293213","2.2854902744293213"
"4696080","","","","2.3053555488586426","2.3053555488586426","2.3053555488586426"
"4761360","","","","2.285379409790039","2.285379409790039","2.285379409790039"
"4883760","","","","2.2785325050354004","2.2785325050354004","2.2785325050354004"
"4916400","","","","2.2931344509124756","2.2931344509124756","2.2931344509124756"
"5022480","","","","2.309631109237671","2.309631109237671","2.309631109237671"
"5104080","","","","2.248988389968872","2.248988389968872","2.248988389968872"
"5163240","","","","2.2325844764709473","2.2325844764709473","2.2325844764709473"
"5248920","","","","2.2364587783813477","2.2364587783813477","2.2364587783813477"
"5250960","","","","2.2499866485595703","2.2499866485595703","2.2499866485595703"
"5265240","","","","2.255338668823242","2.255338668823242","2.255338668823242"
"5330520","","","","2.2307677268981934","2.2307677268981934","2.2307677268981934"
"5342760","","","","2.2075791358947754","2.2075791358947754","2.2075791358947754"
"5391720","","","","2.2105610370635986","2.2105610370635986","2.2105610370635986"
"5393760","","","","2.238887310028076","2.238887310028076","2.238887310028076"
"5420280","","","","2.2162280082702637","2.2162280082702637","2.2162280082702637"
"5424360","","","","2.2454469203948975","2.2454469203948975","2.2454469203948975"
"5487600","","","","2.201204538345337","2.201204538345337","2.201204538345337"
"5524320","","","","2.2385141849517822","2.2385141849517822","2.2385141849517822"
"5640600","","","","2.211364984512329","2.211364984512329","2.211364984512329"
"5652840","","","","2.2210893630981445","2.2210893630981445","2.2210893630981445"
"5665080","","","","2.2142157554626465","2.2142157554626465","2.2142157554626465"
"5720160","","","","2.2069711685180664","2.2069711685180664","2.2069711685180664"
"5754840","","","","2.222203254699707","2.222203254699707","2.222203254699707"
"5756880","","","","2.2111780643463135","2.2111780643463135","2.2111780643463135"
"5791560","","","","2.196232795715332","2.196232795715332","2.196232795715332"
"5801760","","","","2.186554193496704","2.186554193496704","2.186554193496704"
"5803800","","","","2.1889822483062744","2.1889822483062744","2.1889822483062744"
"5828280","","","","2.1702234745025635","2.1702234745025635","2.1702234745025635"
"5958840","","","","2.1782710552215576","2.1782710552215576","2.1782710552215576"
"5977200","","","","2.182739734649658","2.182739734649658","2.182739734649658"
"5995560","","","","2.180988073348999","2.180988073348999","2.180988073348999"
"6099600","","","","2.1983208656311035","2.1983208656311035","2.1983208656311035"
"6124080","2.17861270904541","2.17861270904541","2.17861270904541","","",""
"6181200","","","","2.1879942417144775","2.1879942417144775","2.1879942417144775"
"6201600","","","","2.1788063049316406","2.1788063049316406","2.1788063049316406"
"6226080","","","","2.1767914295196533","2.1767914295196533","2.1767914295196533"
"6232200","","","","2.165525436401367","2.165525436401367","2.165525436401367"
"6268920","","","","2.150557041168213","2.150557041168213","2.150557041168213"
"6295440","","","","2.1701481342315674","2.1701481342315674","2.1701481342315674"
"6346440","","","","2.1687352657318115","2.1687352657318115","2.1687352657318115"
"6436200","","","","2.1595265865325928","2.1595265865325928","2.1595265865325928"
"6448440","","","","2.177706003189087","2.177706003189087","2.177706003189087"
"6534120","","","","2.151384115219116","2.151384115219116","2.151384115219116"
"6564720","","","","2.1383655071258545","2.1383655071258545","2.1383655071258545"
"6621840","","","","2.146158218383789","2.146158218383789","2.146158218383789"
"6711600","","","","2.148953437805176","2.148953437805176","2.148953437805176"
"6748320","","","","2.1542603969573975","2.1542603969573975","2.1542603969573975"
"6807480","","","","2.1471903324127197","2.1471903324127197","2.1471903324127197"
"6882960","","","","2.0998668670654297","2.0998668670654297","2.0998668670654297"
"6895200","","","","2.129838228225708","2.129838228225708","2.129838228225708"
"6942120","","","","2.1322076320648193","2.1322076320648193","2.1322076320648193"
"6964560","","","","2.1261136531829834","2.1261136531829834","2.1261136531829834"
"6966600","","","","2.122894525527954","2.122894525527954","2.122894525527954"
"7015560","","","","2.1078288555145264","2.1078288555145264","2.1078288555145264"
"7091040","","","","2.1198394298553467","2.1198394298553467","2.1198394298553467"
"7268520","","","","2.115819215774536","2.115819215774536","2.115819215774536"
"7280760","","","","2.118722677230835","2.118722677230835","2.118722677230835"
"7307280","","","","2.102714776992798","2.102714776992798","2.102714776992798"
"7399080","","","","2.1036410331726074","2.1036410331726074","2.1036410331726074"
"7537800","","","","2.090258836746216","2.090258836746216","2.090258836746216"
"7672440","","","","2.1010208129882812","2.1010208129882812","2.1010208129882812"
"7676520","","","","2.0841352939605713","2.0841352939605713","2.0841352939605713"
"7729560","","","","2.1103742122650146","2.1103742122650146","2.1103742122650146"
"7741800","","","","2.085972547531128","2.085972547531128","2.085972547531128"
"7784640","","","","2.106119155883789","2.106119155883789","2.106119155883789"
"7788720","","","","2.1047070026397705","2.1047070026397705","2.1047070026397705"
"7988640","","","","2.1113429069519043","2.1113429069519043","2.1113429069519043"
"8025360","","","","2.0767781734466553","2.0767781734466553","2.0767781734466553"
"8039640","","","","2.0814032554626465","2.0814032554626465","2.0814032554626465"
"8164080","2.056997060775757","2.056997060775757","2.056997060775757","","",""
"8190600","","","","2.099327802658081","2.099327802658081","2.099327802658081"
"8192640","","","","2.1205575466156006","2.1205575466156006","2.1205575466156006"
"8249760","","","","2.0509800910949707","2.0509800910949707","2.0509800910949707"
"8264040","","","","2.0832104682922363","2.0832104682922363","2.0832104682922363"
"8370120","","","","2.0971665382385254","2.0971665382385254","2.0971665382385254"
"8529240","","","","2.0690104961395264","2.0690104961395264","2.0690104961395264"
"8588400","","","","2.0742735862731934","2.0742735862731934","2.0742735862731934"
"8627160","","","","2.0462472438812256","2.0462472438812256","2.0462472438812256"
"8686320","","","","2.0604426860809326","2.0604426860809326","2.0604426860809326"
"8727120","","","","2.0398387908935547","2.0398387908935547","2.0398387908935547"
"8753640","","","","2.078386068344116","2.078386068344116","2.078386068344116"
"8790360","","","","2.0563642978668213","2.0563642978668213","2.0563642978668213"
"8884200","","","","2.0532548427581787","2.0532548427581787","2.0532548427581787"
"8904600","","","","2.078040838241577","2.078040838241577","2.078040838241577"
"8927040","","","","2.0332083702087402","2.0332083702087402","2.0332083702087402"
"8933160","","","","2.0272204875946045","2.0272204875946045","2.0272204875946045"
"8965800","","","","2.0315566062927246","2.0315566062927246","2.0315566062927246"
"8988240","","","","2.0558524131774902","2.0558524131774902","2.0558524131774902"
"8990280","","","","2.042670726776123","2.042670726776123","2.042670726776123"
"9008640","","","","2.046693801879883","2.046693801879883","2.046693801879883"
"9045360","","","","2.051804542541504","2.051804542541504","2.051804542541504"
"9047400","","","","2.0554139614105225","2.0554139614105225","2.0554139614105225"
"9180000","","","","2.072086811065674","2.072086811065674","2.072086811065674"
"9188160","","","","2.069823741912842","2.069823741912842","2.069823741912842"
"9241200","","","","2.032550811767578","2.032550811767578","2.032550811767578"
"9296280","","","","2.0477466583251953","2.0477466583251953","2.0477466583251953"
"9447240","","","","2.064412832260132","2.064412832260132","2.064412832260132"
"9459480","","","","2.019130229949951","2.019130229949951","2.019130229949951"
"9479880","","","","2.0172836780548096","2.0172836780548096","2.0172836780548096"
"9649200","","","","2.0307164192199707","2.0307164192199707","2.0307164192199707"
"9747120","","","","2.0510239601135254","2.0510239601135254","2.0510239601135254"
"9761400","","","","2.054774522781372","2.054774522781372","2.054774522781372"
"9763440","","","","2.0495927333831787","2.0495927333831787","2.0495927333831787"
"9843000","","","","2.0283544063568115","2.0283544063568115","2.0283544063568115"
"9894000","","","","2.0374972820281982","2.0374972820281982","2.0374972820281982"
"9942960","","","","2.048837900161743","2.048837900161743","2.048837900161743"
"9967440","","","","1.9953752756118774","1.9953752756118774","1.9953752756118774"
"10044960","","","","2.0141494274139404","2.0141494274139404","2.0141494274139404"
"10114320","","","","2.0172879695892334","2.0172879695892334","2.0172879695892334"
"10138800","","","","2.0305240154266357","2.0305240154266357","2.0305240154266357"
"10204080","2.0013906955718994","2.0013906955718994","2.0013906955718994","","",""
"10269360","","","","2.0516374111175537","2.0516374111175537","2.0516374111175537"
"10306080","","","","2.048444986343384","2.048444986343384","2.048444986343384"
"10322400","","","","1.993611454963684","1.993611454963684","1.993611454963684"
"10369320","","","","2.0257604122161865","2.0257604122161865","2.0257604122161865"
"10379520","","","","2.050525426864624","2.050525426864624","2.050525426864624"
"10487640","","","","2.0265824794769287","2.0265824794769287","2.0265824794769287"
"10524360","","","","2.0233261585235596","2.0233261585235596","2.0233261585235596"
"10550880","","","","2.0103936195373535","2.0103936195373535","2.0103936195373535"
"10597800","","","","1.9818483591079712","1.9818483591079712","1.9818483591079712"
"10648800","","","","2.006924867630005","2.006924867630005","2.006924867630005"
"10654920","","","","2.0246026515960693","2.0246026515960693","2.0246026515960693"
"10689600","","","","2.0193395614624023","2.0193395614624023","2.0193395614624023"
"10726320","","","","2.0326499938964844","2.0326499938964844","2.0326499938964844"
"10738560","","","","1.984197974205017","1.984197974205017","1.984197974205017"
"10758960","","","","2.0158770084381104","2.0158770084381104","2.0158770084381104"
"10832400","","","","2.0148673057556152","2.0148673057556152","2.0148673057556152"
"10842600","","","","2.0181431770324707","2.0181431770324707","2.0181431770324707"
"10936440","","","","1.9990768432617188","1.9990768432617188","1.9990768432617188"
"10967040","","","","1.996910572052002","1.996910572052002","1.996910572052002"
"10995600","","","","2.0090153217315674","2.0090153217315674","2.0090153217315674"
"11011920","","","","1.9828307628631592","1.9828307628631592","1.9828307628631592"
"11024160","","","","1.998515009880066","1.998515009880066","1.998515009880066"
"11097600","","","","1.9683748483657837","1.9683748483657837","1.9683748483657837"
"11111880","","","","1.9695394039154053","1.9695394039154053","1.9695394039154053"
"11146560","","","","1.9849025011062622","1.9849025011062622","1.9849025011062622"
"11177160","","","","1.9991381168365479","1.9991381168365479","1.9991381168365479"
"11181240","","","","1.9957695007324219","1.9957695007324219","1.9957695007324219"
"11275080","","","","2.005486249923706","2.005486249923706","2.005486249923706"
"11287320","","","","2.003591537475586","2.003591537475586","2.003591537475586"
"11313840","","","","1.9688496589660645","1.9688496589660645","1.9688496589660645"
"11370960","","","","1.999745488166809","1.999745488166809","1.999745488166809"
"11375040","","","","2.0215961933135986","2.0215961933135986","2.0215961933135986"
"11509680","","","","1.9992395639419556","1.9992395639419556","1.9992395639419556"
"11617800","","","","1.993634581565857","1.993634581565857","1.993634581565857"
"11634120","","","","1.968511939048767","1.968511939048767","1.968511939048767"
"11679000","","","","1.977031946182251","1.977031946182251","1.977031946182251"
"11742240","","","","1.9978554248809814","1.9978554248809814","1.9978554248809814"
"11766720","","","","1.9558802843093872","1.9558802843093872","1.9558802843093872"
"11774880","","","","1.9830737113952637","1.9830737113952637","1.9830737113952637"
"11848320","","","","1.9874849319458008","1.9874849319458008","1.9874849319458008"
"11925840","","","","1.9939712285995483","1.9939712285995483","1.9939712285995483"
"11985000","","","","1.9758074283599854","1.9758074283599854","1.9758074283599854"
"11993160","","","","1.9811296463012695","1.9811296463012695","1.9811296463012695"
"12042120","","","","1.980522632598877","1.980522632598877","1.980522632598877"
"12082920","","","","1.9620732069015503","1.9620732069015503","1.9620732069015503"
"12084960","","","","1.9924298524856567","1.9924298524856567","1.9924298524856567"
"12178800","","","","1.939027190208435","1.939027190208435","1.939027190208435"
"12207360","","","","1.940064549446106","1.940064549446106","1.940064549446106"
"12244080","1.9432709217071533","1.9432709217071533","1.9432709217071533","","",""
"12293040","","","","1.9776685237884521","1.9776685237884521","1.9776685237884521"
"12382800","","","","1.9888709783554077","1.9888709783554077","1.9888709783554077"
"12533760","","","","1.986918330192566","1.986918330192566","1.986918330192566"
"12558240","","","","1.9402285814285278","1.9402285814285278","1.9402285814285278"
"12639840","","","","1.9610223770141602","1.9610223770141602","1.9610223770141602"
"12778560","","","","1.9730511903762817","1.9730511903762817","1.9730511903762817"
"12837720","","","","1.9786956310272217","1.9786956310272217","1.9786956310272217"
"12882600","","","","1.9775547981262207","1.9775547981262207","1.9775547981262207"
"12884640","","","","1.95693838596344","1.95693838596344","1.95693838596344"
"12900960","","","","1.9631398916244507","1.9631398916244507","1.9631398916244507"
"12909120","","","","1.972514271736145","1.972514271736145","1.972514271736145"
"12931560","","","","1.948368787765503","1.948368787765503","1.948368787765503"
"13009080","","","","1.949939489364624","1.949939489364624","1.949939489364624"
"13013160","","","","1.9807120561599731","1.9807120561599731","1.9807120561599731"
"13102920","","","","1.9569731950759888","1.9569731950759888","1.9569731950759888"
"13131480","","","","1.945941686630249","1.945941686630249","1.945941686630249"
"13158000","","","","1.962280511856079","1.962280511856079","1.962280511856079"
"13166160","","","","1.9591717720031738","1.9591717720031738","1.9591717720031738"
"13200840","","","","1.9362149238586426","1.9362149238586426","1.9362149238586426"
"13239600","","","","1.9625589847564697","1.9625589847564697","1.9625589847564697"
"13282440","","","","1.9480180740356445","1.9480180740356445","1.9480180740356445"
"13339560","","","","1.9436497688293457","1.9436497688293457","1.9436497688293457"
"13347720","","","","1.9248186349868774","1.9248186349868774","1.9248186349868774"
"13386480","","","","1.9301488399505615","1.9301488399505615","1.9301488399505615"
"13457880","","","","1.927971601486206","1.927971601486206","1.927971601486206"
"13476240","","","","1.9473057985305786","1.9473057985305786","1.9473057985305786"
"13545600","","","","1.9306714534759521","1.9306714534759521","1.9306714534759521"
"13551720","","","","1.9447815418243408","1.9447815418243408","1.9447815418243408"
"13608840","","","","1.937770128250122","1.937770128250122","1.937770128250122"
"13672080","","","","1.9322720766067505","1.9322720766067505","1.9322720766067505"
"13676160","","","","1.9176220893859863","1.9176220893859863","1.9176220893859863"
"13686360","","","","1.9366490840911865","1.9366490840911865","1.9366490840911865"
"13810800","","","","1.9216346740722656","1.9216346740722656","1.9216346740722656"
"13829160","","","","1.9560879468917847","1.9560879468917847","1.9560879468917847"
"13935240","","","","1.925541877746582","1.925541877746582","1.925541877746582"
"13967880","","","","1.9373278617858887","1.9373278617858887","1.9373278617858887"
"14061720","","","","1.9456547498703003","1.9456547498703003","1.9456547498703003"
"14151480","","","","1.9305135011672974","1.9305135011672974","1.9305135011672974"
"14204520","","","","1.9586840867996216","1.9586840867996216","1.9586840867996216"
"14247360","","","","1.9434064626693726","1.9434064626693726","1.9434064626693726"
"14284080","1.9228461980819702","1.9228461980819702","1.9228461980819702","","",""
"14294280","","","","1.928918719291687","1.928918719291687","1.928918719291687"
"14343240","","","","1.9093828201293945","1.9093828201293945","1.9093828201293945"
"14488080","","","","1.9303598403930664","1.9303598403930664","1.9303598403930664"
"14577840","","","","1.9233342409133911","1.9233342409133911","1.9233342409133911"
"14618640","","","","1.9107904434204102","1.9107904434204102","1.9107904434204102"
"14634960","","","","1.9354459047317505","1.9354459047317505","1.9354459047317505"
"14653320","","","","1.9249119758605957","1.9249119758605957","1.9249119758605957"
"14749200","","","","1.9190936088562012","1.9190936088562012","1.9190936088562012"
"14765520","","","","1.9297274351119995","1.9297274351119995","1.9297274351119995"
"14843040","","","","1.9255460500717163","1.9255460500717163","1.9255460500717163"
"14889960","","","","1.8917866945266724","1.8917866945266724","1.8917866945266724"
"14912400","","","","1.912969708442688","1.912969708442688","1.912969708442688"
"14922600","","","","1.9177932739257812","1.9177932739257812","1.9177932739257812"
"14975640","","","","1.9110931158065796","1.9110931158065796","1.9110931158065796"
"14991960","","","","1.9324917793273926","1.9324917793273926","1.9324917793273926"
"15073560","","","","2.0474369525909424","2.0474369525909424","2.0474369525909424"
"15077640","","","","2.0809147357940674","2.0809147357940674","2.0809147357940674"
"15083760","","","","1.9958089590072632","1.9958089590072632","1.9958089590072632"
"15091920","","","","1.9626615047454834","1.9626615047454834","1.9626615047454834"
"15163320","","","","1.9301739931106567","1.9301739931106567","1.9301739931106567"
"15191880","","","","1.8874002695083618","1.8874002695083618","1.8874002695083618"
"15375480","","","","1.880794644355774","1.880794644355774","1.880794644355774"
"15418320","","","","1.911810040473938","1.911810040473938","1.911810040473938"
"15432600","","","","1.9191861152648926","1.9191861152648926","1.9191861152648926"
"15465240","","","","1.9145721197128296","1.9145721197128296","1.9145721197128296"
"15616200","","","","1.9236441850662231","1.9236441850662231","1.9236441850662231"
"15718200","","","","1.9103007316589355","1.9103007316589355","1.9103007316589355"
"15726360","","","","1.9078094959259033","1.9078094959259033","1.9078094959259033"
"15742680","","","","1.8757106065750122","1.8757106065750122","1.8757106065750122"
"15752880","","","","1.9136803150177002","1.9136803150177002","1.9136803150177002"
"15830400","","","","1.9245251417160034","1.9245251417160034","1.9245251417160034"
"15832440","","","","1.890773057937622","1.890773057937622","1.890773057937622"
"15834480","","","","1.9059420824050903","1.9059420824050903","1.9059420824050903"
"15883440","","","","1.9046574831008911","1.9046574831008911","1.9046574831008911"
"15926280","","","","1.9098716974258423","1.9098716974258423","1.9098716974258423"
"15932400","","","","1.911139965057373","1.911139965057373","1.911139965057373"
"16067040","","","","1.9050979614257812","1.9050979614257812","1.9050979614257812"
"16107840","","","","1.8898600339889526","1.8898600339889526","1.8898600339889526"
"16138440","","","","1.8966888189315796","1.8966888189315796","1.8966888189315796"
"16193520","","","","1.8925601243972778","1.8925601243972778","1.8925601243972778"
"16218000","","","","1.9075876474380493","1.9075876474380493","1.9075876474380493"
"16256760","","","","1.9235697984695435","1.9235697984695435","1.9235697984695435"
"16324080","1.8875586986541748","1.8875586986541748","1.8875586986541748","","",""
"16342440","","","","1.9071606397628784","1.9071606397628784","1.9071606397628784"
"16360800","","","","1.8801716566085815","1.8801716566085815","1.8801716566085815"
"16432200","","","","1.9274195432662964","1.9274195432662964","1.9274195432662964"
"16452600","","","","1.883025884628296","1.883025884628296","1.883025884628296"
"16538280","","","","1.9209316968917847","1.9209316968917847","1.9209316968917847"
"16570920","","","","1.92091703414917","1.92091703414917","1.92091703414917"
"16581120","","","","1.8889628648757935","1.8889628648757935","1.8889628648757935"
"16636200","","","","1.9032752513885498","1.9032752513885498","1.9032752513885498"
"16701480","","","","1.9144487380981445","1.9144487380981445","1.9144487380981445"
"16725960","","","","1.900132179260254","1.900132179260254","1.900132179260254"
"16730040","","","","1.8801051378250122","1.8801051378250122","1.8801051378250122"
"16968720","","","","1.8840197324752808","1.8840197324752808","1.8840197324752808"
"16983000","","","","1.8801647424697876","1.8801647424697876","1.8801647424697876"
"16987080","","","","1.9016342163085938","1.9016342163085938","1.9016342163085938"
"17142120","","","","1.8743442296981812","1.8743442296981812","1.8743442296981812"
"17150280","","","","1.8849303722381592","1.8849303722381592","1.8849303722381592"
"17266560","","","","1.8817118406295776","1.8817118406295776","1.8817118406295776"
"17293080","","","","1.8719911575317383","1.8719911575317383","1.8719911575317383"
"17301240","","","","1.8814057111740112","1.8814057111740112","1.8814057111740112"
"17313480","","","","1.8618444204330444","1.8618444204330444","1.8618444204330444"
"17354280","","","","1.8828387260437012","1.8828387260437012","1.8828387260437012"
"17356320","","","","1.874949336051941","1.874949336051941","1.874949336051941"
"17529720","","","","1.8908417224884033","1.8908417224884033","1.8908417224884033"
"17625600","","","","1.8866000175476074","1.8866000175476074","1.8866000175476074"
"17631720","","","","1.8862526416778564","1.8862526416778564","1.8862526416778564"
"17639880","","","","1.854917287826538","1.854917287826538","1.854917287826538"
"17709240","","","","1.8754364252090454","1.8754364252090454","1.8754364252090454"
"17829600","","","","1.8508384227752686","1.8508384227752686","1.8508384227752686"
"17837760","","","","1.8451712131500244","1.8451712131500244","1.8451712131500244"
"17888760","","","","1.8946901559829712","1.8946901559829712","1.8946901559829712"
"17898960","","","","1.8949623107910156","1.8949623107910156","1.8949623107910156"
"17913240","","","","1.8654721975326538","1.8654721975326538","1.8654721975326538"
"17966280","","","","1.8689749240875244","1.8689749240875244","1.8689749240875244"
"17980560","","","","1.9015787839889526","1.9015787839889526","1.9015787839889526"
"18029520","","","","1.8800266981124878","1.8800266981124878","1.8800266981124878"
"18113160","","","","1.8941243886947632","1.8941243886947632","1.8941243886947632"
"18280440","","","","1.8879257440567017","1.8879257440567017","1.8879257440567017"
"18290640","","","","1.8780471086502075","1.8780471086502075","1.8780471086502075"
"18298800","","","","1.8746247291564941","1.8746247291564941","1.8746247291564941"
"18349800","","","","1.860916256904602","1.860916256904602","1.860916256904602"
"18364080","1.8654009103775024","1.8654009103775024","1.8654009103775024","","",""
"18372240","","","","1.8713940382003784","1.8713940382003784","1.8713940382003784"
"18466080","","","","1.8586796522140503","1.8586796522140503","1.8586796522140503"
"18513000","","","","1.8800334930419922","1.8800334930419922","1.8800334930419922"
"18525240","","","","1.8639811277389526","1.8639811277389526","1.8639811277389526"
"18570120","","","","1.8507740497589111","1.8507740497589111","1.8507740497589111"
"18633360","","","","1.887292504310608","1.887292504310608","1.887292504310608"
"18698640","","","","1.8696116209030151","1.8696116209030151","1.8696116209030151"
